UID,Name,Position,Drb/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
53113114,Julian Ryerson,"D/WB (R), DM, M (RC)",1.60,13,15,15,10,16,13,15,13,15,12,15,13,13,12,15,12,12,11,13,16,9,14,7,12,12,8,13,5,10,8,11,13,13,8,13,14,1,1,1,1,3,3,1,2,3,4,1,- -  -,Wnt
85045209,Jonathan Clauss,D/WB/M (R),2.41,15,13,11,9,15,15,13,10,14,12,14,12,13,13,15,10,8,13,13,13,13,14,12,16,13,10,14,13,6,12,13,13,15,8,13,14,1,1,1,2,3,1,3,3,1,2,2,- -  -,
2000056824,Tyreece Campbell,"M/AM (R), ST (C)",2.77,13,13,11,3,11,14,10,10,12,9,5,6,3,12,8,11,3,11,3,5,8,7,5,8,13,13,13,5,13,7,1,4,10,6,2,9,1,3,1,1,1,1,2,1,2,1,3,- -  -,
13205265,Lameck Banda,"AM (RL), ST (C)",2.32,15,14,12,8,12,16,12,7,11,9,11,12,10,13,15,10,8,13,8,10,11,10,7,12,13,10,13,8,6,7,6,7,8,11,7,12,2,4,4,2,2,3,1,3,3,1,3,- -  -,
70121604,Rıdvan Yılmaz,D/WB/M (L),1.47,15,15,13,9,15,15,13,8,12,12,14,13,16,12,13,15,9,15,13,13,13,14,6,14,14,9,14,7,10,9,10,11,14,9,12,15,2,3,1,3,1,3,2,4,2,1,1,- -  -,Wnt
36096701,Tasos Chatzigiovanis,M/AM (RL),3.00,16,17,10,6,13,15,13,8,9,10,8,9,7,8,12,13,7,13,8,8,12,13,13,13,10,7,10,10,6,10,4,7,11,13,5,12,3,2,1,1,1,2,3,2,2,1,2,- -  -,Opt
43315140,Emanuele Valeri,D/WB/M (L),1.38,15,16,14,10,15,15,15,12,15,16,13,14,15,14,18,13,9,14,12,13,14,14,12,16,14,10,14,13,9,14,12,12,13,10,14,14,1,2,3,2,1,2,3,2,3,3,2,- -  -,
2000044535,Eddie Corbit,"D (C), WB (R)",1.25,11,8,7,11,13,10,6,5,14,9,8,5,10,14,9,5,2,3,8,6,4,7,3,2,1,3,6,5,9,4,1,14,7,3,11,2,1,2,4,1,3,2,3,3,2,1,1,- -  -,
2000074825,Youssoufa Moukoko,ST (C),1.47,17,19,16,10,17,17,16,14,13,16,12,19,12,14,15,16,9,14,7,12,13,14,10,13,18,17,16,15,11,13,9,6,15,13,4,17,2,3,1,1,4,3,3,3,2,2,2,- -  -,Wnt
29173977,Max Aarons,D/WB (R),3.44,15,16,15,6,16,15,15,11,8,15,12,17,15,13,17,12,6,14,14,14,12,14,3,12,14,6,14,6,9,7,6,14,13,6,14,14,1,4,1,1,2,3,3,1,4,1,1,- -  -,Wnt
19360962,Gabriel Veron,"M (L), AM (RL), ST (C)",2.81,16,16,15,8,14,15,16,13,10,14,12,15,10,14,12,16,11,15,8,11,14,13,9,15,17,14,14,7,10,13,3,8,13,10,9,16,2,3,2,2,2,4,2,2,2,1,1,- -  -,
29137171,CJ Hamilton,"M/AM (RL), ST (C)",2.70,15,11,7,8,13,15,11,5,5,8,6,9,9,8,12,10,8,13,8,13,8,15,4,10,10,8,8,4,5,6,6,7,9,9,6,8,2,1,2,2,2,3,1,1,1,2,2,- -  -,
52048744,Michael Duffy,M/AM (RL),4.14,15,13,14,8,13,14,12,9,4,13,7,12,9,12,17,14,4,12,6,10,11,12,13,11,13,10,11,9,6,12,4,4,11,12,3,13,1,2,3,2,1,3,1,3,2,1,3,- -  -,
2000082141,Billal Messaoudi,"M/AM (R), ST (C)",2.46,13,13,11,12,13,13,12,11,8,12,10,14,11,12,6,15,12,13,8,12,9,13,7,11,13,13,13,8,9,9,7,4,10,11,4,13,2,3,1,1,2,4,2,2,3,1,2,- -  -,
48042658,Bryan Mbeumo,"M (L), AM (RL), ST (C)",1.74,15,15,14,8,14,15,13,12,12,14,14,14,12,14,14,15,8,15,9,14,14,16,11,14,13,13,12,9,10,14,6,6,13,13,6,13,3,2,1,2,1,3,2,3,1,3,1,- -  -,
27100968,Rasmus Kristensen,"D/WB (R), DM, M (R)",2.23,12,13,13,14,14,15,14,13,18,12,15,11,12,12,15,11,13,11,12,13,11,16,8,15,11,10,12,7,12,9,12,12,13,9,13,12,2,1,2,1,3,3,1,2,1,1,2,- -  -,
25038219,Jan Sýkora,M/AM (RL),1.73,12,13,8,8,9,13,12,6,14,13,12,12,11,12,12,14,5,10,10,8,13,12,16,12,9,12,13,12,9,10,5,7,12,13,8,13,3,1,1,2,3,2,3,4,2,1,2,- -  -,
2000131024,Ben Parkinson,"M/AM (R), ST (C)",2.75,14,14,9,6,15,13,10,8,8,8,6,9,3,12,15,14,10,12,2,7,6,8,4,9,13,9,9,5,4,5,5,1,10,5,4,10,1,2,1,1,2,3,1,3,3,2,3,- -  -,
28113828,Jeremie Frimpong,"D/WB (RL), M (R)",3.30,18,16,12,6,14,18,14,12,13,14,14,12,14,13,14,14,10,15,11,12,12,14,11,11,15,9,12,10,6,9,6,12,12,8,12,14,2,1,2,2,3,2,1,2,2,1,2,- -  -,Wnt
24047634,Josip Juranović,"D (RL), WB (R)",2.87,14,14,13,6,14,15,15,12,14,14,16,12,12,13,17,13,15,11,13,12,11,14,11,13,11,7,13,12,11,11,3,9,13,17,13,12,2,2,4,2,3,3,3,1,4,1,2,- -  -,
28100015,Corey Blackett-Taylor,"M (L), AM (RL)",3.29,16,11,8,10,11,15,11,11,7,9,3,8,8,9,10,12,7,10,6,9,5,11,8,7,10,6,9,7,8,8,5,4,9,8,3,11,1,3,2,2,1,2,1,3,2,4,1,- -  -,
2002082147,Damien Inglese,M/AM (R),2.58,16,15,14,9,13,14,13,9,8,8,6,6,4,9,9,12,5,10,3,9,10,12,4,9,11,3,8,9,4,6,3,1,14,2,3,12,1,2,3,2,1,1,2,2,3,2,3,- -  -,
2000190584,Koby Mottoh,M/AM (RL),2.57,10,13,8,10,13,11,10,6,9,3,5,5,5,3,14,12,5,7,3,3,5,8,5,8,10,4,12,1,5,4,2,1,8,1,1,12,2,2,2,1,2,2,3,3,1,2,3,- -  -,
61093336,Karamoko Dembélé,"M (R), AM (RL)",2.05,13,14,11,4,13,13,12,8,7,12,8,12,10,11,15,15,8,11,9,11,11,10,9,12,14,10,14,8,6,11,6,7,10,9,6,13,4,2,2,3,1,1,2,1,3,3,2,- -  -,
43252773,Andrea Pinamonti,ST (C),1.35,14,15,15,15,15,14,14,15,5,14,13,15,11,14,12,12,10,17,7,13,12,15,5,7,12,15,15,7,15,13,5,5,12,14,5,16,2,3,1,3,3,3,3,3,4,1,2,- -  -,
12036026,Kenneth Omeruo,D (RC),1.32,13,12,15,12,17,14,13,13,12,15,17,11,13,10,14,12,7,11,13,11,11,13,7,8,9,6,12,3,12,5,15,15,11,4,16,12,3,4,3,1,3,1,2,1,1,2,4,- -  -,Opt
29194672,Will Dawes,M/AM (RL),2.32,13,14,6,8,14,13,12,7,8,4,7,9,5,5,15,7,13,12,4,6,4,11,5,8,8,5,7,3,1,3,3,3,7,2,1,6,1,2,3,2,3,3,3,1,3,1,2,- -  -,Inj
90057436,Ryan Hall,M/AM (R),2.52,13,9,7,5,4,14,10,6,3,7,6,4,3,5,12,11,3,9,3,5,4,10,7,9,11,4,10,3,2,4,1,3,10,4,4,12,3,2,1,1,2,3,1,1,1,1,3,- -  -,
52090947,Andy Lyons,"D/WB (RL), AM (R)",1.93,14,12,12,12,15,13,12,9,11,10,11,10,12,12,16,11,7,12,12,11,10,12,2,11,12,8,12,4,11,8,7,10,12,4,9,11,2,2,3,3,3,2,1,2,2,1,1,- -  -,Inj
28100123,Aaron Wan-Bissaka,D/WB (R),3.02,17,18,15,11,15,15,16,13,15,12,18,11,11,12,11,12,6,11,11,14,5,13,5,12,11,5,12,4,8,3,10,13,10,5,20,12,3,3,3,3,1,1,2,2,2,1,1,- -  -,
2002081346,Gareth O'Hara,D/WB (R),1.51,16,15,14,16,10,14,16,12,10,14,9,8,12,14,15,12,3,7,11,16,12,16,7,13,8,3,14,6,10,8,9,12,11,4,11,9,2,2,3,3,3,3,4,3,2,2,4,- -  -,
29229014,Will Jarvis,"M/AM (RL), ST (C)",2.79,11,11,9,13,6,10,10,8,11,8,8,11,8,9,10,12,5,11,3,8,10,12,11,12,10,10,10,5,9,10,8,4,10,11,4,10,3,3,2,2,3,1,1,3,1,3,2,- -  -,
43075156,Giovanni Di Lorenzo,"D (RC), WB/M (R)",1.21,14,14,14,13,19,16,16,13,14,14,15,14,14,13,15,6,11,13,13,15,10,15,4,13,10,11,13,3,14,11,10,14,14,10,16,13,3,3,2,3,1,4,1,4,3,1,3,- -  -,
67231279,Jordi Mboula,"M/AM (RL), ST (C)",2.42,15,15,13,9,12,15,12,12,8,12,10,13,10,12,13,15,9,14,7,10,14,12,12,12,14,10,13,11,8,10,5,4,12,10,4,14,1,1,3,1,3,1,1,3,3,2,3,- -  -,
19099575,Danilo,"D (RLC), WB (R)",1.27,11,11,12,12,15,12,13,12,11,15,15,13,15,13,16,12,12,13,15,16,15,15,7,15,10,10,15,9,10,11,7,13,16,11,14,14,3,1,3,1,2,2,3,3,2,1,1,- -  -,nEU
28081639,Chike Kandi,"AM (RL), ST (C)",2.79,12,9,8,8,10,12,9,8,7,5,7,8,4,6,2,9,5,11,4,14,8,11,6,7,8,3,6,4,7,6,5,3,7,4,4,10,2,3,2,1,2,1,2,2,1,4,1,- -  -,
2002081280,Screve Ongenda,"M (RC), AM (RL)",2.17,12,14,12,6,16,13,15,12,11,11,14,12,11,11,17,14,13,8,7,15,10,16,10,15,11,11,10,11,5,10,5,8,13,10,8,14,2,4,1,2,1,2,3,2,3,3,2,- -  -,
2002083087,Dave Lowe,"AM (R), ST (C)",2.06,11,13,9,11,12,13,10,8,8,9,6,11,4,10,15,12,15,9,5,12,8,8,4,7,12,13,12,3,5,5,1,3,9,5,3,9,1,2,3,2,3,1,2,1,3,2,2,- -  -,
18106037,Anass Zaroury,M/AM (RL),2.98,14,14,10,11,12,14,11,9,9,12,14,11,12,12,12,16,8,12,9,11,10,11,9,11,13,7,14,8,5,8,6,7,12,6,5,14,1,1,3,2,4,2,1,2,2,2,3,- -  -,
28108034,Dujon Sterling,"D (RLC), WB/M/AM (R)",1.58,15,11,12,12,13,14,13,13,11,12,11,11,12,11,13,12,7,12,13,11,10,13,9,11,11,7,8,9,12,7,9,11,9,9,12,11,1,1,2,3,3,3,3,1,1,1,1,- -  -,Wnt
85047422,Naby Sarr,D (LC),2.02,10,11,13,16,15,10,14,15,12,11,14,10,12,11,10,12,10,6,12,12,10,12,2,7,9,7,11,4,12,6,7,12,10,5,12,12,3,1,2,1,1,3,1,1,2,2,2,- -  -,
2000183388,Ryan Battrum,"D (R), M (RC), AM (R)",0.99,14,16,10,4,16,14,10,8,11,7,9,6,10,12,12,6,13,5,6,6,8,8,5,10,6,1,12,5,5,5,5,3,8,1,8,6,2,2,2,2,1,3,3,2,1,3,3,- -  -,
55070292,Diogo Gonçalves,"M (R), AM (RL)",2.34,13,13,14,7,14,14,13,12,15,12,13,11,12,12,15,13,12,13,8,12,12,14,13,13,12,11,13,12,7,13,9,8,13,12,8,13,3,3,2,1,3,1,3,2,2,2,2,- -  -,
28103231,Josh Bowler,M/AM (RL),3.08,15,15,14,9,13,15,11,9,10,11,11,14,10,11,16,15,9,13,7,8,13,12,12,12,16,12,13,12,5,10,3,7,12,11,6,14,3,2,3,2,3,3,3,3,1,1,4,- -  -,
48042766,Ismaïla Sarr,"M (R), AM (RL), ST (C)",2.36,15,15,15,11,15,17,13,13,11,13,14,13,11,12,14,14,6,14,7,10,11,13,10,13,14,13,12,9,7,15,5,6,12,13,7,14,3,1,3,2,1,2,1,2,3,1,2,- -  -,
61074098,Anthony Ralston,D/WB (R),1.89,13,13,15,9,13,13,14,16,18,12,19,8,13,11,18,7,8,11,13,14,11,15,5,12,12,10,10,7,14,8,12,12,12,8,12,11,3,3,3,1,3,3,2,2,4,3,2,- -  -,
85126966,Jordan Amavi,D/WB/M (L),2.19,11,12,11,9,14,13,12,12,10,14,13,12,14,12,14,12,8,12,12,12,9,15,4,13,12,5,13,4,12,9,12,12,13,7,13,14,2,2,2,3,4,3,3,2,3,2,3,- -  -,
67139735,Dani Carvajal,D/WB (R),2.26,15,14,16,8,14,14,14,13,17,15,18,13,14,13,16,12,14,17,14,16,12,18,11,16,11,8,14,8,10,10,13,14,15,9,15,14,2,2,1,1,1,1,1,1,1,1,2,- -  -,Ret
49048381,Kiliann Sildillia,"D (RC), WB (R)",2.15,16,14,10,14,14,15,15,12,10,14,12,9,14,13,13,11,12,12,13,14,11,14,7,11,10,6,12,7,15,7,17,13,12,8,13,13,2,1,3,1,1,4,3,2,2,1,1,- -  -,Wnt
