UID,Name,Position,Drb/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000053510,Jay Haddow,"D (RC), WB (R)",2.48,12,13,13,10,15,13,15,13,12,11,10,12,13,12,16,12,8,10,12,12,9,12,6,11,11,4,10,3,10,4,8,9,9,3,9,9,3,3,3,1,3,2,1,2,2,2,3,- -  -,Wnt
2000184613,Ato Ampah,D/WB/M/AM (RL),1.89,16,12,9,8,18,15,16,8,10,8,7,6,10,5,16,16,7,8,6,3,7,9,3,7,11,4,7,5,3,3,6,5,6,1,7,6,1,1,4,1,1,1,3,3,3,3,1,- -  -,
89052079,Shilow Tracey,"M/AM (RL), ST (C)",2.64,13,14,11,7,14,13,11,13,8,9,11,6,8,8,14,11,7,10,7,12,7,13,8,10,10,9,9,7,8,7,10,3,12,8,6,11,1,3,1,2,3,2,1,1,2,1,1,- -  -,
28127876,DJ Campton-Sturridge,ST (C),1.32,14,12,7,4,11,13,10,6,11,9,6,11,7,10,15,9,13,14,8,6,6,7,3,3,10,14,13,7,14,6,1,3,7,5,4,9,4,2,1,1,3,1,1,1,3,3,2,- -  -,
83105845,Diogo Dalot,"D (RL), WB/M (R)",2.84,15,15,13,13,15,15,14,12,13,14,11,13,13,13,14,12,10,13,13,14,10,14,9,13,13,8,14,4,9,7,14,13,14,10,13,13,1,3,4,3,2,1,2,1,1,2,2,- -  -,
2000049989,Joe Wragg,M/AM (R),1.97,13,12,8,15,7,10,8,7,9,6,5,12,2,10,14,7,8,8,2,6,6,7,4,8,10,5,11,5,7,4,5,3,9,7,1,7,2,2,3,3,1,2,3,1,2,2,2,- -  -,
2000120902,Lucius Vine,"AM (RL), ST (C)",2.00,12,12,6,10,15,9,9,6,9,7,4,7,3,8,9,12,7,10,5,6,5,9,6,8,15,6,14,6,9,6,4,3,10,1,3,12,2,3,1,1,2,3,3,4,1,1,3,- -  -,
2000045044,Kieran Wakefield,ST (C),0.83,12,11,11,8,11,12,12,13,10,11,12,12,11,13,15,10,15,8,11,12,8,12,5,4,10,8,10,10,10,9,9,5,8,12,3,9,2,1,2,2,3,3,1,3,4,4,2,- -  -,
67202652,Andoni Gorosabel,D/WB (R),1.37,15,14,14,8,14,14,14,14,14,14,13,13,13,13,13,8,10,16,12,14,12,16,7,15,12,9,13,8,12,10,8,14,13,11,13,13,3,2,1,4,3,4,3,1,2,2,3,- -  -,
45111317,Yukinari Sugawara,"D/WB (R), DM, M/AM (R)",2.22,14,14,12,11,14,14,13,9,12,14,14,13,12,13,14,13,7,14,12,13,12,14,9,15,13,8,14,11,8,14,12,11,15,11,12,14,1,2,2,2,3,1,4,1,3,3,4,- -  -,
28111507,Tyrick Mitchell,D/WB (L),2.00,15,15,13,8,17,16,14,12,15,14,13,14,14,14,13,11,10,13,14,15,14,15,9,13,13,6,13,8,11,8,10,12,14,6,16,12,2,2,1,3,2,3,4,2,1,2,3,- -  -,Trn
92089146,Roberto Massimo,WB/M/AM (R),2.42,15,14,11,12,13,15,11,10,14,12,11,10,9,10,11,14,8,12,9,10,11,11,8,12,13,10,11,10,12,12,4,5,12,9,9,13,1,3,1,2,1,1,3,1,2,2,2,- -  -,
49038965,Sacha Boey,"D (RL), WB (R)",1.20,15,15,13,10,14,15,15,12,14,12,12,12,14,13,13,8,16,12,14,13,11,13,5,11,10,7,12,5,6,8,10,15,11,6,13,12,3,2,1,3,3,3,2,1,2,2,1,- -  -,
29132973,Simon Banza,ST (C),1.26,12,13,12,15,15,13,13,12,15,15,16,12,11,12,14,13,7,16,7,10,12,13,9,10,11,14,13,6,15,9,7,3,9,13,5,12,2,1,4,1,1,3,1,3,3,2,3,- -  -,
55027761,Mário Rui,D/WB/M (L),1.06,15,15,12,5,16,14,14,10,13,14,15,12,13,14,15,12,9,12,13,14,11,15,12,14,8,6,14,11,7,10,11,14,14,6,15,14,2,2,2,2,1,1,2,2,2,2,3,- -  -,Ret
53166991,Emil Ceïde,AM (RL),2.18,15,18,14,6,13,13,12,10,6,10,8,11,8,12,15,15,4,13,4,7,11,8,7,12,16,8,14,7,5,10,3,3,11,6,2,14,1,1,1,3,2,3,1,3,1,2,2,- -  -,
14223204,Santiago Simón,"M (RC), AM (R)",1.73,14,15,14,9,15,14,16,12,14,14,8,12,13,13,12,12,14,14,12,13,11,13,10,13,13,7,13,10,7,13,7,8,14,9,9,15,2,3,3,3,3,2,3,3,1,2,2,- -  -,
43295110,Raoul Bellanova,D/WB/M (R),2.72,16,14,13,13,15,16,14,13,11,13,14,13,15,13,16,11,10,11,12,10,12,12,5,14,13,8,14,5,11,7,8,12,12,5,10,12,1,3,2,1,2,3,3,1,1,3,1,- -  -,
61074033,Callumn Morrison,"M/AM (RL), ST (C)",2.76,11,15,12,6,11,14,12,9,13,10,10,10,8,7,11,15,7,13,3,8,6,10,10,7,12,8,11,11,6,9,5,3,9,10,4,12,1,2,3,3,3,1,1,3,1,1,3,- -  -,
43296005,Tommaso Cassandro,D/WB (R),1.96,16,16,11,10,12,14,16,10,12,14,11,12,13,12,12,10,14,9,12,14,11,13,7,11,11,7,12,7,9,8,11,10,12,7,11,10,1,3,3,3,4,1,2,1,1,1,3,- -  -,
52060430,Dylan Connolly,M/AM (RL),2.73,15,13,11,10,11,16,12,8,8,11,10,7,7,6,13,14,2,11,5,11,8,14,8,9,8,9,9,8,7,7,3,5,8,11,7,10,1,3,1,3,1,3,1,3,2,1,2,- -  -,
29140223,Regan Poole,D (RC),0.86,12,12,11,13,16,14,14,13,10,14,11,13,13,13,11,8,14,10,14,14,11,13,4,11,10,7,12,5,12,8,13,13,13,6,13,12,3,3,2,3,1,2,1,1,2,3,2,- -  -,Unh
2000135745,Reuell Walters,"D (RLC), WB (R)",1.69,17,14,12,12,11,14,13,14,7,13,13,12,13,10,14,9,11,10,12,12,9,13,6,10,9,4,10,5,11,6,8,12,12,8,11,12,2,3,2,1,1,1,2,3,1,3,2,- -  -,
29122727,Brandon Haunstrup,D (RL),1.05,13,9,11,11,13,14,12,11,12,12,9,13,11,11,10,8,7,9,12,10,8,11,7,12,10,6,10,6,9,8,6,12,9,4,12,9,3,3,3,1,2,1,3,1,2,3,2,- -  -,Inj
2000125447,Donovan Lescott,"AM (RL), ST (C)",2.49,14,15,13,10,13,13,2,10,12,9,3,5,1,5,14,9,3,8,2,4,4,5,4,8,10,4,3,3,5,5,4,1,6,3,3,7,3,3,1,3,3,3,1,1,3,3,2,- -  -,
50047466,Valentin Rosier,D/WB (R),2.22,14,15,13,8,15,15,15,12,17,13,13,13,15,13,14,14,8,13,12,14,12,13,8,14,14,9,15,5,11,5,12,13,13,4,13,15,2,3,3,2,3,4,2,1,3,1,3,- -  -,
37039938,Rick Karsdorp,D/WB (R),2.15,15,14,14,9,18,17,17,13,15,15,15,15,15,12,17,11,7,17,12,13,13,16,6,11,10,5,14,6,8,6,15,12,15,5,12,13,3,2,2,2,2,1,3,3,3,2,3,- -  -,Unh
29232950,Amari Miller,"AM (RL), ST (C)",2.26,12,12,11,7,11,12,13,12,8,10,10,10,8,12,13,11,8,11,9,12,11,11,8,8,12,10,11,8,9,12,7,5,9,13,5,12,2,3,3,3,2,2,1,1,1,2,3,- -  -,
18070768,Clinton Mata,"D (RC), WB/M (R)",2.25,13,12,12,9,15,14,15,13,14,12,15,11,15,12,15,14,14,13,14,13,9,14,6,12,9,7,12,7,9,8,12,15,14,11,13,12,2,1,3,2,2,2,4,1,1,2,2,- -  -,
91207901,Kilian Fischer,"D/WB (RL), DM",2.98,15,14,13,11,15,15,15,12,14,14,13,13,14,13,16,13,7,12,13,15,12,16,5,13,12,7,13,3,8,7,14,13,12,7,13,13,1,3,3,1,3,3,1,1,3,3,3,- -  -,
76016511,Fabián Castillo,M/AM (RL),2.18,16,13,5,4,14,15,9,4,11,8,7,10,9,7,12,16,8,13,6,6,10,12,6,10,11,9,13,8,4,9,7,5,11,11,4,12,3,3,2,2,1,3,1,3,2,2,2,- -  -,
67220941,Aitor Ruibal,"D/M (R), AM (RL), ST (C)",1.56,13,14,11,10,14,15,13,13,12,12,13,12,12,13,14,12,10,11,10,12,11,14,9,13,11,11,12,7,7,10,8,7,11,7,9,13,2,3,3,2,3,1,3,2,1,1,3,- -  -,
29137375,Josh Ginnelly,"AM (RL), ST (C)",2.55,15,14,10,9,13,16,9,13,7,9,8,10,10,10,13,14,5,13,8,9,12,10,6,11,13,12,13,9,5,11,5,4,11,8,6,13,2,2,3,1,3,4,3,1,3,3,2,- -  -,
2002080839,James Price,"AM (R), ST (C)",1.40,16,16,12,3,16,15,15,11,16,13,10,13,11,12,12,15,8,15,4,16,10,15,9,11,12,16,14,5,13,8,5,3,9,10,2,16,1,1,3,3,2,2,2,3,3,3,2,- -  -,
37049835,Bart Nieuwkoop,D/WB (R),2.78,13,14,13,11,12,13,14,11,8,12,13,13,12,13,12,9,13,11,13,13,10,17,7,9,11,6,12,8,11,7,12,12,12,6,12,12,3,3,2,3,3,2,1,1,3,2,2,- -  -,
29217607,Jack Stretton,"AM (RL), ST (C)",1.39,12,12,10,12,12,10,12,12,9,10,8,12,11,10,11,10,8,13,6,12,8,12,5,9,12,12,10,8,11,8,4,5,10,11,5,10,2,3,2,2,2,2,4,1,3,1,1,- -  -,Inj
91100276,Onel Hernández,M/AM (RL),2.35,14,13,13,6,13,14,10,9,12,13,10,10,11,9,14,16,5,12,8,13,12,15,13,12,12,9,14,13,6,11,6,5,13,13,5,13,1,2,1,3,2,3,4,3,3,2,1,- -  -,
29175587,Leif Davis,"D (LC), WB (L)",1.76,13,13,13,7,13,15,15,10,9,13,13,11,13,13,12,11,6,13,13,13,12,13,9,12,13,5,12,11,10,5,9,12,12,6,13,11,1,2,2,3,2,3,2,3,3,2,1,- -  -,
61083519,Aidan Fitzpatrick,"M (R), AM (RL)",3.67,13,14,12,7,11,15,11,8,6,10,8,12,9,8,12,16,5,9,4,9,14,9,11,12,12,8,13,11,8,9,5,6,10,2,5,12,1,3,1,1,1,1,3,1,3,3,2,- -  -,
85077900,Maxime Colin,"D (RL), WB (R)",2.77,11,12,13,11,15,11,14,10,11,14,14,11,12,12,15,10,8,10,12,14,9,16,9,13,9,5,13,6,12,8,13,12,13,7,13,13,1,3,1,1,3,3,3,3,3,3,2,- -  -,
85045661,Dimitri Foulquier,"D (RL), WB (R)",2.22,15,13,13,10,15,15,14,13,11,13,14,13,13,13,14,11,7,12,14,12,10,13,8,13,11,8,13,5,8,8,10,13,12,6,12,13,3,2,1,4,4,1,2,3,2,2,1,- -  -,
58153778,Konstantin Tyukavin,ST (C),1.10,14,15,14,13,15,13,13,12,13,16,13,14,13,13,15,10,10,16,10,11,14,12,9,10,14,17,13,5,15,8,6,6,10,14,8,13,1,1,1,3,2,2,1,3,1,3,3,- -  -,
28095476,Mandela Egbo,"D (RL), WB/M/AM (R)",1.60,14,14,14,11,15,14,12,9,14,9,12,8,11,9,14,9,8,11,10,11,7,14,7,13,11,6,9,7,10,7,14,11,10,6,11,9,1,2,1,1,2,1,1,4,3,1,1,- -  -,
29217702,Shayden Morris,M/AM (R),2.39,15,13,12,7,13,15,13,13,6,10,9,10,9,10,15,13,11,11,12,12,12,12,14,11,12,9,12,7,9,13,6,5,11,10,3,11,1,3,1,3,1,3,2,1,3,2,2,- -  -,
37076007,Million Manhoef,D/WB/M/AM (RL),1.53,13,15,13,8,12,14,13,12,8,11,13,13,14,13,15,13,9,11,8,12,11,12,11,12,12,7,13,7,7,7,10,12,13,6,10,12,1,1,2,2,3,2,3,1,3,3,3,- -  -,
2000055284,Ângelo,"M (C), AM (R), ST (C)",1.17,16,17,17,10,14,15,15,16,9,15,8,16,13,15,10,15,13,15,9,11,15,12,10,14,16,12,15,11,11,11,9,8,15,10,8,15,3,2,3,2,2,2,3,3,2,2,2,- -  -,
2002080589,Miroslav Mihajlović,D/WB (R),1.74,17,16,13,10,13,14,16,13,16,11,9,9,9,13,12,16,9,13,9,8,8,12,8,13,12,6,13,5,9,10,11,11,10,5,11,16,4,1,3,2,1,1,3,1,1,3,3,- -  -,
37049345,Damil Dankerlui,"D (RL), WB/M/AM (R)",2.32,15,13,12,6,13,15,11,10,13,12,10,10,13,11,11,11,9,12,12,12,10,14,10,11,9,7,12,9,8,7,10,9,11,11,11,11,3,3,2,2,3,2,1,3,1,2,2,- -  -,
24023722,Šime Gržan,D/WB/M/AM (R),1.39,14,14,7,6,13,14,12,8,14,12,10,8,9,11,14,14,7,14,7,11,11,14,8,10,11,6,10,8,6,6,9,6,11,9,9,11,1,3,4,1,3,1,2,1,1,4,3,- -  -,
43036586,Leonardo Spinazzola,D/WB/M (L),4.50,14,13,11,10,10,15,11,10,8,13,8,13,14,13,13,16,6,16,11,12,14,12,5,15,14,8,16,7,10,9,8,10,14,7,9,16,4,1,1,2,2,1,4,3,3,1,3,- -  -,
85067228,Kévin Malcuit,"D (R), WB (RL), M (R)",1.56,8,7,10,11,12,7,7,7,13,13,14,13,13,13,12,12,8,12,13,13,10,14,7,13,11,5,12,6,8,8,12,12,12,9,14,13,3,1,3,1,3,2,1,2,2,4,2,- -  -,
37052843,Denzel Dumfries,D/WB/M (R),2.94,17,15,13,15,15,17,15,14,14,14,13,12,13,13,16,11,9,16,11,12,11,14,10,13,11,11,13,4,15,11,10,11,14,10,14,12,3,3,3,1,1,1,2,2,1,1,3,- -  -,
85122415,Almamy Touré,"D (RC), WB/M (R)",2.50,14,13,14,13,13,15,12,13,11,14,13,13,13,12,13,10,9,10,14,15,12,13,7,13,10,6,14,7,10,7,13,14,14,10,15,13,2,2,2,3,1,2,3,1,1,3,2,- -  -,
37044524,Joshua Brenet,"D/WB (RL), AM (R)",2.34,15,12,10,11,15,13,15,10,14,12,11,11,13,13,14,13,7,13,10,13,11,13,8,11,12,6,12,6,9,9,12,11,12,8,11,12,1,3,1,3,1,1,3,1,3,3,2,- -  -,Wnt
29236816,Myles Bright,M/AM (R),3.09,14,13,8,7,6,13,9,5,7,4,4,7,4,6,5,15,8,7,3,6,6,11,7,8,6,5,11,8,5,5,5,4,8,3,3,13,1,2,2,1,2,1,4,1,3,2,2,- -  -,
2002081317,Liam Kemp,"AM (R), ST (C)",1.68,17,16,16,6,15,14,16,10,3,11,9,10,5,11,14,15,5,14,6,16,9,16,7,7,16,14,11,13,10,10,3,3,9,7,1,15,2,3,3,1,3,1,1,3,2,3,1,- -  -,
2000220119,Max Adamson,"AM (R), ST (C)",2.73,11,4,3,11,12,5,10,5,11,15,7,16,2,10,3,13,13,13,2,4,5,4,6,5,6,10,12,5,7,2,3,2,6,1,1,13,1,2,1,3,2,3,2,2,4,3,1,- -  -,
29133548,James Bree,D/WB/M (R),1.87,14,13,12,13,13,14,13,12,10,12,11,12,13,13,14,9,10,11,13,14,9,16,8,12,11,6,11,11,11,8,12,13,11,7,12,13,2,3,1,1,3,3,1,3,3,2,1,- -  -,
78080248,Federico Martínez,"M (R), AM (RL), ST (C)",2.11,14,16,10,7,16,12,12,8,12,13,10,12,8,12,15,14,9,14,8,10,11,14,11,12,13,12,13,12,6,13,7,13,12,12,11,14,1,2,3,2,3,1,2,1,1,3,2,- -  -,
16191707,Jusuf Gazibegović,D/WB/M (R),1.47,14,14,13,7,13,16,14,13,11,12,13,12,13,12,16,8,8,13,15,12,12,12,5,12,9,5,12,4,9,8,10,12,11,8,12,13,2,1,3,1,2,1,2,1,2,2,2,- -  -,Opt
83169876,Rodrigo Conceição,"D/WB/M (R), AM (RL)",2.46,15,15,12,5,15,15,13,11,16,13,16,10,13,11,16,15,7,12,10,12,11,15,11,13,12,7,12,8,9,8,9,9,11,2,11,12,2,1,2,3,2,4,1,1,4,3,2,- -  -,Wnt
29156525,James Brown,D/WB (RL),3.54,11,9,9,10,14,11,14,13,9,12,11,10,12,12,12,11,10,10,13,12,9,14,5,10,11,7,11,7,12,8,8,12,10,4,12,11,2,2,4,3,2,3,1,3,2,1,3,- -  -,
62095383,Adam Marušić,"D/WB (RL), M (R)",1.14,14,13,12,12,15,15,15,14,15,12,16,13,12,12,16,13,8,15,16,16,11,16,3,12,8,10,13,3,8,12,3,12,13,11,12,13,3,1,3,2,3,1,3,1,3,1,1,- -  -,nEU
2000189867,Josh Donaldson,ST (C),1.25,14,11,6,9,13,12,10,12,8,11,5,12,1,12,10,13,6,14,1,4,2,5,5,2,12,12,7,4,15,2,1,1,5,4,1,13,3,3,1,3,2,3,3,3,3,3,1,- -  -,Inj
51046542,José David Ramírez,WB/M/AM (R),2.61,15,16,14,5,13,14,8,8,9,10,10,11,11,8,7,12,5,14,12,12,14,14,12,11,12,9,13,11,9,11,10,7,12,6,7,12,2,1,2,3,3,3,2,2,1,1,1,- -  -,Inj
2002084385,Matías García,"AM (R), ST (C)",2.75,15,15,11,10,12,15,13,11,8,12,12,13,5,8,12,13,12,13,7,5,10,10,11,13,11,16,13,4,11,9,6,4,9,9,5,14,2,4,2,1,2,3,2,3,1,2,1,- -  -,Wnt
42056072,Dan Glazer,"D (RC), WB (R), DM, M (C)",1.59,13,13,12,9,14,11,16,12,15,14,14,12,13,12,13,6,14,7,14,14,10,16,6,6,9,6,7,11,8,10,12,13,10,11,13,9,3,1,1,1,3,3,1,2,3,3,1,- -  -,
37065567,Crysencio Summerville,M/AM (RL),2.57,17,17,13,4,10,17,12,5,7,13,8,10,6,10,12,14,5,12,4,11,11,12,6,12,16,8,13,4,4,6,2,4,9,8,4,13,1,2,2,1,2,2,4,3,1,2,2,- -  -,
2000142236,Romain Esse,M/AM (R),2.47,9,13,11,6,9,13,7,3,15,7,1,6,2,10,5,11,11,7,4,6,6,7,7,9,13,5,13,4,4,3,6,1,6,2,2,10,2,1,3,3,2,3,2,1,3,3,2,- -  -,
28093804,Kabongo Tshimanga,ST (C),1.21,13,13,11,9,12,12,12,13,6,13,8,13,10,11,12,10,9,13,8,12,10,12,6,6,10,14,12,4,7,7,2,3,8,13,3,12,2,1,2,3,3,1,3,2,2,1,3,- -  -,Lst
28120045,D'Margio Wright-Phillips,"M/AM (R), ST (C)",2.60,17,13,12,10,11,12,13,9,2,10,7,7,10,7,13,11,11,12,8,9,7,10,7,11,11,10,7,2,7,7,4,5,8,12,5,9,3,1,1,1,2,2,2,1,1,3,3,- -  -,
85131331,Isaac Mbenza,"AM (RL), ST (C)",1.54,14,14,12,14,15,14,11,12,14,13,14,12,12,12,15,14,8,14,8,10,14,12,5,14,12,13,13,15,10,13,6,7,14,7,4,14,3,1,2,1,4,3,3,3,1,1,3,- -  -,
29228243,Todd Miller,M/AM (RL),2.74,14,10,10,9,7,12,10,8,7,6,4,10,6,12,7,13,1,11,3,7,8,11,9,9,11,9,12,5,6,7,7,5,12,5,4,11,2,3,1,2,2,2,3,4,3,3,3,- -  -,
83185560,Duk,"AM (R), ST (C)",1.67,16,10,12,11,13,16,13,16,10,13,11,12,11,10,15,12,8,12,8,12,9,14,12,10,10,11,11,12,11,13,4,6,8,12,7,13,2,3,1,1,3,1,2,1,4,4,2,- -  -,
2002102161,Antonio Munguía,"D (RC), WB (R)",1.39,13,13,11,14,16,12,14,13,16,10,9,9,13,13,14,9,2,9,14,11,9,13,4,9,8,5,9,5,12,8,4,14,9,7,14,14,2,4,1,2,3,1,4,3,1,4,3,- -  -,
61094215,Jay Henderson,WB/M/AM (R),2.71,15,16,10,3,16,16,11,7,8,11,9,9,11,12,11,9,6,11,11,8,11,13,8,15,14,7,10,8,9,8,4,9,11,4,8,13,2,1,2,3,3,2,1,1,2,2,3,- -  -,
29157676,Owen Dale,M/AM (RL),3.50,13,11,11,6,11,13,11,5,11,8,7,10,7,8,14,11,8,11,4,11,6,9,6,7,10,10,10,8,5,8,3,2,8,6,3,9,3,1,1,3,1,1,1,1,4,2,1,- -  -,
71104595,Vitaliy Mykolenko,D/WB (L),1.21,15,15,12,12,15,15,15,11,12,14,15,13,16,14,16,8,10,14,13,13,12,16,8,13,12,7,12,5,13,12,10,13,13,4,14,12,1,3,1,2,3,1,2,1,1,2,3,- -  -,Ask
43202413,Claud Adjapong,D/WB/M (R),1.65,14,15,12,10,12,15,14,9,11,12,10,11,14,11,14,12,9,11,11,13,11,13,10,10,11,7,12,9,11,11,7,11,12,5,11,11,1,3,3,3,2,1,1,3,3,3,1,- -  -,Inj
29191592,Lee Buchanan,"D (LC), WB (RL), DM",1.49,15,13,12,8,13,14,14,11,11,11,12,9,12,13,12,12,10,11,10,9,10,12,7,11,13,9,11,6,10,9,14,11,10,5,12,11,3,2,1,1,2,3,3,1,2,1,2,- -  -,
55062009,Ricardo Pereira,D/WB/AM (R),2.20,14,11,11,9,10,13,11,8,11,14,13,13,12,13,15,13,7,14,14,15,13,16,8,14,13,10,12,7,6,12,7,12,12,12,16,14,3,3,3,1,3,2,1,2,1,1,2,- -  -,
2000215453,Callum Bates,M/AM (RL),2.60,15,13,10,5,14,12,7,5,14,7,8,5,4,11,10,13,10,8,4,7,7,8,5,9,10,6,13,5,4,4,7,3,11,3,4,12,2,1,1,3,2,3,2,2,1,2,1,- -  -,Frt
76023015,Andrés Tello,"WB (R), M (RLC)",1.88,14,14,12,12,14,14,14,11,11,13,12,9,13,8,14,12,9,13,13,12,14,13,7,11,10,9,13,8,13,9,6,12,9,8,12,13,1,2,1,2,2,4,2,3,1,2,4,- -  -,
95031616,Matty Stevens,ST (C),1.09,11,14,12,10,12,12,16,13,13,11,13,10,9,9,7,6,6,14,12,10,8,18,5,6,10,13,8,5,12,7,3,6,7,11,6,9,2,3,2,2,4,1,3,1,3,3,2,- -  -,
57120897,Cristian Manea,D/WB (R),1.04,13,12,12,12,13,14,13,12,12,11,13,12,13,11,14,9,9,9,12,12,11,13,8,12,9,7,10,11,10,9,14,12,12,8,12,12,4,1,3,3,1,1,3,3,1,2,2,- -  -,
76045265,Anderson Arroyo,"D (RLC), WB (RL)",1.45,14,13,13,9,12,14,15,12,12,12,11,10,13,12,14,6,8,11,13,12,12,13,8,13,11,6,11,8,7,8,12,12,12,8,13,13,3,1,4,2,2,4,3,3,3,1,1,- -  -,
55082273,Pedro Pereira,D/WB/M (RL),1.36,14,14,13,11,15,13,14,11,12,12,14,10,12,9,14,8,6,11,11,12,11,13,7,11,10,6,11,7,11,10,10,11,11,7,11,12,4,3,1,3,1,2,2,3,2,1,3,- -  -,
13162801,Falaye Sacko,D/WB (R),3.09,16,15,11,10,15,16,14,7,12,15,11,12,13,12,12,13,7,13,12,12,13,13,10,12,11,8,13,9,8,10,9,12,14,9,13,14,2,2,2,1,2,1,1,2,1,2,3,- -  -,
2000188822,Zorobabel Tshunza,M/AM (RL),2.57,10,8,8,8,12,12,12,7,9,6,1,3,1,6,8,10,6,7,3,5,4,11,5,9,10,4,9,3,4,3,4,1,6,2,2,8,3,1,1,2,2,3,3,2,3,1,2,- -  -,
