UID,Name,Position,Tcon/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
45109174,Hidemasa Morita,"DM, M (C)",0.63,12,14,16,7,15,13,14,12,16,15,14,16,15,14,16,9,13,12,13,15,15,14,10,10,11,11,16,8,8,11,8,12,14,12,14,15,2,3,1,1,3,3,2,2,1,3,3,- -  -,Opt
53124680,Ousmane Fané,"DM, M (C)",0.87,10,9,13,13,17,10,17,14,16,12,17,6,12,10,8,4,7,11,12,14,11,18,1,4,7,3,9,5,8,4,2,12,9,1,15,7,2,3,3,2,3,1,1,3,1,2,3,- -  -,
83111338,Gedson Fernandes,"DM, M (C)",0.96,13,15,14,12,18,14,17,14,14,14,15,13,15,13,14,14,11,12,13,14,13,16,11,7,12,7,14,10,6,12,4,12,13,10,13,14,1,1,3,2,2,1,3,2,1,3,2,- -  -,
78074594,Federico Valverde,"DM, M (RC), AM (R)",0.70,17,17,16,13,18,17,17,15,12,15,15,13,16,14,15,14,14,15,13,17,15,17,13,13,12,11,14,11,12,15,10,13,16,10,14,13,3,1,3,1,3,1,3,1,1,3,4,- -  -,
81030560,Seigel Knight,"DM, M (RC)",0.55,12,11,9,9,13,12,12,12,12,10,12,10,11,11,12,12,8,10,12,10,12,12,10,8,9,8,10,9,9,11,3,10,12,8,10,10,1,1,2,1,3,1,3,1,2,1,3,- -  -,
28050130,Alejandro Rodríguez Gorrín,"DM, M (C)",0.31,10,9,10,8,14,9,12,11,12,12,9,15,12,13,15,7,11,12,12,13,13,11,8,8,6,8,12,9,5,10,8,12,11,8,13,11,2,3,1,1,1,4,2,3,2,2,3,- -  -,
67071184,Oriol Rosell,"DM, M (C)",0.83,10,12,13,12,14,11,14,11,12,13,12,13,12,12,14,9,10,10,14,14,13,15,11,11,9,8,13,12,11,10,12,13,14,13,14,14,2,3,3,1,1,1,1,3,2,3,1,- -  -,Wnt
49034385,Malcom Edjouma,"DM, M (C)",0.60,11,13,13,15,14,12,14,14,12,15,13,12,11,13,11,12,8,12,12,13,12,16,6,7,11,9,13,8,14,9,9,12,14,8,13,14,1,3,3,1,2,3,1,1,2,1,2,- -  -,Opt
43390774,Samuele Ricci,"DM, M (C)",1.56,13,15,15,12,16,14,17,14,12,17,13,15,15,15,16,14,13,16,14,13,16,15,12,12,14,10,14,11,8,14,4,12,17,8,13,16,3,3,4,1,3,1,2,1,2,2,4,- -  -,Wnt
91184426,Angelo Stiller,"DM, M (C)",1.26,13,13,15,10,15,13,15,12,12,14,11,16,13,14,15,13,14,13,13,13,14,14,13,13,12,8,16,13,8,12,6,12,17,9,12,16,1,2,1,3,1,2,3,3,3,4,1,- -  -,
55012106,William Carvalho,"DM, M (C)",1.23,10,10,17,13,13,10,15,18,13,13,14,17,19,15,12,10,15,10,17,17,16,12,7,9,11,9,16,9,10,9,11,12,16,9,15,14,2,1,2,3,2,4,3,2,3,2,3,- -  -,
16191724,Nicolas Seiwald,"DM, M (C)",0.84,13,14,15,11,17,14,16,14,12,16,15,14,15,15,15,13,15,13,17,13,15,16,6,9,13,11,13,13,11,15,6,14,16,9,15,15,3,4,2,3,1,3,3,3,1,1,3,- -  -,
43124601,Luca Fiordilino,"DM, M (C)",0.75,13,11,12,7,12,12,12,9,15,12,12,13,12,12,16,13,10,11,11,13,13,13,12,9,12,7,14,8,7,9,4,11,14,11,12,14,2,3,2,3,3,1,2,3,3,2,1,- -  -,Opt
14094572,Rodrigo Bentancur,"DM, M (C)",0.52,13,15,16,13,14,14,15,14,16,16,13,13,12,13,12,12,11,11,16,14,12,16,12,12,13,10,15,12,12,11,7,14,15,8,16,14,1,1,3,2,2,3,2,3,1,1,2,- -  -,
29157625,Ryan Wintle,"DM, M (C)",1.20,11,12,13,12,13,13,14,13,10,14,9,12,13,12,14,8,12,12,14,15,13,15,13,9,11,8,14,11,12,10,3,11,12,7,12,14,3,1,3,1,2,1,4,2,3,3,2,- -  -,
95053297,Show,"DM, M (C)",0.71,14,14,14,10,15,14,16,15,17,15,15,11,15,13,15,9,9,9,13,15,12,14,5,6,10,6,12,8,10,10,4,12,12,10,13,12,3,1,3,2,2,1,2,2,2,2,3,- -  -,Opt
85137738,Claude Gonçalves,"DM, M (C)",0.62,12,13,12,5,14,13,13,8,13,14,13,12,14,13,13,7,10,10,12,16,13,15,10,9,10,6,13,9,11,8,8,12,13,8,13,12,3,1,1,2,1,3,2,1,3,1,3,- -  -,
48030711,André-Franck Zambo Anguissa,"DM, M (C)",1.08,14,15,16,12,14,15,15,16,14,16,14,15,16,15,16,16,12,14,14,15,13,15,4,11,16,11,17,7,11,10,3,12,16,9,16,16,2,3,1,3,4,3,1,3,2,2,2,- -  -,nEU
22029370,Ivaylo Chochev,"DM, M (C)",0.35,11,9,12,14,12,12,11,11,9,13,8,15,13,14,18,15,12,12,13,16,14,12,10,10,10,13,13,12,11,10,6,11,15,16,12,13,3,1,3,3,3,1,3,2,3,3,3,- -  -,Inj
48044576,Boubakary Soumaré,"DM, M (C)",0.95,11,14,15,15,14,13,15,16,8,14,14,14,14,15,12,14,13,15,14,15,15,13,10,13,14,10,14,8,10,10,8,13,16,8,14,15,2,3,2,3,1,2,1,1,3,3,1,- -  -,Ask
24050201,Stanko Jurić,"DM, M (C)",0.80,10,11,13,14,13,13,15,17,16,13,18,9,14,11,16,10,14,11,14,15,10,17,7,8,9,7,11,5,12,12,10,12,12,5,12,11,1,1,1,1,2,1,1,3,3,2,2,- -  -,
24038138,Josip Mišić,"DM, M (C)",0.75,10,8,12,10,12,9,13,11,14,15,14,13,8,9,14,11,10,11,15,15,16,12,13,12,7,9,14,13,9,13,6,10,17,8,16,15,1,2,3,2,2,2,1,1,1,3,1,- -  -,Trn
14043255,Guido Rodríguez,"DM, M (C)",0.67,12,14,15,10,14,12,14,12,12,16,12,14,14,16,16,13,11,13,18,17,15,17,10,11,11,6,16,8,11,10,4,14,14,5,18,12,2,3,3,3,3,3,3,2,1,2,1,- -  -,
95031034,Harry Clifton,"DM, M (LC)",1.02,12,11,11,9,15,12,15,11,13,12,13,11,14,11,14,8,10,12,12,14,12,15,7,7,9,8,11,5,6,4,3,13,12,5,12,11,3,4,3,1,2,1,3,3,4,2,2,- -  -,
48037720,Jeando Fuchs,"DM, M (C)",0.93,13,15,15,8,15,13,14,15,13,12,14,9,13,12,16,6,8,13,15,12,10,16,5,7,8,5,12,6,7,7,3,12,9,10,16,11,1,1,1,2,1,2,1,1,2,3,3,- -  -,Opt
95003261,Srđan Grahovac,"DM, M (C)",0.42,10,11,10,10,12,13,10,11,13,12,11,11,13,12,13,13,13,6,13,12,13,13,12,5,8,6,14,11,9,12,9,9,12,12,12,11,3,3,1,4,2,3,2,1,3,1,1,- -  -,Opt
93108731,Elliot Simmons,"DM, M (C)",0.61,10,12,10,8,11,9,12,13,11,13,11,9,13,12,7,5,9,7,12,13,12,13,7,5,10,6,9,6,8,6,6,10,12,8,11,8,1,3,2,1,3,1,4,1,3,2,1,- -  -,
78095755,Emiliano Martínez,"DM, M (C)",0.89,13,11,11,13,13,13,14,13,13,13,12,14,15,14,5,11,10,11,15,14,12,14,8,5,12,5,12,10,10,9,11,15,12,7,14,13,3,1,3,1,2,3,1,2,2,2,1,- -  -,
29085674,Lewis Maloney,"DM, M (LC)",0.81,10,12,10,3,13,10,12,7,8,8,8,10,8,11,15,12,6,6,10,12,12,11,11,11,9,10,12,17,5,10,2,5,13,12,8,11,3,3,3,2,4,1,2,2,1,2,2,- -  -,Ret
27129125,Frank Onyeka,"DM, M (C)",0.62,14,15,13,13,14,15,15,13,15,13,15,13,13,12,16,12,7,14,14,15,12,17,6,9,11,11,13,7,11,10,6,11,13,9,13,12,2,3,4,4,3,1,1,3,1,2,1,- -  -,
19337942,Marcos Antonio,"DM, M (C)",0.65,14,15,13,3,13,15,13,8,12,16,11,12,13,15,15,14,7,14,13,13,15,16,10,10,13,12,14,11,7,11,3,11,15,12,9,15,3,2,3,1,3,3,1,1,3,3,1,- -  -,nEU
67142068,Iker Undabarrena,"DM, M (C)",0.95,12,11,12,11,13,11,13,12,10,14,11,13,14,13,11,9,10,10,13,13,13,14,10,10,9,6,13,9,8,8,5,11,15,9,13,13,2,1,1,2,2,2,3,1,4,3,1,- -  -,Inj
28115831,James Garner,"DM, M (C)",0.77,12,13,13,13,15,13,16,13,10,15,11,15,15,14,16,6,13,13,13,16,16,15,11,13,7,11,14,11,9,13,2,9,16,10,12,14,1,2,2,2,2,3,2,2,2,2,3,- -  -,Wnt
19172049,Eduardo Henrique,"DM, M (C)",1.18,11,13,11,11,13,11,13,11,11,14,11,14,12,12,10,13,6,13,13,13,13,12,10,11,11,7,13,11,7,10,6,11,13,9,10,13,3,3,2,1,3,3,3,2,3,1,2,- -  -,
29086005,Will Hughes,"DM, M (RC)",0.79,11,15,14,13,14,14,14,12,16,15,15,14,14,13,15,12,12,11,14,15,13,17,11,10,11,9,14,12,9,10,6,13,13,11,14,13,1,2,3,1,2,2,3,1,2,2,2,- -  -,
29190272,Lewis Wing,"DM, M (C)",0.80,10,12,12,11,12,9,11,12,11,11,10,10,11,12,13,9,9,11,12,15,8,14,10,9,8,9,11,12,6,16,6,8,11,13,10,11,3,2,1,3,3,3,3,1,1,3,1,- -  -,
2000103968,Filippo Lavagna,"DM, M (C)",0.26,14,13,12,4,16,12,12,10,12,12,9,4,6,13,10,6,7,5,6,9,11,12,4,1,7,3,12,4,5,11,2,10,9,2,14,13,1,2,1,3,2,2,2,1,1,2,3,- -  -,
48036308,Tony Njiké,"DM, M (C)",0.60,11,12,12,8,14,11,12,13,9,14,12,11,13,13,13,12,9,12,14,13,13,14,8,8,9,7,13,8,8,11,6,12,15,8,12,12,1,3,3,2,3,2,4,1,1,4,2,- -  -,
43078258,Andrea Barberis,"DM, M (C)",0.79,13,12,12,9,17,12,13,12,12,15,11,13,14,12,18,13,12,10,13,13,12,13,13,12,11,12,13,13,12,13,5,12,13,11,12,12,3,1,4,2,1,1,2,2,3,2,2,- -  -,Trn
38037976,Ádám Nagy,"DM, M (C)",1.26,13,14,12,7,12,13,14,8,8,14,8,14,11,12,11,12,9,15,11,14,12,12,10,10,12,7,13,9,7,8,10,10,13,10,11,13,3,2,2,3,3,1,3,1,2,3,1,- -  -,
36045569,Manolis Siopis,"DM, M (C)",1.14,15,16,10,5,16,13,15,11,18,16,16,12,15,12,16,7,13,9,13,15,12,18,6,8,11,3,12,9,6,6,6,16,13,5,12,11,1,3,2,3,2,1,3,1,2,2,1,- -  -,
19371629,Diego Rosa,"DM, M (C)",0.77,13,13,13,15,14,13,15,14,11,13,13,10,12,12,14,15,9,11,12,12,14,14,7,8,11,9,12,11,10,14,7,13,13,12,13,12,1,3,1,1,3,3,2,2,1,3,2,- -  -,
67246385,Martín Zubimendi,"DM, M (C)",1.16,11,13,12,11,16,11,15,14,14,15,12,13,16,15,11,9,13,8,14,16,14,15,8,10,13,11,14,8,13,13,4,15,16,12,13,15,1,1,3,3,3,1,2,3,2,3,1,- -  -,
51049414,Luis Chávez,"DM, M (LC), AM (L)",0.81,12,13,13,10,12,13,13,12,12,12,11,15,12,12,7,14,12,13,13,12,14,15,11,12,12,10,13,9,8,11,12,8,14,10,14,14,1,1,1,4,2,1,1,1,2,1,3,- -  -,Inj
28106682,Charlie Gilmour,"DM, M (C)",1.14,12,9,7,11,13,12,12,13,8,13,12,11,8,13,13,12,8,12,9,9,13,12,9,8,11,9,11,8,9,11,4,8,13,13,9,12,1,4,4,4,1,1,2,2,4,1,1,- -  -,
43029911,Marco Fossati,"DM, M (C)",0.67,11,10,8,8,13,11,11,8,9,13,11,12,12,12,13,15,12,12,12,12,15,11,15,9,12,8,15,16,6,11,4,6,16,14,7,13,3,4,1,1,2,1,3,2,2,1,3,- -  -,
95035901,Christian Rivera,"DM, M (C)",0.85,11,14,8,15,9,11,12,13,9,14,9,12,14,13,9,12,9,9,17,15,13,11,8,8,10,6,15,8,12,11,7,13,15,7,14,15,1,3,2,2,3,2,1,1,2,1,1,- -  -,Inj
13162061,Diadié Samassékou,"DM, M (C)",1.35,13,15,12,8,16,13,14,13,16,16,14,11,14,13,14,9,8,10,13,15,13,17,7,9,10,6,14,5,10,8,5,12,16,8,15,13,1,2,3,1,3,2,3,3,1,3,3,- -  -,Opt
16146978,Lukas Grgić,"DM, M (C)",0.76,13,12,13,11,13,14,13,14,13,12,13,12,11,12,11,7,9,8,14,12,11,15,12,9,10,7,12,7,9,8,7,12,12,6,12,12,3,3,1,1,1,2,4,3,2,3,2,- -  -,
84151691,Simon Sohm,"DM, M (C)",0.96,12,15,16,16,13,13,15,15,13,15,15,13,13,14,11,10,9,11,15,14,13,14,7,8,10,7,13,7,11,10,8,13,14,8,13,12,1,3,1,2,3,3,3,3,1,3,1,- -  -,Wnt
67217524,Rodri,"DM, M (C)",0.69,14,13,12,16,16,13,17,15,13,18,15,17,16,18,13,11,11,13,17,16,14,16,7,9,11,9,15,8,12,13,7,12,16,9,17,14,3,1,1,2,1,1,2,3,1,3,2,- -  -,Trn
14110838,Santiago Colombatto,"DM, M (C)",1.34,13,14,14,9,10,12,13,12,11,13,14,14,10,14,15,12,12,12,12,13,15,11,10,11,10,8,13,11,9,11,9,12,15,9,13,13,3,1,2,3,2,2,3,2,4,2,1,- -  -,
19105719,Guilherme,"DM, M (C)",0.26,9,9,11,10,15,8,12,8,14,14,16,14,13,12,15,9,13,12,14,17,14,15,8,11,9,9,12,9,12,12,8,13,14,8,13,12,1,3,3,2,3,2,2,3,3,2,3,- -  -,
79030884,Richard Sánchez,"DM, M (C)",0.83,12,13,13,6,13,12,12,9,12,14,14,13,12,13,13,12,11,15,13,13,15,14,12,6,11,11,15,14,8,14,13,12,15,9,12,14,2,3,1,1,2,1,1,3,1,2,3,- -  -,
86078360,Moisés Caicedo,"DM, M (C)",1.14,16,17,14,9,18,15,17,12,13,14,12,16,13,15,12,14,11,14,16,14,15,16,5,9,15,11,14,9,10,13,4,13,16,8,17,15,2,2,2,2,3,1,3,1,1,2,2,- -  -,Wnt
43167354,Manuel Locatelli,"DM, M (C)",0.88,13,14,15,13,15,13,14,13,14,15,15,13,13,13,17,13,16,14,15,17,14,16,11,12,12,11,15,10,13,14,6,12,17,11,16,15,2,1,3,2,3,1,3,2,3,3,4,- -  -,
51067962,Fernando Beltrán,"DM, M (C)",1.10,13,14,12,5,16,14,15,9,9,14,14,10,13,13,13,14,8,10,11,12,13,16,10,10,12,7,13,8,5,7,6,11,13,7,8,14,2,3,2,3,1,3,2,3,1,1,1,- -  -,
78064881,Mauro Arambarri,"DM, M (RC)",0.86,13,15,14,5,13,13,15,12,14,14,16,12,16,13,15,12,8,12,14,15,13,16,7,10,11,9,13,10,7,11,3,13,13,6,15,12,3,1,3,2,2,3,4,1,4,3,1,- -  -,
67276474,Beñat Turrientes,"DM, M (C)",1.05,16,15,13,3,12,16,17,14,15,16,11,12,14,13,9,6,14,13,14,12,13,15,9,9,11,13,13,9,9,12,4,13,13,10,12,12,1,3,2,1,3,3,3,2,3,3,1,- -  -,
67118372,Sergi Darder,"DM, M (C)",1.66,14,12,12,9,12,12,13,11,13,15,13,13,14,13,15,12,8,15,14,13,17,14,7,8,9,6,15,10,9,11,4,14,16,10,14,16,2,4,3,2,1,2,1,4,3,2,2,- -  -,
61071950,Iain Wilson,"DM, M (C)",0.72,9,9,11,10,11,8,13,12,12,12,10,10,10,12,11,4,8,12,12,12,12,15,6,7,8,8,10,4,10,4,5,10,12,5,9,10,1,3,3,2,3,1,2,2,1,1,1,- -  -,
2000043770,Josh Chambers,"DM, M (C)",1.11,8,8,7,5,14,11,8,5,6,6,6,8,5,14,10,5,1,8,5,8,9,12,6,5,4,5,13,6,6,5,3,7,7,4,9,8,2,1,2,2,1,1,2,2,2,2,4,- -  -,
59126028,Ismaila Soro,"DM, M (C)",0.56,12,15,13,6,13,12,14,12,18,11,12,10,12,9,15,9,10,12,13,13,13,15,8,7,12,6,12,7,9,11,7,14,13,8,12,12,3,3,3,3,3,3,3,2,3,1,3,- -  -,
55070307,Rúben Neves,"DM, M (C)",0.91,13,14,15,11,14,12,13,12,13,15,11,16,15,16,16,12,14,12,14,15,17,15,14,13,13,11,15,16,9,15,7,12,17,16,13,17,1,1,2,3,2,1,3,1,2,1,4,- -  -,
81042008,Kevaughn Isaacs,"DM, M (LC)",1.58,12,11,11,10,16,11,12,12,13,13,13,12,12,12,15,8,12,9,12,11,12,12,7,8,10,8,12,9,10,11,1,12,11,11,13,10,2,2,1,2,3,3,2,2,1,2,3,- -  -,Wnt
43223311,Amadou Diawara,"DM, M (C)",0.78,14,15,17,10,15,14,15,13,13,15,15,14,12,11,13,8,9,7,14,15,12,14,5,7,12,5,14,4,7,5,7,12,14,7,14,13,2,4,1,1,3,3,3,1,2,3,3,- -  -,
52071095,Greg Sloggett,"DM, M (C)",1.24,12,11,12,11,15,11,14,11,13,11,12,10,12,11,14,8,8,9,12,12,11,13,6,8,7,4,11,4,10,6,3,10,12,12,11,10,1,4,1,1,3,3,4,1,4,1,2,- -  -,
84161856,Ardon Jashari,"DM, M (C)",1.40,12,12,15,8,13,12,14,16,13,12,8,14,13,14,16,14,15,13,11,13,14,14,10,10,13,10,14,9,6,13,4,10,14,8,9,13,3,2,1,1,1,2,1,2,3,1,2,- -  -,
37057744,Jerdy Schouten,"DM, M (C)",1.36,11,12,15,11,13,11,14,10,13,14,10,13,11,13,14,12,10,12,13,16,13,14,9,10,14,8,15,9,12,12,8,12,15,10,15,16,2,1,3,3,2,2,3,3,3,3,2,- -  -,Inj
34012022,Francis Coquelin,"DM, M (RC)",1.11,12,12,13,10,16,12,14,13,16,16,18,13,18,13,17,10,12,11,14,17,14,16,4,9,11,7,14,4,13,11,8,13,15,8,16,13,3,2,3,4,2,2,1,1,3,2,2,- -  -,
43036641,Jorginho,"DM, M (C)",0.84,9,11,13,9,15,10,14,8,10,16,14,19,16,18,15,14,15,15,15,17,18,17,11,12,11,8,18,9,7,9,2,11,18,18,15,16,4,1,3,3,3,4,3,3,1,1,2,- -  -,
29173774,Aaron Morley,"DM, M (C)",1.02,12,11,12,11,13,12,13,12,10,12,11,13,13,12,12,11,11,11,10,12,13,12,10,11,8,7,11,10,7,12,3,8,13,14,10,13,2,3,1,3,2,1,1,3,3,3,3,- -  -,
29114663,Matty Palmer,"DM, M (C)",0.79,10,11,9,8,14,9,12,8,9,10,11,12,9,11,10,12,8,13,9,13,12,11,12,11,9,8,14,12,7,11,5,8,12,7,10,12,3,2,2,1,2,1,1,2,1,2,2,- -  -,
28068077,Rob Evans,"DM, M (C)",0.83,11,8,8,8,12,10,11,9,11,7,11,6,7,8,12,10,12,5,9,10,10,12,6,5,7,7,7,9,7,9,6,9,11,6,10,9,1,3,3,3,1,1,4,1,1,3,4,- -  -,
24046580,Lovro Cvek,"DM, M (C)",0.69,13,14,15,10,14,13,14,15,13,12,13,9,13,12,10,12,13,10,13,13,11,13,9,10,9,8,10,8,9,10,8,12,11,4,13,11,1,4,2,3,1,2,4,2,2,3,3,- -  -,
76040711,Kevin Balanta,"DM, M (C)",1.03,14,12,12,11,11,13,13,14,11,14,12,13,14,13,11,11,13,11,14,11,12,12,13,10,11,10,8,8,10,10,9,13,10,8,13,9,3,1,1,2,1,1,3,1,2,2,3,- -  -,
31039357,Will Seager,"DM, M (C)",1.09,8,7,9,5,14,7,8,10,13,12,6,9,13,11,13,5,10,8,11,13,11,12,5,5,6,3,7,9,7,5,2,8,9,3,9,6,1,1,1,1,3,2,2,3,3,2,2,- -  -,
14043247,Matías Kranevitter,"DM, M (C)",0.94,13,13,13,8,16,10,14,10,15,17,15,13,18,13,16,12,13,7,12,14,13,14,9,11,9,7,13,8,10,6,7,14,14,7,12,14,1,1,2,2,3,2,2,1,3,2,2,- -  -,
29125342,Sean Goss,"DM, M (C)",1.42,9,12,10,12,14,11,12,7,6,13,5,14,12,11,13,14,5,10,12,12,14,10,17,13,8,11,16,17,5,14,3,9,16,13,12,15,2,3,2,3,3,1,3,2,4,4,1,- -  -,
2000122154,Harry Brooke,"DM, M (C)",1.31,11,10,13,5,14,12,14,11,11,12,9,12,8,10,14,5,7,13,12,13,10,14,7,6,9,6,10,8,7,9,4,5,13,6,8,10,2,2,4,2,2,3,1,3,1,3,2,- -  -,Frt
67260207,Unai Vencedor,"DM, M (C)",1.00,14,15,12,8,15,14,15,15,14,15,14,14,16,16,16,7,10,9,16,15,14,16,13,10,12,8,15,12,9,11,7,15,14,8,15,15,3,2,3,1,1,3,2,3,2,1,2,- -  -,
27002693,Thomas Delaney,"DM, M (C)",1.24,11,10,12,15,16,11,17,14,15,16,19,14,17,14,18,9,13,13,16,17,13,18,8,10,8,11,12,13,15,12,8,14,13,9,17,12,2,1,2,3,2,1,3,3,2,4,2,- -  -,
29186945,Terry Taylor,"DM, M (C)",1.04,13,10,11,13,13,11,14,10,9,13,11,13,12,8,15,10,12,11,11,12,11,13,8,9,10,9,11,8,7,10,6,9,12,10,10,12,1,3,1,1,3,2,3,1,1,3,2,- -  -,
29107388,Ben Whiteman,"DM, M (C)",1.15,10,8,11,12,12,9,14,12,8,13,13,13,13,11,11,10,14,10,12,14,13,14,8,11,10,9,12,13,8,10,3,12,16,12,12,13,3,3,1,3,3,1,2,3,3,3,2,- -  -,
28126238,Joe Hodge,"DM, M (C)",0.74,12,11,10,7,13,14,14,11,13,10,15,9,11,11,15,5,14,5,12,11,11,12,8,6,7,5,11,8,7,12,7,8,12,10,11,10,2,3,2,3,1,1,1,2,2,1,3,- -  -,
19152917,Lucas Silva,"DM, M (C)",1.56,8,9,9,11,12,7,7,8,12,15,13,12,11,14,13,11,13,10,14,14,15,14,9,9,10,6,15,11,9,13,7,12,15,14,14,13,4,3,2,1,2,3,2,1,2,1,1,- -  -,
18076773,Stéphane Omeonga,"DM, M (C)",1.06,13,15,12,9,17,14,14,12,14,12,12,12,12,12,13,15,12,13,12,12,13,15,9,8,11,7,12,12,10,9,8,8,13,13,9,13,1,2,1,3,3,1,3,2,1,2,1,- -  -,
78021834,Gastón Brugman,"DM, M (C)",0.91,12,13,11,8,14,11,13,11,10,14,12,10,13,13,13,14,13,12,13,15,13,16,14,11,11,10,13,14,6,12,3,12,15,11,12,14,1,1,3,1,3,3,2,1,1,3,2,- -  -,
24021248,Josip Radosevic,"DM, M (C)",1.19,11,10,13,10,17,11,13,15,17,15,17,14,14,13,14,11,14,7,14,13,11,16,4,6,6,6,11,13,9,13,5,13,12,10,13,11,2,2,2,1,4,3,3,1,2,3,3,- -  -,
55022360,Afonso Taira,"DM, M (C)",1.42,9,9,13,8,14,9,12,9,16,14,14,12,15,13,16,6,16,8,16,15,12,15,6,9,11,8,13,9,10,10,9,12,13,10,17,12,3,2,1,3,4,2,1,3,1,3,1,- -  -,Inj
