UID,Name,Position,Tcon/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
29073733,Ryan Woods,"DM, M (C)",1.07,7,10,12,8,16,7,9,7,11,14,11,13,12,12,9,10,12,11,10,12,12,14,11,10,8,7,13,6,10,11,3,8,15,6,8,15,3,3,3,1,3,1,1,3,3,3,1,- -  -,
22031892,Martin Raynov,"DM, M (C)",1.62,8,10,10,9,14,8,10,10,13,13,14,11,13,12,16,10,10,12,12,14,11,13,8,9,8,7,12,9,11,10,8,12,13,6,13,10,3,3,2,2,3,1,1,2,2,3,1,- -  -,
28111082,Morgan Brown,"DM, M (C)",0.57,11,11,10,11,18,11,11,11,15,12,10,12,10,16,5,5,11,5,12,14,8,14,9,6,9,5,15,9,8,9,9,14,12,5,15,11,2,1,2,1,2,2,3,1,1,3,2,- -  -,
29232947,Alfie Chang,"DM, M (C)",1.66,10,8,10,8,11,11,10,11,8,9,12,10,13,12,11,6,13,9,11,13,10,12,8,6,9,6,9,9,8,12,7,12,11,11,10,9,3,2,1,1,3,1,2,2,2,3,3,- -  -,
2002081214,Viktor Danko,"DM, M (C)",0.80,11,12,12,14,13,13,14,15,12,12,17,13,11,12,18,4,4,8,13,13,13,15,6,6,8,6,12,9,8,9,5,12,13,6,14,12,2,3,3,1,1,2,3,2,1,3,1,- -  -,
48036506,Ibrahima Diallo,"DM, M (C)",1.25,13,15,16,9,17,15,17,13,12,15,16,13,15,14,12,11,9,11,14,15,14,15,7,11,13,7,15,7,10,9,7,14,14,8,14,12,2,1,3,2,2,2,2,3,1,4,1,- -  -,
24060160,Ivan Lepinjica,"DM, M (C)",0.89,12,12,13,15,13,11,12,11,14,12,13,10,12,13,11,11,11,9,12,11,12,12,7,7,11,6,12,8,12,11,8,13,14,10,12,14,4,3,3,1,2,1,3,2,2,4,3,- -  -,Opt
29175742,Elliot Watt,"DM, M (C)",0.75,8,11,12,7,14,8,12,13,14,13,12,16,12,12,13,9,14,9,11,16,14,13,10,10,10,6,13,10,6,10,5,7,13,10,10,13,1,2,3,1,1,2,1,1,2,3,2,- -  -,
29140250,Shaun McWilliams,"DM, M (C)",1.15,7,12,13,12,14,5,15,15,15,10,13,10,11,9,15,7,10,10,11,12,10,12,5,7,12,8,12,5,12,10,7,12,12,3,15,10,3,2,1,2,2,1,1,2,1,3,3,- -  -,
24039617,Ivan Šunjić,"DM, M (C)",1.39,12,13,12,13,15,13,16,14,15,16,18,9,15,12,18,7,13,9,16,17,11,18,7,5,8,8,11,3,13,13,9,15,11,6,14,12,2,1,2,2,2,2,2,2,1,2,3,- -  -,Wnt
19302918,Victor Bobsin,"DM, M (C)",1.36,11,11,11,12,13,10,14,10,13,13,13,15,12,13,13,12,14,10,12,13,15,13,8,9,11,6,13,9,11,9,7,12,15,9,13,14,3,3,2,2,2,3,3,3,2,1,1,- -  -,Opt
2002083825,Alex Boucher,"DM, M (LC)",1.39,11,11,13,11,14,11,14,11,7,10,17,13,9,14,19,8,13,10,8,13,10,15,10,6,8,6,14,9,6,8,5,11,14,6,8,11,3,2,3,1,4,3,2,1,2,1,3,- -  -,Wnt
91014707,Thanos Petsos,"DM, M (C)",0.86,7,7,13,11,15,8,9,10,11,12,15,13,14,12,15,10,13,7,13,16,12,13,7,9,6,8,11,12,9,14,11,12,13,8,13,13,2,2,1,4,1,1,1,2,1,2,1,- -  -,
2002095675,Robert Larkin,"DM, M (C)",1.40,10,12,14,10,14,10,12,9,5,9,7,13,8,13,13,10,5,8,9,7,11,12,6,4,6,2,10,7,4,8,5,6,14,5,7,12,3,2,2,1,1,2,3,1,1,3,3,- -  -,
29187299,Adam Randell,"DM, M (C)",1.00,10,12,13,6,17,11,15,9,14,11,10,12,10,11,16,9,8,8,10,15,11,16,10,10,10,6,11,10,8,9,3,8,12,10,10,12,3,1,1,3,3,1,3,2,3,2,2,- -  -,
61069569,Scott Martin,"DM, M (C)",1.03,14,14,10,8,15,13,13,12,15,10,15,5,8,7,16,12,10,11,15,14,6,15,5,8,9,12,12,3,6,7,2,10,11,8,12,11,3,3,2,1,3,1,4,2,2,3,1,- -  -,Opt
28066818,Ben Pearson,"DM, M (C)",0.88,11,12,12,9,12,11,12,13,17,13,14,14,12,13,18,12,11,11,15,15,14,16,8,8,7,7,14,8,9,7,3,12,15,10,14,13,2,3,1,2,3,1,2,3,3,2,3,- -  -,
29226259,James Taylor,"DM, M (C)",1.09,13,10,4,8,12,11,10,7,11,7,8,9,6,13,11,6,13,8,5,7,12,12,3,5,3,6,13,6,6,4,4,11,12,3,10,9,2,1,2,2,2,3,1,2,3,2,1,- -  -,Wnt
57103338,Boban Nikolov,"DM, M (RC)",0.60,11,13,8,8,14,11,14,12,14,14,15,12,12,12,14,10,7,12,13,15,10,16,7,7,10,10,12,7,4,9,7,12,12,9,12,11,3,3,3,2,1,4,1,3,2,2,1,- -  -,
28106343,Lamine Sherif,"DM, M (C)",1.43,10,12,7,6,16,11,12,12,13,11,11,5,9,8,11,4,11,7,10,12,8,12,4,4,4,4,4,5,4,5,8,11,7,7,11,7,1,2,1,1,3,1,1,4,1,2,1,- -  -,
81056050,Venton Evans,"DM, M (C)",1.41,14,12,11,11,15,14,12,13,12,13,13,11,12,10,5,14,3,10,11,12,11,12,10,8,9,8,10,10,9,11,5,11,10,6,10,9,3,2,1,4,3,2,3,1,1,2,3,- -  -,
28093568,Ben Stevenson,"DM, M (C)",0.87,11,11,10,10,11,11,13,9,6,13,11,14,9,13,10,12,8,10,14,13,12,12,12,13,10,8,13,9,8,8,5,10,13,5,11,12,1,3,1,3,2,2,3,3,1,1,2,- -  -,
53184886,Joe Bell,"DM, M (C), AM (R)",0.88,11,12,13,9,15,12,13,12,16,12,14,11,15,14,16,9,14,10,12,14,12,14,12,7,10,7,12,11,5,7,5,8,12,5,11,12,3,3,1,2,3,3,2,2,1,3,3,- -  -,
29240150,Aaron Henry,"DM, M (C)",0.75,11,11,14,5,15,9,11,7,13,9,9,13,11,14,14,7,13,9,11,13,13,9,8,8,5,7,15,14,6,11,5,8,12,10,9,12,2,3,1,1,3,1,3,3,3,1,3,- -  -,
29072558,Will Vaulks,"DM, M (C)",1.46,9,13,11,9,13,10,13,12,13,12,14,12,12,12,14,7,13,12,11,15,11,14,8,8,9,9,12,10,10,13,15,12,13,9,14,13,2,2,2,2,3,2,2,3,2,2,1,- -  -,
29217610,Liam Thompson,"DM, M (C)",0.81,12,12,10,6,14,12,14,10,15,13,16,13,12,11,14,8,10,10,11,14,9,15,9,7,10,6,13,9,6,5,4,11,13,7,13,12,1,2,2,2,3,4,1,1,1,3,2,- -  -,
78094472,Nicolás Acevedo,"DM, M (C)",0.97,12,12,13,7,12,12,13,12,10,14,14,12,12,14,12,11,13,12,12,14,13,13,6,8,10,8,13,7,10,9,7,13,13,8,13,11,3,2,4,1,1,2,1,1,2,3,1,- -  -,
2002081334,Lee Spellman,"DM, M (LC), AM (R)",1.42,11,12,13,4,14,15,15,12,15,11,14,10,5,9,8,9,10,7,7,9,6,8,6,8,9,3,9,7,4,8,7,6,10,1,4,12,1,2,2,1,3,1,3,2,1,2,2,- -  -,Int
29141133,Tom Lowery,"DM, M (C)",1.08,14,13,15,4,13,12,11,8,10,10,15,12,9,11,15,14,8,13,9,12,13,17,11,10,10,9,12,4,6,10,2,5,13,5,8,14,3,4,2,1,1,3,3,1,2,3,3,- -  -,
43082782,Luca Valzania,"DM, M (C)",1.76,13,15,16,10,16,14,15,14,16,15,12,11,13,10,15,11,12,12,14,13,12,14,9,9,9,8,10,10,11,13,7,11,10,10,14,11,2,1,2,1,4,3,1,2,1,3,2,- -  -,
2000127804,Karoy Anderson,"DM, M (C)",1.13,9,8,14,9,13,6,9,5,14,9,8,9,8,11,5,5,6,5,10,11,13,11,6,3,5,5,11,6,6,5,5,8,10,5,12,13,3,3,2,1,3,1,1,1,1,2,3,- -  -,
29054708,Shane Byrne,"DM, M (C)",1.00,8,11,7,8,10,7,11,8,9,11,8,8,11,9,13,6,6,10,10,10,6,13,10,9,5,7,11,10,7,9,7,8,12,4,9,12,2,1,3,1,1,3,3,2,1,1,2,- -  -,
78089713,Francisco Ginella,"DM, M (C)",1.11,12,12,11,11,7,11,11,11,14,12,8,11,11,14,9,12,7,12,11,13,14,10,13,12,13,6,15,12,7,7,7,12,14,5,10,14,1,1,2,3,3,2,2,1,2,1,3,- -  -,Inj
86049497,José Martínez,"DM, M (C)",1.26,12,12,11,7,15,10,11,9,14,14,12,12,13,13,14,9,14,8,13,14,13,14,10,8,8,7,11,10,11,9,7,12,11,7,14,12,3,3,1,3,1,1,1,2,1,4,3,- -  -,
29111385,James Jones,"DM, M (C)",1.36,11,13,14,8,13,12,14,12,9,13,11,12,12,12,14,10,11,9,11,14,11,13,12,12,11,8,12,8,8,9,4,10,10,10,9,9,3,3,1,2,3,2,2,1,2,1,3,- -  -,
2000122136,Fin Welch,"DM, M (C)",0.79,10,11,11,8,12,11,15,10,4,10,6,12,9,11,12,12,6,11,9,9,12,9,7,5,10,5,12,9,8,9,4,6,13,7,6,12,1,1,3,3,1,3,2,2,3,1,1,- -  -,
53099570,Patrick Berg,"DM, M (C)",1.08,12,13,14,6,18,11,14,12,15,16,12,15,13,14,16,10,15,11,16,16,14,16,9,9,10,9,13,9,6,10,6,14,14,9,13,14,3,3,2,1,3,3,4,3,1,1,1,- -  -,Trn
43155211,Godfred Donsah,"DM, M (C)",0.98,12,13,13,7,8,12,12,11,13,12,9,12,11,12,15,12,9,13,12,12,12,13,4,10,11,10,12,6,10,11,5,10,13,8,10,13,1,3,2,2,2,1,4,1,2,2,1,- -  -,
2000082754,Benn Ward,"DM, M (C)",0.90,14,13,10,2,15,15,9,6,12,10,7,8,10,14,12,6,12,7,9,7,12,12,4,3,1,4,5,5,4,5,1,9,8,6,11,5,3,1,3,1,2,2,3,1,3,3,1,- -  -,
13194021,Cheick Doucouré,"DM, M (C)",1.41,13,13,12,12,14,13,13,14,12,13,14,13,12,14,15,12,11,13,12,14,15,14,8,8,12,11,13,8,12,14,13,13,15,10,13,13,3,2,3,3,2,2,4,3,3,3,1,- -  -,Wnt
52082251,Aaron Bolger,"DM, M (C)",2.45,11,11,11,6,13,12,13,10,16,13,13,9,10,12,14,10,6,9,12,13,13,13,5,9,9,5,13,5,7,12,3,10,12,3,11,12,1,4,1,3,1,2,3,3,4,3,3,- -  -,
78100972,César Araújo,"DM, M (C)",1.00,12,12,14,8,12,11,12,11,13,14,10,13,12,13,15,12,14,10,12,14,13,11,10,12,12,7,12,12,10,13,3,12,13,5,11,13,1,1,3,2,1,2,3,3,3,3,2,- -  -,Inj
2000010841,Samy Chouchane,"DM, M (C)",1.25,13,11,12,5,14,10,12,11,6,9,8,11,5,15,6,7,3,10,10,8,14,12,6,2,7,7,12,5,8,5,1,11,13,5,12,9,3,1,2,2,2,3,1,2,1,2,3,- -  -,
43266764,Andrea Danzi,"DM, M (C)",0.73,12,12,11,9,15,12,14,12,10,16,11,12,13,13,13,12,10,12,15,12,14,12,11,11,11,7,13,10,7,12,11,12,13,7,12,13,2,2,3,2,1,2,2,1,1,1,2,- -  -,
29084295,Jack Sowerby,"DM, M (C)",1.15,9,11,11,8,10,10,9,8,5,9,10,12,8,8,15,11,5,12,8,12,10,12,10,10,11,8,12,10,8,10,8,12,12,10,12,12,3,3,1,1,2,2,3,4,1,1,3,- -  -,
2000160252,George Wilkinson,"DM, M (C)",1.08,14,14,11,2,11,15,15,7,10,10,8,4,9,13,6,4,13,3,11,7,5,11,6,3,4,2,5,5,4,4,2,8,3,2,9,4,2,3,1,1,1,4,1,1,2,1,1,- -  -,
15065459,Adam Endean,"DM, M (C)",0.82,13,13,7,7,14,13,7,5,5,9,8,9,12,13,13,5,11,7,12,7,12,12,6,4,6,4,11,6,6,5,1,11,14,1,11,6,2,2,1,1,2,2,2,2,3,3,2,- -  -,
28058230,John Lundstram,"DM, M (C)",0.87,12,12,10,10,14,12,15,12,15,13,13,12,13,12,17,10,14,11,12,12,13,16,8,11,9,10,12,8,9,9,3,12,13,8,12,14,3,3,1,2,1,3,2,3,2,3,2,- -  -,
43093936,Danilo Cataldi,"DM, M (C)",1.25,12,11,12,9,16,13,12,12,14,15,13,14,13,13,16,13,14,12,15,16,14,14,14,5,9,12,15,16,3,15,3,12,14,11,15,14,2,3,2,1,2,2,2,3,4,3,1,- -  -,
28087685,Josh Cullen,"DM, M (C)",1.10,12,13,13,9,16,11,17,11,8,14,15,14,14,12,14,11,13,12,14,16,12,17,10,11,11,6,14,11,8,7,6,14,14,7,14,13,2,1,3,3,3,2,1,2,1,2,3,- -  -,Wnt
27139716,Mads Bidstrup,"DM, M (C)",1.40,13,14,12,9,13,13,14,11,13,14,13,14,14,13,15,10,13,12,13,15,13,16,10,12,13,9,15,9,10,12,6,13,14,7,13,15,4,3,3,1,3,3,1,3,1,1,2,- -  -,Wnt
83288808,Mor Ndiaye,"DM, M (C)",1.52,12,13,12,14,15,13,15,14,16,14,14,13,14,10,12,6,12,9,14,14,12,12,7,7,9,7,12,6,11,8,10,14,13,9,15,12,3,1,3,3,2,1,2,2,3,1,2,- -  -,Inj
2000216080,Joe Gibbard,"DM, M (C)",1.34,9,10,12,11,11,9,12,7,8,12,5,9,6,14,6,7,12,6,8,8,10,9,5,5,6,4,10,7,8,8,6,6,10,2,11,13,3,3,3,1,1,3,3,1,2,1,3,- -  -,
2002090763,Jorge Faro,"DM, M (C)",1.25,14,13,14,6,11,13,12,13,13,14,14,10,12,14,11,6,6,8,14,11,16,13,9,7,10,7,14,6,15,10,6,10,14,8,12,14,3,1,3,2,1,1,3,4,1,2,2,- -  -,
2002082878,John Abdullahi,"DM, M (LC)",1.29,9,10,15,5,14,11,13,10,14,8,7,10,10,15,11,3,14,8,12,16,13,13,6,3,8,2,15,5,14,6,6,6,14,4,11,16,3,3,2,1,2,3,1,3,2,2,2,- -  -,Wnt
85100464,Samuel Piette,"DM, M (C)",1.35,12,11,13,6,15,11,16,13,14,13,14,12,15,13,17,11,16,10,13,13,10,15,7,6,8,6,11,6,8,10,5,13,12,7,14,11,1,1,1,1,1,10,1,1,1,1,1,- -  -,
2000110702,Owen Lunt,"DM, M (C)",0.91,8,8,10,13,15,8,9,6,8,7,7,6,9,15,4,5,5,5,9,12,10,9,6,4,6,1,14,5,6,4,2,5,11,3,7,11,1,2,3,2,3,3,1,1,1,3,2,- -  -,
2000218440,Adam Blakeley,"DM, M (C), AM (R)",1.10,14,15,9,7,15,14,8,5,5,6,7,7,7,8,6,5,3,8,4,5,6,6,6,8,5,4,10,5,2,4,1,7,10,4,6,4,3,2,3,3,2,3,3,1,1,3,3,- -  -,
19302456,Douglas Luiz,"DM, M (C)",0.59,14,14,13,11,14,13,15,14,13,14,12,14,12,12,13,14,12,13,11,13,14,14,7,8,11,12,14,10,12,13,9,14,14,11,14,15,2,3,3,3,1,1,2,1,1,3,2,- -  -,
