UID,Name,Position,Pr passes/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000102777,Erion Zabeli,D (C),0.00,10,7,6,13,5,8,9,6,8,5,7,3,12,10,15,5,12,2,10,3,2,3,1,1,2,1,2,2,7,1,1,13,3,1,12,1,1,3,1,3,2,1,4,3,4,1,3,- -  -,
93064994,Anel Ahmedhodžić,D (C),3.44,14,11,12,16,13,15,14,14,14,16,14,14,15,15,15,11,13,9,15,12,14,12,5,12,11,5,13,7,15,7,7,14,15,8,14,13,1,3,1,2,1,3,3,1,1,3,3,- -  -,
43115048,Francesco Vicari,D (C),0.74,11,12,12,16,13,15,13,13,10,13,12,11,13,12,14,5,8,5,13,15,10,14,4,4,4,6,10,5,13,6,7,14,9,6,15,9,3,2,4,4,1,3,1,3,4,4,3,- -  -,
2000124501,Richard King,D (C),3.78,11,13,12,13,11,14,10,8,5,12,12,9,13,11,12,6,12,11,12,10,12,11,7,7,5,3,11,5,12,10,6,11,10,6,16,11,1,1,2,3,3,3,1,1,1,2,1,- -  -,
78016342,Sebastián Coates,D (C),4.30,10,9,14,16,16,11,14,17,16,14,18,12,15,14,18,5,19,13,18,14,10,14,4,5,7,10,11,6,16,4,4,18,13,9,16,12,2,1,2,2,3,2,3,2,3,1,3,- -  -,
2000214071,Bobby Amartey,D (C),0.00,7,9,8,12,12,9,9,7,9,9,7,2,10,13,11,5,6,3,12,5,5,5,3,1,2,1,5,2,8,1,1,10,5,1,10,3,1,3,2,1,3,4,2,1,1,3,3,- -  -,
71093182,Valeriy Bondar,D (C),0.00,12,13,13,13,14,13,13,12,14,12,16,9,12,12,14,7,16,10,15,13,11,10,5,5,8,3,11,4,12,4,7,12,10,6,12,11,2,3,1,1,3,3,1,3,2,1,2,- -  -,
94052338,Adam Crowther,D (C),4.27,9,10,8,14,7,10,5,8,8,10,9,10,10,14,11,5,8,4,11,8,7,8,6,3,6,4,4,3,11,5,1,13,6,3,10,5,2,1,1,2,2,2,3,1,2,1,1,- -  -,Wnt
23260467,Majid Hosseini,D (C),0.95,12,13,13,11,14,13,13,13,14,13,18,12,12,11,15,6,14,9,14,13,5,13,3,4,6,5,8,6,13,4,5,13,10,5,14,9,2,2,1,1,4,1,3,2,2,3,1,- -  -,
37084871,Derek Agyakwa,D (C),0.00,11,8,7,12,14,11,4,12,7,10,9,4,7,14,10,5,8,4,14,7,7,7,3,5,6,2,5,3,9,1,5,14,7,1,13,6,3,1,2,1,3,3,4,1,2,3,3,- -  -,
24021583,Denis Kolinger,D (C),2.05,6,5,13,20,14,8,13,18,17,13,17,8,15,13,17,4,15,8,14,15,6,13,2,3,4,6,10,3,14,6,8,14,12,5,16,10,3,1,4,2,2,2,3,3,3,3,2,- -  -,
91173279,Amos Pieper,D (C),3.03,12,10,14,16,16,13,14,15,9,12,13,11,15,14,12,6,13,7,13,14,11,12,3,5,8,6,11,6,13,7,9,13,12,5,13,11,3,2,2,1,3,3,1,3,2,3,1,- -  -,
28123346,Kacper Łopata,D (C),0.00,11,10,10,15,14,10,11,13,10,12,13,10,13,13,12,7,11,8,13,8,9,10,4,6,7,5,8,5,15,5,3,12,10,5,12,9,2,2,3,2,3,3,3,1,2,1,1,- -  -,
62079290,Bogdan Planić,D (C),0.00,12,12,8,9,12,12,8,11,14,14,15,7,10,13,15,9,11,9,15,11,13,10,9,8,6,7,11,4,13,7,7,14,11,7,15,7,3,2,2,3,3,1,3,3,2,3,1,- -  -,
2000023982,Nicolò Cocetta,D (C),0.00,11,14,10,7,15,15,7,13,11,12,10,5,12,12,18,6,5,5,11,7,7,7,2,1,2,1,7,6,11,1,3,13,7,5,12,5,1,2,2,2,2,2,1,3,1,3,2,- -  -,
2000120285,Dan Hill,"D/M (C), AM (L)",1.61,8,12,6,16,15,12,7,9,9,8,6,5,5,12,12,5,4,4,11,4,8,5,3,1,1,2,8,4,8,3,4,7,4,1,4,6,4,4,2,2,2,3,3,3,2,1,2,- -  -,
2002084380,Daniel Marín,"D (C), AM (R)",1.18,14,13,12,16,11,15,12,14,9,15,19,10,13,12,15,8,11,8,15,10,8,10,6,4,6,5,7,4,9,6,4,12,10,6,10,10,1,2,1,3,3,3,1,1,3,1,1,- -  -,
2002091646,Adrian Holdsworth,D/M (C),0.00,5,5,9,15,11,6,9,6,10,9,9,5,12,7,4,6,3,4,12,8,5,9,5,3,4,4,8,9,9,4,7,10,7,9,8,11,3,3,1,1,2,2,3,2,2,3,2,- -  -,
28060295,Ryan Inniss,D (C),0.14,8,8,12,17,6,8,11,15,17,9,14,8,10,7,12,5,14,6,11,13,6,14,7,4,4,4,6,3,14,8,9,10,7,4,11,6,1,3,2,4,1,2,1,2,4,3,3,- -  -,
24040714,Dino Perić,D (C),1.79,7,5,7,19,11,11,13,15,16,14,16,13,12,12,15,7,11,7,11,13,7,8,3,3,9,7,13,3,16,3,10,15,13,5,16,12,2,1,1,3,3,3,1,1,3,2,1,- -  -,
36023421,Kostas Manolas,D (C),0.00,9,8,11,14,10,10,9,11,18,13,17,9,12,12,16,5,14,7,14,14,7,11,3,4,5,7,10,4,14,4,7,15,10,7,13,8,1,3,3,1,2,3,3,2,2,4,3,- -  -,
61059681,Liam Gordon,D (C),3.42,10,10,11,13,14,10,12,13,12,13,13,9,13,12,12,8,15,10,13,14,9,12,6,7,11,6,11,4,14,7,9,14,12,7,15,13,3,2,2,3,3,2,3,4,3,4,1,- -  -,
89063073,Kim Min-Jae,D (C),3.85,14,13,15,17,16,15,14,18,18,14,17,14,14,13,18,8,12,7,15,14,8,12,4,5,8,8,11,4,17,4,4,14,12,4,17,12,3,3,1,2,1,1,2,3,2,2,3,- -  -,nEU
58127846,Igor Diveev,D (C),3.93,12,12,14,16,17,14,14,16,14,15,16,13,16,14,14,5,7,10,16,14,6,12,9,5,7,8,8,11,13,13,7,14,12,12,14,9,1,1,2,3,3,3,2,1,2,1,2,- -  -,
2000056887,Seydil Touré,D (C),0.00,9,10,9,14,12,12,7,10,10,12,8,6,12,15,15,6,7,6,16,4,4,7,4,1,2,1,5,4,12,1,6,13,6,2,13,4,1,2,3,1,2,1,3,2,3,2,2,- -  -,Opt
2002084472,Carlos Cruz,D (C),0.00,7,7,11,14,16,6,10,10,11,8,13,6,10,10,12,3,10,3,7,16,5,12,4,3,3,4,7,6,10,2,7,9,6,6,9,10,1,2,1,1,3,2,3,1,4,3,2,- -  -,
59038761,Davit Khocholava,D (C),3.38,12,10,13,16,18,13,14,16,18,14,17,11,13,13,14,8,13,9,14,14,11,13,5,8,6,4,12,3,15,6,7,14,12,7,14,13,3,2,1,3,1,3,2,1,1,2,3,- -  -,Opt
2000201098,Jamal Mohammed,D (C),0.00,10,11,12,14,14,8,8,11,5,10,9,9,8,6,7,8,11,6,15,7,7,9,5,5,2,4,7,1,10,3,5,13,6,2,14,10,1,2,4,1,1,1,2,3,2,1,2,- -  -,Inj
2000023978,Mohamed Berthé,D (C),0.95,8,12,10,13,14,12,9,9,10,12,6,4,12,15,15,6,13,4,14,7,4,8,3,1,3,4,7,1,11,2,2,12,2,1,11,4,3,1,3,1,3,1,1,2,1,1,2,- -  -,
43252460,Alessandro Bastoni,D (C),3.23,14,14,15,16,17,14,15,15,14,17,16,13,17,14,16,12,13,12,14,17,15,15,5,10,11,8,14,5,15,5,12,15,16,8,16,15,1,2,1,1,2,1,2,1,2,3,2,- -  -,
31050472,Jay Rich-Baghuelou,D (C),4.12,10,9,9,18,11,12,11,14,11,13,11,10,13,11,9,5,10,9,13,10,8,10,4,4,7,10,10,6,13,10,6,12,10,9,12,9,2,2,1,1,1,3,3,3,2,2,3,- -  -,
2000185031,Harry Redknapp,D (C),0.12,11,9,8,11,11,13,9,10,7,8,7,1,11,10,5,5,6,1,11,3,1,4,2,1,1,1,4,2,12,1,4,13,4,4,9,3,2,3,2,3,3,3,2,1,1,1,3,- -  -,
83141595,André Duarte,D (C),0.72,12,10,11,15,13,9,11,11,11,13,11,10,13,14,14,11,8,8,13,12,8,12,3,4,5,3,10,3,14,4,6,15,10,7,14,9,2,2,2,3,3,2,3,1,3,1,3,- -  -,
20049589,Jordan Skelton,D (C),0.00,11,11,9,15,13,10,10,14,11,11,10,8,10,9,12,5,12,8,11,9,4,10,4,4,7,3,7,6,11,3,7,11,7,4,12,3,3,3,3,2,1,1,2,1,1,1,3,- -  -,Inj
16072337,Felix Luckeneder,D (C),0.78,11,12,13,15,12,12,12,14,7,12,13,10,12,9,12,7,9,8,14,12,8,13,7,6,9,6,11,8,13,7,7,14,11,7,13,9,3,2,3,2,2,1,3,3,3,2,1,- -  -,Inj
37027601,Mike van der Hoorn,D (C),3.69,12,10,10,15,17,13,13,15,13,15,15,12,15,13,13,8,12,8,14,13,10,13,4,9,8,8,11,4,15,6,9,13,13,6,15,10,3,1,3,3,3,3,1,2,1,3,2,- -  -,
61074623,Jamie McCart,D (C),2.69,9,11,12,12,13,10,13,14,9,14,13,13,13,12,13,4,12,13,14,12,11,14,1,4,12,9,13,6,13,5,7,13,14,4,13,12,2,3,1,2,2,2,2,1,1,1,2,- -  -,
43424882,Giorgio Cittadini,D (C),4.33,15,12,13,16,15,14,10,12,12,14,12,12,13,11,14,13,10,11,13,11,12,9,2,10,11,6,9,3,15,5,7,10,12,3,11,11,1,3,1,3,2,1,1,4,2,3,1,- -  -,Opt
83223860,Gonçalo Cardoso,D (C),3.98,13,14,13,14,13,13,12,13,13,12,13,14,13,14,15,10,12,8,14,12,14,13,7,8,12,6,11,6,13,8,10,13,13,10,13,12,3,3,2,3,2,1,3,2,1,2,1,- -  -,
89040304,Connor Hall,D (C),4.33,8,7,11,13,8,8,11,14,9,13,9,7,11,12,12,9,11,7,13,12,9,11,1,5,6,8,8,3,12,3,3,13,11,6,12,6,2,3,3,1,2,1,1,3,2,3,1,- -  -,
2000045056,Iestyn Evans,D (C),1.97,11,10,10,11,12,12,9,11,8,10,12,10,10,10,9,5,12,7,11,8,8,10,3,5,5,7,6,6,8,8,1,10,7,2,9,5,2,3,3,4,2,3,3,2,1,3,1,- -  -,
2000044535,Eddie Corbit,"D (C), WB (R)",3.10,11,8,7,11,13,10,6,5,14,9,8,5,10,14,9,5,2,3,8,6,4,7,3,2,1,3,6,5,9,4,1,14,7,3,11,2,1,2,4,1,3,2,3,3,2,1,1,- -  -,
2000084750,Sean Grehan,D (C),2.36,10,12,12,14,12,11,12,13,14,14,11,10,12,12,11,7,7,9,14,10,8,11,8,5,5,5,11,6,10,4,5,12,7,8,12,8,3,1,3,4,4,3,1,2,1,1,2,- -  -,Inj
2000222077,Pele Arganese-McDermott,D (C),0.49,15,14,10,8,13,16,10,10,9,12,8,7,12,13,18,6,12,3,13,6,6,6,3,1,3,1,5,2,12,1,1,13,5,3,12,2,2,3,1,4,2,3,3,1,4,1,3,- -  -,
2000015032,Kaiky,D (C),3.50,14,14,12,15,13,15,15,15,13,15,13,13,15,15,14,11,12,13,15,13,16,13,5,6,11,9,13,7,16,7,7,16,14,10,15,14,3,3,3,3,1,1,3,1,2,3,2,- -  -,
55024825,Paulo Oliveira,D (C),2.94,11,12,12,15,15,12,13,11,10,16,11,11,16,14,15,5,13,7,15,14,10,15,6,6,6,7,12,10,12,7,8,14,11,11,15,11,1,3,3,3,1,1,4,3,2,2,3,- -  -,Inj
2000006517,Ruairi McConville,D (C),1.40,13,11,10,12,10,11,8,10,7,14,9,7,14,15,16,6,14,6,14,6,8,8,6,3,2,4,6,3,14,5,2,10,6,3,11,3,2,3,2,3,3,1,4,1,2,1,2,- -  -,Wnt
19249631,Lucas Veríssimo,D (C),3.30,12,9,12,14,14,14,11,15,17,14,18,12,15,14,17,7,14,7,15,12,7,13,4,8,10,9,12,4,14,7,10,16,13,6,14,10,1,3,1,3,2,1,2,3,3,3,3,- -  -,
28049740,Harry Maguire,D (C),3.95,11,8,12,17,17,11,15,16,14,15,17,13,13,13,11,12,15,7,16,14,12,12,4,6,8,8,14,6,17,7,7,15,13,10,16,13,2,3,3,1,3,3,2,2,1,2,2,- -  -,
63025710,Denis Vavro,D (C),2.85,13,13,14,15,15,15,15,16,16,14,16,11,14,12,16,6,8,12,15,14,8,14,4,10,4,10,13,11,13,12,10,15,11,15,14,11,3,3,2,2,3,2,1,1,2,2,2,- -  -,
2000052369,Ifenayi Udanoh,D (C),0.00,10,2,11,16,14,11,12,15,12,12,14,7,11,8,18,2,8,7,9,9,6,10,6,1,2,2,7,3,2,4,4,12,11,7,10,8,2,1,3,3,2,2,3,2,3,1,1,- -  -,
2000140704,Marley Rose,D (C),0.23,13,12,9,12,10,12,4,8,12,8,8,1,12,10,10,5,6,3,15,3,3,3,1,1,1,3,4,1,7,1,1,13,1,1,9,1,3,1,3,1,3,2,3,3,2,2,1,- -  -,Wnt
43125080,Giangiacomo Magnani,D (C),0.00,12,11,13,14,16,13,12,15,15,15,13,11,14,12,14,7,11,6,12,12,8,13,3,4,4,5,11,3,13,5,9,14,11,2,12,10,3,3,3,1,1,1,2,2,2,3,4,- -  -,
72038786,Walker Zimmerman,D (C),3.42,9,8,10,16,13,11,13,14,13,13,15,12,12,11,14,7,15,10,14,13,9,13,5,7,10,10,12,5,18,7,8,14,13,8,14,12,3,1,2,2,1,1,4,2,3,3,2,- -  -,
93140620,Raúl da Silva,D (C),0.00,6,5,9,12,10,6,13,12,13,12,8,8,9,9,3,5,10,4,10,10,5,9,6,5,6,3,6,6,13,3,6,11,7,4,11,8,2,1,3,1,4,3,2,4,2,1,4,- -  -,
