Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Charlie Pegrum,M/AM (L),7.00,7.00,7,8,2,5,6,5,4,7,2,3,3,4,3,10,13,2,6,11,3,5,5,6,2,2,6,3,4,7,11,5,3,5,16,10,10,4,6,9,2,1,6,8,6,13,11,3,- -  -,Loa,9
James Brophy,D/WB/M/AM (L),7.00,7.00,13,7,3,9,11,8,7,10,2,2,2,8,6,9,13,4,8,14,8,9,8,7,2,8,5,2,6,6,10,7,1,11,12,8,8,7,7,10,2,3,10,7,9,15,4,1,- -  -,,15
Jordan Stevens,"M (RC), AM (RLC)",6.99,6.99,11,10,3,11,11,6,6,13,3,1,1,6,5,8,13,2,10,13,6,4,7,4,2,6,5,4,6,13,11,8,1,11,13,7,10,9,9,9,3,3,8,11,10,12,10,3,- -  -,,13
Daniel Bruce,"M (R), AM (RC)",6.99,6.99,13,10,3,10,11,7,6,11,1,3,3,6,9,9,15,2,10,9,5,2,5,6,3,3,3,1,8,11,9,8,3,9,14,9,10,9,8,9,1,2,7,10,10,11,6,3,- -  -,Wnt,14
Joe Gibson,"D (RL), WB/M (R), AM (RL)",6.99,6.99,8,9,1,10,10,4,7,9,3,1,1,6,9,9,13,3,8,10,5,3,10,10,1,3,3,1,5,13,8,10,1,13,14,9,10,9,8,7,1,3,10,13,9,14,9,1,- -  -,,12
Aaron Nemane,D/WB/M/AM (R),6.99,6.99,12,7,3,10,8,4,10,9,2,1,2,7,7,9,15,2,12,10,4,4,8,5,3,6,4,1,7,8,8,10,2,12,8,8,9,8,8,10,2,2,6,11,9,12,10,3,- -  -,,13
Stephen Dooley,"WB (R), M (RLC), AM (RC)",6.99,6.99,12,11,1,11,10,7,8,13,1,2,1,7,5,11,9,1,9,10,5,2,7,3,1,7,7,1,6,13,9,6,1,9,15,7,9,7,8,11,2,4,9,10,8,9,6,1,- -  -,Trn,10
Jack Endacott,D/WB/M/AM (L),6.98,6.98,12,8,1,11,12,6,11,14,2,1,2,6,6,9,14,3,10,13,7,8,6,6,2,7,8,2,7,9,9,5,1,12,16,9,12,6,8,9,1,3,8,12,10,13,9,3,- -  -,,13
Kian Le Fondre,"M (L), AM (RL)",6.98,6.98,11,10,3,10,9,4,11,13,1,2,2,9,5,9,11,2,10,11,5,6,8,8,3,9,6,1,8,8,10,6,3,12,13,10,11,8,8,11,3,2,8,11,11,12,9,2,- -  -,,13
Michael Spellman,"M (L), AM (RL), ST (C)",6.97,6.97,8,8,1,10,4,3,6,12,2,2,2,3,6,9,12,2,10,10,2,3,11,8,2,8,4,3,9,10,12,8,3,13,5,7,12,8,7,7,1,1,5,9,9,11,9,1,- -  -,,11
Aaron Lennon,"M (RC), AM (RL)",6.96,6.96,11,10,3,15,16,7,6,6,1,3,1,11,8,13,8,1,14,10,5,7,6,4,2,7,7,1,7,8,12,8,3,7,11,11,11,7,10,11,1,2,9,10,14,9,5,1,- -  -,Ret,7
Luke Hannant,"WB (R), M/AM (RLC)",6.96,6.96,13,9,2,9,10,8,8,12,1,2,1,10,4,9,10,1,9,15,9,4,8,9,3,5,6,3,10,7,9,5,1,8,14,7,8,9,10,8,1,2,12,10,9,10,12,2,- -  -,Inj,12
Joel Tabiner,"M (RC), AM (R)",6.94,6.94,13,10,3,10,14,8,9,15,1,1,1,10,9,11,11,4,9,15,8,3,10,6,2,13,8,1,8,10,11,7,1,9,13,12,10,9,12,9,1,1,9,12,8,10,15,3,- -  -,,10
Malachi Napa,"M (RL), AM (RLC)",6.94,6.94,13,6,1,10,7,3,8,11,3,2,1,4,5,6,12,3,9,11,3,2,5,3,1,5,4,1,5,14,9,5,3,11,14,5,6,4,6,8,2,2,6,7,9,11,4,3,- -  -,,12
D'Margio Wright-Phillips,"M/AM (R), ST (C)",6.94,6.94,10,7,3,9,9,5,8,13,3,1,1,9,12,8,12,2,12,11,5,4,6,11,2,10,7,2,1,11,7,10,1,11,13,7,12,7,10,7,1,1,8,12,9,13,2,3,- -  -,,17
Ashley Nathaniel-George,M/AM (RL),6.93,6.93,12,8,3,9,9,4,7,8,3,3,1,5,8,9,13,1,8,11,5,2,11,6,1,7,7,2,8,16,9,10,1,11,9,8,10,5,5,7,1,3,9,12,8,13,6,3,- -  -,,13
Ollie Crankshaw,"M/AM (RL), ST (C)",6.92,6.92,11,9,3,9,7,5,8,12,4,1,2,5,8,9,13,1,11,13,4,1,7,4,1,9,6,1,7,16,9,10,1,12,13,7,9,7,8,9,3,4,8,10,10,13,9,1,- -  -,,14
Ellis Taylor,"D (L), WB/M/AM (RL)",6.92,6.92,13,12,3,11,11,3,7,10,2,2,3,7,9,7,11,3,10,10,6,2,11,5,3,11,7,2,9,12,11,10,2,12,15,7,13,11,7,11,1,1,6,12,9,13,7,3,- -  -,,11
Shilow Tracey,"M/AM (RL), ST (C)",6.91,6.91,14,7,1,11,12,7,13,11,1,2,1,7,9,12,13,1,10,14,4,10,8,7,2,8,8,3,8,10,9,9,2,11,14,8,10,8,8,6,1,3,12,11,9,13,8,1,- -  -,,13
Paweł Żuk,D/WB/M/AM (R),6.90,6.90,9,7,1,10,9,9,9,11,1,1,3,10,5,11,8,3,9,5,9,6,7,2,1,9,8,1,7,12,9,10,3,9,10,15,12,8,10,9,1,3,6,9,7,9,10,3,- -  -,,12
Alvaro Ruiz Rente,M/AM (R),6.89,6.89,13,7,2,13,7,6,8,11,2,2,1,1,3,12,14,1,12,13,3,6,2,1,2,5,8,3,6,16,14,12,2,12,17,12,12,8,6,7,1,3,8,10,8,14,13,1,- -  -,,14
Jon Taylor,"M (R), AM (RLC)",6.89,6.89,14,12,1,12,12,8,6,10,2,2,2,10,10,11,10,2,13,11,6,7,10,10,3,8,7,2,9,12,11,11,2,12,13,10,11,10,10,12,1,2,9,12,11,11,11,3,- -  -,,12
Érico Sousa,M/AM (RL),6.89,6.89,10,11,2,12,10,6,8,8,1,2,1,4,8,11,13,1,10,10,5,6,9,6,2,5,5,1,7,13,10,8,1,12,11,6,7,8,5,9,3,2,9,8,9,13,8,2,- -  -,,12
Joshua Williams,"D/WB (R), M (RC)",6.89,6.89,11,10,3,10,10,10,12,12,2,4,3,11,7,11,13,1,10,12,12,9,9,8,1,11,10,3,10,11,10,8,2,11,11,11,11,9,10,8,3,3,12,10,11,10,11,1,- -  -,,13
James Plant,"M (L), AM (RL), ST (C)",6.87,6.87,11,7,2,11,9,3,10,12,1,3,3,4,5,9,13,3,10,10,4,3,9,6,3,5,6,1,6,11,9,8,1,10,11,11,9,4,6,10,1,2,7,10,11,10,9,3,- -  -,,14
Elliott Bennett,"D (RL), WB (R), DM, M (RC), AM (R)",6.87,6.87,15,11,1,10,14,11,7,12,2,1,4,10,8,9,8,1,12,16,9,5,9,17,3,8,4,2,9,9,10,8,3,9,16,11,11,10,10,10,3,2,13,10,9,8,12,3,- -  -,Inj,8
Gwion Edwards,"WB/M (R), AM (RL)",6.87,6.87,15,8,3,11,12,8,7,10,2,2,1,11,8,12,11,3,12,13,6,4,11,9,2,7,8,2,9,11,10,12,1,11,12,10,12,10,9,10,3,1,9,10,10,11,7,3,- -  -,Wnt,12
Randell Williams,WB/M/AM (RL),6.86,6.86,8,8,2,11,9,5,5,8,2,1,3,6,6,8,13,2,10,7,6,11,4,5,2,9,4,2,10,14,8,6,1,13,10,8,9,11,6,8,3,2,7,9,7,11,6,2,- -  -,,13
Callum Powell,"M (L), AM (RLC), ST (C)",6.85,6.85,9,10,1,12,2,7,12,9,2,3,2,8,12,7,13,1,11,11,5,2,7,6,3,4,5,2,8,12,9,11,2,12,16,5,6,4,7,11,4,3,8,8,8,12,5,2,- -  -,Lst,13
Todd Miller,M/AM (RL),6.84,6.84,11,8,3,11,6,3,8,10,3,3,4,2,5,12,12,3,12,9,5,6,5,1,2,10,5,2,5,14,12,10,2,12,7,12,9,7,7,10,1,3,7,11,6,11,7,2,- -  -,,14
Cameron Salkeld,"D/WB/M/AM (R), ST (C)",6.84,6.84,17,5,2,8,10,9,12,11,2,3,1,7,5,9,12,3,10,11,9,2,9,4,3,7,10,2,6,12,8,7,3,7,11,8,7,7,8,7,3,3,13,8,7,8,17,2,- -  -,Wnt,11
Caolan Boyd-Munce,"WB (L), DM, M (LC), AM (L)",6.83,6.83,12,10,1,12,12,7,8,13,3,1,3,11,8,12,12,1,11,12,9,8,10,6,3,6,10,2,8,11,12,9,1,11,10,10,11,9,9,10,2,1,10,9,10,9,8,2,- -  -,,11
Maliq Cadogan,"M (R), AM (RL), ST (C)",6.82,6.82,9,7,3,8,10,6,9,10,2,3,1,6,7,8,13,3,9,12,6,5,5,6,2,8,6,1,8,11,10,6,2,9,10,9,9,7,8,6,2,2,7,9,6,10,9,1,- -  -,,14
Josh Neufville,"M/AM (R), ST (C)",6.82,6.82,11,11,3,12,8,6,10,11,1,1,1,5,8,9,13,3,10,11,6,4,10,7,3,11,7,3,8,13,10,10,3,11,13,9,9,9,10,10,1,4,11,12,8,12,7,1,- -  -,,14
Callum Bates,M/AM (RL),6.81,6.81,9,9,1,12,7,6,5,8,2,1,2,4,3,11,12,2,7,15,3,7,6,9,3,5,4,2,5,12,13,7,3,9,11,12,9,5,5,5,1,1,8,9,6,13,14,2,- -  -,,15
Nana Boateng,"M (RL), AM (RLC)",6.80,6.80,12,10,3,10,11,7,8,11,1,1,3,10,6,10,12,3,12,12,8,6,8,8,2,7,7,1,9,12,11,9,3,13,14,10,11,9,11,10,2,3,7,11,10,11,8,1,- -  -,,13
Lucas Cooper,M/AM (R),6.80,6.80,12,7,2,9,7,6,5,11,2,2,2,2,3,9,11,1,7,14,3,6,6,6,1,3,5,1,4,6,8,4,3,10,9,8,12,6,3,11,3,3,7,7,9,13,8,2,- -  -,,13
Sam Mather,"M/AM (LC), ST (C)",6.80,6.80,10,12,1,12,9,3,10,12,1,3,3,4,6,12,13,3,10,13,2,4,9,5,2,9,3,4,11,16,13,9,1,14,12,9,11,9,7,11,1,1,6,12,11,11,8,3,- -  -,Inj,13
Charlie Wakefield,"WB (R), M/AM (RL), ST (C)",6.80,6.80,12,10,2,13,9,8,8,6,1,2,1,6,10,9,12,2,10,9,5,8,9,6,2,12,6,1,7,14,9,10,2,10,12,8,9,8,10,9,3,4,8,9,9,9,8,1,- -  -,,13
Matthew O'Neill,M/AM (R),6.80,6.80,10,10,2,12,8,4,9,8,2,2,2,6,4,10,12,1,10,9,5,6,7,10,2,12,7,2,6,12,13,12,3,12,8,12,9,7,6,8,3,2,1,5,10,10,8,3,- -  -,Loa,10
Theo Archibald,"WB (L), M/AM (RL), ST (C)",6.79,6.79,13,8,3,12,10,7,8,13,3,2,2,8,9,10,13,1,12,10,6,6,12,7,3,10,7,1,7,13,8,9,3,12,13,9,13,8,10,9,1,1,12,10,10,8,13,2,- -  -,Ask,13
Dylan Adjei-Hersey,D/WB/M/AM (R),6.78,6.78,12,9,3,11,11,7,9,13,1,1,1,10,4,9,12,1,11,14,7,5,7,8,3,5,6,4,9,12,10,5,3,10,3,8,10,5,6,9,3,1,7,10,9,11,5,4,- -  -,,12
George Saunders,M/AM (RL),6.78,6.78,13,12,3,12,11,3,7,11,1,2,3,7,4,9,12,2,8,11,4,1,6,2,1,12,5,3,7,10,11,6,1,10,13,10,11,8,8,8,3,3,9,10,7,12,5,4,- -  -,,12
Sam Folarin,WB/M/AM (R),6.77,6.77,10,9,1,9,11,5,10,11,2,2,4,6,8,9,13,2,8,11,7,6,9,8,2,9,7,3,6,13,8,10,3,11,12,8,11,9,8,8,1,3,10,9,9,13,9,2,- -  -,,14
Charlie Farr,D/WB/M/AM (R),6.77,6.77,10,10,1,12,10,6,8,8,1,3,3,9,2,11,12,3,10,7,7,8,4,10,3,10,9,1,8,10,11,4,1,8,16,10,11,8,9,8,3,1,9,9,11,9,10,2,- -  -,,10
Wes McDonald,"M (RL), AM (RLC), ST (C)",6.76,6.76,6,9,1,9,7,5,10,10,1,4,1,7,9,9,11,1,10,12,5,8,8,6,2,7,6,1,8,15,9,8,2,11,13,5,9,7,7,10,1,2,8,10,9,11,7,2,- -  -,,14
Brennan Dickenson,D/WB/M/AM (L),6.75,6.75,11,8,4,10,12,10,9,10,1,1,1,9,6,8,12,3,9,13,8,11,12,10,3,11,8,2,11,10,9,9,2,9,15,8,12,11,7,8,2,3,9,8,6,9,8,2,- -  -,Wnt,11
Malachi Sharpe,"M/AM (RL), ST (C)",6.75,6.75,7,4,2,12,5,2,6,8,3,3,2,3,2,9,14,2,11,13,1,5,3,12,1,3,5,1,4,11,12,8,4,12,5,7,10,4,4,4,1,3,7,9,2,16,13,1,- -  -,,14
Trevor Clarke,D/WB/M (L),6.75,6.75,11,9,2,12,11,11,7,10,2,1,2,12,7,11,13,1,9,13,8,6,11,6,1,5,8,2,6,13,11,9,1,11,15,12,11,6,11,12,3,4,11,13,12,11,14,1,- -  -,,13
Charles Sagoe,"M (RL), AM (RLC)",6.75,6.75,10,11,2,9,11,8,9,10,3,1,1,7,2,13,12,2,12,14,4,5,10,2,1,9,7,1,7,13,12,10,2,12,13,10,13,8,5,8,4,2,5,9,6,12,6,3,- -  -,Wnt,14
Ashton Missin,"M (R), AM (RL)",6.75,6.75,7,8,1,12,3,5,8,11,1,1,1,1,3,10,14,2,9,12,4,5,4,8,2,3,2,3,4,14,10,6,2,13,17,6,12,8,6,8,3,3,7,10,4,16,8,3,- -  -,,15
Luke Bennett-Thomas,M/AM (L),6.74,6.74,13,6,3,14,10,6,7,11,1,1,1,5,5,9,10,1,9,12,8,6,7,5,3,4,9,2,11,12,10,6,1,10,12,10,13,8,10,8,2,1,11,9,9,11,17,3,- -  -,Int,13
Ryan Haynes,D/WB/M/AM (L),6.74,6.74,13,10,2,11,12,10,10,13,3,2,3,10,9,8,13,3,10,13,10,7,9,6,2,9,9,3,6,12,10,7,2,11,11,8,11,9,10,10,1,3,11,11,10,11,8,2,- -  -,Ask,12
Ali Koiki,D/WB/M/AM (L),6.72,6.72,9,9,2,9,10,9,9,11,3,1,4,7,6,8,13,2,6,11,9,8,7,7,1,10,6,2,5,9,7,6,3,11,15,6,10,5,7,8,1,2,12,11,10,11,12,4,- -  -,Wnt,14
Stephen Duke-McKenna,"M (RL), AM (RLC)",6.71,6.71,13,11,3,12,12,8,7,12,1,2,1,7,5,10,13,3,13,12,10,9,8,4,3,6,10,1,10,12,9,7,1,13,9,10,12,10,10,11,1,3,12,14,13,11,12,1,- -  -,Wnt,12
Morgan Roberts,"WB (L), M/AM (RL), ST (C)",6.70,6.70,12,11,2,11,7,7,8,11,4,1,1,3,5,13,13,3,9,10,8,1,7,6,1,9,10,2,10,14,10,10,3,10,13,10,10,9,11,6,3,3,8,8,8,11,4,3,- -  -,,12
Ollie Downs,D/WB/M/AM (L),6.70,6.70,6,6,3,7,5,4,5,8,3,3,3,3,1,6,11,1,5,12,4,1,6,9,2,6,4,1,3,5,6,3,3,6,12,4,7,3,5,6,1,2,4,5,5,12,5,3,- -  -,,13
Sean Etaluku,M/AM (L),6.67,6.67,7,10,3,12,6,7,5,7,3,1,3,3,1,8,11,4,12,17,5,3,6,11,3,4,1,2,3,14,13,7,1,9,5,7,11,6,3,4,4,3,6,7,9,14,15,2,- -  -,,14
Ben Middlemas,"M (RLC), AM (RL), ST (C)",6.67,6.67,9,11,3,10,9,5,4,8,1,2,1,6,4,12,10,2,7,11,4,1,11,13,1,2,6,3,7,13,10,9,2,11,6,15,10,7,8,10,3,2,1,10,10,13,11,1,- -  -,Wnt,11
Jaedyn Chibanga,M/AM (RL),6.67,6.67,11,8,2,10,7,3,8,9,3,2,3,4,2,9,13,1,8,12,4,7,9,7,3,14,5,3,7,9,8,6,2,10,13,10,9,6,5,8,3,3,2,8,8,13,14,3,- -  -,,14
Sam Austin,"M/AM (RLC), ST (C)",6.67,6.67,13,7,1,9,13,5,6,10,2,3,1,7,2,7,12,2,10,14,7,2,10,12,2,6,4,1,4,8,9,11,4,9,13,8,9,5,8,11,2,1,5,8,6,12,3,3,- -  -,,13
James Maxwell,D/WB/M/AM (L),6.66,6.66,14,13,3,8,11,13,6,14,1,3,2,10,6,11,13,1,11,18,13,10,4,5,2,7,5,2,3,11,11,4,3,13,8,10,9,4,14,9,3,3,10,11,10,12,8,3,- -  -,,16
Seb Quirk,"D/M (R), AM (RL)",6.66,6.66,10,7,3,10,9,10,7,9,2,3,2,11,2,7,13,4,9,13,9,8,5,10,1,9,8,1,8,8,5,8,3,9,6,7,11,8,9,7,3,1,9,9,11,11,11,2,- -  -,,15
Daniel Powell,M/AM (RL),6.66,6.66,14,7,1,8,12,7,8,9,3,1,3,9,9,10,11,1,11,12,6,10,9,6,1,11,7,3,6,13,10,10,2,10,11,7,11,6,7,9,3,2,11,8,11,8,8,3,- -  -,,11
Brendan Kiernan,"M (RL), AM (RLC), ST (C)",6.65,6.65,16,9,2,11,10,6,5,11,1,1,1,8,8,10,10,4,8,10,5,2,10,4,2,6,4,1,9,14,11,11,1,11,10,9,7,9,7,8,2,1,7,9,9,9,5,3,- -  -,,10
Ryan Glover,"M (RL), AM (RLC)",6.65,6.65,10,12,3,10,11,6,8,11,1,3,1,7,8,10,11,1,10,12,3,2,8,8,3,6,5,1,6,9,11,10,3,13,12,9,10,8,6,9,1,2,7,9,8,10,5,1,- -  -,,10
Kyle Hurst,M/AM (L),6.64,6.64,11,10,3,9,9,7,10,13,3,2,2,8,9,9,11,1,10,12,9,8,9,9,3,9,9,2,8,10,10,7,3,10,11,11,9,8,11,10,2,1,10,11,8,12,9,3,- -  -,,11
Harry Pritchard,"WB (L), M (LC), AM (L)",6.62,6.62,11,11,3,11,11,5,6,10,2,1,2,6,7,11,10,3,10,11,4,9,10,6,1,4,8,3,7,11,10,9,1,7,14,9,10,9,8,10,3,3,13,9,10,10,11,3,- -  -,,9
Bruno Andrade,"M (RL), AM (RLC), ST (C)",6.62,6.62,6,11,1,10,4,6,5,7,2,2,2,6,12,9,10,1,12,11,7,3,10,1,2,7,7,1,12,14,10,8,1,10,5,7,10,11,5,11,3,3,4,6,8,9,6,2,- -  -,Ask,10
Thomas Hill,"DM, M (RLC), AM (RL)",6.62,6.62,10,9,3,9,12,9,10,12,3,3,3,5,1,8,12,1,10,14,4,3,9,12,2,5,6,2,6,8,10,8,2,12,6,11,8,5,5,11,2,2,5,10,8,7,15,2,- -  -,,10
Alex Gilliead,"WB (R), DM, M (RC)",6.62,6.62,12,9,1,12,13,11,8,12,2,3,3,11,8,11,10,2,11,12,8,4,7,13,3,13,11,2,9,12,12,8,1,11,10,9,8,10,11,10,2,1,12,11,11,11,12,1,- -  -,,11
Maxwell Mullins,D/WB/M/AM (RL),6.59,6.59,9,8,3,5,7,8,5,8,2,3,1,8,3,8,11,3,7,13,9,5,6,8,1,12,3,1,6,9,11,9,1,9,11,10,11,8,9,7,2,2,7,6,5,8,7,3,- -  -,,8
Jake Gray,"D/WB (R), DM, M (RLC), AM (C)",6.55,6.55,10,10,2,10,10,8,8,9,3,2,1,8,7,9,10,1,10,12,7,3,8,6,1,8,8,3,8,9,9,7,3,7,12,10,8,9,9,9,1,4,8,9,10,9,5,3,- -  -,Ask,11
Jack Emmett,M/AM (RLC),6.55,6.55,12,7,3,11,8,7,4,13,2,3,2,8,6,8,11,3,9,10,2,3,6,6,3,2,5,1,6,10,6,6,4,11,11,7,6,5,8,6,2,1,8,6,7,15,5,2,- -  -,Ask,13
Adam Mayor,M/AM (L),6.53,6.53,12,7,2,9,7,6,11,9,3,3,2,5,13,7,12,2,8,14,7,8,7,7,3,7,6,3,8,10,9,7,3,8,9,6,8,6,6,11,3,3,8,11,6,14,10,3,- -  -,Loa,12
Haiba Soueyah,D/WB/M/AM (L),6.43,6.43,8,7,2,12,7,8,8,6,1,1,4,9,4,10,13,2,7,15,7,4,5,11,3,4,6,1,4,13,9,7,1,7,10,8,9,6,10,8,3,1,6,8,6,11,14,2,- -  -,Loa,13
Lewys Twamley,WB/M/AM (L),6.41,6.41,10,9,3,9,10,5,10,8,3,1,4,5,1,7,13,1,8,14,5,7,10,5,3,8,8,3,7,13,10,8,3,11,15,9,9,7,8,8,1,3,7,10,8,10,10,3,- -  -,,12
Darren Gavin,M/AM (L),6.30,6.30,7,6,3,11,10,3,8,8,2,3,3,4,3,7,13,2,7,13,1,1,7,6,1,7,3,2,9,7,8,4,2,12,12,6,11,6,6,5,2,1,4,6,6,15,11,2,- -  -,,12
Tayshen Robinson,D/WB/M/AM (L),6.10,6.10,8,5,1,11,5,7,7,9,4,2,3,6,2,5,14,2,4,12,4,1,2,1,4,13,3,2,4,10,5,8,2,6,6,8,12,7,6,7,1,3,4,8,6,13,5,2,- -  -,Loa,14
Saïdi Nihorimbere,M/AM (R),-,-,10,6,2,9,5,2,5,6,3,2,2,2,5,10,10,1,11,12,5,1,2,12,3,8,2,1,7,11,5,8,2,6,5,7,10,5,3,5,2,2,1,13,7,10,8,2,- -  -,Inj,12
Kegan Lewin,WB/M/AM (R),-,-,10,5,2,12,6,5,4,8,1,4,1,2,3,5,9,3,7,17,10,4,5,3,2,8,1,2,10,6,7,3,1,9,13,4,11,9,6,6,1,3,6,8,5,9,9,1,- -  -,Yth,14
Charlie O'Dea,"D (RC), WB (R), DM, M (RC)",-,-,12,8,3,6,9,14,9,11,2,2,1,8,5,6,9,3,5,13,9,3,2,1,4,11,5,2,7,6,6,2,2,3,19,6,7,3,9,5,2,3,7,9,11,6,15,1,- -  -,Yth,7
Jonah Williams,M/AM (RL),-,-,11,5,2,12,6,4,5,10,1,4,2,4,5,13,10,2,8,9,1,4,5,4,2,3,4,1,5,11,10,9,3,11,3,8,11,7,4,5,1,3,1,7,5,8,15,1,- -  -,Inj,9
Lui Smythe,M/AM (L),-,-,6,5,3,7,7,1,3,6,1,2,3,2,3,7,13,1,9,14,2,1,3,14,1,4,1,1,8,9,5,4,3,9,4,5,4,3,3,5,2,3,12,12,4,13,7,3,- -  -,,13
