UID,Name,Position,Conv %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
28067796,Charlie Ward,M/AM (C),11%,11,10,10,9,16,12,16,10,10,11,10,8,9,9,11,8,1,10,6,12,11,12,10,9,11,8,10,9,9,7,6,8,13,10,10,12,1,3,2,2,2,1,2,3,3,3,3,11,18,3,11,5,11,12,13,14,13,- -  -,
29163962,Josh Hawkes,M/AM (RLC),13%,11,12,10,8,13,12,13,9,4,8,5,11,8,10,10,13,5,11,6,10,10,11,9,10,10,10,10,8,6,9,3,6,10,11,6,11,3,2,1,2,4,2,2,4,1,1,2,13,9,8,2,6,5,11,10,9,18,- -  -,Wnt
28099481,Luke Molyneux,"M/AM (RL), ST (C)",7%,11,12,13,9,12,11,9,7,7,10,8,12,9,11,3,13,8,12,10,8,10,10,9,11,13,12,10,8,6,12,3,7,10,8,6,11,1,2,3,3,3,3,3,1,3,2,3,11,9,9,5,10,4,11,9,11,13,- -  -,
28087595,Patrick Roberts,"M (R), AM (RLC)",14%,14,15,13,6,15,15,12,8,8,11,9,13,9,9,10,16,8,14,9,8,13,11,13,10,15,12,12,13,5,12,4,7,12,10,7,13,3,2,3,3,2,1,2,2,1,1,4,16,11,11,7,14,11,14,12,12,10,- -  -,Wnt
29175032,Olly Dyson,"D (R), M/AM (RC)",13%,11,11,11,5,9,11,12,9,10,11,12,7,9,10,14,7,5,7,9,12,9,13,7,10,9,8,6,6,8,5,7,8,11,7,9,8,1,1,1,4,1,2,2,3,1,1,4,11,9,3,7,11,5,13,11,14,12,- -  -,
29155388,Jake Taylor,"DM, M/AM (RC)",17%,11,11,10,10,12,10,14,10,9,11,12,10,8,9,6,7,9,10,11,12,12,14,10,9,10,9,11,7,9,10,5,9,12,7,10,11,3,4,1,1,1,3,1,1,3,1,4,12,11,2,8,8,7,11,13,10,17,- -  -,
19073564,Lucas Moura,"M (R), AM (RLC), ST (C)",6%,15,13,11,11,17,15,15,8,11,13,12,12,11,12,14,13,7,13,7,15,12,16,11,12,16,13,13,9,15,9,6,6,13,11,9,13,2,3,3,1,3,2,1,1,3,2,1,15,13,6,8,8,6,16,10,14,15,- -  -,
29169507,Joel Randall,"M (L), AM (RL)",9%,13,11,9,9,13,13,9,5,8,10,7,12,10,11,9,13,3,11,8,11,10,12,8,9,12,10,12,9,7,6,2,7,10,6,6,14,3,1,1,1,3,1,2,3,2,3,3,12,9,5,2,5,13,10,6,9,11,- -  -,Wnt
29190781,Tyrese Shade,WB/AM (RL),16%,14,12,10,10,12,14,11,9,7,9,6,8,10,8,12,12,6,7,5,6,7,10,8,7,11,11,10,10,7,8,5,8,9,9,8,8,3,1,2,3,1,3,3,2,1,2,3,10,9,5,5,9,8,12,14,10,14,- -  -,
28093199,Connor Mahoney,M/AM (RL),13%,12,15,12,8,10,10,8,7,7,10,8,12,8,8,11,15,6,11,7,9,11,10,16,17,12,11,11,16,5,10,4,7,11,10,6,14,1,4,3,3,3,2,2,1,3,2,1,13,10,4,2,10,12,13,11,12,10,- -  -,Ask
28058544,Bobby Decordova-Reid,"AM (RC), ST (C)",19%,14,13,12,5,12,14,14,7,10,14,9,11,14,12,14,13,8,13,9,14,13,14,10,12,14,14,13,10,8,11,5,8,14,11,7,13,1,3,1,3,3,2,2,1,1,1,1,12,11,6,5,12,8,15,12,16,14,- -  -,
28100207,Harvey Barnes,"M (L), AM (RLC)",8%,15,15,13,10,13,16,14,12,9,13,9,12,10,13,12,15,7,13,7,12,13,12,10,14,16,12,14,11,8,14,9,6,12,8,7,15,4,2,3,3,2,3,1,2,2,3,2,11,10,1,2,12,5,14,12,13,12,- -  -,Lst
18110676,Omar Mussa,"M/AM (C), ST (C)",18%,10,9,8,5,12,12,12,8,5,8,8,10,8,11,9,12,5,9,9,11,11,11,11,8,10,8,11,11,6,9,4,6,11,5,6,13,2,3,1,1,3,2,1,1,3,1,3,10,10,4,3,7,4,12,14,8,13,- -  -,Set
28127274,Tony Springett,"M (RLC), AM (RL)",43%,14,14,14,6,10,14,13,7,6,9,7,13,7,9,14,15,5,11,4,12,11,13,11,11,14,8,11,8,5,10,3,4,12,8,4,13,3,2,2,2,2,2,3,1,3,2,3,14,7,4,5,9,4,14,11,12,12,- -  -,
29130347,Connor Lemonheigh-Evans,"M/AM (C), ST (C)",11%,12,12,11,8,14,12,12,8,8,10,7,11,9,11,12,10,6,12,9,10,12,12,9,9,12,11,11,5,7,8,3,8,12,6,8,12,2,1,3,4,3,1,2,1,1,1,2,11,10,6,7,10,5,10,10,9,12,- -  -,
28106419,Elliot Embleton,"DM, M/AM (C)",17%,11,11,11,9,13,12,15,8,8,12,10,12,10,9,12,12,8,11,9,13,12,11,12,11,11,9,11,11,4,12,5,9,11,10,7,13,3,3,4,2,3,3,3,1,2,1,3,12,13,1,5,12,6,13,10,13,10,- -  -,Ask
29116248,Callum Powell,"AM (RLC), ST (C)",14%,13,12,8,5,11,13,10,13,5,8,8,10,7,5,16,12,5,11,8,3,10,10,5,6,13,12,10,9,6,7,3,6,7,12,8,12,2,3,4,2,2,3,1,2,1,3,3,15,10,7,5,6,7,12,14,8,12,- -  -,
29114887,Demarai Gray,"M (RL), AM (RLC)",6%,16,14,12,10,15,16,13,10,9,12,7,10,10,11,13,15,7,12,8,12,11,11,12,11,14,12,12,11,6,9,6,7,12,11,5,13,2,2,3,1,1,2,3,3,2,2,2,14,9,5,5,11,5,15,9,8,11,- -  -,
29139709,Ollie Crankshaw,"M/AM (RL), ST (C)",6%,14,13,9,8,13,14,11,8,9,9,8,9,8,7,13,16,5,11,5,7,9,12,7,9,12,10,9,8,7,8,2,5,9,9,6,10,3,1,3,1,1,4,1,1,1,1,3,12,12,2,3,12,5,11,10,12,10,- -  -,
28116912,Jayden Onen,M/AM (C),13%,13,9,10,9,12,12,12,9,9,11,12,9,12,9,11,11,7,11,6,8,8,10,10,10,11,10,9,8,6,10,5,5,9,8,6,9,2,1,4,2,3,1,1,2,2,1,1,9,8,6,6,13,7,11,9,11,11,- -  -,
28097981,Charlie Wakefield,"WB (R), M/AM (RL), ST (C)",12%,11,9,9,11,9,7,7,8,8,9,6,9,10,8,12,14,6,11,6,9,10,12,8,9,10,10,9,8,6,9,8,6,9,10,8,13,1,1,3,1,3,1,2,1,2,3,3,12,11,1,3,10,14,16,13,13,12,- -  -,Inj
28017217,Ángelo Balanta,"M (C), AM (LC), ST (C)",18%,8,9,10,8,11,8,8,7,2,10,7,6,7,8,4,15,3,12,6,7,10,6,11,11,11,12,15,9,10,10,6,4,11,9,4,14,2,1,3,2,1,3,3,3,1,3,2,10,7,8,5,13,15,6,10,8,6,- -  -,
29022616,Neeskens Kebano,"M (C), AM (RLC), ST (C)",5%,15,14,12,6,12,14,13,10,12,12,13,12,11,13,16,16,6,11,7,12,11,11,13,12,14,11,14,14,8,12,5,7,13,11,4,15,3,3,1,3,3,3,4,2,1,3,1,16,13,5,10,14,16,7,15,13,15,- -  -,Lst
28105524,Jack Clarke,AM (RLC),12%,11,10,7,7,12,11,10,8,7,10,7,11,11,10,10,13,10,12,8,10,13,12,12,9,12,9,11,8,5,8,6,8,11,8,7,11,2,4,1,2,4,1,1,2,2,2,1,10,14,4,9,11,7,13,12,12,12,- -  -,Lst
28105529,Harvey Knibbs,"AM (RC), ST (C)",16%,13,12,12,12,14,14,12,11,8,10,8,9,7,11,14,6,8,10,3,12,9,13,5,6,11,12,10,7,11,11,3,3,9,11,4,11,1,1,1,1,3,2,2,1,2,4,1,12,11,1,4,8,8,13,8,12,13,- -  -,Wnt
2000158402,Zak Lovelace,ST (C),25%,16,10,12,13,12,15,13,10,6,10,7,13,9,11,15,10,5,13,7,10,9,12,6,9,10,10,10,5,12,8,4,6,10,8,5,12,1,3,1,1,3,3,3,2,3,2,2,10,8,3,6,6,7,15,12,5,16,- -  -,
2000166436,Ben Acey,AM (RLC),50%,11,12,10,6,9,12,13,6,5,10,7,9,12,11,11,10,10,12,9,12,12,12,7,12,9,7,9,8,7,11,7,4,12,2,7,12,1,4,2,1,3,1,3,3,3,1,1,14,8,1,11,10,5,12,11,12,11,- -  -,Loa
2000186027,Findlay Curtis,AM (R),60%,14,14,14,9,13,12,8,4,9,6,5,8,4,9,14,12,10,11,3,6,8,8,5,7,10,5,11,5,7,12,2,3,8,3,1,11,1,2,1,1,2,1,3,4,3,3,2,13,8,2,10,5,12,11,11,11,20,- -  -,Yth
2000201933,Mike Burke,ST (C),50%,11,10,2,8,11,8,3,2,7,9,4,11,4,8,10,7,8,6,2,4,3,4,3,4,11,12,6,3,12,4,1,1,4,9,1,7,3,1,3,1,3,3,1,2,4,1,2,13,20,8,11,10,15,12,12,9,13,- -  -,
2000216360,Callum Gillen,ST (C),14%,12,14,6,6,14,13,6,7,13,5,4,6,4,13,8,10,10,9,6,5,6,7,2,6,12,14,9,1,14,6,1,4,7,7,1,10,3,2,3,1,1,1,1,1,1,3,3,12,11,8,5,3,7,10,11,8,17,- -  -,
2000220516,Jay Errington,ST (C),29%,8,8,8,9,13,10,8,8,9,9,9,8,7,8,12,7,8,8,5,9,7,10,1,2,8,10,7,3,7,5,1,2,6,5,3,6,3,3,1,2,2,2,2,1,1,1,2,10,10,4,6,9,5,12,11,5,11,- -  -,
2000227134,Fabrizio Murtas,ST (C),100%,12,9,3,5,9,12,1,2,5,7,5,10,1,8,14,9,10,6,3,2,1,3,1,3,5,12,10,3,8,1,2,1,1,7,1,6,1,3,1,3,1,1,2,2,3,3,1,9,4,1,14,2,6,12,10,5,20,- -  -,Yth
2000228862,Zak Fraser-Grante,"DM, M/AM (C)",50%,11,12,8,14,13,12,7,6,5,4,5,7,1,9,12,9,10,7,7,6,7,11,4,5,7,9,8,4,2,6,3,2,9,3,4,9,3,2,1,4,1,2,1,1,3,3,1,12,10,8,5,2,5,10,11,10,10,- -  -,
29159548,Jack Sparkes,D/WB/M/AM (L),50%,10,12,10,8,8,9,12,8,9,11,6,12,12,10,8,8,5,11,10,10,10,13,13,15,11,7,11,13,7,8,4,8,8,7,11,11,2,1,2,2,1,2,3,3,2,3,3,8,10,11,8,10,7,9,11,15,12,- -  -,
8610922,Liam Feeney,M/AM (RC),3%,7,10,12,10,11,10,10,9,12,11,9,10,9,10,9,11,12,12,8,13,12,10,12,10,11,8,10,6,5,9,10,7,11,4,6,10,2,1,3,2,1,1,2,2,1,2,1,13,10,9,2,5,6,14,15,11,14,- -  -,
2002084496,James MacFarlane,M/AM (R),100%,10,10,5,1,12,14,8,5,9,7,4,7,3,9,11,12,12,8,5,5,5,9,8,11,6,6,12,10,2,5,2,5,7,12,4,11,1,3,1,2,2,3,2,2,1,1,2,10,14,7,9,7,6,14,12,11,18,- -  -,
13133378,Vakoun Issouf Bayo,ST (C),33%,14,11,15,15,14,14,14,16,11,13,11,10,12,10,12,11,8,14,10,11,10,8,7,11,9,12,12,7,16,12,7,6,12,10,7,7,1,2,1,3,3,4,1,1,3,1,2,14,14,3,10,10,13,14,13,12,13,- -  -,Lst
29163031,Tyler Frost,M/AM (RL),50%,12,9,12,10,15,12,11,10,8,7,8,7,11,7,12,8,7,9,6,8,8,9,11,10,10,8,11,13,7,8,5,6,9,12,6,10,3,1,2,2,2,1,4,2,2,3,2,12,11,9,6,8,13,13,8,10,9,- -  -,Lst
28121568,Anthony Elanga,M/AM (RL),8%,18,14,12,10,15,18,14,10,12,10,8,10,9,9,14,16,3,13,5,13,6,14,5,8,15,13,12,4,10,12,2,1,10,10,6,13,2,2,3,2,3,1,3,3,2,2,3,11,12,3,4,5,6,13,10,18,20,- -  -,Loa
29191398,Sam Bennett,ST (C),8%,13,8,7,8,8,9,5,6,8,14,2,9,8,8,12,9,14,11,8,7,9,7,4,7,6,8,8,6,9,9,3,6,7,3,2,8,1,3,3,3,2,3,3,3,3,2,2,11,11,2,12,15,11,10,11,11,17,- -  -,
29191933,Stephen Wearne,"M (R), AM (RLC), ST (C)",30%,11,7,9,6,10,13,7,9,11,7,10,10,9,8,4,11,5,9,7,9,11,9,7,9,10,9,11,7,4,11,5,5,11,10,4,10,2,3,1,1,2,3,2,2,1,1,2,10,10,6,7,8,5,10,13,11,18,- -  -,
29191982,Lewis Collins,"M/AM (R), ST (C)",12%,14,12,10,7,12,14,9,9,9,8,9,9,9,7,10,13,6,8,7,10,9,11,8,8,9,8,10,5,7,8,4,7,8,4,6,9,3,2,3,1,3,3,2,2,3,1,2,10,8,2,5,8,6,10,10,10,11,- -  -,
29192672,Ronan Darcy,M/AM (C),11%,14,13,12,9,12,12,12,13,9,11,10,11,10,9,10,13,9,11,5,10,11,11,8,9,13,8,11,10,9,13,5,6,12,7,7,13,1,4,1,2,1,3,1,1,3,1,1,14,10,7,7,10,4,11,12,12,10,- -  -,
29193677,Tommy Willard,"M (RL), AM (RLC), ST (C)",20%,14,12,6,6,15,9,4,3,5,7,1,7,5,8,5,12,11,12,6,7,5,8,3,6,7,8,14,3,7,6,6,6,8,1,6,13,2,2,3,3,3,3,3,3,3,2,1,11,8,8,5,7,6,11,8,9,19,- -  -,
29199843,Siriki Dembélé,"M/AM (RL), ST (C)",25%,16,15,14,6,12,15,10,8,12,10,8,12,8,6,11,17,5,11,6,10,10,11,8,11,16,11,11,7,5,9,2,5,11,9,6,15,3,2,4,3,1,1,3,1,1,2,3,12,10,5,3,12,10,14,11,9,11,- -  -,
29217405,Jack Holmes,"M (RL), AM (RLC)",14%,11,12,11,5,10,11,9,6,5,7,5,9,6,7,6,11,5,10,3,8,10,8,9,8,12,8,9,8,4,8,3,3,10,5,3,9,1,2,3,3,1,3,1,3,1,3,1,10,8,8,3,12,5,15,12,12,13,- -  -,
29217699,Carl Johnston,"M (C), AM (LC)",100%,11,9,7,5,10,11,12,6,8,7,8,8,8,13,17,11,6,10,7,9,8,11,5,8,9,8,10,5,5,3,5,5,8,4,6,12,2,3,3,3,1,3,3,1,2,3,1,10,20,3,8,3,11,11,10,12,14,- -  -,Loa
29218010,Tyrese Sinclair,"AM (RLC), ST (C)",13%,13,12,9,15,8,12,9,6,8,9,10,8,7,6,12,12,7,10,6,12,10,13,11,11,11,9,10,11,10,10,5,5,9,6,7,11,3,1,4,3,1,2,2,1,1,2,2,13,6,5,15,7,13,12,9,12,14,- -  -,Wnt
29218113,Spencer Keller,"M/AM (L), ST (C)",15%,13,9,9,7,11,12,10,8,7,5,5,7,7,7,13,9,4,8,2,6,8,9,8,8,9,8,7,8,5,8,2,2,8,7,3,8,3,1,1,1,1,3,3,3,4,3,2,10,6,4,4,9,4,11,11,9,13,- -  -,
29218376,Angelo Cappello,"M (C), AM (RLC), ST (C)",21%,13,10,8,5,12,12,10,5,6,9,4,8,10,15,5,10,6,11,10,11,12,10,9,10,10,8,7,5,4,4,6,6,8,7,7,7,1,3,1,2,2,2,3,3,2,3,2,8,20,8,10,6,11,9,1,10,10,- -  -,
29218503,Josh Thomas,ST (C),100%,14,12,11,9,12,12,11,8,14,11,13,10,10,9,14,16,6,11,6,7,7,15,6,8,12,12,10,9,7,9,6,6,9,10,5,11,3,2,2,2,1,1,4,1,1,2,2,10,11,1,12,15,11,11,8,12,8,- -  -,Loa
29221753,L'Varn Brandy,AM (R),3%,10,12,6,8,9,10,14,4,9,11,4,9,5,8,15,10,5,11,5,8,10,12,6,11,12,9,14,6,3,4,6,6,9,3,6,11,2,1,3,3,1,3,2,1,1,3,3,10,9,3,7,10,9,11,10,11,12,- -  -,
28046568,Sam Hoskins,"M (RL), AM (RLC), ST (C)",11%,10,12,12,12,13,8,14,10,8,10,9,10,10,8,10,13,12,13,7,15,8,15,12,10,12,10,10,12,10,10,12,5,10,15,5,12,2,2,1,3,1,1,2,1,4,2,1,13,10,5,5,10,10,15,15,13,15,- -  -,Inj
29223093,Tyrese Omotoye,"AM (RL), ST (C)",33%,14,12,13,11,13,14,12,9,9,10,9,13,7,10,14,11,3,12,5,10,10,12,3,6,12,12,11,5,8,9,2,3,8,13,4,11,1,3,3,3,1,2,2,1,3,2,2,14,9,5,5,10,5,14,10,9,11,- -  -,Loa
29226226,Jamie Cooke,"M (R), AM (RLC)",19%,11,11,8,9,13,11,10,7,8,10,8,12,7,10,11,13,6,9,8,10,11,10,4,8,11,9,8,7,7,6,1,5,11,8,6,12,2,3,4,1,2,3,2,2,2,3,1,9,10,4,4,9,9,12,12,13,8,- -  -,
28059047,Adam Campbell,"AM (RLC), ST (C)",6%,12,10,7,5,12,13,9,5,4,9,7,9,8,9,14,11,6,15,6,14,9,14,8,7,11,9,11,6,5,8,2,6,8,8,5,10,3,1,3,3,2,2,2,1,3,1,1,8,11,4,4,9,6,6,13,10,15,- -  -,
29233187,Zanda Siziba,"DM, M/AM (RLC)",100%,10,10,8,9,13,12,8,5,7,10,4,12,6,10,12,16,10,7,6,8,10,9,6,10,11,8,10,7,7,7,6,5,11,1,6,10,1,3,3,3,3,1,1,3,1,2,2,12,10,8,10,16,7,10,12,9,19,- -  -,Loa
29235467,Ayman Benarous,"M (C), AM (RLC)",5%,14,10,10,8,13,13,13,12,12,10,12,10,11,11,13,15,9,10,11,11,10,12,10,12,13,10,12,7,10,10,6,10,12,10,11,12,2,3,2,3,3,1,1,3,3,2,1,12,10,8,10,9,7,14,10,11,16,- -  -,Wnt
29240039,Siyabonga Ligendza,ST (C),14%,9,8,12,8,13,9,8,14,5,12,8,9,7,10,4,8,3,14,7,13,7,12,6,3,14,8,10,6,10,6,4,6,7,2,3,9,1,3,2,1,3,3,2,1,3,3,3,13,7,7,6,5,5,13,9,9,19,- -  -,
31042060,Hady Ghandour,"AM (R), ST (C)",17%,13,9,9,7,13,12,13,7,4,9,6,9,8,8,13,9,10,11,6,12,10,11,7,7,7,11,9,8,5,8,2,2,9,9,4,9,1,3,3,2,3,4,2,1,2,3,3,15,11,7,15,11,2,14,12,10,14,- -  -,Ask
