,UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp
10,91144336.0,Mats Köhlert,"D/M (L), AM (RL)",6.8,14.0,15.0,10.0,8.0,14.0,14.0,11.0,10.0,13.0,11.0,14.0,9.0,9.0,9.0,16.0,16.0,9.0,12.0,7.0,16.0,10.0,17.0,11.0,12.0,13.0,9.0,12.0,10.0,7.0,9.0,5.0,6.0,10.0,10.0,8.0,13.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,11.0,11.0,5.0,7.0,12.0,6.0,12.0,15.0,15.0,15.0
11,19180534.0,Murilo Souza,"M (L), AM (RL)",6.93,15.0,14.0,11.0,8.0,13.0,13.0,13.0,8.0,8.0,12.0,6.0,12.0,12.0,10.0,13.0,13.0,8.0,12.0,7.0,11.0,13.0,12.0,11.0,12.0,14.0,13.0,13.0,11.0,5.0,11.0,12.0,7.0,13.0,11.0,10.0,14.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,13.0,11.0,5.0,9.0,10.0,5.0,13.0,10.0,13.0,11.0
12,93023836.0,Ken Sema,D/WB/M/AM (L),6.95,13.0,13.0,15.0,8.0,13.0,14.0,14.0,15.0,13.0,11.0,9.0,13.0,13.0,13.0,14.0,12.0,8.0,14.0,11.0,14.0,11.0,15.0,12.0,15.0,13.0,11.0,12.0,12.0,9.0,12.0,3.0,6.0,11.0,10.0,11.0,11.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,13.0,14.0,9.0,9.0,10.0,6.0,17.0,12.0,10.0,9.0
13,96088106.0,Przemysław Płacheta,WB/M/AM (L),6.46,17.0,15.0,12.0,10.0,11.0,18.0,12.0,8.0,12.0,7.0,7.0,10.0,10.0,9.0,14.0,14.0,4.0,11.0,10.0,11.0,12.0,12.0,11.0,10.0,12.0,10.0,10.0,12.0,7.0,10.0,5.0,8.0,11.0,9.0,8.0,11.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,14.0,12.0,6.0,6.0,11.0,6.0,15.0,13.0,9.0,10.0
14,18058287.0,Gaetan Hendrickx,M/AM (LC),6.93,13.0,11.0,7.0,6.0,9.0,13.0,16.0,7.0,14.0,11.0,13.0,11.0,15.0,14.0,15.0,14.0,8.0,12.0,8.0,14.0,13.0,14.0,10.0,10.0,13.0,10.0,12.0,9.0,6.0,10.0,9.0,5.0,12.0,14.0,9.0,13.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,14.0,15.0,8.0,11.0,12.0,10.0,12.0,12.0,16.0,8.0
15,18008390.0,Nils Schouterden,D/WB/M/AM (L),6.94,13.0,11.0,10.0,7.0,10.0,12.0,8.0,9.0,15.0,12.0,14.0,12.0,10.0,10.0,11.0,11.0,10.0,13.0,8.0,13.0,10.0,13.0,14.0,13.0,12.0,11.0,11.0,11.0,5.0,11.0,5.0,7.0,14.0,8.0,6.0,11.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,15.0,13.0,8.0,12.0,10.0,7.0,8.0,11.0,12.0,7.0
16,83206395.0,Francisco Moura,D/WB/M/AM (L),6.92,15.0,13.0,11.0,10.0,13.0,14.0,13.0,12.0,9.0,12.0,11.0,12.0,11.0,11.0,13.0,13.0,8.0,12.0,9.0,9.0,11.0,13.0,11.0,11.0,14.0,10.0,13.0,10.0,8.0,8.0,10.0,8.0,12.0,9.0,12.0,15.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,14.0,12.0,8.0,8.0,10.0,8.0,15.0,11.0,12.0,14.0
17,85068494.0,Nicolas Gavory,D/WB/M/AM (L),6.96,13.0,13.0,12.0,12.0,14.0,12.0,13.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,12.0,11.0,14.0,8.0,14.0,11.0,14.0,12.0,13.0,11.0,7.0,13.0,13.0,9.0,10.0,11.0,12.0,13.0,7.0,8.0,13.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,14.0,14.0,4.0,8.0,13.0,7.0,12.0,9.0,15.0,16.0
18,55079802.0,Derick Poloni,D/WB/M/AM (L),6.59,15.0,13.0,8.0,9.0,14.0,14.0,12.0,8.0,10.0,10.0,8.0,10.0,7.0,9.0,15.0,13.0,8.0,12.0,8.0,10.0,12.0,11.0,11.0,13.0,12.0,8.0,11.0,12.0,5.0,8.0,10.0,7.0,11.0,6.0,10.0,12.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,15.0,11.0,11.0,10.0,13.0,4.0,14.0,15.0,15.0,11.0
19,70065879.0,Halil Akbunar,M/AM (RL),6.93,17.0,17.0,7.0,13.0,15.0,14.0,12.0,7.0,14.0,10.0,15.0,12.0,13.0,10.0,13.0,14.0,12.0,10.0,6.0,13.0,10.0,15.0,13.0,12.0,14.0,10.0,12.0,9.0,5.0,13.0,2.0,5.0,12.0,8.0,7.0,11.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,15.0,13.0,8.0,5.0,12.0,8.0,13.0,12.0,13.0,15.0
20,29024807.0,Luke Freeman,M/AM (RLC),7.05,12.0,14.0,15.0,7.0,13.0,11.0,13.0,9.0,9.0,11.0,10.0,14.0,11.0,13.0,12.0,14.0,10.0,13.0,10.0,12.0,13.0,13.0,13.0,14.0,12.0,11.0,13.0,13.0,5.0,12.0,6.0,8.0,13.0,11.0,11.0,14.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,14.0,13.0,8.0,5.0,14.0,8.0,12.0,14.0,9.0,7.0
21,85145157.0,Arnaud Nordin,M/AM (L),7.1,16.0,15.0,13.0,6.0,12.0,14.0,14.0,12.0,8.0,12.0,12.0,13.0,10.0,11.0,12.0,13.0,10.0,13.0,10.0,12.0,10.0,13.0,6.0,12.0,15.0,12.0,14.0,7.0,7.0,12.0,5.0,3.0,12.0,11.0,4.0,14.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,14.0,12.0,7.0,8.0,16.0,10.0,10.0,9.0,15.0,15.0
22,70087947.0,Cengizhan Akgün,"M (LC), AM (RL)",7.09,13.0,13.0,11.0,10.0,13.0,13.0,13.0,12.0,11.0,13.0,6.0,9.0,11.0,12.0,9.0,16.0,12.0,12.0,9.0,7.0,13.0,9.0,7.0,10.0,12.0,13.0,11.0,10.0,11.0,11.0,6.0,10.0,12.0,7.0,8.0,13.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,8.0,12.0,17.0,15.0,10.0,8.0,8.0,9.0,13.0,5.0
23,67157229.0,Juan Cámara,"M (L), AM (RL)",6.79,13.0,13.0,10.0,11.0,12.0,13.0,10.0,8.0,8.0,11.0,10.0,11.0,9.0,11.0,14.0,12.0,7.0,14.0,9.0,12.0,11.0,13.0,10.0,12.0,12.0,12.0,12.0,10.0,9.0,12.0,6.0,7.0,12.0,11.0,7.0,12.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,13.0,9.0,5.0,9.0,12.0,10.0,13.0,13.0,15.0,6.0
24,55079823.0,André Bukia,AM (RLC),6.84,15.0,15.0,8.0,6.0,13.0,15.0,12.0,7.0,7.0,12.0,8.0,12.0,8.0,10.0,12.0,15.0,7.0,12.0,11.0,10.0,13.0,10.0,11.0,13.0,15.0,12.0,13.0,10.0,6.0,11.0,6.0,5.0,13.0,10.0,7.0,15.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,13.0,9.0,13.0,9.0,10.0,12.0,10.0,9.0,8.0,8.0
25,38017704.0,Lukács Bőle,"M (L), AM (LC)",6.99,12.0,12.0,12.0,10.0,13.0,11.0,10.0,7.0,11.0,10.0,13.0,12.0,12.0,10.0,12.0,12.0,13.0,12.0,10.0,11.0,13.0,14.0,13.0,12.0,14.0,11.0,12.0,11.0,10.0,10.0,12.0,4.0,13.0,10.0,9.0,13.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,13.0,16.0,7.0,8.0,12.0,10.0,14.0,12.0,10.0,12.0
26,37065565.0,Arjen van der Heide,M/AM (RL),6.98,14.0,13.0,9.0,7.0,11.0,14.0,9.0,11.0,12.0,9.0,11.0,9.0,12.0,13.0,12.0,13.0,5.0,11.0,12.0,13.0,10.0,11.0,10.0,13.0,13.0,7.0,12.0,10.0,7.0,6.0,8.0,10.0,12.0,8.0,5.0,12.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,10.0,11.0,5.0,11.0,11.0,8.0,10.0,11.0,10.0,11.0
27,83177138.0,Francis Cann,"M (L), AM (RL)",7.12,16.0,15.0,12.0,8.0,13.0,15.0,12.0,8.0,11.0,8.0,9.0,7.0,7.0,7.0,12.0,16.0,4.0,10.0,6.0,9.0,11.0,10.0,8.0,9.0,14.0,9.0,12.0,13.0,4.0,12.0,2.0,3.0,11.0,10.0,7.0,13.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,12.0,9.0,10.0,8.0,12.0,7.0,11.0,8.0,18.0,11.0
28,78062244.0,Carlos de Pena,M/AM (L),7.01,13.0,12.0,12.0,8.0,14.0,13.0,14.0,12.0,9.0,12.0,14.0,12.0,12.0,14.0,15.0,12.0,9.0,14.0,8.0,12.0,14.0,13.0,15.0,15.0,11.0,11.0,13.0,12.0,12.0,12.0,12.0,10.0,14.0,13.0,9.0,14.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,13.0,12.0,7.0,8.0,12.0,5.0,12.0,10.0,11.0,14.0
29,67258832.0,Iván Martín,"M (C), AM (RLC)",6.62,13.0,12.0,12.0,9.0,14.0,13.0,12.0,12.0,13.0,12.0,13.0,12.0,11.0,13.0,16.0,12.0,11.0,12.0,13.0,8.0,14.0,13.0,12.0,14.0,15.0,12.0,14.0,12.0,10.0,10.0,8.0,11.0,12.0,12.0,12.0,15.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,11.0,16.0,1.0,5.0,16.0,8.0,13.0,12.0,14.0,14.0
30,95053303.0,Nélson da Luz,"M (L), AM (RL)",6.82,15.0,15.0,9.0,6.0,13.0,14.0,12.0,7.0,11.0,13.0,8.0,12.0,12.0,11.0,13.0,14.0,8.0,12.0,7.0,11.0,12.0,13.0,10.0,10.0,14.0,12.0,13.0,10.0,10.0,10.0,5.0,4.0,11.0,11.0,5.0,14.0,4.0,3.0,2.0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,12.0,11.0,3.0,6.0,13.0,4.0,12.0,11.0,11.0,13.0
31,37064890.0,Alex Bangura,D/WB/M/AM (L),6.73,15.0,12.0,9.0,11.0,13.0,15.0,14.0,7.0,14.0,10.0,13.0,12.0,11.0,11.0,17.0,10.0,6.0,11.0,11.0,14.0,7.0,14.0,9.0,12.0,12.0,7.0,11.0,11.0,11.0,12.0,7.0,10.0,11.0,6.0,10.0,11.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,12.0,11.0,5.0,7.0,6.0,4.0,11.0,10.0,17.0,10.0
32,19219762.0,Euller,D/WB/AM (L),6.89,15.0,15.0,11.0,5.0,13.0,15.0,13.0,6.0,8.0,13.0,11.0,12.0,9.0,11.0,13.0,15.0,4.0,14.0,9.0,9.0,11.0,12.0,11.0,11.0,12.0,9.0,12.0,5.0,5.0,9.0,9.0,9.0,11.0,8.0,9.0,12.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,10.0,13.0,5.0,6.0,12.0,6.0,14.0,13.0,14.0,13.0
33,78067775.0,Facundo Waller,M/AM (LC),6.81,15.0,14.0,11.0,8.0,8.0,11.0,12.0,8.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,15.0,9.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,15.0,12.0,14.0,11.0,10.0,12.0,11.0,11.0,12.0,12.0,10.0,15.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,11.0,14.0,7.0,15.0,11.0,10.0,11.0,12.0,14.0,12.0
34,58029339.0,Denis Tkachuk,"WB/M (L), AM (LC)",6.99,12.0,12.0,10.0,8.0,9.0,11.0,8.0,5.0,7.0,12.0,8.0,12.0,12.0,10.0,2.0,13.0,11.0,12.0,8.0,10.0,13.0,10.0,13.0,11.0,11.0,10.0,12.0,12.0,9.0,12.0,8.0,8.0,10.0,12.0,10.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,10.0,10.0,2.0,7.0,11.0,8.0,7.0,13.0,13.0,11.0
35,91134378.0,Florian Kath,M/AM (RL),6.7,14.0,13.0,8.0,11.0,10.0,13.0,12.0,8.0,16.0,9.0,9.0,9.0,11.0,8.0,11.0,13.0,7.0,12.0,8.0,13.0,11.0,13.0,7.0,9.0,13.0,7.0,11.0,8.0,8.0,12.0,6.0,8.0,12.0,9.0,9.0,11.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,12.0,14.0,5.0,5.0,11.0,12.0,15.0,14.0,15.0,17.0
36,72026279.0,Sebastian Velasquez,M/AM (LC),6.77,13.0,14.0,10.0,6.0,10.0,13.0,10.0,9.0,9.0,7.0,10.0,7.0,8.0,7.0,10.0,14.0,2.0,12.0,7.0,10.0,12.0,12.0,11.0,9.0,14.0,10.0,11.0,12.0,6.0,8.0,5.0,5.0,11.0,7.0,6.0,13.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,9.0,7.0,16.0,4.0,8.0,8.0,4.0,10.0,6.0,7.0
37,55029390.0,Feliz,"M (C), AM (RLC)",6.99,10.0,10.0,11.0,4.0,12.0,10.0,9.0,3.0,10.0,13.0,11.0,13.0,12.0,14.0,12.0,13.0,13.0,13.0,11.0,12.0,14.0,12.0,14.0,14.0,11.0,12.0,14.0,14.0,5.0,11.0,8.0,7.0,14.0,12.0,6.0,15.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,11.0,14.0,6.0,5.0,11.0,7.0,15.0,16.0,12.0,17.0
38,67196000.0,Luis Rioja,"M (L), AM (RL)",7.13,15.0,14.0,7.0,7.0,14.0,17.0,14.0,9.0,12.0,12.0,11.0,11.0,11.0,13.0,12.0,11.0,12.0,13.0,12.0,11.0,12.0,13.0,14.0,12.0,14.0,12.0,12.0,15.0,6.0,8.0,6.0,8.0,11.0,8.0,9.0,13.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,10.0,17.0,4.0,7.0,6.0,11.0,11.0,13.0,17.0,14.0
39,29175223.0,Ryan Giles,WB/M/AM (L),6.89,16.0,10.0,10.0,14.0,13.0,15.0,13.0,11.0,10.0,11.0,8.0,10.0,12.0,10.0,13.0,13.0,10.0,12.0,9.0,9.0,11.0,12.0,12.0,14.0,13.0,10.0,11.0,12.0,10.0,13.0,9.0,11.0,12.0,9.0,8.0,12.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,11.0,9.0,3.0,7.0,11.0,8.0,16.0,13.0,15.0,13.0
40,28018565.0,Shane Ferguson,"D/WB (L), M (LC), AM (L)",6.83,11.0,13.0,12.0,6.0,13.0,11.0,15.0,8.0,14.0,11.0,10.0,11.0,11.0,11.0,13.0,11.0,4.0,11.0,11.0,15.0,11.0,15.0,14.0,14.0,13.0,8.0,12.0,14.0,6.0,11.0,6.0,10.0,12.0,10.0,10.0,15.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,11.0,11.0,4.0,12.0,12.0,8.0,13.0,14.0,16.0,17.0
41,14083564.0,Mateo García,M/AM (RL),6.84,15.0,15.0,13.0,8.0,13.0,14.0,12.0,6.0,8.0,11.0,8.0,8.0,8.0,7.0,9.0,15.0,7.0,14.0,8.0,8.0,13.0,12.0,11.0,12.0,14.0,12.0,13.0,11.0,7.0,12.0,6.0,9.0,14.0,3.0,11.0,14.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,13.0,10.0,9.0,8.0,14.0,6.0,10.0,7.0,6.0,12.0
42,28000417.0,Zoltán Stieber,M/AM (RLC),7.09,10.0,10.0,7.0,6.0,10.0,9.0,9.0,6.0,12.0,12.0,7.0,13.0,12.0,11.0,12.0,14.0,5.0,13.0,7.0,12.0,13.0,12.0,13.0,13.0,12.0,12.0,13.0,12.0,5.0,11.0,7.0,6.0,13.0,10.0,7.0,13.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,17.0,13.0,7.0,6.0,11.0,4.0,13.0,14.0,13.0,14.0
43,14170975.0,Yair Arismendi,"M (L), AM (RL)",7.15,15.0,13.0,10.0,6.0,14.0,14.0,13.0,9.0,11.0,12.0,12.0,11.0,11.0,12.0,8.0,13.0,10.0,11.0,8.0,12.0,12.0,13.0,12.0,10.0,13.0,11.0,12.0,11.0,7.0,10.0,9.0,8.0,12.0,7.0,6.0,13.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,9.0,12.0,7.0,9.0,12.0,8.0,11.0,10.0,13.0,19.0
44,37053976.0,Mees de Wit,D/WB/M/AM (L),6.62,13.0,13.0,12.0,10.0,12.0,12.0,13.0,12.0,11.0,11.0,12.0,11.0,10.0,11.0,11.0,12.0,8.0,12.0,10.0,15.0,12.0,13.0,11.0,13.0,12.0,9.0,13.0,12.0,9.0,11.0,8.0,8.0,12.0,11.0,10.0,13.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,12.0,12.0,5.0,7.0,12.0,10.0,13.0,13.0,18.0,10.0
45,19082269.0,Marquinhos Gabriel,"M (L), AM (RLC)",6.99,13.0,13.0,13.0,7.0,15.0,13.0,12.0,7.0,9.0,14.0,9.0,11.0,11.0,10.0,9.0,15.0,10.0,13.0,7.0,11.0,13.0,12.0,12.0,13.0,13.0,12.0,14.0,11.0,8.0,12.0,6.0,5.0,13.0,11.0,10.0,13.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,14.0,11.0,7.0,10.0,10.0,10.0,11.0,7.0,13.0,13.0
46,29087570.0,Callum O'Dowda,"M (RLC), AM (RL)",6.75,13.0,14.0,13.0,9.0,12.0,14.0,13.0,12.0,7.0,11.0,12.0,12.0,10.0,10.0,12.0,10.0,7.0,11.0,8.0,13.0,12.0,13.0,9.0,12.0,12.0,11.0,12.0,8.0,10.0,9.0,5.0,7.0,10.0,9.0,7.0,12.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,11.0,14.0,1.0,4.0,12.0,10.0,16.0,15.0,14.0,16.0
47,2000035821.0,Franco Zapiola,AM (LC),7.11,13.0,14.0,12.0,11.0,12.0,13.0,10.0,7.0,10.0,16.0,9.0,9.0,11.0,10.0,5.0,10.0,10.0,13.0,14.0,12.0,14.0,13.0,12.0,12.0,13.0,10.0,16.0,11.0,5.0,13.0,4.0,11.0,14.0,12.0,12.0,13.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,14.0,18.0,3.0,8.0,9.0,11.0,15.0,12.0,15.0,13.0
48,67248395.0,Javi Vázquez,D/WB/M/AM (L),6.7,13.0,11.0,11.0,7.0,12.0,14.0,10.0,11.0,9.0,11.0,10.0,11.0,10.0,11.0,6.0,13.0,11.0,11.0,9.0,11.0,12.0,11.0,7.0,12.0,13.0,8.0,11.0,6.0,6.0,8.0,9.0,10.0,7.0,10.0,11.0,12.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,11.0,11.0,1.0,8.0,12.0,6.0,11.0,11.0,13.0,15.0
49,59048628.0,Vakhtang Chanturishvili,M/AM (LC),7.04,12.0,11.0,15.0,8.0,7.0,12.0,14.0,12.0,14.0,12.0,9.0,9.0,8.0,12.0,16.0,9.0,7.0,12.0,11.0,10.0,12.0,14.0,7.0,14.0,11.0,13.0,12.0,6.0,9.0,9.0,8.0,8.0,14.0,12.0,8.0,10.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,12.0,12.0,3.0,13.0,12.0,13.0,10.0,11.0,13.0,11.0
50,70117188.0,Muhammed Gümüşkaya,"M (L), AM (LC)",6.63,14.0,14.0,12.0,8.0,8.0,14.0,11.0,9.0,9.0,11.0,7.0,11.0,6.0,10.0,15.0,15.0,5.0,12.0,7.0,12.0,12.0,11.0,9.0,12.0,13.0,9.0,13.0,11.0,10.0,12.0,5.0,8.0,11.0,9.0,5.0,14.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,10.0,6.0,8.0,7.0,6.0,10.0,11.0,10.0,14.0,10.0
