,UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp
10,28122159,Kieron Evans,"AM (LC), ST (C)",6.93,12,11,11,6,12,12,13,8,8,11,9,11,10,10,11,12,8,11,7,11,12,12,12,12,13,11,10,11,9,10,4,7,12,11,8,12,1,3,1,3,2,1,3,1,2,1,3,10,12,5,5,9,6,13,13,14,14
11,28047414,Conor McAleny,"M (L), AM (LC), ST (C)",6.58,12,11,12,7,9,10,12,6,8,10,7,10,7,8,12,13,7,11,6,10,10,15,8,8,13,11,12,9,7,11,3,5,11,13,5,12,1,3,2,3,3,3,3,3,3,2,3,11,9,5,4,11,12,13,14,9,14
12,29191146,Dylan Adjei-Hersey,WB/M/AM (R),7.04,12,12,11,6,14,12,13,10,5,10,7,10,6,9,11,12,8,11,10,12,9,12,6,10,10,6,10,10,6,7,5,8,9,3,8,12,1,2,1,3,1,1,3,2,3,3,3,12,9,3,6,15,5,14,10,14,12
13,90005409,Ben Pringle,"DM, M (RLC)",6.78,6,9,10,7,11,7,9,8,9,11,9,12,11,11,14,8,11,11,9,9,12,8,12,12,8,9,11,12,9,9,4,9,11,5,9,12,1,1,3,2,2,1,3,1,3,2,1,12,9,2,4,14,7,14,13,11,10
14,28053774,Hallam Hope,"AM (RL), ST (C)",,12,11,11,9,13,12,12,13,8,10,10,9,9,9,10,9,5,10,8,13,10,14,5,9,10,9,11,3,10,9,3,6,9,6,6,10,3,1,3,2,1,1,1,2,1,2,2,15,9,5,9,4,3,12,9,11,12
15,28097981,Charlie Wakefield,"WB (R), M/AM (RL), ST (C)",6.91,13,9,9,10,9,12,7,8,8,10,7,9,10,9,12,14,6,10,6,9,10,12,8,9,10,10,9,8,6,9,8,6,9,10,8,13,1,3,2,3,3,3,3,4,3,3,1,13,10,2,3,10,14,15,13,14,12
16,29164662,Justin Amaluzor,"M/AM (RL), ST (C)",7.12,13,13,9,11,12,13,10,12,10,8,12,7,8,5,4,9,5,8,5,8,8,9,6,9,13,7,7,5,6,4,5,6,8,6,5,8,3,1,2,1,4,3,2,3,3,1,1,12,11,3,7,8,6,9,8,12,19
17,28122552,Connor Stanley,"M (R), AM (RL)",7.06,14,12,8,8,15,12,13,5,13,8,7,9,10,8,13,13,4,11,4,12,5,14,8,10,12,6,11,6,3,5,1,2,8,7,4,12,2,3,2,2,1,1,3,1,1,2,2,8,10,6,5,10,7,11,11,12,10
18,29191774,Armando Dobra,"M (L), AM (RLC)",6.94,13,13,16,5,11,12,10,10,12,11,13,12,9,9,14,13,5,8,7,10,10,11,7,8,14,8,10,7,5,8,4,4,9,7,4,10,1,3,1,2,3,2,3,1,2,1,1,12,7,9,12,9,2,11,7,5,9
19,28094193,Reece Grego-Cox,"M (R), AM (RL), ST (C)",6.89,11,12,12,8,13,12,11,13,12,9,10,8,9,9,11,11,5,11,5,11,9,13,5,10,11,10,8,6,8,11,12,5,8,9,7,9,4,1,3,2,4,1,1,1,3,3,2,12,10,6,12,9,12,9,6,15,8
20,28127350,Jayden Fevrier,M/AM (RL),6.74,13,10,12,6,11,12,8,10,11,10,6,9,8,8,11,6,12,10,7,9,10,9,10,13,12,7,9,11,7,8,9,7,10,7,7,10,2,1,2,2,1,1,2,2,1,3,3,12,8,4,9,9,14,13,10,14,11
21,28064022,Nathan Thomas,"WB (L), M/AM (RL)",6.8,13,14,10,7,15,14,8,8,14,9,8,8,5,7,9,15,5,10,4,7,10,9,10,11,13,11,11,10,6,12,5,7,11,8,5,11,2,1,3,4,2,4,3,1,3,2,1,18,7,12,5,8,14,6,7,12,5
22,29128306,Courtney Senior,"M (R), AM (RL)",6.88,15,10,12,7,10,14,10,6,7,9,9,13,8,7,9,16,5,10,9,9,9,10,9,8,13,9,9,6,8,9,4,3,9,6,4,9,1,4,3,2,4,2,1,3,2,3,3,8,9,4,6,12,10,10,8,6,9
23,69221980,Harry Pritchard,"WB (L), M (LC), AM (L)",6.88,10,11,10,5,11,11,12,7,11,10,13,11,9,10,14,11,6,11,7,12,11,11,10,11,8,10,11,8,9,11,10,5,11,8,6,11,2,1,2,1,3,3,3,4,3,2,1,10,12,5,3,8,13,10,6,5,8
24,29129118,Liam Mandeville,"M (R), AM (RLC)",6.99,12,12,9,9,14,12,9,9,4,10,5,11,7,10,15,14,3,12,7,12,12,10,10,11,11,10,12,11,8,12,4,5,10,11,6,12,2,3,3,3,2,3,1,1,3,2,2,9,9,10,3,10,3,12,9,8,12
25,28081637,Reece Mitchell,M/AM (RL),6.87,13,12,7,6,11,12,8,6,6,7,6,8,5,8,8,8,4,6,6,10,9,9,7,9,9,8,9,7,6,9,3,4,7,7,4,10,3,2,3,4,1,3,1,3,2,2,1,8,8,5,7,7,6,12,12,7,14
26,2000125517,Matt Ward,"M/AM (R), ST (C)",6.9,13,13,6,9,15,12,8,10,13,8,9,12,11,9,10,12,12,14,6,10,9,10,9,9,12,10,9,7,9,9,5,8,8,3,10,13,3,2,1,3,2,1,3,3,1,3,1,7,11,5,13,12,6,12,12,10,16
27,29236451,Arkell Jude-Boyd,D/M/AM (R),6.8,12,14,13,12,15,11,13,6,12,10,9,5,5,12,7,10,13,11,9,9,10,10,6,11,11,10,7,8,5,8,8,9,10,2,11,12,2,3,3,4,2,2,1,2,2,2,3,10,10,7,5,1,13,10,11,20,14
28,72052956,Justin Donawa,M/AM (R),6.8,17,11,10,9,18,16,10,10,5,6,9,6,5,6,15,8,4,9,3,6,6,10,4,7,10,9,8,4,11,4,12,3,6,4,3,8,1,2,2,3,2,2,2,2,1,1,4,15,6,7,5,7,5,15,12,11,17
29,5131953,Junior Brown,D/WB/M/AM (L),6.15,7,10,8,8,7,9,6,7,8,10,10,10,9,9,11,10,11,10,10,13,6,10,12,9,8,7,11,4,10,5,8,10,11,6,10,9,3,1,1,2,2,1,3,1,2,3,3,10,13,7,6,11,13,13,11,18,11
30,28018850,Roarie Deacon,"M (RL), AM (RLC)",7.0,12,11,9,5,12,13,11,9,12,10,8,10,8,9,11,14,5,9,6,11,9,10,9,8,11,9,11,5,4,10,2,5,9,8,8,12,3,2,2,2,2,1,1,2,3,1,3,8,12,6,11,11,6,10,10,14,10
31,28121661,Dominic Hutchinson,"WB/M/AM (RL), ST (C)",6.87,13,11,8,7,13,13,9,8,7,6,7,7,8,8,10,6,5,8,8,10,9,9,7,8,9,9,8,6,6,11,5,4,7,6,8,9,3,2,2,3,1,3,3,3,3,1,2,10,20,1,7,7,13,10,12,12,19
32,29226785,Darius Johnson,AM (RL),6.7,10,10,6,10,14,12,10,4,14,7,6,7,6,12,1,14,13,13,6,7,6,8,8,11,12,9,8,7,10,3,5,5,7,2,3,13,2,2,3,3,1,1,2,2,1,1,4,9,20,1,10,4,11,10,11,13,11
33,85120152,Gimé Touré,"AM (RLC), ST (C)",6.93,12,10,12,12,14,13,9,11,14,9,8,9,7,7,12,15,7,9,8,9,8,11,3,9,10,9,9,4,9,9,5,3,7,11,4,11,1,2,3,3,2,1,2,1,1,3,1,14,7,8,14,8,7,13,6,11,6
34,28100727,Aaron Nemane,WB/M/AM (R),6.61,13,12,12,6,10,15,9,10,10,9,9,10,9,8,9,8,5,12,8,8,7,12,8,10,12,10,8,7,4,8,4,5,9,7,4,10,1,3,3,1,1,2,3,1,3,2,1,5,8,2,2,13,8,9,8,11,11
35,2000068754,Arnold Matshazi,M/AM (R),6.92,11,10,7,10,15,12,10,6,7,8,8,7,7,9,13,13,8,10,3,7,9,8,8,13,15,8,12,7,1,9,6,4,10,1,7,13,3,3,1,2,3,1,1,3,2,1,3,11,8,7,5,9,12,10,10,14,20
36,29141400,Maziar Kouhyar,"M (RC), AM (RLC)",6.94,11,11,13,9,14,11,10,8,10,10,13,11,7,7,17,11,7,10,5,13,11,14,12,10,12,8,12,12,5,10,5,5,11,9,4,12,2,1,2,1,2,1,3,3,4,2,3,16,14,8,7,10,11,15,11,13,15
37,28059047,Adam Campbell,"AM (RLC), ST (C)",6.87,12,10,7,5,12,13,9,5,4,9,7,9,8,9,14,11,6,15,6,14,9,14,8,7,11,9,11,6,5,8,2,6,8,8,5,10,1,3,3,2,1,3,2,2,1,2,2,8,11,4,4,9,6,6,13,10,15
38,2000009596,Samson Tovide,"AM (RL), ST (C)",6.81,13,11,11,13,12,12,9,12,11,10,9,10,8,10,14,9,4,9,7,10,8,11,4,6,10,11,9,6,9,10,1,4,9,8,6,9,1,2,1,2,3,2,1,1,3,3,3,10,10,1,8,7,3,11,10,8,20
39,94044706,Ryan Hill,"M/AM (RC), ST (C)",6.89,12,12,7,10,12,12,12,9,11,8,5,6,7,12,15,11,12,12,4,6,9,7,5,8,7,6,7,2,6,7,4,3,7,1,4,7,2,2,3,1,2,1,2,3,3,1,1,11,20,5,9,4,3,14,11,11,14
40,29175460,Alex Hurst,"M/AM (L), ST (C)",6.78,11,11,8,8,12,12,13,10,14,9,11,9,7,7,12,8,7,9,5,14,11,14,8,8,9,7,8,4,5,8,3,5,8,8,8,8,1,3,1,2,1,2,3,1,2,2,3,11,11,7,5,12,7,14,12,14,13
41,94047816,Manny Duku,"AM (R), ST (C)",6.9,11,10,12,15,12,11,10,12,9,8,12,12,6,7,13,4,6,12,5,13,8,13,2,7,7,8,9,4,13,7,1,5,8,11,4,11,2,1,3,3,3,3,4,2,3,2,1,12,10,5,7,13,6,8,8,7,5
42,89048693,Sam Barratt,"M/AM (RLC), ST (C)",6.87,10,10,9,8,7,8,9,7,3,10,6,9,8,10,6,13,7,10,9,9,8,13,11,10,10,9,9,12,8,9,14,3,9,7,4,13,3,3,1,1,2,2,2,2,1,1,1,12,9,3,2,12,4,10,11,12,17
43,28110658,Harry Forster,WB/M/AM (RL),6.76,12,10,11,3,8,12,11,6,11,8,10,9,9,8,16,10,3,12,7,12,10,11,9,10,11,7,8,9,5,5,9,9,10,5,11,9,2,1,3,3,2,2,1,1,1,1,4,8,9,2,10,13,5,9,11,15,19
44,29143049,Sam Austin,M/AM (RLC),6.9,13,12,8,6,14,13,11,7,3,6,7,10,9,9,13,8,12,10,8,14,8,14,6,10,10,11,9,5,5,11,3,7,8,3,6,10,2,1,3,1,3,3,3,3,3,3,1,12,17,3,2,5,2,18,15,12,12
45,29224519,Ricardo Dinanga,"AM (RLC), ST (C)",6.79,13,12,10,8,12,12,10,11,11,9,10,11,9,9,13,12,4,11,6,10,10,11,6,9,12,10,12,4,4,7,5,6,8,11,7,12,1,1,2,2,3,3,1,1,3,4,2,15,12,6,7,12,5,14,12,11,12
46,29108194,Jack Stobbs,M/AM (RL),7.0,12,12,9,8,11,13,12,10,7,9,7,8,6,5,9,10,8,11,7,9,10,9,9,8,10,9,10,9,8,9,4,6,9,12,6,10,2,3,1,2,3,2,3,3,3,1,3,7,11,8,8,10,16,12,12,15,14
47,29171868,Ryan Barnett,"M (RC), AM (R)",6.96,11,11,13,7,12,13,11,10,7,10,11,11,8,10,11,9,4,11,8,10,11,12,7,12,10,10,10,8,9,9,3,9,11,3,9,11,3,2,3,3,2,3,1,1,1,1,1,10,10,7,9,4,8,10,12,13,11
48,29128852,Egli Kaja,"M (R), AM (RC), ST (C)",6.64,12,13,8,7,8,11,10,9,11,8,12,8,5,7,9,9,4,12,4,11,9,13,7,13,13,9,9,6,5,8,7,5,10,10,6,11,2,3,1,3,2,3,3,2,1,2,2,7,9,5,7,8,13,11,12,13,15
49,29173641,Tom Allan,"AM (RL), ST (C)",6.8,12,7,7,11,7,12,10,5,9,7,6,7,8,12,7,11,5,6,5,6,11,7,4,9,8,10,12,5,8,7,5,5,13,3,6,11,2,3,3,1,3,3,1,2,1,2,1,12,11,7,15,12,10,10,11,12,15
50,29062002,Mauro Vilhete,WB/M/AM (RL),6.93,13,13,7,9,10,12,8,7,4,9,10,9,7,8,12,12,6,6,9,10,7,13,9,8,8,7,9,7,9,7,5,8,9,8,7,11,3,3,2,1,2,4,1,3,3,1,3,13,12,6,3,14,11,10,14,19,15
51,28049354,Liam McAlinden,"WB (L), AM (RL), ST (C)",7.7,12,10,12,10,14,13,12,10,10,9,11,10,11,5,15,12,6,12,7,11,9,8,8,9,10,6,7,8,9,9,2,6,8,6,6,10,1,3,2,2,1,1,2,3,1,2,2,12,12,5,5,12,5,14,10,11,11
52,225123,Alfie Lloyd,"AM (R), ST (C)",6.91,14,12,5,5,12,13,8,4,10,8,3,9,5,11,13,8,9,7,5,5,7,12,5,10,12,11,12,5,8,6,5,6,8,4,3,7,3,1,1,1,2,1,3,1,2,3,3,15,9,5,7,14,12,11,9,11,14
53,28110717,Ryan Glover,"M (RL), AM (RLC)",6.5,10,9,9,6,12,11,11,8,5,8,8,9,6,9,11,9,7,10,7,11,12,10,8,10,13,10,11,6,5,8,2,3,10,8,6,10,2,2,2,1,1,3,2,1,1,2,2,10,7,6,5,8,6,10,12,9,15
54,31035800,Joan Luque,"M (L), AM (RL), ST (C)",6.66,12,9,7,10,9,11,9,10,5,11,2,10,6,10,11,11,2,12,4,7,11,8,6,12,13,12,12,11,8,9,1,6,9,9,2,12,2,2,2,2,2,1,2,2,2,3,2,11,13,8,6,14,7,11,8,5,2
55,29107438,Jack Bridge,WB/M/AM (L),6.4,12,12,10,8,12,11,10,8,8,9,10,9,8,6,12,11,5,9,9,11,8,12,9,10,12,10,11,8,5,9,3,6,9,11,9,10,1,2,3,3,1,1,1,2,3,1,3,14,6,6,5,9,5,8,10,6,10
56,29156656,Ben Tollitt,M/AM (RL),6.93,13,12,10,9,10,12,10,10,7,8,7,10,8,8,12,13,6,9,4,6,9,10,9,10,12,9,9,6,4,9,3,2,9,7,2,7,2,1,1,3,1,3,1,2,3,2,3,9,11,3,4,13,6,12,11,8,14
57,29140665,Remy Longdon,"AM (RL), ST (C)",6.71,11,8,8,10,12,11,12,10,11,10,14,10,11,12,12,5,12,10,11,13,9,15,6,11,10,10,11,6,8,9,5,9,10,8,8,9,1,4,2,1,3,1,2,2,3,2,1,12,10,2,7,9,4,15,14,7,14
58,94055335,Solomon Wanjau-Smith,"M/AM (RL), ST (C)",6.74,12,11,11,8,14,13,9,5,12,8,7,8,9,8,6,9,5,8,5,12,8,11,7,10,9,8,10,5,6,7,3,4,9,9,6,10,1,3,4,3,3,2,2,1,2,2,2,13,8,5,13,14,6,12,11,11,11
59,29087369,Érico Sousa,M/AM (RL),6.96,12,13,9,6,10,14,9,9,8,9,9,9,6,6,11,13,6,11,5,10,11,10,9,8,13,9,10,8,6,9,7,6,11,9,7,12,4,3,1,1,3,2,1,2,1,2,3,12,7,12,5,7,11,10,12,10,12
60,29193018,Morgan Roberts,"M/AM (RL), ST (C)",6.88,11,11,7,9,9,12,10,8,4,8,8,6,11,8,15,14,6,9,3,7,10,12,9,9,10,10,10,10,10,7,2,8,13,5,7,11,2,1,1,1,4,2,1,1,1,2,1,10,8,4,2,7,4,13,10,7,20
61,31034601,Ricky Korboa,M/AM (RL),6.84,13,13,10,6,9,13,11,6,5,8,7,7,6,6,12,17,5,10,4,10,9,10,8,10,13,9,10,8,5,8,2,3,9,8,3,11,3,1,3,1,2,2,3,1,3,2,2,11,10,2,7,9,10,12,12,13,12
62,28049741,Jordan Slew,"AM (RL), ST (C)",6.74,12,12,11,13,15,13,9,13,7,9,8,11,6,6,6,11,7,12,4,8,7,8,5,7,10,11,7,7,6,14,5,6,10,9,6,10,2,1,3,2,2,1,3,2,1,2,2,9,7,5,5,5,13,10,9,12,9
63,29160424,Luke Burgess,"DM, M (C), AM (RC)",6.66,12,13,8,6,9,10,7,6,9,8,4,9,7,8,8,13,5,9,6,10,11,11,7,7,13,9,11,7,5,8,4,4,10,8,7,12,1,3,2,1,2,1,3,2,3,1,1,10,4,7,8,8,9,10,9,13,19
64,29175340,Josh Kay,"WB (L), M (LC), AM (RLC)",6.35,13,9,10,9,13,12,9,9,11,8,8,7,6,5,13,15,6,9,7,7,8,11,8,8,10,9,10,9,6,10,9,5,8,10,6,11,1,2,3,2,3,4,2,1,1,2,3,7,11,4,5,8,5,6,8,11,9
65,28083035,Matt Lowe,"AM (RLC), ST (C)",6.86,13,10,10,10,14,12,11,10,8,7,12,8,9,7,7,6,6,11,6,8,7,11,7,9,11,8,8,9,9,8,5,5,9,5,7,8,2,1,4,3,3,2,1,2,2,2,4,7,10,2,7,8,9,9,8,9,8
66,52011000,Stephen Dooley,"M (RC), AM (R)",7.22,12,11,11,8,10,12,14,10,6,9,9,11,9,8,15,13,3,10,8,11,12,13,8,10,10,7,10,7,8,8,3,6,12,6,8,12,1,3,2,3,2,1,3,1,1,3,1,12,13,3,6,10,11,17,14,15,13
67,94047805,Sam Smart,"WB/M (R), AM (RC)",6.86,12,14,7,8,17,12,9,4,13,9,8,6,8,7,1,15,6,10,8,7,10,9,10,12,10,10,7,10,1,8,1,5,12,7,6,9,3,2,3,3,3,3,3,2,2,3,3,10,10,4,9,11,7,10,10,13,12
68,28047215,Akwasi Asante,"AM (L), ST (C)",7.09,11,8,9,12,12,12,10,14,10,9,11,11,8,11,11,9,6,11,6,11,9,13,5,7,10,12,11,8,10,11,7,6,9,9,5,9,3,2,1,2,2,2,2,1,1,3,3,11,10,3,7,10,12,9,12,10,9
69,95032238,Matt Briggs,WB/M/AM (R),6.97,14,10,7,8,11,15,8,12,10,10,8,9,7,8,13,8,8,10,7,11,9,11,7,9,13,11,8,8,8,10,6,6,9,8,7,9,3,3,2,1,1,2,2,1,2,3,2,8,10,6,10,12,13,10,11,12,8
70,31042043,Michael Gyasi,"AM (RL), ST (C)",6.86,14,10,10,9,11,13,10,12,9,10,8,10,10,10,9,9,6,9,7,8,7,8,6,7,7,9,10,6,6,8,3,6,9,7,5,9,2,2,3,2,1,2,2,2,1,2,2,12,7,3,6,8,3,8,10,5,19
71,85030793,Rémy Clerima,"D/WB (R), M (RC), AM (R)",6.38,10,9,9,13,13,10,9,11,12,10,9,10,10,10,12,9,10,7,9,10,7,11,5,6,8,7,8,5,10,4,5,9,8,5,9,8,2,2,2,3,1,1,1,3,1,1,2,16,10,5,13,12,11,9,10,6,7
72,29175032,Olly Dyson,"D (R), M (RC), AM (R)",6.57,11,10,11,5,9,11,12,8,10,10,12,7,9,10,14,7,4,7,9,12,8,13,7,10,9,8,6,6,8,5,7,8,10,7,9,8,2,3,3,1,2,1,1,2,1,2,2,12,8,3,7,11,5,12,10,14,11
73,28116354,Tushaun Walters,"AM (RL), ST (C)",6.9,15,11,8,5,14,13,10,8,5,5,7,8,9,6,15,11,7,7,6,9,8,10,7,6,7,6,8,7,9,7,1,3,5,1,2,6,3,2,2,1,1,1,1,1,4,1,3,8,11,6,7,16,8,12,13,13,14
74,29191465,Tarryn Allarakhia,M/AM (RLC),6.86,12,9,11,6,14,12,11,9,10,9,12,8,11,8,11,14,5,9,6,9,9,10,5,9,12,7,6,6,4,6,2,5,8,7,7,11,2,4,1,2,3,3,2,2,3,3,3,8,10,10,10,8,4,13,12,11,11
75,29073024,Luke Hannant,M/AM (RLC),,12,11,11,6,15,11,13,9,12,10,12,9,10,7,14,7,9,9,10,11,9,13,10,9,9,6,9,10,7,8,5,9,9,5,9,9,1,3,1,2,3,1,1,2,1,3,1,7,14,3,8,12,4,12,12,15,12
76,89071200,Ollie Tanner,"AM (RLC), ST (C)",7.06,11,12,12,6,12,11,9,10,5,11,7,10,9,11,13,12,7,10,7,12,11,13,7,11,12,10,9,12,7,9,4,5,10,9,7,13,2,1,3,2,3,2,3,2,1,1,3,11,13,2,2,11,7,14,13,10,14
77,29177930,Dan Mooney,"AM (RL), ST (C)",6.7,13,11,9,9,11,13,11,7,7,6,7,7,7,8,13,11,5,9,3,8,9,10,8,8,11,10,9,10,7,9,4,4,9,8,4,9,1,1,2,2,1,4,1,1,4,1,3,11,8,3,5,12,7,11,11,10,14
78,89064937,Jeremy Sivi,"WB/M (R), AM (RL), ST (C)",6.98,14,11,9,13,10,14,12,14,11,8,12,6,8,6,11,12,9,6,6,8,7,8,8,8,10,9,6,6,9,6,4,5,7,7,4,6,3,1,3,2,1,2,3,1,2,1,3,12,9,8,10,10,5,12,10,10,8
79,29229006,Louis Beckett,"M (LC), AM (L)",6.75,10,10,9,9,13,10,11,6,6,10,7,8,8,11,9,11,13,12,9,8,10,11,8,8,12,8,10,3,6,10,7,9,11,5,8,13,3,1,3,3,1,3,3,1,3,1,2,9,12,8,11,16,11,11,10,12,13
80,2000188524,Lewis Brooks,"M/AM (L), ST (C)",6.9,13,10,16,12,14,12,5,5,9,7,6,9,7,8,16,6,3,11,6,7,5,9,6,9,12,8,12,4,8,9,6,6,5,3,2,7,3,1,3,3,3,2,1,4,3,2,3,11,9,7,15,6,11,12,10,10,10
81,2000105677,Rylee Wright,AM (RL),,14,13,7,3,17,14,8,4,11,6,7,8,2,12,11,13,2,8,4,6,5,7,5,10,13,8,9,5,5,6,1,1,8,4,6,8,1,3,3,3,3,1,2,1,2,3,1,9,9,8,11,3,8,11,11,12,19
82,31039370,Jacob Mendy,WB/M/AM (L),6.53,11,13,5,9,14,12,12,11,3,8,4,10,8,8,7,8,6,10,7,10,9,12,6,12,13,5,9,6,4,10,6,5,9,10,7,12,3,1,1,3,1,1,2,4,3,2,2,12,9,5,2,10,3,8,8,11,10
83,29229014,Will Jarvis,M/AM (RL),,11,11,9,11,18,11,10,8,15,9,8,10,9,9,12,12,5,12,4,9,10,12,11,12,11,11,10,6,10,10,2,5,10,12,5,11,3,1,3,3,2,1,3,3,4,1,3,8,10,4,5,4,4,11,10,12,13
84,15078471,Thomas James,"AM (RL), ST (C)",6.86,13,13,7,6,9,13,7,4,5,6,7,8,7,12,17,10,3,13,5,7,5,8,6,10,11,13,10,3,11,5,6,3,6,8,3,10,3,2,2,3,2,2,3,3,3,1,3,10,13,6,12,12,5,11,12,11,19
85,31036052,Josh Shonibare,M/AM (RL),6.83,13,11,8,6,10,12,8,7,9,3,10,8,7,5,9,11,4,6,6,8,7,10,8,8,10,8,8,5,6,8,7,6,8,5,7,10,3,1,3,1,1,1,4,3,3,3,2,11,12,5,7,16,12,16,14,13,12
86,2000034625,Mitchell Henry,AM (RL),6.77,14,11,10,4,10,12,13,9,8,9,8,7,8,6,16,8,6,6,6,7,7,10,5,7,7,8,7,6,7,8,3,3,6,6,3,8,2,4,4,2,2,2,3,1,3,3,2,11,9,4,5,7,5,9,11,9,13
87,31042303,Seb Bowerman,M/AM (RL),6.83,11,11,9,6,11,12,10,7,7,9,7,9,7,8,2,11,12,9,7,11,9,11,8,9,10,8,10,7,6,9,5,5,9,7,5,10,1,1,2,3,3,3,2,2,3,2,1,9,9,6,14,15,5,13,10,12,18
88,29193677,Tommy Willard,"M/AM (RLC), ST (C)",6.74,14,14,9,7,12,14,4,2,9,7,7,6,6,7,8,9,11,7,5,6,7,8,5,7,9,2,11,1,6,4,1,5,7,4,2,7,3,3,2,1,1,3,2,2,4,1,2,9,15,1,14,10,6,11,13,8,18
89,2002229534,Paul Caulker,M/AM (L),,15,11,9,11,14,11,7,2,13,5,7,6,4,3,14,4,2,6,1,8,5,12,5,10,6,4,6,5,1,3,4,2,5,4,4,6,3,3,2,2,2,1,1,1,3,2,2,9,15,9,15,10,1,10,12,10,17
90,2000227117,Haiba Soueyah,D/WB/M/AM (L),,13,13,6,2,14,13,5,2,13,6,5,6,3,5,5,8,6,10,5,4,6,6,4,9,7,5,11,3,1,4,3,3,7,1,5,8,2,3,1,2,1,2,4,1,3,1,3,11,4,8,14,8,13,9,10,10,13
91,29116248,Callum Powell,"AM (RLC), ST (C)",6.6,13,12,8,5,11,13,10,13,5,8,8,10,7,5,16,12,5,11,8,3,10,10,5,6,13,12,10,9,6,7,3,6,7,12,8,12,1,1,1,3,1,1,1,3,3,1,3,15,10,7,5,6,7,12,14,7,12
92,2002234766,Danny House,M (L),,13,13,12,6,5,11,5,4,12,3,7,6,2,4,9,3,11,7,1,5,7,10,5,11,7,6,6,1,1,3,1,2,6,3,2,11,3,1,4,1,2,3,3,1,3,1,2,9,13,15,9,3,6,10,9,10,7
