UID,Name,Position,Tcon/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
43315140,Emanuele Valeri,D/WB/M (L),1.10,15,16,14,10,15,15,15,12,15,16,13,14,15,14,18,13,9,14,12,13,14,14,12,16,14,10,14,13,9,14,12,12,13,10,14,14,1,2,3,2,1,2,3,2,3,3,2,- -  -,
29216094,Festy Ebosele,D/WB/M/AM (R),0.80,16,10,10,11,10,18,12,14,13,11,12,8,7,10,15,9,7,8,9,9,8,10,6,9,10,6,10,7,9,4,14,8,10,6,8,10,3,3,2,4,1,4,3,2,1,3,3,- -  -,Inj
2000187640,Anthony Onoh,D/WB (L),0.63,11,8,10,9,17,12,12,12,10,10,10,8,14,11,12,7,12,4,12,10,7,9,5,12,5,3,6,2,6,5,7,11,6,2,10,7,1,4,4,3,2,2,2,3,2,3,3,- -  -,
29173977,Max Aarons,D/WB (R),0.85,15,16,15,6,16,15,15,11,8,15,12,17,15,13,17,12,6,14,14,14,12,14,3,12,14,6,14,6,9,7,6,14,13,6,14,14,1,4,1,1,2,3,3,1,4,1,1,- -  -,Wnt
28113828,Jeremie Frimpong,"D/WB (RL), M (R)",1.11,18,16,12,6,14,18,14,12,13,14,14,12,14,13,14,14,10,15,11,12,12,14,11,11,15,9,12,10,6,9,6,12,12,8,12,14,2,1,2,2,3,2,1,2,2,1,2,- -  -,Wnt
20041862,Alphonso Davies,D/WB/M/AM (L),0.91,18,15,14,11,16,19,16,13,15,14,15,13,14,14,17,16,8,14,12,14,13,16,6,14,16,9,13,7,8,10,12,13,12,11,14,14,2,2,2,3,1,3,1,3,2,2,2,- -  -,
28062873,Ryan McLaughlin,"D/WB/M (R), AM (RL)",0.28,12,9,9,9,11,10,10,8,12,12,11,9,9,10,14,9,6,10,12,12,9,12,8,10,7,8,12,5,10,6,4,11,11,5,12,12,1,3,2,2,1,1,3,1,3,3,2,- -  -,
29129579,Alex Gersbach,D/WB (L),0.90,14,15,12,11,15,15,12,12,13,15,13,11,15,12,14,15,8,11,11,12,11,15,7,12,12,6,12,6,7,7,11,10,8,6,12,12,2,3,3,4,1,4,1,1,3,3,4,- -  -,
24047634,Josip Juranović,"D (RL), WB (R)",0.75,14,14,13,6,14,15,15,12,14,14,16,12,12,13,17,13,15,11,13,12,11,14,11,13,11,7,13,12,11,11,3,9,13,17,13,12,2,2,4,2,3,3,3,1,4,1,2,- -  -,
59092449,Guram Giorbelidze,D/WB (L),0.58,12,13,12,9,13,13,14,10,7,12,12,11,12,12,19,8,8,9,14,12,12,13,5,6,8,6,12,7,12,8,8,12,13,3,11,11,2,3,3,1,1,1,3,2,2,1,3,- -  -,
55072311,Dalbert,D/WB/M (L),0.89,14,13,9,10,14,15,13,9,10,13,14,11,12,12,10,13,8,13,8,13,12,15,11,12,9,5,10,9,9,10,12,8,11,9,10,11,1,3,1,2,1,1,1,1,3,3,2,- -  -,
52079735,Conor Kane,D/WB (L),0.64,12,11,11,9,14,13,11,9,7,10,6,10,9,10,12,11,6,11,8,10,10,12,7,11,11,5,11,8,10,6,8,9,11,4,10,12,3,2,2,3,4,3,3,3,1,4,2,- -  -,
52090947,Andy Lyons,"D/WB (RL), AM (R)",0.86,14,12,12,12,15,13,12,9,11,10,11,10,12,12,16,11,7,12,12,11,10,12,2,11,12,8,12,4,11,8,7,10,12,4,9,11,2,2,3,3,3,2,1,2,2,1,1,- -  -,Inj
28100123,Aaron Wan-Bissaka,D/WB (R),0.87,17,18,15,11,15,15,16,13,15,12,18,11,11,12,11,12,6,11,11,14,5,13,5,12,11,5,12,4,8,3,10,13,10,5,20,12,3,3,3,3,1,1,2,2,2,1,1,- -  -,
2002081346,Gareth O'Hara,D/WB (R),1.04,16,15,14,16,10,14,16,12,10,14,9,8,12,14,15,12,3,7,11,16,12,16,7,13,8,3,14,6,10,8,9,12,11,4,11,9,2,2,3,3,3,3,4,3,2,2,4,- -  -,
43619130,Franco Carboni,D/WB/M/AM (L),0.45,15,15,15,13,15,15,15,15,13,15,12,11,15,13,13,11,9,12,13,12,12,11,6,14,12,8,13,4,11,12,7,12,12,6,10,13,3,2,1,1,1,3,2,3,1,2,1,- -  -,
2002094569,Lukas Dunmore,D/WB/M/AM (R),0.93,13,14,16,12,13,13,15,11,9,8,17,10,9,10,13,4,10,9,9,10,6,15,7,12,11,4,10,6,9,6,8,7,12,4,8,13,4,1,2,2,4,2,2,2,3,1,2,- -  -,Int
28112993,Tariq Lamptey,"D/WB (RL), M (R)",1.22,20,16,16,2,13,17,16,9,10,15,14,15,14,14,14,12,12,14,12,13,13,15,6,12,15,8,14,7,8,8,8,9,13,9,12,13,1,1,1,1,2,3,2,2,1,4,3,- -  -,
2002103480,Ridhaa Tsotetsi,"D/WB (R), M (C)",0.85,15,13,16,13,14,13,14,11,13,9,17,8,11,10,9,5,9,8,12,14,5,16,1,6,9,5,11,3,5,2,8,7,8,7,9,14,2,1,3,2,3,1,1,1,2,1,2,- -  -,
29178504,Djed Spence,"D (RL), WB/M/AM (R)",1.13,17,14,13,13,13,15,14,10,11,12,11,10,11,13,10,13,7,13,10,9,12,12,6,13,13,11,10,6,7,8,10,12,11,6,11,11,1,1,3,2,1,2,3,1,1,3,2,- -  -,Lst
70056760,Uğur Çiftçi,D/WB/M (L),0.98,13,13,11,8,15,13,15,12,17,14,15,12,14,13,13,11,14,11,12,13,10,14,9,9,10,4,11,7,9,5,10,13,12,7,14,12,2,1,1,2,2,3,2,2,1,3,1,- -  -,
2000183388,Ryan Battrum,"D (R), M (RC), AM (R)",1.02,14,16,10,4,16,14,10,8,11,7,9,6,10,12,12,6,13,5,6,6,8,8,5,10,6,1,12,5,5,5,5,3,8,1,8,6,2,2,2,2,1,3,3,2,1,3,3,- -  -,
57137479,Deian Sorescu,"D (R), WB (RL), M (R)",0.31,13,14,12,7,17,14,13,11,15,9,15,9,11,10,15,12,12,11,8,11,10,14,9,10,10,10,11,9,8,10,7,8,11,11,9,12,4,3,3,1,1,2,3,1,3,2,1,- -  -,
61074098,Anthony Ralston,D/WB (R),1.09,13,13,15,9,13,13,14,16,18,12,19,8,13,11,18,7,8,11,13,14,11,15,5,12,12,10,10,7,14,8,12,12,12,8,12,11,3,3,3,1,3,3,2,2,4,3,2,- -  -,
85126966,Jordan Amavi,D/WB/M (L),0.88,11,12,11,9,14,13,12,12,10,14,13,12,14,12,14,12,8,12,12,12,9,15,4,13,12,5,13,4,12,9,12,12,13,7,13,14,2,2,2,3,4,3,3,2,3,2,3,- -  -,
2002094811,Richard Williams,D/WB/AM (R),1.14,12,15,9,12,11,11,15,12,11,11,4,8,8,11,12,8,2,9,7,12,9,10,4,8,9,5,8,2,6,5,4,10,9,5,9,12,1,1,2,2,3,1,3,3,4,2,1,- -  -,Int
43029905,Cristiano Biraghi,D/WB/M (L),0.76,14,11,13,11,15,14,14,13,13,13,14,12,14,14,13,10,14,13,15,15,13,13,15,18,9,9,13,17,10,12,13,12,14,14,13,13,1,2,2,3,1,3,1,1,3,2,2,- -  -,
67139735,Dani Carvajal,D/WB (R),0.59,15,14,16,8,14,14,14,13,17,15,18,13,14,13,16,12,14,17,14,16,12,18,11,16,11,8,14,8,10,10,13,14,15,9,15,14,2,2,1,1,1,1,1,1,1,1,2,- -  -,Ret
2000008123,Matthew Carson,D/WB (L),0.43,15,14,13,3,17,15,10,6,5,10,9,12,7,13,10,8,8,9,8,12,7,12,5,11,10,1,13,2,8,3,4,9,9,1,11,13,1,3,2,2,2,2,3,3,1,3,2,- -  -,
14117254,Leonardo Godoy,D/WB (R),0.88,13,12,10,9,16,14,14,10,14,13,13,12,13,12,13,10,9,11,14,15,12,14,9,11,9,9,12,8,3,10,16,13,13,7,14,12,2,2,2,2,1,3,1,3,3,3,2,- -  -,
89064934,Jayden Sweeney,D/WB (L),0.96,13,11,11,10,13,12,13,9,8,9,9,8,11,10,16,8,7,6,12,12,6,12,4,9,7,4,10,3,6,4,8,9,10,3,12,10,2,1,2,3,3,4,2,2,2,2,1,- -  -,Wnt
13196665,Issa Kaboré,D/WB (R),1.29,16,15,11,9,13,16,13,12,14,14,12,13,14,13,16,14,10,14,12,12,11,12,9,11,13,9,13,7,8,9,10,12,12,10,12,12,1,3,1,1,3,3,2,3,2,3,2,- -  -,Wnt
2002095944,Aleksandar Grujić,"D (RL), WB (R)",1.10,11,12,15,4,10,13,13,8,9,13,19,10,7,11,17,14,2,11,7,10,7,10,6,11,12,5,9,3,8,4,7,8,12,8,12,12,2,1,2,2,2,1,2,1,2,3,1,- -  -,
78081551,José Luis Rodríguez,"D/WB (R), M (RL), AM (R)",0.61,12,13,12,12,13,13,13,12,8,10,13,12,11,10,15,11,12,13,11,12,11,12,11,13,12,9,12,12,10,12,11,12,11,6,9,12,1,1,2,2,3,2,1,3,3,1,2,- -  -,
48044415,Yanis Hamache,D/WB/M/AM (L),0.72,14,12,14,7,12,14,12,12,12,13,12,12,13,9,12,12,9,13,10,10,14,12,13,13,13,12,13,18,10,15,10,9,12,13,11,14,3,1,1,2,1,2,3,1,3,2,2,- -  -,
55070291,Aurélio Buta,D/WB (R),1.10,14,15,10,6,14,15,14,10,12,13,13,11,13,12,13,14,9,15,12,12,9,13,5,11,11,5,12,5,5,6,10,11,12,8,11,13,3,1,2,2,3,2,1,2,3,2,3,- -  -,
52080066,Trevor Clarke,D/WB/M (L),1.97,13,11,13,5,13,13,10,7,14,12,9,12,11,12,15,13,6,9,12,11,9,11,6,11,10,9,11,6,8,11,6,8,11,7,11,12,1,4,3,1,2,1,1,2,1,2,2,- -  -,Inj
28115834,Brandon Williams,"D (RL), WB (L)",0.68,16,14,14,12,15,15,14,10,15,12,17,11,10,10,16,12,10,12,11,14,6,15,4,12,11,10,13,2,9,6,7,12,13,7,14,12,3,2,2,3,3,3,2,3,2,2,2,- -  -,
49033328,David Kiki,D/WB (L),0.68,13,11,10,11,14,12,13,12,10,12,14,11,12,12,9,4,6,12,12,13,10,14,5,11,9,8,13,8,12,5,9,12,12,6,13,12,3,3,2,2,1,1,3,3,1,1,4,- -  -,Opt
67199066,Saúl,D/WB (L),0.98,12,12,11,10,13,13,13,11,11,13,12,11,14,12,13,12,9,12,13,13,11,13,12,14,13,4,13,9,7,6,6,11,12,4,12,13,2,3,2,2,2,4,1,1,2,3,1,- -  -,Trn
19171411,Gilberto,"D (RL), WB/M (R)",0.83,12,12,13,12,16,13,14,13,17,14,18,12,13,13,16,12,14,15,12,16,12,16,10,14,11,12,12,8,10,11,14,13,13,5,14,13,3,3,3,2,3,3,3,3,1,3,3,- -  -,
29128536,Ben Chilwell,D/WB (L),0.80,15,16,16,13,14,15,17,14,12,15,13,14,13,14,14,11,12,11,15,14,12,16,13,15,14,8,16,11,14,7,11,14,14,11,13,13,3,1,1,3,1,1,2,3,3,3,2,- -  -,
29236904,Finley Craske,"D/WB (R), M/AM (RC)",0.99,12,8,7,9,15,11,10,6,10,7,11,12,7,12,15,6,13,8,6,11,9,13,5,9,8,12,8,5,6,7,6,10,9,6,7,8,2,3,3,3,3,2,2,2,1,3,2,- -  -,
67211900,Sergio Reguilón,D/WB (L),0.59,15,16,14,8,16,15,15,12,15,14,14,13,13,14,15,12,12,14,13,15,13,16,10,13,12,10,14,9,11,11,13,13,13,12,14,14,1,3,2,3,2,3,3,2,3,2,3,- -  -,
2002100090,Eliomar Rodrigues,D/AM (R),1.26,14,13,14,9,15,14,14,10,8,11,11,8,8,13,16,10,13,7,8,15,8,11,5,11,8,4,11,1,7,6,8,6,9,10,6,12,3,2,3,3,3,1,1,2,2,2,4,- -  -,
27122563,Mads Roerslev,D/WB (R),1.65,14,14,13,13,13,13,13,12,13,14,13,14,15,13,14,13,10,12,15,14,14,14,12,14,13,9,13,7,12,10,10,13,14,7,13,14,3,4,3,3,3,1,1,1,1,1,2,- -  -,
28106354,Demeaco Duhaney,D/WB (R),1.11,13,13,10,12,14,14,12,11,10,9,10,12,12,11,11,12,8,10,11,11,10,12,4,12,12,8,13,8,8,4,6,10,11,7,12,13,2,1,3,4,3,1,3,4,2,2,2,- -  -,
85068494,Nicolas Gavory,D/WB/M/AM (L),1.04,13,14,12,11,15,12,13,11,12,14,12,12,12,12,14,12,11,14,9,14,11,15,12,13,10,6,14,13,9,9,11,12,14,9,9,14,3,2,2,1,3,2,2,1,2,2,3,- -  -,
19325045,Emerson Royal,D/WB (R),0.97,15,15,13,11,13,15,16,13,8,13,13,12,12,13,14,12,12,13,12,13,12,16,12,12,11,12,13,8,11,11,14,13,12,11,14,14,3,1,1,2,1,3,1,1,3,2,2,- -  -,
15077289,Nathaniel Atkinson,D/WB/M/AM (R),1.22,13,15,13,11,16,15,12,11,9,10,11,11,14,12,15,11,13,9,11,12,10,13,4,9,12,7,12,6,9,8,11,11,9,5,12,11,2,1,1,3,1,2,1,3,3,1,3,- -  -,
49037109,Jérémy Mellot,D/WB (R),0.83,13,12,12,8,16,13,14,13,14,14,15,12,15,13,15,8,11,11,13,14,10,15,5,12,10,6,12,6,6,8,10,15,11,7,13,12,2,3,4,1,3,3,4,2,2,1,2,- -  -,
37052313,Giovanni Troupée,D/WB (R),1.34,14,14,13,11,14,14,14,9,12,12,13,11,13,12,13,11,12,11,13,13,10,14,10,9,10,5,12,7,10,7,11,12,11,7,12,12,3,2,1,3,1,3,3,1,2,1,2,- -  -,
70121602,Kerem Kalafat,D/WB (R),0.64,13,13,11,7,14,13,12,10,11,13,11,11,13,12,9,11,7,10,12,14,10,15,8,11,11,5,12,5,9,8,12,12,10,4,12,12,3,2,2,1,1,3,3,3,1,2,1,- -  -,
67187680,Ander Capa,D/WB/M/AM (R),1.14,14,14,11,8,14,14,14,13,11,15,12,14,14,13,14,13,11,14,13,15,10,14,10,15,12,10,13,8,8,9,12,12,15,11,13,13,1,2,1,1,3,2,2,3,3,2,1,- -  -,
61089387,Aaron Hickey,D/WB (RL),1.13,16,15,13,8,13,16,14,12,11,14,15,14,14,14,15,13,10,14,14,14,15,14,7,13,14,10,14,7,9,14,11,10,14,7,13,14,4,3,1,2,2,2,2,3,2,3,3,- -  -,Ask
37020712,Ridgeciano Haps,D/WB/M/AM (L),0.70,12,10,13,8,15,13,11,11,9,13,12,12,12,12,13,11,9,13,12,14,12,16,12,10,10,10,12,9,7,9,11,11,12,10,12,15,2,2,1,1,2,3,2,2,3,1,1,- -  -,Ret
70097248,Zeki Çelik,"D (RL), WB (R)",1.03,14,13,12,11,14,15,15,13,8,14,15,13,14,14,14,10,8,13,12,13,8,16,9,14,10,10,12,5,10,8,13,13,14,4,14,12,4,2,1,1,1,3,4,1,3,3,2,- -  -,nEU
55041669,Pedro Rebocho,D/WB (L),0.37,12,14,11,5,14,12,16,10,11,12,12,10,11,12,15,8,7,9,11,12,9,13,13,13,10,7,12,11,5,9,13,10,12,8,11,12,2,2,3,2,1,3,1,2,2,1,3,- -  -,
67203459,Toni Lato,D/WB (L),1.13,15,16,12,6,14,15,14,9,12,13,12,10,13,12,14,12,8,12,13,13,12,15,8,12,13,10,13,5,8,7,10,12,13,9,13,13,1,1,3,3,3,2,1,3,3,1,1,- -  -,Trn
67147196,Carlos Clerc,D/WB (L),1.08,11,9,11,9,15,13,10,10,13,13,14,12,15,14,12,12,9,12,13,14,11,14,8,13,9,6,12,7,9,7,12,13,12,8,13,12,3,3,3,4,3,2,2,2,3,3,4,- -  -,
85057778,Hassane Kamara,D/WB/M/AM (L),1.53,11,10,11,9,16,14,12,8,13,12,15,12,13,12,11,14,7,11,12,14,12,16,9,13,10,8,13,9,11,10,5,12,12,10,15,14,3,2,3,1,2,3,1,3,2,2,4,- -  -,
81061844,Jamar Purcell,D (L),0.28,14,13,13,6,14,13,11,10,13,12,9,10,9,11,13,7,10,7,10,13,8,13,4,10,9,5,12,2,4,5,7,9,10,2,13,13,3,2,1,1,3,4,1,3,1,1,2,- -  -,
51070655,Kevin Álvarez,D (R),0.95,14,14,13,9,10,14,15,11,13,16,11,12,13,15,12,8,14,14,14,11,12,13,10,13,15,8,12,8,11,8,11,13,15,7,14,15,1,3,1,3,2,2,2,2,2,2,1,- -  -,
51067895,Salvador Reyes,D/WB/M/AM (L),0.95,15,15,8,8,13,15,15,7,9,13,10,12,14,11,13,11,9,12,11,14,12,13,8,14,13,10,13,7,6,13,10,10,13,7,11,12,3,3,2,3,1,1,2,1,3,1,2,- -  -,
28116533,Jeremy Ngakia,"D (RL), WB (R)",1.12,15,12,14,13,15,13,14,11,12,10,14,12,10,11,12,12,9,12,12,13,12,14,7,10,13,9,11,5,7,10,7,10,12,7,12,12,3,3,3,3,4,2,1,1,1,1,3,- -  -,
98034811,Jordan Lotomba,"D (RL), WB/M (R)",0.64,14,15,9,9,15,13,14,8,14,13,12,12,13,11,13,14,7,12,13,15,9,14,8,11,14,8,14,6,7,6,13,12,12,11,13,13,3,3,1,1,1,3,2,2,1,2,1,- -  -,
52094225,Trai Hume,"D (RL), WB (R), M (C)",0.59,12,12,8,12,11,13,12,9,7,11,11,11,9,14,16,6,6,9,10,11,9,11,4,12,11,5,8,8,12,8,12,13,11,5,13,9,3,2,2,1,1,1,2,1,2,1,1,- -  -,
62083371,Petar Stojanović,D/WB (R),1.44,14,12,13,11,16,14,15,13,18,11,14,11,11,10,15,10,9,13,13,16,11,17,8,12,15,8,13,7,10,12,14,12,13,8,17,13,4,3,2,2,1,1,1,1,1,1,2,- -  -,
19258927,Caio Henrique,"D/WB (L), M (LC)",1.17,15,15,12,7,16,15,14,12,12,15,12,12,15,13,13,14,9,14,12,13,14,13,10,14,13,9,14,12,8,12,11,12,14,12,14,14,2,2,3,2,2,4,4,1,2,1,2,- -  -,
2002100283,Luis Chandía,D (RL),0.74,15,15,12,11,13,15,17,12,12,11,16,12,12,13,18,12,5,9,13,13,11,16,6,13,11,9,16,5,8,7,6,9,9,9,11,16,2,1,3,3,1,2,3,1,2,2,3,- -  -,
71085857,Oleksandr Tymchyk,D/WB (R),0.92,15,15,12,11,13,15,14,12,11,12,12,10,13,12,14,8,6,13,13,13,11,14,6,12,11,4,11,4,10,5,14,11,13,3,14,11,3,1,1,3,3,1,2,1,3,1,3,- -  -,Trn
61093823,Josh Doig,D/WB (L),1.81,14,13,11,16,14,15,14,12,10,12,11,12,12,13,15,12,5,14,12,14,13,13,7,12,13,8,12,4,11,10,7,11,12,7,12,12,1,2,1,2,2,1,1,2,1,2,1,- -  -,
28090967,Ryheem Sheckleford,D/WB (R),1.88,14,11,9,9,8,14,12,9,11,10,4,10,7,10,8,7,8,9,10,14,7,15,7,11,10,4,9,6,9,3,7,9,10,3,10,9,3,1,1,1,1,3,3,1,3,2,1,- -  -,Lst
72038776,DeAndre Yedlin,D/WB/M (R),0.93,16,13,11,11,15,16,12,12,11,11,12,11,11,11,12,8,8,10,11,14,10,15,8,12,11,6,11,6,9,4,8,9,10,4,12,10,2,2,1,1,1,2,1,1,2,3,1,- -  -,
2000026414,Femi Seriki,D/WB/M/AM (R),1.19,14,11,12,12,13,15,12,11,10,13,10,10,13,11,13,12,5,10,11,11,10,12,8,9,12,8,10,5,9,8,10,11,9,6,10,11,3,3,3,3,2,1,3,2,2,2,2,- -  -,Lst
70123223,Eren Elmalı,D/WB (L),1.13,15,15,14,11,15,16,15,13,12,12,15,12,15,13,15,12,10,11,10,14,8,13,11,12,10,5,11,2,10,8,11,11,12,8,9,12,2,2,2,2,3,3,3,2,1,2,3,- -  -,Opt
28081139,Tommy Robson,D/WB/M (L),0.45,9,10,8,9,13,9,11,8,7,7,12,9,9,8,12,4,8,10,7,13,6,12,8,10,7,7,10,7,6,7,13,7,8,9,9,8,3,3,3,1,1,4,1,3,2,4,3,- -  -,
83105845,Diogo Dalot,"D (RL), WB/M (R)",1.04,15,15,13,13,15,15,14,12,13,14,11,13,13,13,14,12,10,13,13,14,10,14,9,13,13,8,14,4,9,7,14,13,14,10,13,13,1,3,4,3,2,1,2,1,1,2,2,- -  -,
67202652,Andoni Gorosabel,D/WB (R),1.08,15,14,14,8,14,14,14,14,14,14,13,13,13,13,13,8,10,16,12,14,12,16,7,15,12,9,13,8,12,10,8,14,13,11,13,13,3,2,1,4,3,4,3,1,2,2,3,- -  -,
28111507,Tyrick Mitchell,D/WB (L),1.28,15,15,13,8,17,16,14,12,15,14,13,14,14,14,13,11,10,13,14,15,14,15,9,13,13,6,13,8,11,8,10,12,14,6,16,12,2,2,1,3,2,3,4,2,1,2,3,- -  -,Trn
49038965,Sacha Boey,"D (RL), WB (R)",1.10,15,15,13,10,14,15,15,12,14,12,12,12,14,13,13,8,16,12,14,13,11,13,5,11,10,7,12,5,6,8,10,15,11,6,13,12,3,2,1,3,3,3,2,1,2,2,1,- -  -,
