UID,Name,Position,Hdr %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Transfer Value,Rec,Inf
87034790,Carlos Bernárdez,ST (C),15%,14,14,7,7,14,13,13,8,13,9,8,10,7,7,19,10,12,11,7,6,8,8,4,5,9,13,13,3,9,7,2,6,8,4,3,10,2,2,3,2,2,3,2,2,3,2,2,€28K - €85K,- -  -,
87030214,Robin Betancourth,ST (C),38%,13,13,8,10,9,13,8,9,15,7,6,8,7,13,4,12,11,10,6,7,8,9,7,3,10,13,13,7,13,5,3,7,9,7,3,12,3,1,1,3,3,3,3,3,2,1,3,€275K - €800K,- -  -,
87039639,Kevin Bordon,ST (C),32%,13,13,7,10,12,13,12,5,5,7,4,8,7,10,6,15,7,12,7,6,7,7,7,3,12,13,10,6,12,7,2,6,6,7,4,8,3,3,4,1,3,3,2,3,3,3,1,€24K - €70K,- -  -,
2000015868,Charles Bustamante,ST (C),17%,10,8,4,12,13,10,10,6,14,8,3,4,1,10,9,11,7,11,1,2,1,4,1,1,8,12,10,1,6,3,1,2,1,1,1,8,3,1,3,3,2,2,3,2,2,2,1,€0,- -  -,
76046456,Roque Caballero,ST (C),50%,12,9,11,13,6,10,10,13,13,12,12,9,12,12,12,15,7,13,11,12,12,13,7,7,10,13,10,8,12,8,5,5,10,13,6,11,3,2,3,2,2,3,2,3,3,1,1,€12K - €35K,- -  -,
14127630,Brian Calabrese,ST (C),36%,14,13,6,11,12,14,12,9,8,12,8,10,9,12,9,13,6,11,9,8,7,7,8,4,14,14,13,8,14,5,1,7,9,6,5,14,1,2,3,3,3,3,3,3,2,4,3,€70K - €200K,- -  -,
2000118365,Steven Cárdenas,ST (C),23%,13,13,8,8,13,13,12,7,6,10,7,11,8,10,8,10,11,13,8,7,5,8,5,8,10,13,12,2,10,6,1,7,6,5,5,10,2,2,1,2,2,1,2,2,1,1,2,€0,- -  -,
2000018923,Geiner Castillo,ST (C),28%,12,8,2,13,6,10,7,5,6,9,6,8,6,7,7,7,8,7,5,5,3,5,4,1,9,13,5,4,9,5,1,3,2,5,1,7,2,2,2,1,1,3,4,2,3,3,3,€0,- -  -,
2000201630,Jording Centeno,ST (C),7%,10,10,4,9,12,9,5,1,8,5,3,10,1,8,4,9,1,10,1,2,3,3,3,2,9,12,7,2,9,2,1,1,2,8,1,4,1,3,1,1,3,3,2,1,3,2,2,€0,- -  -,
2000094300,Adrián Chavarría,ST (C),23%,12,10,6,11,12,11,12,5,14,9,7,12,3,11,7,12,7,9,3,5,5,7,6,5,11,12,12,3,11,5,5,5,6,6,1,11,2,1,1,1,3,2,2,1,2,1,1,€0,- -  -,
80028777,Giovanni Clunie,ST (C),62%,14,12,9,16,6,12,14,7,5,14,4,10,9,10,4,10,5,10,7,8,9,9,3,4,12,14,14,5,14,7,7,5,4,9,3,11,3,2,3,3,1,1,3,2,2,3,3,€140K - €400K,- -  -,
87039869,Jose Contreras,ST (C),40%,13,9,7,8,7,13,12,7,5,10,7,10,5,14,17,11,6,9,8,6,6,7,6,4,10,13,10,6,11,7,1,6,7,6,1,11,3,2,1,3,4,3,2,1,4,2,1,€0,- -  -,
2000019091,Jose Pablo Cordoba,ST (C),30%,14,14,7,7,8,14,7,6,11,11,7,12,7,9,9,13,10,14,6,8,10,7,6,4,8,14,9,7,14,4,5,7,7,11,1,11,3,1,3,3,1,3,2,1,3,2,1,€0,- -  -,
76063778,Andrés Cortabarria,ST (C),39%,11,10,9,12,12,11,9,9,9,12,6,10,9,9,11,13,12,11,2,6,3,7,6,3,13,11,13,3,11,7,4,4,7,4,5,13,1,2,3,2,2,2,1,4,3,4,1,€8K - €24K,- -  -,
80030296,Joseph Cox,ST (C),52%,12,10,15,15,9,13,10,16,13,12,11,14,12,12,13,8,9,12,6,10,9,12,5,7,10,13,10,7,14,11,4,5,8,13,5,10,1,3,3,3,1,2,1,3,3,2,2,€12K - €35K,- -  -,
87041787,Edgar Cruz,ST (C),24%,13,13,7,7,15,13,13,9,5,10,4,6,7,10,15,14,6,12,4,6,7,8,6,5,9,13,9,6,13,7,1,2,7,4,3,11,1,1,1,3,2,1,3,4,3,4,2,€0,- -  -,
51042276,Julio Cruz,ST (C),48%,16,16,11,11,12,11,8,13,8,10,9,11,8,12,17,10,6,9,9,8,10,10,10,13,7,11,8,8,13,7,9,11,8,8,9,10,3,3,3,2,3,2,3,4,2,1,3,€110K - €325K,- -  -,
80036024,Robinson da Silva,ST (C),52%,6,6,7,12,14,8,7,8,7,12,9,12,9,13,2,12,11,15,9,9,9,9,8,7,7,12,15,8,14,8,7,6,10,9,1,13,2,1,3,3,2,1,4,1,2,2,2,€0,- -  -,
76034505,Juan Delgado,ST (C),39%,9,9,9,11,11,11,11,9,10,14,10,12,11,11,8,12,13,14,9,9,7,10,9,5,10,10,11,9,14,10,8,7,9,7,5,11,3,2,2,3,3,4,3,2,2,2,3,€6K - €18K,- -  -,
80033270,Saed Díaz,ST (C),38%,13,9,13,11,11,9,8,12,8,8,8,7,7,13,5,8,7,13,4,7,6,12,4,5,13,13,14,6,8,8,3,6,9,6,6,9,4,3,2,2,1,1,1,3,2,2,3,€16K - €50K,- -  -,
33075452,Douglas,ST (C),39%,8,6,11,13,11,9,10,7,5,11,7,12,11,9,10,9,6,10,5,9,10,5,5,8,9,14,11,7,11,7,3,4,9,12,4,10,2,2,1,2,2,4,1,1,1,3,1,€0,- -  -,
83209260,Drogba Camará,ST (C),78%,10,9,13,13,12,11,11,14,11,10,13,11,9,9,13,7,7,9,9,11,6,13,4,6,9,11,10,4,13,7,4,7,10,11,9,8,2,2,2,1,1,1,1,2,4,3,2,€0,- -  -,
2000216558,Javier de Jesús Ferman,ST (C),40%,13,12,7,12,16,12,5,9,11,10,8,9,6,10,6,14,8,13,6,6,7,7,7,2,13,13,13,4,11,7,6,6,7,9,4,9,2,3,1,1,1,1,1,1,1,4,3,€0,- -  -,
79025084,Marcelo Ferreira,ST (C),31%,13,13,12,11,12,13,11,9,11,11,11,12,9,10,9,12,7,12,6,9,7,13,10,10,12,12,12,10,13,10,5,6,7,6,6,7,2,2,1,1,2,2,3,3,1,2,1,€20K - €60K,- -  -,
80035235,Michael Flores,ST (C),20%,11,5,4,11,11,6,2,4,10,6,5,9,4,7,16,9,1,13,2,3,1,4,3,1,5,13,8,3,13,2,1,2,2,6,1,6,3,3,2,3,3,1,3,3,4,2,3,€0,- -  -,
80033944,Rodolfo Ford,ST (C),22%,13,12,8,4,14,14,5,8,15,14,8,13,6,9,7,11,11,13,5,6,8,8,6,4,11,14,9,7,13,7,1,5,6,7,1,12,2,2,3,3,1,3,1,2,3,2,2,€0,- -  -,
76049473,Oscar Franco,ST (C),58%,11,9,13,14,13,12,11,13,8,12,11,11,11,11,11,6,8,13,12,11,11,11,8,11,12,13,8,10,13,11,5,5,10,12,8,9,2,1,3,2,3,2,2,3,3,1,2,€24K - €70K,- -  -,
87033864,Jonathan García,ST (C),30%,12,12,6,9,11,12,12,8,12,12,7,10,3,12,13,9,6,12,6,5,6,7,5,6,12,13,12,5,12,5,1,5,4,6,1,9,1,2,4,3,3,1,3,1,1,1,2,€90K - €275K,- -  -,
14137413,Facundo Garnier,ST (C),24%,14,14,8,1,8,14,12,2,10,9,5,13,6,10,15,13,3,13,7,7,7,8,6,7,13,13,12,6,13,5,1,6,7,6,3,14,1,2,4,2,3,1,2,3,1,3,3,€8K - €24K,- -  -,
87043407,Cristian Gil,ST (C),30%,13,13,8,5,13,13,13,8,8,9,4,12,9,11,9,11,9,12,6,7,6,8,7,3,10,13,11,7,13,7,3,6,5,7,6,10,1,3,2,2,2,1,1,2,3,2,2,€80K - €240K,- -  -,
14001739,Lucas Gómez,ST (C),43%,9,10,12,12,12,10,10,11,10,14,12,12,12,11,6,6,9,12,7,13,10,12,7,11,9,13,12,9,13,7,4,3,9,12,4,11,1,1,2,2,2,1,2,1,3,4,1,€18K - €55K,- -  -,
2000023221,Carlos Gonzalez,ST (C),26%,14,12,6,3,9,12,4,6,6,7,7,9,6,7,14,9,10,11,5,2,4,6,5,4,13,14,12,5,11,5,1,5,2,5,1,7,2,2,3,1,1,3,3,2,1,3,3,€4.5K - €14K,- -  -,
2000087513,Fernando Gordon,ST (C),22%,13,11,3,10,12,10,10,3,11,7,2,10,3,4,4,10,5,10,2,2,2,4,2,1,4,9,8,2,11,2,1,2,4,2,1,8,2,3,2,2,4,3,1,3,2,2,2,€0,- -  -,
51043706,Marco Granados,ST (C),31%,12,13,9,12,11,11,10,10,8,11,9,10,9,12,10,13,9,14,10,9,12,12,8,10,13,10,12,8,11,10,9,7,13,9,8,13,1,1,3,3,2,2,2,3,1,4,2,€26K - €80K,- -  -,
87033988,Edy Guerra,ST (C),42%,8,7,9,6,11,8,8,11,5,12,6,10,10,12,9,9,11,15,10,9,8,10,9,6,11,15,13,9,15,10,5,9,6,8,5,8,2,3,4,1,2,4,1,1,3,3,1,€6K - €16K,- -  -,
87040355,Cesar Guillen,ST (C),29%,10,13,8,4,12,13,7,10,6,14,8,10,8,9,11,11,11,13,8,7,9,8,7,6,11,14,11,7,14,6,4,7,3,8,2,12,2,1,1,2,1,1,3,3,2,3,1,€18K - €55K,- -  -,
2000188834,Luis Gutiérrez,ST (C),37%,10,9,6,11,14,8,3,3,7,5,4,12,4,11,15,12,6,8,2,5,6,5,4,4,8,14,10,4,11,2,1,1,6,5,3,5,3,2,1,1,3,2,3,1,2,3,2,€0,- -  -,Yth
87009865,Eddie Hernández,ST (C),58%,13,11,11,16,13,13,13,15,12,11,13,12,12,12,12,9,12,12,11,10,11,12,8,7,11,11,12,6,15,6,7,9,11,8,8,12,3,1,4,1,2,1,1,1,2,2,1,€35K - €110K,- -  -,
78045560,Enzo Herrera,ST (C),50%,11,10,12,11,9,10,9,9,12,13,12,14,10,11,13,8,15,10,7,8,9,12,7,10,9,12,11,10,15,12,3,10,10,12,7,11,2,1,3,4,1,2,2,4,3,1,3,€45K - €130K,- -  -,
51064107,Omar Hinestroza,ST (C),30%,12,12,7,10,10,12,12,7,7,10,6,10,7,11,9,8,7,12,4,6,5,7,6,3,11,13,9,6,12,6,4,6,7,3,3,7,2,1,3,2,1,1,2,1,3,2,2,€0,- -  -,
2000087740,Héctor Hurtado,ST (C),50%,11,11,7,7,10,13,12,6,5,13,8,11,7,11,14,12,5,13,7,6,7,7,3,2,12,13,11,6,13,7,1,4,4,5,1,12,4,2,2,2,2,1,3,1,2,2,3,€7K - €20K,- -  -,
2000014897,Janier Josuar Adams Quintero,ST (C),36%,9,12,4,4,12,12,11,3,12,9,6,8,3,5,10,10,1,6,4,3,1,5,3,3,12,12,10,3,7,3,2,2,4,2,1,5,3,2,1,3,1,1,1,1,3,2,2,€0,- -  -,
82050032,Yaudel Lahera,ST (C),36%,13,12,8,9,12,13,13,7,5,11,6,12,7,12,8,10,14,14,9,8,9,9,8,4,13,12,12,8,14,5,3,5,7,8,2,11,2,1,1,1,1,1,4,3,1,4,4,€18K - €55K,- -  -,
80010929,Norfran Lazo,ST (C),42%,11,8,6,12,14,8,7,10,12,11,6,9,8,14,15,14,10,13,8,7,5,8,8,7,6,14,11,5,10,8,3,5,8,5,6,10,1,3,2,2,1,2,4,3,1,1,3,Not for Sale,- -  -,Inj
2000014811,Aaron Lowis,ST (C),20%,12,9,1,7,13,12,7,3,11,3,4,6,3,9,7,7,10,10,1,2,1,4,1,1,8,9,11,3,13,1,1,2,3,1,2,7,3,2,3,1,1,3,1,2,3,3,1,€0,- -  -,
19217416,Lucas Michel,ST (C),39%,10,12,9,6,12,12,11,10,12,13,6,9,8,13,4,10,12,14,10,9,8,10,9,8,11,10,15,9,15,7,6,7,10,9,4,12,2,2,3,1,2,2,1,2,3,1,1,€10K - €30K,- -  -,
80035369,Jameel Lynch,ST (C),23%,9,12,5,3,17,10,6,6,12,10,1,7,5,4,3,7,2,12,3,3,5,5,3,3,5,8,11,4,8,1,1,4,1,3,1,8,3,4,3,2,1,3,1,3,3,1,2,€0,- -  -,
2000014766,Alfonso Machado,ST (C),50%,12,11,1,6,9,8,2,5,6,3,4,6,1,10,14,9,2,12,3,2,1,3,2,1,6,13,9,3,9,3,1,2,3,1,1,9,4,1,2,3,3,2,3,1,1,3,2,€0,- -  -,
76060866,Juan David Marín,ST (C),33%,12,11,10,11,12,12,11,10,15,10,8,9,10,11,11,12,10,10,7,7,8,8,7,8,14,10,12,7,10,5,2,7,8,4,5,13,2,3,3,1,3,3,1,2,3,3,3,€18K - €50K,- -  -,
2000055807,Christian Martínez,ST (C),34%,13,11,8,9,13,13,6,4,7,8,7,9,7,12,7,12,6,11,7,7,6,6,3,6,14,13,10,6,13,7,1,6,6,4,1,12,2,4,3,3,4,3,2,2,2,3,2,€20K - €60K,- -  -,
87039454,José Martinez,ST (C),34%,13,13,8,8,10,13,13,6,13,12,9,7,8,13,13,13,12,14,9,7,9,9,3,4,14,13,11,7,14,8,1,6,5,4,1,10,2,2,1,1,3,1,3,1,1,2,1,€160K - €475K,- -  -,
87040392,Rony Martínez,ST (C),41%,6,9,7,10,12,9,8,11,12,13,1,13,10,13,4,13,5,15,10,9,6,10,9,5,9,13,10,9,13,9,8,8,8,8,6,15,2,3,1,2,3,2,2,3,1,2,3,€1.5K - €5K,- -  -,Inj
2000190699,Chriss Masis,ST (C),42%,12,11,7,6,10,9,9,7,9,12,4,9,7,13,8,11,11,11,6,6,5,7,6,3,12,13,10,6,12,7,1,5,7,7,1,10,3,1,4,1,1,2,3,1,1,3,2,€0,- -  -,
87007050,César Medina,ST (C),34%,13,10,7,11,13,12,10,11,5,10,5,11,8,10,14,15,5,12,9,13,9,8,13,9,7,13,11,8,12,8,8,8,8,10,8,10,3,3,3,2,2,2,3,1,1,3,3,€0,- -  -,
2000124022,Edgar Medrano,ST (C),42%,14,14,9,7,13,14,8,11,5,12,7,10,8,10,3,7,12,14,9,8,5,4,3,5,12,14,13,5,14,9,3,7,8,8,8,8,2,3,2,1,1,3,1,2,3,1,2,€2K - €5K,- -  -,
87031110,Romel Mejía,ST (C),30%,14,12,8,7,10,13,8,5,5,10,4,12,8,12,13,10,10,12,6,7,8,8,7,7,9,14,12,6,13,8,2,6,8,8,5,11,1,4,1,2,2,2,3,3,1,3,1,€150K - €450K,- -  -,
80001561,Marco Mena,ST (C),30%,11,11,9,5,12,11,11,6,5,12,6,13,6,14,16,11,13,14,9,8,7,9,8,5,12,14,14,8,14,9,1,7,8,10,4,12,3,1,2,2,1,2,2,3,2,1,2,Not for Sale,- -  -,
2000118401,Paulo Méndez,ST (C),61%,13,10,8,13,11,12,13,12,7,9,9,7,6,13,7,13,11,11,8,7,4,8,7,5,11,13,13,7,11,7,1,5,7,6,3,13,2,3,3,3,4,3,2,1,3,1,2,€0,- -  -,
2000178987,Kevin Meneses,ST (C),24%,15,15,9,3,12,14,14,2,12,14,7,13,7,14,6,15,9,10,9,8,5,9,8,7,14,14,14,9,11,7,4,6,9,8,3,9,3,4,1,1,3,2,1,3,2,1,3,€0,- -  -,
2000124578,Michell Mercado,ST (C),22%,11,13,8,6,8,11,14,4,12,13,8,8,8,11,10,8,13,14,10,9,7,10,8,7,8,14,15,8,14,8,8,7,10,3,7,9,1,2,3,2,1,3,2,2,3,1,1,Not for Sale,- -  -,
2000019078,Jeaustine Monge,ST (C),26%,12,12,5,6,12,12,7,5,6,7,1,10,5,7,11,5,9,12,2,3,5,5,3,2,7,12,8,2,11,5,1,3,4,6,1,3,3,2,1,2,4,2,3,1,3,3,3,€0,- -  -,
76038679,Jhony Morán,ST (C),33%,10,8,7,13,11,11,7,8,15,12,6,11,6,13,10,10,2,12,4,6,6,7,2,3,13,13,13,6,13,6,5,4,5,4,1,10,2,3,1,1,2,4,2,3,2,1,3,€45K - €130K,- -  -,
14003714,Roberto Moreira Aldana,ST (C),46%,10,11,11,13,10,11,12,12,9,12,14,12,12,13,14,8,10,14,6,10,10,12,6,11,9,14,12,10,15,10,8,6,10,9,5,11,2,3,2,1,2,3,3,1,3,2,2,Not for Sale,- -  -,
76043639,Yeison Mosquera,ST (C),37%,12,10,10,6,12,12,12,10,5,14,8,9,9,9,11,11,2,11,7,7,5,8,4,4,14,10,12,7,14,4,2,7,7,4,2,12,2,3,2,2,3,1,1,1,2,3,1,€8K - €24K,- -  -,
51056928,Adrián Muro,ST (C),46%,13,13,7,9,15,13,12,5,7,12,3,10,7,9,9,12,13,9,4,4,7,8,6,6,13,8,12,6,13,7,2,6,7,4,4,9,3,2,1,3,1,2,1,2,3,3,2,€45K - €130K,- -  -,
2000156728,Dominic Ortega,ST (C),33%,13,8,6,10,14,10,2,6,6,8,4,7,6,13,6,8,4,7,5,5,2,6,5,5,9,13,13,5,13,4,2,4,6,5,1,8,3,2,2,3,3,1,1,1,4,3,4,€0,- -  -,
2000035090,Elmer Pastrán,ST (C),25%,12,10,1,6,11,11,4,2,12,6,5,6,2,6,16,6,10,9,2,2,2,3,1,1,8,12,7,2,10,2,1,2,2,4,1,3,1,2,2,1,1,2,4,1,1,1,3,€0,- -  -,
87042874,Kilmar Peña,ST (C),27%,14,13,8,10,6,13,12,6,11,12,2,12,3,11,10,14,5,12,6,7,8,8,7,3,7,13,9,7,13,6,5,7,4,5,2,11,4,3,1,2,1,3,2,1,2,3,3,€0,- -  -,
76016476,Raúl Peñaranda,ST (C),33%,11,8,11,8,9,10,10,11,14,11,11,10,9,9,13,9,4,12,7,6,2,11,6,3,10,11,14,6,12,7,1,6,8,2,2,12,1,2,1,1,1,2,3,3,3,1,3,€0,- -  -,
76016019,Luis Peralta,ST (C),38%,14,12,11,12,13,14,11,12,13,11,12,10,12,12,12,10,10,12,10,12,12,13,9,6,10,11,10,9,9,7,4,5,8,10,6,13,1,3,2,1,3,3,3,3,2,3,3,€30K - €90K,- -  -,
2000123103,Luis Herminio Pérez,ST (C),34%,13,8,8,6,15,9,9,10,5,10,6,8,8,14,17,12,7,14,8,7,3,8,7,8,8,14,10,7,14,6,6,4,8,4,2,10,2,2,2,2,1,2,1,1,3,2,1,€26K - €75K,- -  -,
87029992,Wilber Pérez,ST (C),41%,10,9,9,6,12,9,7,5,8,11,4,10,9,12,16,11,12,15,10,9,8,10,9,8,12,15,15,6,15,10,7,9,9,8,5,13,2,3,1,3,2,1,3,2,1,2,2,Not for Sale,- -  -,
80035256,Eric Pinto,ST (C),49%,13,11,10,12,9,12,12,10,15,10,9,9,7,16,12,8,6,10,9,9,9,10,8,6,11,10,10,8,11,8,4,5,7,5,1,10,3,1,3,1,3,1,2,2,2,4,3,€16K - €45K,- -  -,
80036075,Miguel Pucharella,ST (C),31%,13,13,7,5,11,12,13,7,14,13,1,8,8,12,2,14,13,13,6,7,7,7,7,3,13,13,13,7,13,4,1,5,3,5,1,10,3,1,3,1,2,2,1,3,3,3,2,€0,- -  -,
80024616,Daniel Quiros,ST (C),33%,16,12,8,9,7,13,12,12,5,10,3,11,7,9,10,6,3,11,7,7,8,8,7,8,11,12,11,7,10,8,7,7,9,10,7,11,1,3,1,1,2,2,2,3,3,3,3,€80K - €240K,- -  -,
20046664,Christopher Ramirez,ST (C),41%,12,12,5,4,12,12,11,11,12,12,6,10,4,7,4,11,4,12,6,5,5,6,5,3,9,12,12,5,11,4,1,5,4,9,1,11,1,3,2,1,2,1,4,4,2,2,1,€1K - €3.5K,- -  -,
76063695,Francisco Ramos,ST (C),38%,13,11,9,10,13,11,10,11,7,12,7,9,9,9,11,9,12,12,7,8,5,9,8,12,12,10,11,7,8,9,2,8,11,6,5,12,1,2,1,3,3,1,3,2,2,1,1,€8K - €24K,- -  -,
76016327,Harold Reina,ST (C),34%,12,11,11,11,12,11,11,11,7,11,12,12,12,12,14,15,7,12,11,11,11,11,10,8,12,13,11,12,11,11,5,10,10,8,9,12,1,4,1,1,2,3,2,2,3,1,2,€55K - €170K,- -  -,
86068525,Héctor Renteria,ST (C),41%,10,10,9,13,12,10,10,12,6,9,6,10,9,9,10,12,8,13,7,6,3,7,4,4,12,13,8,6,10,7,3,5,7,5,1,10,4,2,3,2,3,2,4,1,3,3,2,€45K - €130K,- -  -,
87040198,Josué Rivera,ST (C),47%,14,14,8,7,13,14,7,10,5,7,7,11,8,7,6,10,8,12,5,7,6,8,7,4,14,10,14,5,14,6,1,7,8,4,5,9,2,3,2,1,1,2,2,1,1,1,2,€24K - €75K,- -  -,
2000015871,Generik Robinson,ST (C),56%,11,9,4,11,12,9,10,6,11,9,3,4,3,4,15,11,10,7,3,3,4,5,2,3,8,11,5,3,12,3,1,2,4,4,1,3,2,3,3,2,1,2,2,1,4,1,2,€0,- -  -,Int
14181882,Ramiro Rocca,ST (C),57%,8,7,7,14,15,6,11,11,5,11,9,12,8,11,6,13,8,15,7,8,9,9,9,5,8,13,14,8,13,9,5,6,8,4,3,14,3,3,1,3,1,1,1,3,2,3,3,€2.5K - €7K,- -  -,
51079553,Byron Rodríguez,ST (C),31%,14,14,3,8,11,13,13,6,5,13,8,9,7,10,12,9,4,13,7,7,8,8,7,3,8,13,13,6,11,8,5,6,8,6,2,8,2,3,1,3,2,2,2,2,1,1,2,€18K - €50K,- -  -,
2000190732,Doryan Rodríguez,ST (C),29%,13,13,6,6,14,13,6,3,10,7,1,4,5,7,8,13,13,10,2,4,4,5,4,2,10,13,8,1,12,3,1,4,5,1,1,6,2,2,4,2,4,1,1,3,2,3,1,€0,- -  -,
14086961,Eloy Rodríguez,ST (C),38%,12,10,11,12,14,11,10,11,12,10,9,11,10,14,5,10,14,13,9,9,7,11,8,9,13,10,9,9,12,8,5,5,11,10,5,13,3,3,3,2,1,2,1,3,3,1,3,€110K - €325K,- -  -,
80032158,Luis Alfredo Rodriguez,ST (C),27%,14,14,8,5,12,14,11,12,5,11,6,8,8,14,15,9,13,13,7,7,5,6,6,4,6,14,8,7,10,3,4,6,5,8,1,10,2,3,1,3,3,1,3,2,2,2,1,€1K - €2.5K,- -  -,
87006924,Roger Rojas,ST (C),37%,13,12,11,8,13,13,13,11,13,11,12,11,13,11,11,10,11,13,8,9,11,14,10,10,11,12,12,7,11,8,4,9,11,9,9,12,2,2,3,3,2,1,1,1,2,1,3,Not for Sale,- -  -,
2000126994,Kevin Román,ST (C),45%,11,8,4,6,5,10,6,3,10,7,2,10,2,8,13,8,9,10,3,3,5,4,1,1,6,8,10,3,10,2,1,2,3,3,2,5,1,1,2,4,2,1,3,1,2,1,1,€0,- -  -,Inj
2000211671,Brayan Rosales,ST (C),20%,13,14,10,6,10,11,12,10,8,13,5,9,9,14,16,12,4,8,7,8,9,9,7,5,13,14,12,8,10,4,2,5,9,8,3,11,3,3,3,1,1,1,2,2,2,3,2,€22K - €70K,- -  -,
80033220,Everardo Rose,ST (C),39%,12,13,12,10,6,12,7,10,6,11,6,8,9,15,7,11,14,11,8,8,11,9,8,8,12,10,12,8,15,7,1,7,9,5,1,11,3,3,2,1,1,2,2,1,3,3,3,€20K - €55K,- -  -,
14008034,Matías Rotondi,ST (C),26%,11,13,10,8,11,12,12,8,11,13,8,13,10,15,10,7,13,15,10,9,10,11,9,5,12,10,15,9,9,11,4,8,9,9,7,10,3,3,1,2,1,1,3,3,1,1,3,€95K - €300K,- -  -,
