UID,Name,Position,Pr passes/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
35017450,Philipp Klement,M/AM (C),0.49,9,12,7,6,11,10,11,7,9,13,9,12,11,12,9,14,12,13,10,12,13,11,14,13,8,11,14,14,6,13,4,8,12,9,8,13,2,1,3,2,4,2,1,2,3,1,3,- -  -,
77056136,Rodrigo Vilca,"M (C), AM (RLC)",0.91,13,12,6,6,7,12,11,6,8,11,8,12,8,12,10,13,8,11,5,8,13,8,14,11,15,7,14,10,8,10,6,5,15,11,4,13,3,1,2,3,3,1,2,1,1,1,3,- -  -,
28087595,Patrick Roberts,"M (R), AM (RLC)",2.08,14,15,12,6,15,14,12,7,8,11,9,14,9,9,10,16,8,14,9,8,13,11,13,10,14,12,12,13,5,12,4,7,12,10,7,13,3,3,3,3,3,3,1,3,1,1,3,- -  -,
52097853,Ross Tierney,M/AM (C),3.82,14,13,12,7,14,13,12,10,7,12,8,13,11,12,15,15,7,12,10,12,14,14,9,11,13,9,15,5,9,9,5,7,14,11,5,14,2,2,2,1,3,4,4,2,3,3,1,- -  -,Opt
12075171,Alassane Ndao,M/AM (RC),1.79,14,14,11,7,13,15,14,10,13,13,12,14,11,12,12,13,12,15,10,12,11,16,9,10,12,10,13,5,8,8,4,9,12,13,9,14,3,1,3,1,3,2,1,1,1,3,2,- -  -,
78088631,Santiago Rodríguez,M/AM (C),0.60,14,14,8,7,12,12,10,4,11,12,7,11,7,14,15,15,11,13,11,12,15,8,14,13,15,12,14,15,9,9,7,6,14,10,5,15,1,3,1,3,1,2,1,3,3,3,3,- -  -,
2000051504,Brian Garzon,"M (C), AM (RC)",1.43,12,11,7,9,12,11,6,4,13,7,6,8,5,13,6,15,4,10,6,6,12,10,4,1,6,6,12,5,4,6,2,2,6,4,4,12,2,3,3,1,3,1,2,2,3,2,3,- -  -,
28113832,Taylor Richards,"M (C), AM (RLC)",3.05,14,13,12,10,12,14,13,14,12,13,11,14,11,12,14,17,11,13,11,13,12,11,8,10,15,11,12,12,8,12,6,7,12,14,10,14,2,1,3,2,3,3,1,3,2,2,1,- -  -,Wnt
43038913,Daniel Bessa,M/AM (C),0.00,9,13,9,9,13,8,9,9,12,13,11,13,11,12,13,15,8,13,7,13,15,12,14,12,13,8,15,13,8,12,5,5,14,13,9,16,3,2,3,2,2,3,3,1,1,3,3,- -  -,
67214613,Pablo Fornals,"M (C), AM (LC)",4.59,12,15,12,9,14,13,15,11,15,15,8,15,12,13,14,15,11,16,12,15,15,15,10,14,11,12,16,13,8,12,7,12,16,9,13,15,1,2,1,1,2,2,2,1,1,3,3,- -  -,
61084212,Grant Savoury,"M (RC), AM (RLC)",1.60,12,12,10,6,12,14,12,10,5,6,6,11,11,12,15,13,8,8,11,11,14,11,13,11,13,11,9,6,4,9,1,1,13,6,2,13,1,3,1,1,3,4,1,3,2,1,2,- -  -,
28121572,Mark Helm,"M (C), AM (RC)",1.55,13,12,9,5,16,12,13,8,11,10,7,11,8,10,15,14,3,11,3,13,11,13,11,10,10,10,12,14,5,11,1,3,13,10,6,13,1,2,3,1,3,3,3,2,1,2,1,- -  -,
2002094376,Dušan Malešević,"M (C), AM (LC)",0.24,10,14,10,3,12,12,12,8,6,12,14,13,8,13,11,14,11,11,7,12,16,14,10,4,12,7,12,5,6,8,3,5,11,4,5,15,3,1,1,4,2,4,1,3,1,2,2,- -  -,
28085588,Andreas Pereira,"M (RC), AM (RLC)",3.74,14,15,10,6,16,14,13,8,13,12,11,12,10,10,18,16,11,14,12,14,15,16,15,13,13,12,15,14,6,15,2,8,16,14,13,16,1,1,1,2,3,1,1,3,2,2,2,- -  -,Wnt
19046041,Philippe Coutinho,"M (RLC), AM (LC)",1.91,10,11,10,6,10,8,7,6,10,12,9,14,11,12,12,18,10,16,6,11,17,11,13,13,15,11,16,16,8,15,3,4,15,13,5,19,1,4,3,3,3,2,3,2,2,3,2,- -  -,
62075209,Amar Rahmanović,M/AM (C),0.00,11,10,10,9,12,11,10,10,13,13,10,13,13,13,12,13,9,13,9,14,14,14,12,10,11,12,13,11,8,14,9,11,13,12,7,13,2,1,1,2,1,2,1,1,1,3,3,- -  -,
20046423,Brenden Aaronson,"M (C), AM (RC)",3.29,16,15,12,9,13,15,14,10,12,13,13,13,12,13,12,11,7,12,8,13,13,15,11,12,15,11,13,8,8,11,6,8,14,10,9,13,3,1,3,2,3,2,1,2,1,3,2,- -  -,Wnt
36058048,Dimitris Pelkas,"M (LC), AM (RLC)",2.23,13,15,10,7,12,12,11,8,10,13,5,16,9,12,17,17,9,14,6,14,16,12,13,12,13,10,15,13,3,13,5,5,16,10,4,15,3,1,2,3,1,1,1,2,3,2,1,- -  -,
2000033248,James Dickson,"M (C), AM (RLC)",1.97,8,12,6,6,14,10,6,4,9,7,6,9,2,11,4,12,12,10,1,7,5,10,5,6,9,4,12,5,4,6,1,3,9,4,2,13,2,4,3,3,1,2,1,1,2,2,1,- -  -,
67213141,Joni Montiel,"M (C), AM (LC)",2.52,13,15,14,6,12,12,11,8,11,14,13,14,12,13,12,15,7,14,9,11,14,12,12,11,14,11,14,14,8,12,12,6,14,11,8,15,3,4,1,3,2,2,2,1,2,3,1,- -  -,
36035173,Petros Mantalos,"M (C), AM (RLC)",1.90,10,11,11,7,12,10,11,7,10,13,8,13,11,12,14,14,14,13,9,14,17,13,14,14,12,10,14,13,10,11,4,9,16,13,8,16,3,2,3,1,1,2,1,2,3,2,2,- -  -,
67260201,Oier Zarraga,M/AM (C),0.09,13,13,12,7,12,13,14,14,15,13,14,10,12,13,14,10,9,10,13,13,12,15,8,8,10,7,12,7,12,12,6,10,13,11,11,12,1,1,2,1,3,2,2,2,1,1,2,- -  -,
2000140655,Cian Philpott,"M (C), AM (RLC)",2.13,12,10,8,11,13,11,9,5,15,7,5,6,5,12,3,12,8,7,5,7,7,11,6,6,10,8,8,6,5,7,1,4,8,2,5,12,1,1,2,2,2,2,3,3,2,1,2,- -  -,
28106999,Brahim Díaz,"M (C), AM (RLC)",3.19,15,17,14,7,14,15,13,8,8,13,12,15,13,13,17,15,9,15,10,13,15,13,14,14,16,10,16,11,7,13,7,6,16,13,8,17,2,4,1,2,1,3,3,2,1,1,4,- -  -,
20046519,Richard Ledezma,M/AM (C),2.60,14,13,12,6,11,13,13,9,11,13,8,13,10,13,11,15,8,12,6,12,14,11,13,11,13,10,14,13,8,10,6,4,13,7,5,14,1,3,1,3,1,2,1,2,4,2,2,- -  -,
77018477,Edison Flores,"M (LC), AM (RLC)",1.07,11,12,6,6,11,11,9,6,6,12,6,12,10,10,9,15,5,12,10,12,14,9,15,13,11,10,14,12,8,12,13,5,14,13,8,16,1,3,3,4,2,3,1,1,3,2,3,- -  -,
29126225,Josh Onomah,M/AM (C),2.80,15,14,14,10,15,14,12,14,9,13,12,15,10,14,14,16,5,12,11,13,13,12,9,11,14,11,13,12,8,12,4,11,13,8,11,15,2,1,2,2,2,3,3,1,3,1,2,- -  -,
29240049,Brahima Diarra,"M (C), AM (RC)",0.00,13,11,11,8,12,13,14,12,13,11,7,9,12,9,15,12,5,10,8,11,13,15,6,6,12,8,11,8,7,7,5,9,10,5,8,11,1,2,3,1,3,1,1,2,1,1,1,- -  -,
2002084522,Slobodan Đurić,"M (C), AM (LC)",0.00,9,6,8,12,17,7,13,11,11,11,8,13,6,10,5,12,12,12,4,9,12,12,5,7,8,6,10,8,5,7,4,6,12,5,7,9,2,2,2,2,1,3,2,2,1,3,3,- -  -,
72052911,Peter-Lee Vassell,M/AM (C),3.87,15,13,6,11,13,14,12,8,8,12,6,12,11,12,14,16,8,12,9,13,14,11,8,10,12,7,10,7,8,9,1,7,13,8,8,13,2,2,2,3,2,3,2,1,1,1,2,- -  -,
98003827,Xherdan Shaqiri,"M (RC), AM (RLC)",2.20,7,10,14,5,13,8,8,6,11,12,11,16,11,13,12,16,11,14,7,11,16,10,13,15,11,11,16,14,5,13,5,5,16,11,6,15,4,3,2,3,2,3,1,3,3,1,3,- -  -,
62096212,Mijat Gaćinović,M/AM (LC),2.13,15,15,9,8,13,13,13,6,13,13,10,12,12,13,13,15,10,14,8,15,13,15,10,12,14,8,15,10,9,11,6,8,14,11,8,14,3,3,3,3,3,1,4,2,2,2,1,- -  -,
2000030130,João Neves,M/AM (C),5.60,14,17,16,5,15,15,15,13,10,14,14,15,14,14,16,16,11,15,12,13,16,14,12,13,14,12,17,14,9,15,7,10,16,14,12,16,1,3,3,1,4,3,3,1,1,2,2,- -  -,
2000016223,Rafiq Khaleel,"M (C), AM (RC)",0.00,13,12,10,7,13,12,15,10,5,10,7,12,8,11,11,14,9,11,7,8,13,9,7,8,12,7,8,7,6,9,2,4,10,8,5,12,1,3,4,1,2,1,3,1,4,1,1,- -  -,
28065853,John O'Sullivan,M/AM (C),2.96,10,11,8,9,12,11,10,11,15,11,12,9,11,10,13,12,13,11,10,12,11,13,12,10,10,8,10,8,8,10,5,8,12,7,8,10,3,3,2,4,2,3,3,2,1,1,3,- -  -,
29156567,Josh McCammon,M/AM (C),3.10,11,11,11,4,11,10,9,6,6,8,5,12,4,7,9,14,6,9,4,7,11,5,8,7,10,6,12,8,4,7,12,3,10,7,3,12,2,4,1,1,1,3,1,3,2,1,3,- -  -,
28047880,George Moncur,"M (LC), AM (RLC)",1.36,9,11,11,7,8,9,9,11,11,11,9,12,9,11,12,15,10,12,7,11,13,10,11,10,9,10,13,14,6,12,5,6,13,10,6,13,1,3,2,2,1,3,3,1,3,2,2,- -  -,
79012587,Oscar Romero,"M (C), AM (RLC)",3.24,9,11,10,8,13,10,10,7,14,12,13,14,9,14,12,17,7,15,8,13,14,12,13,11,12,13,16,15,6,14,10,8,16,12,7,16,1,2,1,3,2,1,3,2,2,4,1,- -  -,Inj
61068991,Kyle Magennis,"M (C), AM (RC)",2.86,12,12,10,9,12,10,12,12,13,14,10,16,11,8,14,13,11,12,10,12,13,14,12,11,14,13,13,13,5,14,4,10,14,9,11,14,3,1,2,3,3,2,2,2,3,1,3,- -  -,
37079134,Salah Oulad M'Hand,M/AM (C),1.79,14,14,11,13,12,13,11,8,8,12,8,13,7,11,14,14,7,13,6,12,14,12,10,10,12,9,13,10,8,12,8,5,13,4,6,14,3,1,3,2,3,2,1,2,1,3,1,- -  -,
28122645,Ben Cottrell,"WB (L), M/AM (RLC)",2.59,14,13,10,2,12,11,9,5,11,11,11,12,7,9,13,13,5,12,4,13,12,13,9,6,11,8,12,10,4,8,1,3,11,10,6,11,3,3,1,3,3,3,2,1,4,3,2,- -  -,
2002082312,Andrew Connolly,"M (RC), AM (C)",1.09,10,9,14,7,12,10,13,8,19,11,4,11,8,14,6,16,6,11,9,15,12,12,8,5,7,8,11,13,5,7,5,4,11,6,5,13,3,2,2,3,1,1,3,3,2,1,2,- -  -,
29191774,Armando Dobra,"M (L), AM (RLC)",1.46,13,13,15,5,12,12,10,10,12,11,13,12,10,10,14,13,5,9,8,9,10,11,7,8,14,8,10,7,5,8,4,4,9,7,4,11,1,2,1,1,2,1,1,1,2,2,1,- -  -,
28127369,Owen Hesketh,M/AM (C),3.10,13,13,6,6,11,14,10,6,15,10,7,12,5,9,15,13,8,9,5,8,14,9,6,5,13,8,13,6,6,5,2,5,13,5,6,11,4,3,3,2,3,3,3,2,1,3,3,- -  -,
48043095,Rafik Guitane,"M (C), AM (RC)",1.88,13,16,14,4,12,13,11,9,7,14,9,15,11,13,8,15,12,15,8,9,15,11,12,12,15,8,13,12,6,9,5,5,13,9,4,16,1,1,2,2,3,1,1,2,1,2,3,- -  -,
55063378,Francisco Geraldes,M/AM (C),2.10,10,14,13,5,12,12,12,6,15,12,5,16,8,12,9,15,10,11,8,14,16,13,12,12,12,11,15,15,5,10,3,6,15,10,5,16,3,2,1,1,2,1,3,1,2,3,3,- -  -,
89014323,JJ O'Donnell,"M (C), AM (RC)",2.73,8,6,7,4,11,7,8,6,14,9,10,10,10,10,17,12,15,12,7,10,11,13,2,4,9,9,11,7,7,8,2,5,13,8,6,13,3,2,3,1,1,3,2,1,1,1,4,- -  -,
2002081650,Wayne Lawrence,"M (C), AM (LC)",3.67,17,13,16,9,7,15,13,13,5,13,12,12,8,15,10,13,10,15,9,12,16,14,8,9,10,13,15,9,5,6,5,6,12,8,7,14,3,1,2,2,3,1,3,1,3,2,3,- -  -,Wnt
2002081364,Andrea Pesci,M/AM (C),1.99,13,13,13,10,9,13,15,13,7,11,7,12,5,13,15,15,5,12,9,8,11,12,10,6,9,13,13,13,7,11,6,6,9,12,5,16,2,1,2,3,1,3,1,3,1,1,2,- -  -,
67197125,Marco Asensio,"M (RC), AM (RLC)",2.81,14,14,11,9,17,14,13,11,9,13,10,14,11,13,15,17,8,12,11,12,15,12,15,14,14,15,16,15,7,17,6,4,15,13,7,18,3,3,1,3,1,3,2,2,3,3,1,- -  -,
28106925,Antony Evans,"M (RC), AM (RLC)",1.99,10,10,9,9,11,10,11,6,12,9,13,11,8,11,16,13,6,9,6,10,11,9,12,8,10,10,11,15,7,11,1,4,10,10,5,10,1,3,3,1,1,1,3,3,3,1,3,- -  -,Ask
52097526,Darragh Burns,M/AM (RLC),2.31,14,14,14,7,13,14,13,10,10,9,10,13,8,13,13,13,6,13,10,11,13,12,7,11,13,9,12,5,7,13,4,5,13,11,6,13,1,2,2,1,1,2,2,1,3,4,3,- -  -,
67179125,Ivi López,"M (C), AM (RLC)",0.34,13,10,12,8,12,11,10,8,12,13,14,14,12,13,13,15,12,13,8,10,15,12,11,11,11,10,14,16,8,12,4,5,14,15,6,14,3,3,2,3,3,3,3,1,2,2,3,- -  -,
75018971,Martín Rodríguez,"M (LC), AM (RLC)",1.77,12,14,10,6,15,12,10,8,6,14,7,12,10,12,13,16,6,14,7,12,15,10,12,13,12,11,16,13,6,11,7,6,13,12,6,14,1,1,3,2,2,3,3,1,1,2,1,- -  -,
2000109409,Louis Baker,"M (C), AM (LC)",0.79,10,11,11,11,7,10,8,8,11,12,9,12,5,10,14,12,12,13,4,8,11,10,7,9,9,9,12,10,7,12,6,4,12,3,5,12,2,1,2,2,4,1,3,4,3,3,2,- -  -,Opt
49052213,Robert Navarro,"M (C), AM (RLC)",2.74,15,14,14,8,15,15,13,14,7,14,8,14,9,14,11,14,11,14,7,12,16,13,12,12,14,8,15,11,7,13,3,4,14,10,6,16,1,2,3,2,1,2,1,2,3,2,3,- -  -,
85084448,Florent Mollet,"M (RC), AM (RLC)",1.81,11,11,11,5,14,11,12,8,13,12,11,15,10,13,13,14,8,13,8,12,15,10,15,14,9,12,16,16,6,15,5,7,14,12,8,14,1,3,3,3,2,1,3,1,3,2,3,- -  -,
28121368,Marcel Lewis,M/AM (RLC),2.89,16,14,8,5,12,12,11,8,9,9,8,10,10,10,16,13,14,9,10,8,9,15,13,10,10,8,9,15,10,11,7,7,8,9,9,11,2,2,3,3,3,1,2,1,1,2,2,- -  -,Opt
2002094919,Peter Borbély,"M (C), AM (LC)",0.00,6,10,10,6,12,8,8,6,9,6,12,8,4,8,14,15,5,9,4,8,14,4,11,6,7,9,10,9,3,9,3,1,11,5,3,14,2,2,3,3,1,1,3,4,1,2,1,- -  -,
29193659,Jacob Ramsey,M/AM (C),4.12,14,15,14,12,13,15,14,14,9,14,14,15,12,13,15,13,10,14,11,14,15,15,8,11,15,13,14,7,10,13,7,11,14,9,11,14,3,2,3,1,1,3,3,2,2,3,1,- -  -,Inj
18100784,Daan Heymans,M/AM (C),3.86,13,12,10,13,9,12,13,10,13,13,14,13,12,12,14,9,11,16,10,13,14,13,10,10,9,11,13,9,10,12,8,10,14,12,9,13,1,1,1,4,1,1,2,4,3,2,1,- -  -,
28127254,Elliot Anderson,"M (C), AM (RLC)",2.51,12,13,14,11,12,12,14,12,14,12,14,13,11,12,14,14,9,12,12,14,13,15,11,12,14,12,13,12,10,13,3,9,12,11,10,12,3,2,3,1,2,2,2,3,1,2,3,- -  -,Wnt
2000128218,Archie Kieran,M/AM (C),0.07,8,10,5,4,14,8,3,4,12,11,2,10,4,8,6,12,13,9,4,6,15,8,8,4,10,5,13,6,7,4,3,3,11,5,4,13,2,2,1,3,3,2,3,1,1,1,3,- -  -,
2000198037,Dylan Scicluna,M/AM (C),3.01,10,8,9,2,13,7,15,8,11,9,7,11,4,12,4,14,6,10,5,6,14,10,7,5,8,5,8,5,6,5,1,6,13,7,7,13,3,1,3,1,2,3,2,2,2,3,3,- -  -,
28127132,Wanya Marçal-Madivádua,"WB (RL), M/AM (LC)",3.13,12,8,13,9,15,15,13,11,12,12,6,12,12,11,12,12,6,11,9,11,13,12,7,10,12,10,12,9,9,9,7,8,13,7,8,13,3,3,3,2,2,1,1,2,2,2,2,- -  -,
59058823,Namik Ələskərov,M/AM (RLC),0.00,13,13,8,6,9,12,13,5,9,12,8,11,5,12,14,12,10,13,5,8,10,10,5,9,12,6,13,7,6,8,4,3,12,6,6,12,3,2,1,1,3,1,2,3,1,2,2,- -  -,
2000023981,Alberto Centis,"M (C), AM (RC)",0.00,9,12,8,4,15,13,11,6,8,10,8,9,10,10,18,8,5,10,6,6,7,11,2,8,12,14,12,6,2,8,5,3,13,5,7,10,2,1,3,2,1,1,2,1,1,2,1,- -  -,
2002084155,Caleb Cusato,"M (C), AM (RC)",0.00,4,7,5,8,12,6,5,4,10,7,5,6,4,14,12,11,10,11,3,14,11,9,5,4,8,4,8,8,6,3,2,2,5,9,4,13,3,3,1,2,3,1,3,1,1,2,1,- -  -,
2002081297,Jan Zich,AM (RLC),1.82,13,16,12,10,15,14,13,10,10,14,9,14,9,13,18,17,7,12,7,14,10,14,9,9,16,13,13,12,10,13,3,3,15,9,4,16,4,2,1,3,2,1,1,1,3,1,2,- -  -,
43317758,Gianluca Gaetano,M/AM (RLC),3.00,12,14,12,9,15,13,14,10,9,13,8,11,8,13,14,15,8,14,9,13,14,12,13,12,15,11,14,12,6,12,6,5,14,12,6,15,4,4,2,1,2,3,3,3,4,4,2,- -  -,
28085968,Jack Byrne,"M (LC), AM (RLC)",2.45,12,13,13,7,13,12,12,11,13,9,12,13,11,11,14,16,6,12,9,11,13,11,15,13,12,10,13,12,7,12,5,8,14,9,6,12,3,2,1,1,1,1,3,2,3,2,1,- -  -,
48044736,Hamza Rafia,"M (LC), AM (RLC)",1.68,13,13,12,8,12,14,13,10,10,10,9,13,11,11,14,14,10,11,10,10,13,10,14,14,14,10,15,13,7,12,4,5,15,10,4,14,2,4,1,1,1,1,3,1,2,3,2,- -  -,
67248160,Cristian Rodríguez,"M (RC), AM (RLC)",2.17,12,13,10,8,12,12,11,9,12,13,7,12,10,12,16,14,10,13,10,12,13,11,13,10,12,11,14,11,8,12,1,10,15,8,9,14,3,3,3,1,3,3,3,2,1,2,1,- -  -,
28109942,Will Smallbone,"M (C), AM (LC)",2.11,12,14,13,11,13,12,14,10,7,14,7,14,14,13,11,12,10,14,10,14,13,13,9,12,13,10,13,9,9,9,6,7,14,9,10,14,3,1,3,3,2,3,3,1,2,4,3,- -  -,
28127130,Ethan Fitzhugh,"M (C), AM (RLC)",2.70,11,11,8,6,12,12,13,7,10,12,9,12,11,8,12,9,4,13,10,8,11,12,8,8,12,7,9,6,5,9,9,6,10,7,6,11,1,3,3,1,3,2,1,1,3,3,2,- -  -,
29179387,Ewan Henderson,"M (C), AM (RLC)",1.81,11,11,11,13,17,12,10,8,11,12,9,11,10,16,9,12,7,15,11,14,14,13,9,10,12,9,13,11,9,10,3,11,11,6,8,13,3,2,1,2,1,2,2,3,3,1,1,- -  -,
62154498,David Tijanić,M/AM (C),2.84,12,13,9,7,12,12,11,11,12,13,10,13,12,12,12,15,12,13,8,13,15,13,12,9,13,10,14,13,6,13,4,5,14,8,6,15,2,1,2,1,2,2,3,3,1,3,2,- -  -,
43029904,Luca Tremolada,"M (C), AM (RLC)",2.84,10,9,8,7,17,10,10,5,8,12,12,12,10,12,12,16,8,11,8,11,13,10,11,11,10,10,14,16,8,14,2,4,14,10,7,15,1,1,1,1,1,1,1,1,1,1,1,- -  -,
29156207,Danny Mandroiu,"M (LC), AM (RLC)",2.82,13,13,13,9,12,13,11,11,11,9,6,13,9,12,11,14,8,11,8,12,13,9,10,11,12,11,12,7,9,13,7,7,14,11,8,14,2,4,2,1,3,2,3,3,1,1,3,- -  -,Inj
2000068513,Robert Wagner,M/AM (RLC),2.96,13,13,13,13,16,13,15,14,15,13,12,10,13,12,12,9,12,10,10,12,14,15,8,11,13,9,13,8,9,12,11,8,14,8,10,13,2,3,3,3,3,1,3,1,3,2,3,- -  -,
13158211,Kelechi Nwakali,M/AM (C),1.03,13,14,13,11,14,13,13,12,12,11,9,13,9,12,6,16,6,12,10,12,16,10,12,12,13,11,16,14,10,12,8,4,16,11,3,15,3,2,2,1,2,1,1,3,2,3,1,- -  -,
78079444,Nicolás de la Cruz,"M (RLC), AM (LC)",3.62,14,15,9,7,13,14,13,5,11,12,8,11,12,13,13,16,8,13,9,13,14,16,14,12,13,12,14,13,5,15,6,5,14,12,9,14,3,3,4,2,2,3,3,4,1,2,3,- -  -,Inj
2002095452,Isaac Tabone,"M (C), AM (RC)",2.52,14,12,14,9,12,12,10,8,13,7,5,7,1,6,10,13,14,7,2,3,7,4,8,6,11,7,8,8,6,5,2,3,11,7,5,14,1,4,3,1,3,1,1,3,1,3,3,- -  -,
2002095276,Jeredy Cronie,AM (LC),2.15,11,13,15,3,14,13,11,7,7,9,7,8,6,11,5,15,10,11,3,10,13,14,10,8,9,9,12,12,10,10,3,4,12,6,4,13,3,2,2,1,1,1,3,1,3,1,2,- -  -,Yth
2000198336,Archie Coulter,M/AM (C),0.07,12,11,6,4,12,12,11,3,15,6,3,10,4,11,8,15,4,8,1,6,13,11,3,3,6,6,11,1,3,5,1,3,6,1,1,7,1,1,2,3,1,3,2,3,1,3,3,- -  -,
22035923,Todor Nedelev,M/AM (RC),0.38,9,10,9,6,10,8,8,5,8,12,8,12,11,13,12,16,10,12,7,11,18,11,17,16,11,12,13,16,3,13,5,4,17,13,5,14,1,2,4,3,2,2,1,3,2,2,4,- -  -,
72040331,Jonathan Osorio,M/AM (RLC),3.30,9,10,12,6,13,10,9,6,11,13,12,12,11,13,15,13,12,13,10,13,14,14,10,11,11,11,14,9,7,10,3,11,14,7,10,14,2,1,4,3,2,1,2,3,2,3,1,- -  -,Wnt
83111513,Nuno Moreira,M/AM (RLC),0.00,13,15,14,6,13,12,12,10,11,12,10,13,10,13,12,14,8,13,9,11,13,13,14,14,15,10,14,12,5,12,3,6,14,10,8,16,3,3,2,3,2,3,1,3,3,2,3,- -  -,Opt
2000087605,Will Alves,"WB (R), M/AM (C)",2.89,16,15,12,10,16,15,13,9,10,12,9,12,8,12,12,17,6,11,7,10,16,11,10,11,14,9,12,12,10,11,3,9,13,4,6,15,1,4,2,2,2,2,2,3,4,2,2,- -  -,Loa
27119215,Magnus Mattsson,M/AM (LC),2.48,14,13,10,6,12,12,12,7,8,13,9,13,12,13,15,14,8,13,4,14,13,14,13,13,13,12,14,13,7,12,5,4,13,14,2,14,1,1,1,2,2,2,3,3,1,3,1,- -  -,
43044189,Marcello Falzerano,M/AM (RLC),1.64,9,10,7,7,14,9,7,6,13,12,11,11,13,10,13,15,10,13,9,13,12,10,7,11,7,10,12,9,6,8,4,5,14,11,8,12,4,2,3,1,1,1,2,3,3,3,1,- -  -,Ret
28086152,Greg Olley,"M (RLC), AM (C)",2.79,11,12,9,7,12,12,12,7,6,9,7,14,10,12,14,11,14,12,7,9,12,13,9,10,11,11,9,16,6,9,2,8,11,7,6,10,3,2,2,1,3,1,2,3,2,1,1,- -  -,
61058564,Liam Henderson,M/AM (C),3.97,12,11,12,11,16,12,15,12,14,13,14,13,13,14,15,12,11,14,10,14,13,15,11,11,9,9,14,12,7,13,4,9,15,9,11,14,2,3,1,1,3,3,4,1,3,3,1,- -  -,Inj
29084521,Jack Payne,M/AM (RLC),2.11,11,13,8,4,10,8,10,6,7,11,6,12,8,10,10,13,7,12,6,11,12,10,7,9,10,9,12,7,5,10,3,5,13,11,5,11,3,4,1,2,1,3,3,3,3,1,4,- -  -,
67199430,Daniel Ndi,"M (C), AM (LC)",0.20,11,10,9,5,11,10,9,9,12,8,15,8,6,8,8,12,12,11,9,10,8,12,5,8,9,8,10,5,6,8,5,5,10,8,7,13,3,3,3,3,3,3,1,2,3,2,3,- -  -,
29194708,Jon Benton,M/AM (LC),1.62,10,10,8,8,15,10,10,11,15,12,8,9,10,7,13,7,11,9,6,10,9,14,5,9,11,8,9,8,5,12,4,6,10,3,4,7,1,4,2,3,3,3,2,2,2,3,2,- -  -,
