UID,Name,Position,Pr passes/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
67293495,Pedri,"M (C), AM (RLC)",5.58,15,17,15,7,16,14,16,11,11,17,11,17,16,17,14,18,11,15,10,13,19,15,10,15,18,11,18,11,8,13,7,7,17,12,9,18,1,1,3,2,2,1,2,2,1,3,1,- -  -,
2000071391,Ollie Wright,M/AM (C),0.00,11,12,10,7,12,9,7,10,13,10,11,12,8,10,5,12,4,12,7,10,14,12,10,7,12,6,10,9,9,8,6,4,13,11,5,11,2,4,2,2,1,4,1,1,1,2,2,- -  -,
55070289,Matheus Pereira,"M (RL), AM (RLC)",0.30,15,16,12,6,14,14,12,7,9,11,9,14,8,12,8,17,6,14,6,11,15,8,14,16,15,13,15,13,6,15,7,5,14,11,5,16,1,2,3,4,2,2,3,3,4,1,1,- -  -,
49048469,Enzo Millot,"M (C), AM (RLC)",2.73,15,18,14,8,14,16,15,12,11,15,13,17,12,15,13,14,12,17,12,13,18,14,11,12,16,9,15,11,11,14,4,3,16,12,5,16,3,3,4,1,2,2,1,1,1,1,3,- -  -,
29115801,Kasey Palmer,"M (C), AM (RLC)",1.81,12,13,11,12,14,11,11,13,9,12,11,12,10,11,13,16,7,11,9,12,14,12,12,10,12,10,13,16,7,11,8,8,12,12,8,12,1,2,2,3,1,3,3,2,1,3,3,- -  -,
19270245,Pedrinho,"M (R), AM (RLC)",2.10,15,16,10,4,12,15,11,7,8,13,9,14,12,12,14,16,7,15,7,13,15,11,13,14,14,11,17,13,6,12,5,6,13,10,5,16,1,1,1,3,2,2,2,3,1,1,2,- -  -,
75045691,Marcelino Núñez,"M (C), AM (RC)",3.04,12,14,14,6,14,11,14,10,9,14,11,17,12,12,16,16,8,13,11,13,16,12,12,13,14,10,15,14,6,14,12,7,16,15,7,15,2,3,1,1,2,3,1,3,3,1,3,- -  -,
45095577,Ritsu Dôan,"M (R), AM (RLC)",2.78,13,16,14,6,15,13,13,11,13,13,11,14,11,11,12,13,8,12,7,13,16,13,12,12,13,10,15,10,7,9,6,5,13,13,6,17,2,1,2,1,2,3,3,3,1,3,3,- -  -,Opt
67199158,Brais Méndez,M/AM (RC),2.74,13,15,10,12,13,13,13,11,9,15,10,16,15,15,6,15,11,15,11,15,15,15,15,14,13,15,16,13,10,13,10,6,16,10,9,16,3,2,3,2,2,1,1,3,2,3,2,- -  -,Opt
2000053170,Takuhiro Nakai,M/AM (C),-,13,13,10,8,13,14,11,11,6,12,10,13,10,13,10,16,10,10,8,12,16,12,9,7,16,9,17,10,6,12,4,4,16,5,9,16,2,2,4,2,1,1,3,1,3,2,3,- -  -,Loa
81062162,Trayvon Reid,M/AM (RLC),0.18,14,14,8,7,14,13,10,10,10,5,9,13,6,13,16,15,11,13,7,9,11,9,7,5,14,8,9,7,6,8,6,1,11,4,6,12,2,2,2,3,3,3,1,1,1,1,3,- -  -,
67155012,Rubén García,M/AM (RLC),3.06,13,14,11,5,13,13,13,11,11,14,14,14,13,14,15,17,7,16,6,14,17,13,14,15,12,12,15,15,9,13,4,5,14,13,9,16,2,3,1,3,2,3,3,4,3,1,1,- -  -,
67260204,Oihan Sancet,M/AM (C),5.08,15,14,10,16,16,15,15,15,11,15,10,14,14,17,16,17,11,16,12,13,17,14,7,9,11,13,17,11,11,10,7,10,17,12,10,16,3,1,2,3,3,1,2,3,3,2,3,- -  -,
14060324,Alejandro Romero Gamarra,"M (C), AM (RLC)",0.00,14,15,8,5,14,14,12,7,5,13,14,13,12,13,13,15,5,15,5,11,15,10,14,13,12,12,14,14,6,14,3,3,14,14,3,16,4,3,3,3,3,2,4,3,3,1,3,- -  -,
83120995,Ricardinho,"M (L), AM (LC)",0.00,14,16,9,7,12,14,11,8,12,12,11,12,10,12,14,14,8,13,6,9,12,12,11,10,13,11,13,6,8,8,6,5,12,10,6,14,2,3,2,1,1,2,1,3,1,3,1,- -  -,
49037827,Sofiane Diop,M/AM (RLC),5.54,15,16,14,5,14,15,14,10,13,13,13,15,13,13,15,16,10,14,8,12,14,14,13,13,15,11,15,13,9,11,3,5,16,12,7,16,2,2,3,2,3,1,2,2,3,2,1,- -  -,
2000053186,Tomas Kalinauskas,M/AM (RLC),0.00,13,12,9,7,16,12,10,7,12,9,6,8,10,9,14,15,7,10,9,8,10,9,10,8,11,6,9,12,7,9,3,7,8,8,5,11,4,1,1,3,3,4,2,3,3,4,2,- -  -,Opt
29137177,Shea Gordon,M/AM (C),0.78,10,10,9,9,15,11,15,11,6,11,9,12,11,12,17,9,12,13,12,16,11,12,4,5,10,9,10,6,7,9,3,8,11,3,10,10,3,1,3,3,1,1,3,2,2,3,1,- -  -,
67201783,Emiliano Buendía,"M (R), AM (RC)",2.53,15,17,16,8,14,14,13,11,15,15,12,17,12,13,16,18,6,16,10,12,17,14,15,15,15,11,16,16,6,11,5,5,16,10,7,17,3,1,2,3,3,2,1,3,3,3,3,- -  -,
16157584,Manfred Fischer,M/AM (RLC),0.53,14,15,12,9,13,13,12,12,11,12,11,13,12,12,12,11,8,14,10,13,12,12,8,10,9,7,13,5,7,6,7,8,13,7,10,12,2,2,2,1,2,3,1,1,4,1,3,- -  -,Opt
83168782,Xadas,M/AM (RC),2.18,11,12,14,9,15,12,12,12,8,9,12,12,10,11,12,16,11,13,9,10,14,8,16,14,12,11,15,17,7,17,7,7,14,16,2,16,3,2,2,1,1,3,2,3,1,2,3,- -  -,Opt
67281485,Rodri,M/AM (RC),3.21,15,15,14,7,13,15,14,12,11,14,11,13,11,14,14,14,13,13,10,10,17,11,10,13,15,11,15,8,8,13,12,8,15,11,9,17,3,3,1,2,3,2,3,3,4,4,2,- -  -,
61072668,David Turnbull,M/AM (C),2.80,9,14,12,12,13,11,12,11,10,16,11,16,12,13,17,16,13,15,10,12,15,10,12,14,12,12,14,13,9,13,5,7,15,16,11,16,2,1,2,2,1,3,1,2,1,3,1,- -  -,
37064613,Gaétan Bosiers,"M (LC), AM (RLC)",1.17,13,11,7,12,15,12,11,7,7,13,12,14,13,13,8,12,8,13,7,12,13,11,11,10,11,8,13,10,8,10,8,9,14,6,7,11,1,3,3,2,2,4,3,3,2,1,2,- -  -,
19290393,Léo Sena,M/AM (C),0.77,10,11,12,8,6,11,8,10,11,14,12,13,14,13,13,12,13,13,14,14,14,14,14,10,11,6,13,12,10,13,3,12,14,12,10,13,2,3,2,3,4,2,3,3,2,2,2,- -  -,
28044429,Patrick McEleney,M/AM (RC),2.42,10,8,11,8,12,9,8,10,8,12,6,12,6,11,13,15,13,13,4,8,13,8,13,11,10,10,14,14,8,13,2,3,13,13,3,14,4,1,3,1,3,2,2,3,1,1,4,- -  -,
28123424,Kevin González,AM (C),0.00,10,8,7,7,10,9,9,6,14,7,5,8,4,13,5,13,10,11,4,7,11,11,7,4,13,12,13,6,6,5,2,4,12,5,4,14,2,2,2,2,3,3,3,2,1,3,3,- -  -,
14112088,Lucas Robertone,M/AM (C),0.00,13,14,13,7,14,12,13,11,13,13,13,15,11,13,13,15,8,16,12,14,17,13,13,12,9,12,15,15,8,14,4,8,13,11,7,15,2,3,1,2,2,1,3,2,3,2,1,- -  -,Opt
43500258,Jacopo Fedrizzi,M/AM (RC),0.00,10,9,6,3,10,12,12,9,12,12,13,8,12,8,11,11,6,11,9,10,11,8,9,7,9,5,6,5,7,7,6,7,11,9,5,7,2,2,2,1,2,2,2,2,1,1,1,- -  -,
28116912,Jayden Onen,M/AM (C),0.00,13,9,11,9,12,12,12,10,9,11,12,9,13,9,11,12,7,11,6,8,9,11,10,9,11,10,9,8,7,13,5,4,9,12,5,9,3,1,2,3,1,2,3,2,3,2,1,- -  -,
70099762,Abdülkadir Ömür,M/AM (RC),2.92,14,16,10,7,14,14,12,10,12,13,15,14,13,12,16,18,11,18,8,14,14,15,12,12,15,13,14,13,7,13,3,8,16,11,6,18,3,3,2,1,2,1,2,2,1,1,1,- -  -,
2000138516,Paul Wanner,"M (C), AM (RLC)",2.94,16,16,15,13,16,15,14,11,6,13,9,15,12,14,13,17,7,15,10,12,17,13,13,13,17,11,16,15,9,14,5,9,15,14,7,17,2,3,1,1,2,2,2,2,2,3,1,- -  -,Inj
67258407,Riqui Puig,M/AM (C),5.34,13,16,15,5,15,12,11,8,5,17,10,16,13,14,11,16,11,14,6,11,18,7,9,11,15,6,16,11,6,10,5,4,16,10,6,17,3,2,1,3,3,1,3,1,2,3,1,- -  -,
2000027031,Isaac Price,"M (C), AM (RLC)",0.75,11,11,10,13,10,11,10,10,13,11,9,11,8,11,12,14,2,16,9,13,11,10,7,9,11,7,16,7,9,9,7,8,10,6,7,11,1,2,4,1,4,3,1,3,3,3,1,- -  -,
28109888,Angel Gomes,M/AM (RLC),2.94,14,15,12,5,12,14,12,8,8,12,8,14,10,13,14,18,10,13,7,10,16,10,12,13,15,12,15,13,6,13,4,7,16,11,7,16,1,1,2,2,2,2,1,2,1,2,2,- -  -,
18054098,Alexandre De Bruyn,M/AM (LC),0.45,12,11,8,7,12,11,9,7,9,11,12,13,12,12,14,13,6,8,10,12,13,11,10,11,10,8,14,7,8,7,8,5,13,13,6,15,3,1,1,1,2,2,2,4,1,4,2,- -  -,Ret
48042518,Thanawat Suengchitthawon,"WB (R), M/AM (C)",0.11,11,12,12,9,12,12,12,9,15,11,13,12,12,12,6,14,14,13,9,12,16,12,14,10,13,8,13,12,9,12,12,7,14,12,4,14,1,3,3,2,2,4,1,2,3,1,1,- -  -,
25062522,Adam Karabec,M/AM (C),1.55,16,15,14,12,14,16,15,13,5,13,7,13,14,14,14,16,9,14,8,10,12,12,9,8,13,11,15,12,9,10,7,6,13,12,6,16,2,1,3,1,1,4,3,2,1,1,2,- -  -,Opt
78059800,Giorgian De Arrascaeta,M/AM (LC),3.37,14,16,13,12,13,13,12,11,10,16,13,13,11,13,15,17,11,13,8,13,17,14,14,13,14,12,16,13,12,12,4,4,18,12,10,17,3,3,1,1,3,1,2,1,2,3,1,- -  -,
29240152,Euan Williams,M/AM (C),0.74,9,11,11,2,12,10,12,4,12,9,5,12,5,15,9,12,13,11,9,13,15,8,8,3,13,7,9,7,8,8,6,5,11,4,7,14,1,1,2,3,3,3,2,3,2,4,3,- -  -,
45109701,Masaki Watai,M/AM (RLC),1.01,12,14,15,3,13,12,11,5,10,9,7,12,8,13,14,14,7,11,9,12,14,12,14,12,14,10,16,9,3,11,4,6,13,10,8,14,3,3,3,3,1,2,3,1,2,1,3,- -  -,Opt
37057994,Ronaldo Deaconu,M/AM (C),0.76,14,12,12,8,13,12,14,11,9,13,11,13,12,13,13,14,8,12,12,12,15,13,15,11,12,12,13,13,7,13,6,7,13,12,8,13,1,1,3,1,4,3,1,2,1,1,3,- -  -,Opt
57148016,Ion Gheorghe,"M (LC), AM (RLC)",1.41,13,14,9,5,13,12,13,10,8,11,9,11,11,12,11,15,7,11,5,12,13,14,11,12,13,8,12,12,6,11,2,3,13,7,4,13,3,3,2,1,2,2,2,1,4,3,3,- -  -,
67184472,Curro,M/AM (RC),0.00,12,14,10,7,12,13,10,10,9,9,8,11,11,13,10,15,12,13,6,8,15,10,16,11,12,10,15,12,7,11,4,8,15,11,8,14,1,1,1,1,1,2,3,2,3,3,3,- -  -,
2000095307,Olly Allen,"M (R), AM (RLC)",2.83,14,10,6,11,11,11,7,5,13,4,6,6,6,5,11,10,5,9,2,7,5,11,4,8,10,9,7,5,3,6,1,1,7,4,1,11,1,2,1,2,1,2,3,3,2,1,1,- -  -,
19250980,Mauro Júnior,"D/WB (RL), M (L), AM (LC)",2.24,13,14,14,7,14,13,12,8,9,13,10,13,11,14,12,14,8,16,11,15,15,13,5,10,14,9,14,8,7,13,12,8,14,9,8,16,1,1,1,1,1,1,1,1,1,1,2,- -  -,
19408820,Gabriel Pereira,M/AM (RC),2.88,15,16,13,8,13,15,14,7,5,14,7,14,11,13,10,16,8,15,7,12,16,10,11,12,17,12,15,10,7,11,4,4,15,9,2,15,2,3,3,2,3,3,1,4,1,3,2,- -  -,
55022422,Tozé,"M (C), AM (LC)",0.00,10,11,9,5,13,13,11,4,11,12,13,14,11,13,15,15,13,12,10,11,14,12,12,13,12,11,14,14,4,12,7,4,14,13,9,14,3,2,2,1,3,3,3,3,2,2,2,- -  -,
61031704,Rory McKenzie,M/AM (RC),0.04,11,9,9,7,10,9,11,4,8,11,11,11,10,8,13,13,5,13,8,17,9,18,8,9,10,9,12,5,6,6,2,5,12,7,6,12,1,3,3,2,2,1,1,1,1,1,3,- -  -,
52097828,Dawson Devoy,M/AM (C),3.13,13,13,13,8,13,12,13,8,8,9,9,11,12,11,13,14,3,12,8,10,12,12,9,8,12,9,11,5,9,9,4,7,12,14,7,13,2,1,1,2,2,3,1,3,3,1,1,- -  -,
37045888,Bart Ramselaar,"M (C), AM (LC)",1.73,13,15,15,9,15,12,13,12,8,14,12,13,13,13,14,13,13,15,8,14,14,15,11,12,14,9,14,11,9,13,8,8,13,9,6,14,2,2,2,2,3,2,3,1,2,1,2,- -  -,
91119265,Julian Brandt,M/AM (RLC),2.29,13,14,12,11,15,15,12,10,9,14,7,12,9,11,10,16,6,13,8,10,16,12,11,13,14,11,17,13,5,13,6,4,16,10,7,17,4,2,2,1,2,1,3,3,1,3,2,- -  -,
67246435,Álex Collado,M/AM (RLC),2.28,13,15,13,7,15,14,12,8,8,11,13,14,11,13,16,17,12,15,7,9,14,9,13,14,16,12,15,15,8,13,6,7,15,13,6,17,1,2,3,1,3,3,1,1,3,3,2,- -  -,
45109737,Kanya Fujimoto,"M (C), AM (RC)",2.97,12,14,14,7,13,13,13,9,8,12,11,15,12,14,13,14,13,10,12,13,16,13,17,15,14,11,15,12,7,13,5,4,16,12,6,16,3,1,3,3,2,2,3,1,2,1,3,- -  -,
72051281,Giovanni Reyna,M/AM (LC),2.56,14,16,13,10,16,15,13,11,13,14,11,16,11,12,15,14,9,16,7,13,15,14,13,12,16,11,16,14,8,13,4,6,15,11,6,16,1,1,1,2,2,3,3,2,1,1,1,- -  -,
2002101054,Richard Tividor,AM (C),0.00,6,6,11,10,11,6,7,6,12,6,7,6,5,6,11,12,4,9,4,16,11,9,6,4,5,9,9,6,3,8,5,3,9,6,3,14,2,3,3,1,1,2,3,3,2,1,1,- -  -,
22017457,Borislav Tsonev,"M (C), AM (RC)",1.04,12,14,11,6,11,10,9,7,12,11,11,13,9,11,16,15,10,13,7,11,13,11,13,11,12,13,13,16,7,12,3,6,13,13,7,13,3,1,3,1,4,4,2,2,1,1,1,- -  -,
29086120,Jack Blake,M/AM (C),0.00,10,11,6,8,10,10,13,7,9,9,7,9,9,9,12,7,7,9,7,10,13,13,13,7,9,8,9,14,5,17,3,7,11,5,6,10,3,1,2,1,3,3,1,1,3,2,1,- -  -,
2000108512,Miguel Carvalho,M/AM (C),0.00,10,15,9,9,13,13,10,9,5,11,8,13,9,14,19,14,12,11,9,9,13,13,7,8,15,14,16,6,8,10,5,5,13,10,5,15,1,2,3,2,1,1,1,1,1,1,1,- -  -,Inj
25034201,Jaromír Zmrhal,"WB (L), M/AM (LC)",2.47,14,12,11,13,14,14,12,12,7,11,8,11,11,11,15,12,10,13,10,13,12,12,13,11,11,8,12,12,10,13,4,8,12,11,8,12,1,1,2,2,1,3,3,2,1,3,1,- -  -,
81060204,Leonardo Jibbison,M/AM (RC),0.76,12,13,11,7,14,13,11,12,12,10,12,10,12,10,12,7,15,10,11,10,11,11,9,9,12,7,10,8,9,11,5,11,11,4,11,10,3,2,2,1,2,2,2,2,2,1,3,- -  -,Trn
19186901,Otávio,M/AM (RLC),3.41,13,16,16,5,17,13,14,9,18,13,19,14,14,14,20,14,11,15,12,16,15,17,12,11,13,10,16,9,6,9,7,7,16,12,12,16,4,1,1,2,2,2,1,2,1,1,1,- -  -,
2000080965,Harry Vaughan,M/AM (C),1.96,10,12,10,2,13,10,12,6,4,11,10,12,9,10,13,10,8,13,11,11,12,14,9,8,12,11,13,9,4,8,4,9,12,4,4,13,1,1,1,3,3,1,2,2,2,3,2,- -  -,
28048721,Daniel Johnson,"WB (L), M/AM (C)",2.09,7,8,9,6,13,6,7,4,10,12,8,15,9,10,11,14,12,12,8,11,14,10,8,10,8,11,15,12,5,11,5,6,15,17,9,14,1,2,3,3,2,3,1,1,3,3,3,- -  -,
92014331,Leonardo Bittencourt,M/AM (RLC),0.80,12,11,10,6,15,12,8,5,16,12,14,12,10,12,15,15,13,13,7,12,13,16,16,15,13,11,15,13,8,11,5,6,13,10,8,15,2,3,1,2,3,2,3,4,4,2,2,- -  -,Ret
83297506,Matchoi Djaló,"M (C), AM (RLC)",0.00,14,15,15,3,14,16,14,7,11,12,11,13,11,13,13,15,8,13,10,11,15,10,14,12,15,11,13,13,9,12,5,3,12,13,5,15,2,2,2,1,3,3,2,3,1,3,2,- -  -,Wnt
47064795,Eljif Elmas,"M (LC), AM (RLC)",2.66,14,14,14,13,15,14,10,12,14,14,13,15,11,14,13,15,9,15,11,14,12,15,10,13,15,12,15,11,13,13,5,8,16,11,11,15,2,1,1,2,3,3,1,2,1,2,1,- -  -,nEU
24051702,Luka Ivanušec,M/AM (RLC),1.87,16,14,18,6,14,12,13,13,14,14,13,13,10,12,16,14,12,14,9,12,14,14,11,13,16,12,13,12,7,11,6,8,13,13,9,15,1,3,3,1,2,2,1,3,1,4,2,- -  -,
67228635,Óscar,"M (C), AM (LC)",2.24,13,15,14,9,12,13,13,11,11,14,13,14,14,15,16,19,17,15,9,14,15,15,13,11,12,12,15,17,10,16,11,5,16,13,6,15,3,2,1,2,2,1,2,2,2,3,2,- -  -,
292380028,Jamie Andrews,M/AM (C),2.69,9,11,7,9,14,9,9,7,13,7,4,9,6,13,9,13,13,14,3,7,16,11,4,5,7,8,13,5,6,12,3,6,13,3,7,11,2,1,1,2,1,3,2,2,2,1,2,- -  -,
2002082986,Travis Owen,M/AM (RC),1.01,12,14,7,5,9,14,4,5,9,6,5,5,3,6,7,15,2,8,2,4,3,2,3,7,10,4,8,7,1,3,2,1,8,4,2,12,1,2,3,2,2,3,2,1,1,2,3,- -  -,
2000082511,Quinn Sullivan,M/AM (RC),2.58,14,13,13,10,16,13,16,11,8,14,8,13,10,14,6,15,9,15,12,12,15,13,11,12,13,10,14,9,10,13,12,10,13,4,9,12,2,1,3,1,2,2,2,2,1,3,3,- -  -,Wnt
16202373,Dominik Szoboszlai,M/AM (LC),4.15,15,13,13,15,14,15,15,12,8,14,12,14,14,14,15,16,11,15,10,13,15,14,16,14,14,12,15,16,11,15,6,10,15,16,9,16,2,1,3,3,2,1,1,3,2,3,3,- -  -,
94051397,Ethan Chislett,M/AM (C),0.60,11,15,13,6,13,13,11,6,4,12,10,13,9,10,13,13,6,14,8,14,10,14,12,8,10,9,11,10,5,12,3,10,11,15,9,15,1,3,3,4,4,1,2,1,2,3,2,- -  -,
2002090665,Hussain Naseer,"M (RC), AM (C)",0.00,4,5,13,5,10,5,4,4,7,6,7,9,3,11,3,9,10,4,6,9,9,3,6,4,6,4,13,11,4,5,3,4,9,4,4,10,1,1,3,1,2,4,2,3,3,2,1,- -  -,
2002103793,Kevin Bianchi,AM (RC),3.52,16,14,15,3,16,15,9,9,9,10,7,10,7,8,10,14,3,11,7,5,9,7,12,11,16,13,12,13,10,12,2,5,8,9,5,16,3,3,2,1,2,1,3,4,2,1,2,- -  -,Inj
2000194768,Josh Robertson,AM (C),0.00,13,12,5,5,11,12,10,3,6,6,1,8,1,6,9,13,4,6,2,4,13,5,1,1,6,5,8,3,1,1,2,3,6,4,1,13,3,1,1,1,3,1,2,2,3,3,3,- -  -,
2002081305,Peter Knudsen,"M (L), AM (LC)",0.41,12,14,13,13,12,12,12,11,10,11,17,9,9,14,12,18,11,13,7,11,12,12,13,11,12,11,13,16,7,17,4,3,14,11,4,13,3,1,3,1,2,3,4,2,2,1,2,- -  -,
43077741,Alessio Vita,M/AM (RLC),0.21,11,11,11,7,16,13,11,10,11,11,8,11,12,13,10,13,8,11,9,12,11,12,15,11,10,10,14,11,11,12,10,10,12,9,11,13,4,1,3,3,3,2,2,4,3,1,3,- -  -,
14149936,Lucas Rodríguez,M/AM (LC),3.33,13,14,8,7,12,11,12,6,10,13,12,12,12,16,10,14,9,13,11,12,11,11,11,14,15,13,14,11,11,10,10,8,14,11,9,14,2,2,2,3,2,3,1,2,4,2,3,- -  -,
83174788,Afonso Sousa,"M (C), AM (LC)",1.26,15,14,12,8,13,14,12,7,13,13,10,14,8,14,13,16,12,13,9,12,15,11,12,12,15,9,14,13,5,13,5,4,13,10,6,16,1,3,3,2,3,3,3,1,3,2,1,- -  -,
92032201,Marcel Hilßner,"M (LC), AM (RLC)",0.37,9,10,9,8,9,10,8,9,8,11,8,11,8,11,13,14,7,11,6,12,14,11,13,13,10,9,14,13,5,12,6,4,13,10,6,14,3,3,1,1,3,3,3,3,1,3,3,- -  -,
24053458,Lovro Majer,M/AM (C),3.54,13,16,11,8,14,10,15,7,12,16,10,14,14,13,13,16,9,13,11,12,15,15,15,16,16,11,14,14,10,13,4,8,15,14,11,17,1,3,2,2,1,1,1,2,1,1,1,- -  -,
