Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,Temp,Spor,Prof,Pres,Loy,Inj Pr,Imp M,Dirt,Cont,Cons,Amb,Rec,Inf
Ragnar Ache,"AM (L), ST (C)",7.00,7.00,12,9,2,11,10,4,16,13,1,2,3,5,5,9,14,2,13,15,4,4,9,5,3,17,16,1,11,12,9,11,2,9,16,11,8,6,10,12,2,1,14,15,12,10,12,3,15,14,13,11,9,12,15,17,6,3,13,11,- -  -,
Błażej Czuban,"AM (RL), ST (C)",7.27,7.27,9,8,2,8,7,5,12,10,2,3,1,11,8,8,9,2,11,11,8,9,7,7,3,13,12,3,6,7,9,10,2,7,10,10,11,9,8,9,3,2,11,10,8,10,6,1,10,7,10,11,7,8,6,8,5,4,9,12,- -  -,
Wang Ziming,"AM (L), ST (C)",6.59,6.59,11,8,3,11,13,5,11,11,3,3,2,7,6,8,11,2,13,15,6,4,8,12,1,13,10,1,8,12,9,8,2,8,9,11,7,6,10,9,3,1,13,12,9,9,8,2,12,12,13,13,8,9,15,13,11,2,14,12,- -  -,
Máxuell Maia,"AM (RLC), ST (C)",6.87,6.87,9,9,1,8,8,5,12,9,2,2,2,7,13,9,12,3,10,13,5,5,10,5,2,13,13,2,7,11,11,12,3,7,12,11,6,6,8,12,3,2,14,9,8,11,10,4,11,13,8,13,10,10,6,11,5,8,11,12,- -  -,
Sam Ashford,"M (L), AM (RL), ST (C)",6.74,6.74,12,8,3,10,13,5,10,8,1,1,2,8,9,7,11,2,13,11,6,2,6,8,3,12,9,2,4,7,11,10,2,6,9,8,7,3,8,7,4,3,10,9,11,10,11,1,11,12,10,10,11,12,8,9,7,2,8,9,- -  -,Inj
Filip Jazvić,"AM (RLC), ST (C)",6.83,6.83,12,10,3,9,12,5,14,13,2,1,1,6,10,10,9,3,12,13,5,5,9,14,2,15,10,3,8,9,10,10,4,11,12,10,11,6,9,10,2,3,12,13,10,11,13,4,11,10,12,12,10,10,7,12,12,5,11,10,- -  -,Inj
Javier Acuña,"M (R), AM (RL), ST (C)",7.30,7.30,17,9,1,10,14,6,13,11,4,3,2,5,10,10,9,1,14,10,5,9,11,15,1,12,12,2,7,12,8,12,1,10,15,12,5,7,11,12,1,3,14,8,11,9,11,1,10,11,11,10,8,13,15,8,3,11,11,15,- -  -,
Oualid Azaro,"AM (L), ST (C)",7.08,7.08,15,7,2,10,8,6,16,14,4,3,1,9,12,9,14,2,16,14,4,2,7,8,3,16,13,3,4,6,11,13,1,10,18,7,6,2,10,9,3,3,16,14,7,11,16,4,16,8,5,7,6,4,5,10,12,8,13,9,- -  -,
Paul Ngué,"AM (R), ST (C)",6.63,6.63,12,7,3,6,8,6,11,7,3,3,3,5,10,7,10,2,8,15,2,6,11,5,3,13,12,2,7,12,5,7,1,5,5,5,6,4,7,6,1,3,4,10,8,7,13,2,10,10,10,15,10,10,6,17,11,3,11,13,- -  -,Ama
Wang Gang,"D/WB (R), M/AM (RL), ST (C)",6.92,6.92,12,8,3,8,9,6,12,7,2,1,4,7,10,8,13,3,10,14,5,7,8,7,1,13,11,1,6,11,9,8,3,6,13,7,7,7,9,7,2,3,14,12,7,9,14,2,11,17,17,17,13,14,11,13,10,2,11,12,- -  -,
Bruno Zdunić,"AM (R), ST (C)",6.64,6.64,12,8,2,9,9,6,12,12,2,4,3,5,10,8,13,2,10,13,4,6,9,5,2,12,12,1,9,10,11,11,3,10,7,7,7,9,8,9,2,3,12,9,10,8,12,1,12,20,8,12,8,12,15,9,7,6,11,12,- -  -,
Jack Storer,"M (L), AM (LC), ST (C)",6.91,6.91,10,8,2,7,9,6,12,12,2,1,2,5,3,6,11,3,9,12,6,6,8,7,1,11,10,3,6,8,7,9,2,7,11,5,7,7,7,9,2,1,11,11,9,9,18,1,11,4,7,4,5,10,13,5,17,15,7,10,- -  -,Ctr
Jack Stretton,"AM (RL), ST (C)",6.72,6.72,12,9,3,10,12,6,12,13,3,1,1,6,11,10,10,1,13,12,6,4,8,7,3,12,11,1,8,9,10,12,1,11,11,10,8,5,11,10,1,2,11,10,10,11,9,2,11,14,13,13,10,13,14,8,15,6,10,12,- -  -,
Godberg Cooper,"AM (R), ST (C)",6.81,6.81,10,11,1,8,14,6,16,10,1,1,2,6,9,9,14,2,11,7,4,7,11,8,2,12,13,2,5,11,9,11,1,11,10,9,9,5,9,10,3,2,12,9,12,11,10,3,13,10,10,13,8,14,10,10,5,4,11,10,- -  -,
Alexandr Saplinov,"M (C), AM (LC), ST (C)",7.69,7.69,11,10,3,10,12,6,12,10,1,4,1,9,8,13,11,3,13,12,6,2,12,11,1,14,14,2,12,6,12,12,2,10,16,7,6,8,11,10,1,4,12,11,12,10,4,2,11,13,10,11,12,11,3,13,5,6,12,10,- -  -,
Liu Jun,"M (LC), AM (L)",6.48,6.48,12,11,2,11,18,6,6,7,1,2,3,5,1,6,6,1,7,10,6,2,4,13,1,13,3,3,4,9,11,8,3,6,3,9,2,5,4,6,1,2,8,10,6,6,6,1,7,13,13,14,9,12,10,7,7,10,12,2,- -  -,Ctr
Yakou Meïté,"AM (R), ST (C)",6.74,6.74,17,10,1,13,12,6,17,10,1,2,1,8,15,11,15,1,12,14,6,8,11,8,2,15,16,2,6,10,9,13,1,12,16,9,12,9,11,10,3,3,17,13,10,12,15,1,14,11,13,15,13,12,9,12,11,8,13,12,- -  -,Inj
Cyrill Akono,"AM (L), ST (C)",6.91,6.91,10,9,3,10,10,6,13,13,3,3,1,6,11,8,12,1,13,12,6,9,9,8,2,15,11,4,8,8,10,11,4,9,15,11,6,5,11,9,1,3,10,12,9,11,7,3,12,14,15,14,14,13,7,10,7,6,13,13,- -  -,
Offrande Zanzala,"AM (RL), ST (C)",6.74,6.74,11,9,2,10,10,7,14,10,1,2,3,7,11,8,12,3,11,10,5,7,6,7,3,13,11,1,6,12,9,10,4,10,10,9,7,3,10,9,3,2,13,12,9,9,7,3,14,11,12,13,11,12,5,8,5,12,10,11,- -  -,
Teal Bunbury,"M/AM (R), ST (C)",6.75,6.75,16,12,1,10,10,7,15,10,1,2,1,10,13,10,13,1,11,14,6,6,12,12,3,14,14,1,11,10,9,11,1,11,12,9,9,6,9,8,1,1,12,11,11,14,14,1,13,8,16,16,10,4,12,10,8,16,9,14,- -  -,Inj
Joel Nouble,"AM (RL), ST (C)",7.00,7.00,10,9,3,10,12,7,18,13,1,2,2,10,11,8,14,1,12,13,6,5,7,8,1,16,9,3,5,9,8,11,2,11,13,12,10,3,7,9,1,1,10,10,8,9,6,4,13,16,11,13,9,12,8,8,3,3,14,10,- -  -,
Brandon Vázquez,"AM (R), ST (C)",7.01,7.01,13,11,1,12,11,8,15,14,3,4,1,11,13,11,12,1,13,10,7,5,8,9,3,15,12,2,7,9,11,14,1,10,12,12,9,9,10,12,2,2,11,10,13,9,10,2,11,12,13,13,11,9,13,16,11,8,13,11,- -  -,
Mike Lubino,D/WB/M/AM (L),5.78,5.78,9,6,1,6,8,8,10,8,2,1,1,8,5,11,8,1,8,14,8,7,7,7,3,18,7,1,7,7,9,14,1,4,13,12,7,7,9,9,1,1,8,7,8,7,5,3,9,19,13,10,9,13,14,4,7,5,11,9,- -  -,
Bartosz Śpiączka,"M/AM (R), ST (C)",6.58,6.58,14,10,1,11,12,8,13,12,1,1,1,9,10,11,12,1,12,12,4,4,10,9,3,12,14,4,6,11,11,12,3,10,14,10,9,6,8,12,1,1,13,13,10,11,14,3,11,13,13,13,14,13,5,10,12,4,10,13,- -  -,
Will Evans,"WB (L), M/AM (LC), ST (C)",7.21,7.21,12,8,3,10,15,9,13,16,2,4,2,7,2,12,12,2,8,13,5,1,8,9,1,12,7,1,3,5,7,9,4,8,13,9,6,2,7,9,2,3,10,10,7,10,4,2,11,9,14,11,10,12,9,8,8,1,12,3,- -  -,
Tomáš Jursa,M/AM (RC),6.79,6.79,14,6,1,12,12,9,12,8,1,3,4,7,12,8,11,1,9,11,10,10,11,13,2,10,15,2,11,9,13,9,3,11,10,9,11,8,15,9,2,1,15,10,8,10,14,3,11,12,10,12,13,12,9,12,14,2,14,12,- -  -,Opt
John Mountney,D/WB/M/AM (R),7.11,7.11,15,9,2,11,15,9,15,12,1,3,3,11,9,11,11,3,11,14,8,6,9,5,3,14,13,2,8,11,10,9,3,10,15,8,12,12,9,10,3,1,14,12,9,9,13,2,11,16,17,18,16,17,5,13,5,4,14,12,- -  -,
Marko Mirić,M/AM (R),6.77,6.77,13,12,3,12,10,9,11,10,1,1,4,8,11,13,10,3,14,12,7,10,11,14,3,15,13,1,10,14,11,11,2,10,11,11,12,10,10,12,3,2,11,15,11,9,12,1,9,14,10,12,11,12,8,10,7,8,13,13,- -  -,
Frédéric Mendy,"AM (RL), ST (C)",6.65,6.65,13,12,1,10,12,9,11,8,1,1,2,6,14,9,11,2,8,7,6,6,10,14,2,16,13,1,8,14,8,10,1,9,12,8,10,5,11,10,1,1,11,7,11,8,15,1,8,13,12,14,12,13,9,13,12,7,14,6,- -  -,
Clayton Donaldson,"AM (RL), ST (C)",6.51,6.51,14,11,1,10,14,9,12,6,3,2,3,8,14,11,7,2,12,15,6,14,8,12,2,13,10,2,5,11,12,10,2,5,11,10,8,5,9,8,3,2,12,10,10,7,6,1,7,14,15,10,10,11,11,11,4,13,12,14,- -  -,
Thomas George,"D (C), DM, M (C), AM (RC)",6.09,6.09,8,3,3,5,13,9,6,3,1,1,2,2,1,6,6,2,4,14,3,1,4,11,1,18,4,2,2,7,6,5,1,6,6,9,1,1,2,8,1,3,2,13,3,7,15,3,10,20,13,10,10,9,8,1,10,1,8,9,- -  -,Ama
Raúl Sánchez,"AM (RLC), ST (C)",7.73,7.73,14,9,1,10,11,10,9,12,3,3,3,10,7,11,9,1,12,13,10,7,8,10,3,13,15,2,9,7,12,11,1,9,10,12,14,9,11,12,1,2,12,9,12,12,5,1,11,18,12,10,10,13,9,3,13,1,16,11,- -  -,
Pascal Schürpf,M/AM (RL),6.78,6.78,13,10,2,12,14,10,13,11,2,2,1,8,5,12,10,1,13,9,6,10,11,13,1,15,14,3,5,8,12,13,3,10,11,13,12,10,10,12,2,2,13,13,12,8,7,2,11,13,10,10,11,12,13,11,5,7,12,10,- -  -,
Marvin Ávila,"M (R), AM (RC), ST (C)",6.67,6.67,12,9,1,11,10,11,10,12,1,1,3,10,4,11,11,1,11,14,10,10,7,10,2,13,12,1,9,9,8,10,2,6,9,7,11,10,11,9,3,2,13,10,9,11,14,2,12,12,8,12,8,11,5,8,7,7,14,11,- -  -,
Zhang Chengdong,M/AM (RL),6.51,6.51,12,9,3,8,12,12,14,12,1,3,3,8,9,9,12,3,10,15,8,8,10,13,2,13,12,2,8,12,8,10,1,9,16,11,9,7,11,11,3,1,12,12,11,11,11,1,11,9,17,18,15,13,7,11,9,6,14,12,- -  -,Inj
Siroch Chatthong,"AM (RL), ST (C)",6.67,6.67,10,8,2,7,8,13,13,12,3,1,4,4,8,8,12,1,10,13,7,6,6,4,2,9,9,1,4,7,8,8,2,10,12,8,7,4,10,8,1,1,14,7,7,11,12,2,12,11,13,11,10,14,8,11,5,3,8,10,- -  -,
