Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,Temp,Spor,Prof,Pres,Loy,Inj Pr,Imp M,Dirt,Cont,Cons,Amb,Rec,Inf
Aziz Ouattara,"D (C), DM, M (C)",6.54,6.54,12,12,2,11,12,12,13,13,1,3,3,11,8,11,13,1,12,14,12,9,9,8,1,15,14,1,6,8,11,8,2,9,14,12,11,5,12,11,1,3,13,13,12,11,13,3,13,8,10,12,12,8,6,3,12,5,12,13,- -  -,
Cian Harries,"D (C), DM",6.53,6.53,10,13,2,12,13,12,13,13,1,1,1,11,4,12,9,2,8,11,11,8,8,14,3,12,11,1,11,9,11,7,3,10,13,10,11,7,10,10,1,2,11,8,11,6,11,2,9,8,7,14,9,9,3,7,12,3,11,10,- -  -,Wnt
Franco Romero,D (RC),7.03,7.03,14,10,4,14,11,12,12,12,2,1,3,10,6,12,14,2,13,15,12,3,7,9,1,13,14,3,4,8,13,7,3,12,13,11,10,7,10,10,2,1,13,12,11,12,12,1,11,10,10,11,11,12,9,12,9,8,9,9,- -  -,
Aref Gholami,"D (C), DM",6.83,6.83,11,11,2,11,9,12,12,14,2,3,3,12,7,11,14,3,9,11,12,5,8,7,4,13,13,3,10,6,11,8,1,10,14,10,9,7,13,13,1,2,13,13,10,13,10,3,14,20,11,14,16,12,5,6,11,7,14,15,- -  -,
Bill Tuiloma,"D (C), DM",6.73,6.73,14,9,1,12,10,12,14,13,3,3,4,10,7,10,13,1,11,14,11,12,10,5,2,11,14,3,10,12,11,11,3,12,11,10,9,5,11,10,2,2,12,13,11,12,9,1,15,14,14,15,8,12,8,12,9,4,13,12,- -  -,
José Pinto,D (RLC),6.81,6.81,12,11,3,11,12,12,12,14,2,4,3,9,7,11,13,1,6,12,11,10,8,12,3,11,12,2,4,6,11,9,3,10,13,10,14,8,12,9,1,2,13,12,9,12,13,3,13,9,9,14,10,11,7,4,5,7,11,8,- -  -,
Henry Figueroa,D (RC),6.92,6.92,13,9,2,11,12,12,11,13,2,2,2,9,5,9,14,3,9,14,11,9,5,9,2,12,13,3,6,6,11,6,1,7,6,11,14,8,13,10,1,3,13,11,9,12,13,1,12,13,7,12,12,9,4,7,6,8,13,10,- -  -,
Kevin Höög Jansson,"D (C), DM, M (C)",7.03,7.03,13,13,2,11,12,12,14,12,2,2,1,12,11,10,11,1,11,12,12,10,10,12,3,13,10,2,12,11,11,8,1,11,10,11,12,12,10,10,2,1,9,11,12,12,10,3,12,12,13,12,12,11,6,11,6,7,10,11,- -  -,
Loïc Mbe Soh,D (C),6.82,6.82,15,10,2,10,13,13,16,14,1,1,2,13,8,11,14,1,10,15,13,11,5,10,2,13,12,1,5,8,10,6,1,10,12,10,8,5,12,12,2,2,14,14,12,13,12,1,12,14,11,13,10,12,10,16,12,1,10,14,- -  -,Set
Bafodé Diakité,D (RC),6.68,6.68,13,10,2,8,13,13,15,13,2,1,1,13,9,11,14,3,13,15,13,12,8,13,2,14,15,2,4,11,11,12,2,10,15,12,12,5,12,11,1,1,13,14,14,13,12,1,14,20,12,11,14,14,5,10,10,4,12,15,- -  -,
Ángelo Pizzorno,D (LC),7.01,7.01,11,8,1,11,13,13,12,14,3,3,2,12,8,10,11,3,12,12,13,13,4,10,2,13,15,1,5,8,11,5,1,10,9,8,13,7,12,12,2,2,9,12,11,9,13,2,10,10,9,10,9,9,5,10,10,8,13,8,- -  -,Inj
Adrian Scarlatache,D (C),6.83,6.83,14,10,1,10,14,13,13,13,3,2,3,12,6,10,9,1,11,16,13,10,4,10,1,12,12,1,6,10,10,7,3,8,12,11,12,6,12,11,3,1,14,13,11,11,12,1,8,6,10,9,5,13,7,10,7,5,11,10,- -  -,Inj
Naby Sarr,D (LC),6.55,6.55,13,11,3,12,12,13,16,15,3,3,4,12,6,10,11,3,7,14,11,8,7,10,2,17,13,1,5,12,11,8,2,11,10,10,8,3,11,11,3,1,12,14,11,11,12,3,11,14,14,12,11,11,8,14,12,7,9,12,- -  -,Ask
Luciano Recalde,D (C),6.76,6.76,12,10,1,11,12,13,13,13,3,3,3,13,6,11,13,2,11,12,13,12,11,11,2,13,11,2,6,11,11,8,2,10,13,11,11,5,11,10,1,3,11,10,14,13,13,1,13,6,7,11,6,6,6,11,10,11,11,12,- -  -,Opt
Leonardo Morales,D (C),6.84,6.84,13,10,1,9,13,13,14,12,1,1,2,12,8,11,14,2,10,14,14,13,9,11,4,12,13,3,5,8,12,8,1,11,11,13,11,5,14,13,4,2,11,13,13,13,12,3,12,12,14,13,12,13,6,10,13,8,17,9,- -  -,
Mehdi Tahrat,"D (C), DM",6.89,6.89,13,10,3,12,15,13,14,14,1,1,4,12,7,11,11,1,8,14,13,5,7,10,1,15,13,2,6,8,11,6,2,10,14,11,10,3,13,13,2,2,14,15,12,9,10,2,11,15,14,13,10,12,7,16,10,7,14,13,- -  -,
Thiago Martins,D (C),6.71,6.71,13,9,1,11,14,13,13,15,1,4,2,12,9,11,13,3,10,14,13,9,8,9,1,13,13,4,8,11,11,8,1,9,3,12,8,7,11,12,2,1,13,12,12,13,12,1,13,19,11,12,13,10,14,9,11,7,10,13,- -  -,
Mikel Villanueva,"D (LC), WB (L)",6.96,6.96,12,8,2,12,14,13,16,13,3,2,1,13,7,10,10,1,7,13,14,13,8,11,3,17,11,2,9,6,11,8,3,11,13,13,13,9,12,14,1,2,15,13,13,10,13,1,11,16,14,14,8,13,11,14,9,5,15,15,- -  -,
Kamal Miller,D (LC),6.75,6.75,14,8,2,8,14,13,16,14,3,1,3,12,10,12,14,3,8,13,13,8,11,14,3,11,13,3,5,5,10,4,2,12,12,10,9,8,10,10,2,3,13,10,11,9,12,1,12,10,10,12,10,11,8,15,8,6,13,9,- -  -,
Ihor Kurylo,"D (C), DM",7.06,7.06,13,12,3,10,12,13,13,15,2,2,3,11,13,12,11,3,11,18,11,5,12,13,2,14,15,2,13,11,8,6,3,7,15,9,10,4,9,11,3,3,13,12,12,7,11,2,9,12,13,13,15,14,3,14,7,8,15,13,- -  -,
Phil Neumann,"D (RC), WB (R)",6.97,6.97,12,11,3,11,12,13,14,13,3,1,1,12,6,11,17,3,12,16,12,10,6,10,3,15,12,1,3,11,11,6,2,13,16,11,10,3,13,11,1,2,15,15,12,11,14,3,13,12,12,15,13,10,6,14,12,8,13,15,- -  -,
Christopher McVey,D (RLC),7.36,7.36,12,10,3,10,12,13,13,16,1,2,2,12,7,11,14,4,11,18,13,11,10,9,1,15,14,3,6,8,10,6,2,9,11,11,12,7,10,9,2,1,12,11,12,8,14,3,13,7,10,10,9,11,7,12,16,8,12,11,- -  -,
Joost van Aken,"D (LC), DM",6.79,6.79,14,11,1,11,12,13,13,13,1,2,1,12,6,11,10,2,12,7,12,11,7,8,2,14,15,1,7,5,11,6,1,11,13,11,12,10,12,13,3,1,10,13,12,13,13,3,11,19,12,15,11,15,17,11,7,4,13,9,- -  -,
Joe Shaughnessy,D (C),6.64,6.64,14,9,2,11,10,13,11,12,3,1,2,13,4,11,10,3,11,13,13,17,6,14,3,9,12,3,5,8,12,8,1,10,12,12,11,4,11,10,1,3,13,11,12,11,9,3,10,5,12,12,10,11,8,13,13,5,13,15,- -  -,
Modou Tambedou,"D (C), DM",6.72,6.72,12,7,2,10,14,13,14,14,3,1,2,8,4,11,14,1,10,12,16,9,9,7,3,14,12,1,10,11,10,8,2,11,16,11,10,7,11,12,1,1,12,15,12,12,14,2,12,15,12,11,10,11,13,12,12,6,11,11,- -  -,
Lilian Brassier,D (LC),6.84,6.84,12,13,1,12,13,14,14,13,1,3,2,13,7,13,14,2,10,13,12,6,12,7,2,12,13,1,6,10,12,7,1,12,12,13,12,10,12,11,1,1,13,12,12,11,11,2,13,13,10,13,11,14,6,13,12,3,13,12,- -  -,
Paul Hanlon,D (C),6.86,6.86,13,12,1,13,12,14,14,14,1,3,1,12,9,10,10,2,7,14,10,11,7,12,1,12,13,1,6,7,12,9,2,10,14,9,11,8,13,10,1,1,11,12,13,10,12,4,12,13,15,18,6,12,5,10,6,5,13,12,- -  -,
Calvin Bassey,D (LC),6.93,6.93,14,11,2,12,12,14,18,19,1,2,3,13,9,11,17,2,13,16,13,15,8,9,3,15,15,3,7,11,12,7,2,13,12,13,14,9,11,13,1,2,13,13,14,12,12,3,13,17,18,15,15,14,5,9,11,7,11,16,- -  -,Wnt
Adrián Diéguez,D (C),6.80,6.80,14,8,2,11,13,14,13,15,1,2,2,14,6,11,12,1,14,8,14,3,9,6,1,14,12,2,6,5,10,8,2,8,16,13,10,8,12,9,3,3,12,7,15,11,13,2,12,18,10,9,12,10,12,7,5,5,13,9,- -  -,
Furkan Bayır,D (C),6.52,6.52,13,7,1,11,13,14,12,13,2,2,1,12,6,11,13,3,8,13,13,6,5,6,2,12,14,3,5,7,12,5,2,11,15,9,12,5,16,11,2,1,14,11,10,15,12,3,15,9,11,13,9,10,11,10,12,11,6,11,- -  -,
Leonel Galeano,D (C),6.79,6.79,13,10,2,11,14,14,14,14,3,2,2,12,9,11,11,1,5,15,15,10,7,11,2,12,14,3,7,6,11,6,1,10,13,13,10,8,10,11,1,2,11,11,13,11,13,2,10,11,14,13,14,12,14,12,4,2,11,10,- -  -,
Marcel Tisserand,D (C),6.85,6.85,14,11,3,12,12,14,13,13,1,3,1,12,5,12,14,1,11,15,14,10,8,12,2,12,10,1,4,12,13,7,2,13,13,10,12,4,10,13,3,2,13,15,14,12,12,2,14,12,14,16,13,7,6,13,10,11,12,14,- -  -,
Dario Zuparic,D (C),6.83,6.83,14,10,3,11,14,14,15,16,3,2,1,13,7,11,12,2,7,12,14,6,10,14,3,15,14,2,8,7,11,6,1,8,16,10,9,8,12,11,1,3,14,15,13,11,12,1,12,15,13,14,11,14,5,12,6,1,12,13,- -  -,
Francisco Ibáñez,D (RLC),7.70,7.70,9,9,1,4,6,14,6,14,1,1,3,10,2,9,14,3,8,9,11,2,5,12,1,11,14,1,7,5,9,1,3,8,16,8,12,9,8,9,3,1,13,9,11,14,13,1,14,15,12,11,11,10,13,10,10,7,11,13,- -  -,
John Narváez,D (C),7.05,7.05,13,8,2,12,14,14,14,12,1,3,2,14,12,14,14,2,13,13,15,15,10,10,1,13,14,3,12,8,12,6,1,11,12,9,12,8,9,9,1,2,12,11,13,13,13,3,13,9,10,10,11,12,7,12,10,10,14,12,- -  -,Opt
Kim Young-Gwon,D (C),7.02,7.02,13,12,3,11,13,14,11,13,3,2,3,14,7,8,12,1,11,15,13,5,6,12,2,13,12,1,6,7,11,7,1,12,15,10,10,5,14,14,1,1,9,12,14,13,12,1,13,15,12,14,13,8,6,8,6,6,13,8,- -  -,
Alexander Djiku,"D (C), DM",6.85,6.85,15,8,2,12,13,14,14,15,3,3,2,14,8,11,13,3,10,16,14,11,5,10,1,12,15,3,6,10,12,5,1,10,14,13,11,6,15,13,1,2,17,15,13,12,15,1,13,12,12,13,12,13,6,11,12,7,14,14,- -  -,
Moritz Fritz,"D (C), DM",6.82,6.82,12,11,2,11,13,14,12,11,1,3,2,12,12,12,8,2,11,10,9,12,12,13,1,15,16,3,10,10,9,11,1,10,13,11,12,9,9,10,3,3,10,10,10,10,11,2,10,13,13,13,13,10,12,10,10,6,12,12,- -  -,
Fahad Al-Hajri,D (RC),7.01,7.01,10,5,2,10,5,15,16,16,1,4,2,12,7,7,14,4,11,14,15,10,10,4,3,16,17,3,6,14,7,6,1,10,14,12,14,3,13,8,2,2,10,9,7,10,10,2,6,14,11,12,11,13,3,16,3,6,15,10,- -  -,
Éder Militão,D (C),6.94,6.94,15,11,2,12,14,15,16,16,3,1,3,15,13,13,15,1,12,18,16,10,11,16,1,15,15,3,14,10,12,8,2,12,15,13,10,9,12,13,2,1,14,15,16,15,15,3,15,12,12,14,15,12,4,13,12,6,14,12,- -  -,
William Saliba,D (C),7.15,7.15,14,11,1,12,16,15,16,15,2,1,3,13,10,13,14,2,9,14,14,6,11,11,3,16,16,3,6,12,13,9,4,11,14,14,10,6,13,13,2,3,14,15,14,14,15,2,14,12,13,13,14,12,8,14,14,7,14,14,- -  -,Set
Mohammed Salisu,D (C),6.79,6.79,15,13,2,12,15,16,16,16,2,2,1,15,6,11,14,2,9,13,14,14,8,12,3,15,16,2,6,9,11,6,2,10,14,13,9,7,15,13,2,1,14,13,16,13,12,2,14,18,11,10,10,11,8,13,9,1,14,11,- -  -,
Modibo Sagnan,D (C),6.93,6.93,13,11,4,12,13,16,17,16,3,1,3,12,8,12,13,2,7,18,13,9,7,11,1,15,14,3,7,6,12,8,1,11,12,12,9,6,9,9,3,2,11,10,11,12,14,1,12,12,14,14,11,13,7,11,13,6,15,14,- -  -,
