Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,Temp,Spor,Prof,Pres,Loy,Inj Pr,Imp M,Dirt,Cont,Cons,Amb,Rec,Inf
Víctor Rodríguez,"M (L), AM (RLC)",7.35,7.35,11,15,2,15,11,7,8,9,2,1,3,7,13,13,8,2,13,11,6,8,11,8,3,6,10,2,14,15,16,10,1,12,9,12,14,13,12,14,3,2,6,12,11,13,8,2,8,13,9,10,7,11,17,14,10,7,9,14,- -  -,Opt
Víctor Ruiz,M/AM (RLC),7.09,7.09,12,13,4,17,12,7,4,13,2,2,2,7,12,14,12,3,13,14,5,4,13,8,2,6,5,2,12,14,17,10,3,14,15,13,13,13,11,13,2,3,7,9,12,14,9,2,12,15,10,13,11,12,7,13,7,2,13,11,- -  -,
Vieirinha,D/WB/M (RL),6.95,6.95,13,13,3,14,13,7,11,8,2,3,2,8,16,13,10,3,12,12,7,14,15,19,4,7,9,1,14,15,14,10,1,13,15,13,15,12,11,12,3,3,15,13,11,11,13,3,10,7,12,16,14,15,16,13,9,10,13,11,- -  -,
Listowel Amankona,M/AM (L),6.78,6.78,9,10,1,11,8,7,6,10,3,3,3,7,7,8,10,2,11,8,3,7,7,7,1,8,7,1,7,11,14,13,3,13,13,10,12,8,7,10,1,1,8,8,10,11,12,1,8,18,9,11,10,13,6,4,14,8,8,12,- -  -,
Robin Maulun,M/AM (LC),6.70,6.70,14,13,4,11,14,7,10,13,3,1,3,6,11,12,12,1,13,13,8,5,11,11,2,9,8,3,12,11,12,8,3,11,12,12,12,14,12,12,2,2,10,12,12,12,6,3,12,12,10,11,9,8,6,12,14,1,13,9,- -  -,
Lyes Benyoucef,M/AM (LC),6.91,6.91,9,11,2,14,13,7,4,8,2,2,2,8,3,12,9,1,10,15,7,4,7,10,3,4,7,3,5,13,14,9,1,12,18,14,9,7,6,12,2,2,7,6,11,13,8,1,10,18,11,6,12,11,11,7,13,3,20,8,- -  -,
Vincenzo Grifo,"M (RL), AM (RLC)",6.74,6.74,14,17,2,15,14,7,9,14,3,1,3,7,13,14,12,2,13,11,7,8,16,13,2,9,6,4,17,16,16,13,1,13,11,14,16,18,10,14,3,3,8,11,12,15,11,1,13,9,11,10,12,7,7,12,4,13,13,15,- -  -,
Gianluca Gaudino,"M (LC), AM (C)",7.19,7.19,12,12,3,15,13,7,7,11,2,2,2,7,13,14,12,1,12,14,7,4,12,8,1,8,7,2,13,12,16,8,2,13,8,13,13,13,12,13,2,1,7,12,13,14,9,2,12,18,16,11,11,13,11,11,5,6,12,11,- -  -,
Nicolaj Thomsen,M/AM (RLC),7.42,7.42,12,13,4,14,14,7,10,10,3,1,2,8,12,14,10,2,12,7,7,12,8,8,2,8,10,1,11,15,14,8,3,12,7,10,12,9,9,11,2,1,12,10,13,10,13,1,10,15,16,13,12,15,11,10,8,4,11,6,- -  -,Opt
Zoltán Stieber,M/AM (RLC),6.78,6.78,12,13,2,13,12,7,6,8,3,3,3,7,10,13,8,1,13,10,6,7,11,5,1,6,5,2,12,14,13,12,4,12,12,11,13,13,12,13,1,2,7,8,12,11,12,4,11,14,14,13,9,7,4,11,6,7,14,17,- -  -,Opt
Radu Gînsari,"M (LC), AM (RLC), ST (C)",6.84,6.84,10,11,3,13,12,7,11,10,1,2,2,8,11,12,12,2,11,12,7,6,10,12,1,11,10,4,12,11,14,10,3,10,10,10,10,11,10,13,1,1,11,11,12,10,10,1,11,13,10,12,6,5,10,11,8,8,13,13,- -  -,
Sean McConville,"WB/M (RL), AM (RLC), ST (C)",6.72,6.72,9,11,2,10,11,7,9,8,4,3,2,9,7,11,10,1,10,9,5,6,9,13,1,9,8,1,14,14,11,13,3,11,13,11,12,13,10,11,1,4,8,9,10,8,12,3,9,4,7,12,5,8,11,11,10,8,11,11,- -  -,Wnt
Todd Cantwell,M/AM (RLC),6.98,6.98,11,16,1,16,13,7,7,12,2,1,2,11,15,15,11,2,13,13,6,2,10,9,3,6,4,2,10,16,15,12,1,16,8,14,13,10,12,16,4,1,7,16,12,16,9,1,11,7,13,7,13,13,2,12,4,13,13,15,- -  -,
Soma Szuhodovszki,"M (RC), AM (RLC)",6.95,6.95,11,13,3,14,10,7,8,11,2,3,1,8,10,13,11,4,12,9,5,10,13,2,4,8,7,1,12,12,12,10,3,13,13,12,10,12,11,11,3,2,8,11,11,11,9,3,10,11,9,12,14,12,10,10,6,2,12,11,- -  -,
Mats Møller Dæhli,M/AM (LC),6.90,6.90,12,15,3,16,15,7,8,11,4,3,2,9,10,15,11,3,11,10,6,4,9,7,3,7,5,3,10,17,15,10,2,15,12,13,12,13,10,14,3,2,9,12,12,16,12,3,11,11,13,15,12,10,15,12,4,3,13,18,- -  -,
Luka Silagadze,"M (RL), AM (LC)",7.16,7.16,12,14,3,15,11,7,10,13,1,3,1,9,10,14,11,3,8,12,5,5,10,8,3,8,8,1,9,10,15,10,1,13,13,13,11,8,10,9,2,3,11,10,11,11,12,1,12,8,10,12,10,10,11,9,8,10,11,12,- -  -,
Nicky Clark,"M (L), AM (LC), ST (C)",6.90,6.90,15,12,3,11,11,7,12,12,4,1,2,9,17,11,9,1,11,14,7,9,8,11,1,10,14,1,13,9,10,12,1,9,14,12,4,9,14,14,3,2,10,9,11,11,7,2,10,11,11,14,14,13,11,16,8,6,13,5,- -  -,
Donald Millán,M/AM (LC),6.92,6.92,10,15,1,11,12,8,9,11,2,3,3,11,13,15,8,3,12,11,7,4,12,9,1,12,12,3,14,14,15,10,3,9,12,12,11,16,12,13,3,2,7,11,13,11,7,3,7,14,11,12,9,11,6,12,8,11,14,11,- -  -,Inj
Hernán Rosales,"M (LC), AM (C)",6.92,6.92,6,12,1,14,12,8,11,13,3,3,2,12,9,13,11,1,11,7,8,10,11,9,3,10,10,1,12,13,11,8,2,13,16,12,8,11,11,16,1,2,7,12,12,11,8,1,11,12,9,10,11,11,12,9,12,8,19,13,- -  -,
Lerin Duarte,M/AM (RLC),6.86,6.86,11,12,2,12,13,8,8,8,3,1,1,10,9,13,10,1,12,10,7,4,13,6,1,6,7,1,12,14,13,8,2,12,9,12,12,14,11,13,3,3,12,10,11,10,11,3,10,13,14,10,12,9,16,12,11,8,12,10,- -  -,
Loïc Lapoussin,WB/M/AM (L),6.84,6.84,14,15,3,14,12,8,10,14,1,3,3,10,12,14,11,3,11,12,8,7,11,11,3,10,8,4,11,16,15,11,2,13,14,13,11,11,14,13,2,1,13,12,12,12,14,2,12,7,10,11,10,10,5,6,10,4,14,12,- -  -,
Chico,"M (RC), AM (RLC)",7.12,7.12,12,15,1,14,12,8,9,12,2,1,2,5,9,14,13,4,9,12,5,4,11,8,2,7,7,2,12,12,14,11,2,4,14,13,11,12,11,14,1,2,10,12,12,12,8,1,13,12,13,14,14,11,4,10,5,5,13,11,- -  -,
Jorge Grant,"M (LC), AM (RLC)",6.93,6.93,10,13,3,14,10,8,9,12,4,3,1,10,13,14,11,2,12,11,7,4,12,13,2,8,9,3,14,14,12,11,3,12,9,10,13,12,11,14,3,3,7,9,10,12,7,2,11,12,10,9,12,11,5,11,5,8,11,12,- -  -,
Jasur Hasanov,M (R),7.40,7.40,15,11,4,8,12,8,9,10,2,1,2,9,7,12,9,2,11,6,10,7,4,9,3,12,11,3,11,5,12,6,3,9,11,15,12,11,11,15,1,3,6,9,15,9,13,1,9,19,9,12,10,12,6,14,5,6,12,11,- -  -,
Miroslav Stevanović,"M (R), AM (RC)",7.37,7.37,14,14,2,15,18,8,8,14,1,2,1,9,10,16,12,4,13,14,7,6,12,4,3,9,11,2,13,12,15,10,2,13,12,13,15,13,12,12,2,2,11,14,15,13,12,2,12,20,13,17,7,17,8,13,8,1,16,9,- -  -,
Ognjen Todorović,M/AM (L),7.24,7.24,12,12,2,10,12,8,10,10,3,2,2,9,12,11,10,2,10,12,8,5,12,8,3,11,11,4,8,12,12,11,1,11,7,11,10,10,10,12,3,1,9,9,13,9,10,2,10,11,15,15,12,3,9,14,7,11,14,12,- -  -,Opt
Emil Forsberg,M/AM (RLC),7.30,7.30,13,15,2,15,15,8,10,14,1,3,1,9,13,14,12,1,15,14,6,8,15,12,1,7,6,1,13,14,15,13,3,15,14,14,12,16,11,14,3,1,10,16,12,13,11,3,14,12,7,15,13,8,7,13,6,12,17,17,- -  -,
Rubén Rochina,M/AM (RLC),6.96,6.96,12,17,2,16,11,8,10,10,1,1,2,9,13,15,12,1,12,12,6,7,13,8,2,10,12,1,14,17,15,13,3,14,13,12,14,14,12,14,1,1,9,12,14,13,10,2,12,14,12,15,14,12,11,14,10,14,12,16,- -  -,Opt
Granwald Scott,"DM, M (RLC), AM (C)",6.67,6.67,12,12,2,11,11,9,8,10,2,3,3,10,7,10,11,1,8,11,9,5,11,15,2,9,8,1,7,11,13,7,3,12,12,12,9,9,8,5,1,3,11,9,11,8,9,2,7,7,15,15,15,15,12,15,11,3,11,13,- -  -,Opt
Karim Laribi,"M (RLC), AM (LC)",6.82,6.82,11,14,1,14,14,9,12,11,1,1,2,8,8,13,10,1,12,10,5,6,12,14,3,9,9,1,13,13,13,9,2,10,12,11,12,13,11,12,2,1,10,11,13,11,11,3,11,11,14,14,11,7,13,11,6,4,9,12,- -  -,
Roman Mürtazaev,"M (L), AM (RL), ST (C)",7.71,7.71,11,10,3,13,10,9,14,12,2,2,3,9,13,12,12,3,10,11,9,6,7,8,3,13,9,3,9,11,14,9,2,8,11,15,12,9,8,13,2,1,4,10,13,9,15,1,10,19,11,10,10,10,9,9,9,1,11,11,- -  -,
Daniel Langhamer,M (RC),7.23,7.23,12,13,1,14,10,9,7,14,2,1,2,9,9,9,12,2,10,13,9,6,5,6,3,8,3,2,2,5,11,9,3,9,6,14,7,5,9,12,3,4,7,8,9,13,12,1,10,18,9,10,12,13,14,6,7,8,20,10,- -  -,
Robert Snodgrass,M/AM (RLC),6.83,6.83,15,12,1,13,15,10,12,11,2,1,1,10,12,13,8,2,14,13,7,2,13,10,2,10,8,3,15,14,13,13,3,13,16,13,15,14,11,12,3,2,11,12,13,8,14,1,6,15,13,13,10,12,9,13,11,5,12,16,- -  -,
Óliver,M/AM (LC),6.75,6.75,13,17,2,17,14,10,9,11,3,2,1,11,10,16,13,2,13,11,8,4,10,8,1,7,5,3,12,16,16,9,3,15,14,14,12,12,11,15,2,1,12,14,13,16,8,2,13,10,15,16,12,16,10,14,7,6,11,13,- -  -,
Anton Miranchuk,"M (RLC), AM (LC)",7.05,7.05,14,14,3,13,13,10,10,13,3,2,3,11,14,13,13,2,12,10,10,9,11,9,3,11,8,4,12,12,14,13,3,11,13,14,13,13,15,13,2,3,13,9,12,13,6,1,13,12,13,12,11,15,9,10,8,10,15,14,- -  -,
Mohamed Ramadan,M/AM (RC),7.07,7.07,11,11,2,12,15,10,6,9,2,3,2,8,8,13,10,3,16,12,9,4,11,9,1,9,7,1,9,11,14,11,1,12,8,11,11,9,9,12,1,2,6,9,10,10,5,3,8,16,7,10,12,10,9,10,6,5,20,13,- -  -,
Max Meyer,"M (LC), AM (C)",6.88,6.88,12,14,3,15,13,10,5,12,2,1,1,10,10,14,11,4,12,12,9,3,11,6,2,5,8,3,9,12,14,11,1,12,9,13,12,10,7,14,2,1,11,10,12,15,10,3,13,15,15,12,13,7,11,12,7,14,9,8,- -  -,
Johnatan Estrada,M (LC),7.40,7.40,10,12,2,13,12,11,10,9,3,4,3,10,13,13,6,3,12,11,10,11,12,11,3,12,11,3,13,12,13,10,2,10,13,11,12,12,11,11,2,3,11,11,10,8,8,1,7,11,9,12,11,11,7,11,12,5,13,14,- -  -,
Morgan Sanson,"DM, M/AM (LC)",6.92,6.92,15,15,4,14,16,11,12,14,2,2,3,10,10,15,14,2,13,14,8,5,13,10,1,8,8,2,13,14,15,11,3,13,14,13,13,12,12,14,2,3,12,15,14,14,13,2,14,15,14,15,14,16,14,11,8,9,11,15,- -  -,Set
James Maddison,"M (LC), AM (RLC)",7.30,7.30,14,16,3,16,12,11,8,13,3,1,3,10,15,16,12,2,15,15,7,4,14,13,4,8,5,1,16,16,15,14,1,16,14,15,13,12,13,15,1,3,10,17,13,16,8,3,13,13,9,15,14,13,6,13,9,12,14,16,- -  -,Wnt
Paul Lasne,"DM, M (RC)",7.03,7.03,13,12,1,13,14,12,13,12,3,4,1,12,6,14,9,4,12,12,10,8,15,10,1,12,12,3,11,10,13,11,3,11,14,12,11,10,12,12,3,2,13,13,13,11,13,2,10,15,15,15,13,14,14,13,13,5,13,13,- -  -,Dnt
Carlos Feraud,"M (RC), AM (R)",6.88,6.88,9,15,2,15,15,12,9,10,2,2,3,8,13,15,12,3,12,14,9,11,16,13,1,8,7,2,17,12,14,9,1,13,13,11,11,16,12,11,2,3,14,11,16,10,12,1,8,10,13,11,12,12,6,10,7,8,9,11,- -  -,
Damir Temirov,"DM, M (LC)",6.51,6.51,12,11,3,13,8,13,6,7,3,3,2,8,6,7,14,4,9,7,7,7,8,13,2,11,7,2,7,5,14,7,2,4,14,14,9,7,9,9,2,3,8,8,9,14,10,3,13,14,13,10,12,12,7,16,5,7,12,10,- -  -,
