Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Ryan Barnett,M/AM (R),7.04,7.04,12.0,11.0,3.0,11.0,10.0,9.0,10.0,11.0,1.0,2.0,2.0,8.0,3.0,11.0,13.0,3.0,11.0,12.0,9.0,3.0,9.0,4.0,1.0,8.0,9.0,1.0,8.0,9.0,10.0,10.0,1.0,10.0,11.0,10.0,12.0,7.0,8.0,11.0,2.0,1.0,11.0,13.0,10.0,11.0,7.0,2.0,- -  -,,11.0
Elliot Newby,WB/M/AM (R),7.03,7.03,10.0,10.0,1.0,11.0,10.0,6.0,7.0,11.0,1.0,2.0,2.0,6.0,8.0,10.0,11.0,3.0,10.0,11.0,5.0,2.0,8.0,4.0,2.0,7.0,6.0,1.0,7.0,14.0,10.0,8.0,2.0,13.0,12.0,8.0,10.0,8.0,8.0,9.0,3.0,1.0,6.0,11.0,9.0,12.0,7.0,1.0,- -  -,,12.0
Josh Coley,M/AM (L),7.03,7.03,11.0,9.0,3.0,10.0,8.0,4.0,8.0,10.0,1.0,2.0,2.0,4.0,6.0,9.0,13.0,2.0,10.0,11.0,3.0,3.0,9.0,5.0,3.0,7.0,4.0,3.0,8.0,9.0,8.0,7.0,2.0,12.0,11.0,8.0,10.0,11.0,7.0,8.0,3.0,1.0,6.0,10.0,7.0,11.0,6.0,3.0,- -  -,Lst,13.0
Tyreke Johnson,"WB/M (L), AM (RL)",7.03,7.03,11.0,10.0,2.0,10.0,11.0,8.0,6.0,10.0,2.0,1.0,3.0,9.0,7.0,10.0,13.0,2.0,9.0,12.0,10.0,7.0,7.0,7.0,3.0,5.0,8.0,2.0,7.0,12.0,10.0,5.0,1.0,10.0,9.0,7.0,9.0,10.0,9.0,6.0,3.0,4.0,8.0,12.0,9.0,11.0,8.0,4.0,- -  -,,13.0
Ollie Crankshaw,"M/AM (RL), ST (C)",7.03,7.03,12.0,9.0,3.0,9.0,7.0,6.0,8.0,12.0,4.0,1.0,2.0,5.0,8.0,9.0,14.0,1.0,11.0,13.0,4.0,2.0,8.0,4.0,1.0,8.0,7.0,1.0,8.0,16.0,9.0,10.0,1.0,12.0,13.0,7.0,9.0,8.0,8.0,9.0,3.0,4.0,8.0,10.0,9.0,13.0,9.0,1.0,- -  -,Wnt,14.0
Nana Boateng,"M (RL), AM (RLC)",7.02,7.02,12.0,9.0,3.0,10.0,11.0,7.0,8.0,11.0,1.0,1.0,3.0,10.0,6.0,10.0,12.0,3.0,12.0,12.0,7.0,6.0,8.0,8.0,2.0,7.0,7.0,1.0,9.0,12.0,11.0,9.0,3.0,13.0,13.0,9.0,11.0,9.0,11.0,10.0,2.0,3.0,7.0,10.0,10.0,11.0,8.0,1.0,- -  -,,13.0
Micah Hamilton,"M (C), AM (RLC)",7.02,7.02,12.0,13.0,1.0,12.0,8.0,7.0,12.0,9.0,3.0,2.0,1.0,11.0,2.0,12.0,13.0,2.0,11.0,13.0,6.0,4.0,7.0,3.0,1.0,5.0,7.0,2.0,3.0,14.0,12.0,11.0,2.0,11.0,12.0,14.0,10.0,6.0,5.0,12.0,1.0,1.0,5.0,13.0,9.0,12.0,12.0,2.0,- -  -,,14.0
George Thomson,M/AM (RC),7.01,7.01,13.0,12.0,1.0,12.0,11.0,7.0,11.0,11.0,1.0,2.0,2.0,7.0,10.0,12.0,10.0,3.0,12.0,10.0,6.0,3.0,13.0,10.0,3.0,11.0,10.0,2.0,10.0,12.0,11.0,12.0,3.0,11.0,10.0,10.0,13.0,12.0,9.0,11.0,3.0,1.0,11.0,9.0,10.0,9.0,7.0,1.0,- -  -,Wnt,10.0
Maziar Kouhyar,"M (R), AM (RLC)",7.01,7.01,14.0,11.0,1.0,12.0,13.0,4.0,8.0,10.0,2.0,2.0,3.0,5.0,9.0,11.0,11.0,1.0,10.0,14.0,5.0,5.0,10.0,7.0,2.0,9.0,5.0,3.0,12.0,11.0,12.0,8.0,1.0,12.0,18.0,7.0,10.0,12.0,7.0,11.0,1.0,3.0,13.0,13.0,10.0,11.0,10.0,1.0,- -  -,,11.0
Tyler Blackwood,"M/AM (R), ST (C)",7.01,7.01,10.0,9.0,3.0,10.0,9.0,5.0,10.0,10.0,4.0,2.0,3.0,6.0,10.0,10.0,14.0,1.0,11.0,14.0,6.0,7.0,11.0,8.0,3.0,13.0,11.0,2.0,6.0,11.0,10.0,12.0,2.0,11.0,3.0,9.0,7.0,7.0,10.0,10.0,1.0,1.0,6.0,8.0,10.0,11.0,3.0,2.0,- -  -,,13.0
Matty Kosylo,"M (RL), AM (RLC)",7.00,7.00,12.0,7.0,3.0,12.0,10.0,2.0,8.0,9.0,1.0,1.0,3.0,5.0,6.0,10.0,12.0,2.0,10.0,12.0,2.0,1.0,6.0,4.0,2.0,6.0,4.0,3.0,9.0,12.0,8.0,8.0,1.0,9.0,13.0,7.0,10.0,5.0,11.0,10.0,3.0,3.0,8.0,7.0,9.0,11.0,14.0,1.0,- -  -,,11.0
Matthew O'Neill,M/AM (R),7.00,7.00,11.0,9.0,2.0,12.0,7.0,4.0,7.0,6.0,2.0,2.0,2.0,6.0,4.0,10.0,10.0,1.0,9.0,8.0,6.0,6.0,7.0,9.0,2.0,11.0,6.0,2.0,6.0,12.0,13.0,13.0,3.0,11.0,8.0,11.0,10.0,6.0,6.0,6.0,3.0,2.0,1.0,2.0,8.0,9.0,8.0,3.0,- -  -,Ask,9.0
Reece Grego-Cox,"M/AM (R), ST (C)",6.99,6.99,13.0,9.0,2.0,9.0,11.0,7.0,13.0,11.0,4.0,2.0,2.0,5.0,9.0,8.0,12.0,2.0,11.0,13.0,5.0,12.0,11.0,5.0,1.0,8.0,8.0,1.0,6.0,11.0,8.0,10.0,1.0,11.0,11.0,9.0,10.0,5.0,9.0,8.0,2.0,2.0,10.0,12.0,9.0,12.0,12.0,1.0,- -  -,,11.0
Sam Hoskins,"M (RL), AM (RLC), ST (C)",6.98,6.98,15.0,8.0,3.0,12.0,15.0,5.0,10.0,14.0,3.0,2.0,2.0,7.0,15.0,10.0,12.0,4.0,13.0,13.0,5.0,12.0,10.0,12.0,1.0,12.0,10.0,3.0,12.0,13.0,10.0,10.0,3.0,12.0,10.0,8.0,10.0,12.0,10.0,11.0,1.0,1.0,12.0,12.0,10.0,12.0,8.0,2.0,- -  -,,12.0
Theo Archibald,M/AM (RL),6.98,6.98,14.0,9.0,3.0,12.0,10.0,8.0,8.0,14.0,3.0,2.0,2.0,8.0,9.0,10.0,13.0,1.0,12.0,10.0,7.0,7.0,13.0,7.0,3.0,10.0,7.0,1.0,8.0,13.0,9.0,10.0,3.0,13.0,13.0,10.0,14.0,8.0,10.0,9.0,1.0,1.0,13.0,11.0,10.0,8.0,13.0,2.0,- -  -,,14.0
Jordan Maguire-Drew,"M (RL), AM (RLC), ST (C)",6.98,6.98,7.0,7.0,2.0,13.0,12.0,3.0,8.0,9.0,3.0,3.0,1.0,6.0,8.0,8.0,11.0,2.0,9.0,12.0,3.0,3.0,13.0,7.0,2.0,8.0,5.0,1.0,13.0,15.0,9.0,10.0,2.0,11.0,12.0,7.0,13.0,14.0,6.0,9.0,3.0,1.0,7.0,10.0,7.0,9.0,7.0,1.0,- -  -,,12.0
Callum Harriott,M/AM (RL),6.97,6.97,11.0,11.0,2.0,11.0,9.0,6.0,8.0,7.0,2.0,3.0,1.0,6.0,11.0,9.0,13.0,3.0,11.0,12.0,5.0,3.0,14.0,6.0,1.0,4.0,3.0,4.0,11.0,14.0,10.0,11.0,2.0,14.0,14.0,8.0,11.0,12.0,9.0,12.0,3.0,2.0,9.0,12.0,9.0,14.0,10.0,1.0,- -  -,Inj,13.0
Kieron Bowie,"M/AM (RC), ST (C)",6.96,6.96,15.0,13.0,1.0,15.0,11.0,5.0,16.0,12.0,1.0,2.0,2.0,8.0,13.0,10.0,14.0,1.0,12.0,12.0,5.0,4.0,9.0,5.0,1.0,14.0,11.0,2.0,5.0,15.0,9.0,12.0,2.0,12.0,9.0,11.0,9.0,5.0,8.0,6.0,1.0,1.0,15.0,8.0,11.0,7.0,5.0,3.0,- -  -,,11.0
Callum Powell,"M (L), AM (RLC), ST (C)",6.96,6.96,10.0,10.0,1.0,12.0,3.0,7.0,12.0,8.0,2.0,3.0,2.0,8.0,12.0,7.0,13.0,1.0,11.0,11.0,6.0,2.0,7.0,6.0,3.0,4.0,5.0,2.0,9.0,12.0,10.0,12.0,2.0,13.0,16.0,5.0,6.0,5.0,7.0,11.0,4.0,3.0,8.0,8.0,8.0,12.0,5.0,2.0,- -  -,,13.0
Tom Fellows,"M (R), AM (RLC)",6.96,6.96,10.0,8.0,2.0,11.0,10.0,10.0,10.0,12.0,1.0,2.0,1.0,10.0,8.0,10.0,13.0,2.0,11.0,12.0,11.0,8.0,8.0,12.0,1.0,8.0,8.0,2.0,7.0,15.0,11.0,10.0,3.0,13.0,13.0,9.0,10.0,8.0,9.0,10.0,3.0,3.0,6.0,10.0,12.0,11.0,6.0,2.0,- -  -,,10.0
Danny Grant,"M (L), AM (RL), ST (C)",6.95,6.95,10.0,8.0,1.0,11.0,8.0,4.0,8.0,11.0,3.0,4.0,3.0,4.0,5.0,11.0,14.0,3.0,12.0,12.0,5.0,4.0,8.0,3.0,1.0,7.0,8.0,1.0,5.0,14.0,12.0,10.0,1.0,13.0,13.0,10.0,11.0,4.0,8.0,12.0,2.0,2.0,3.0,12.0,7.0,13.0,8.0,1.0,- -  -,Inj,15.0
Harrison Wood,"M (L), AM (RLC), ST (C)",6.95,6.95,13.0,6.0,3.0,14.0,8.0,6.0,5.0,9.0,3.0,3.0,3.0,5.0,11.0,11.0,9.0,4.0,12.0,15.0,6.0,4.0,8.0,1.0,3.0,9.0,7.0,2.0,7.0,13.0,9.0,14.0,3.0,11.0,9.0,14.0,10.0,7.0,8.0,8.0,4.0,1.0,8.0,9.0,10.0,12.0,5.0,3.0,- -  -,,12.0
Joel Ideho,"M (RL), AM (RLC), ST (C)",6.94,6.94,12.0,9.0,3.0,13.0,10.0,5.0,8.0,10.0,2.0,3.0,2.0,6.0,9.0,10.0,13.0,1.0,10.0,12.0,4.0,6.0,11.0,6.0,1.0,8.0,6.0,4.0,10.0,12.0,8.0,10.0,3.0,11.0,5.0,8.0,11.0,9.0,7.0,10.0,1.0,1.0,9.0,12.0,9.0,12.0,5.0,3.0,- -  -,Set,14.0
Roarie Deacon,"M (RL), AM (RLC)",6.94,6.94,10.0,9.0,1.0,12.0,10.0,8.0,9.0,11.0,3.0,3.0,3.0,6.0,8.0,9.0,12.0,3.0,9.0,12.0,5.0,2.0,10.0,5.0,2.0,5.0,4.0,1.0,5.0,14.0,11.0,9.0,1.0,11.0,11.0,8.0,8.0,9.0,8.0,10.0,2.0,3.0,8.0,10.0,10.0,11.0,12.0,3.0,- -  -,Wnt,12.0
Sean Etaluku,M/AM (L),6.94,6.94,7.0,10.0,3.0,12.0,6.0,7.0,5.0,7.0,3.0,1.0,3.0,3.0,1.0,8.0,11.0,4.0,12.0,17.0,5.0,3.0,6.0,11.0,3.0,4.0,1.0,2.0,4.0,14.0,13.0,7.0,1.0,9.0,5.0,7.0,11.0,6.0,3.0,4.0,4.0,3.0,6.0,7.0,8.0,12.0,15.0,2.0,- -  -,Ask,14.0
George Cooper,"WB/M (L), AM (RL)",6.94,6.94,9.0,13.0,2.0,13.0,9.0,6.0,7.0,11.0,3.0,3.0,1.0,6.0,5.0,10.0,12.0,3.0,11.0,7.0,6.0,5.0,10.0,5.0,3.0,8.0,5.0,1.0,12.0,11.0,12.0,11.0,1.0,12.0,7.0,9.0,11.0,11.0,8.0,10.0,2.0,2.0,8.0,12.0,7.0,11.0,7.0,4.0,- -  -,Opt,10.0
Val Adedokun,D/WB/M/AM (L),6.94,6.94,12.0,10.0,1.0,12.0,11.0,8.0,8.0,10.0,3.0,1.0,1.0,8.0,5.0,12.0,13.0,3.0,11.0,11.0,5.0,3.0,9.0,5.0,3.0,8.0,8.0,2.0,6.0,12.0,12.0,8.0,1.0,12.0,12.0,9.0,11.0,10.0,7.0,10.0,1.0,3.0,7.0,12.0,11.0,12.0,9.0,3.0,- -  -,,13.0
Ryan Colclough,"M (RL), AM (RLC)",6.94,6.94,8.0,11.0,2.0,11.0,6.0,5.0,7.0,9.0,2.0,3.0,3.0,8.0,8.0,11.0,11.0,3.0,11.0,8.0,5.0,4.0,10.0,6.0,2.0,10.0,5.0,2.0,8.0,14.0,9.0,10.0,2.0,12.0,9.0,8.0,11.0,11.0,8.0,7.0,1.0,3.0,2.0,11.0,9.0,12.0,9.0,3.0,- -  -,Inj,12.0
Harvey Sayer,D/WB/M/AM (L),6.93,6.93,10.0,10.0,2.0,10.0,9.0,6.0,5.0,11.0,2.0,3.0,3.0,9.0,11.0,9.0,13.0,2.0,10.0,10.0,7.0,3.0,9.0,12.0,3.0,7.0,5.0,1.0,12.0,8.0,9.0,7.0,3.0,9.0,12.0,9.0,10.0,12.0,8.0,8.0,4.0,2.0,6.0,10.0,9.0,10.0,8.0,1.0,- -  -,,13.0
Jack Emmett,M/AM (RLC),6.92,6.92,12.0,7.0,3.0,11.0,8.0,7.0,4.0,13.0,2.0,3.0,2.0,8.0,6.0,8.0,11.0,3.0,9.0,10.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,1.0,6.0,10.0,6.0,6.0,4.0,12.0,11.0,7.0,6.0,5.0,8.0,6.0,2.0,1.0,8.0,6.0,7.0,15.0,5.0,2.0,- -  -,Lst,13.0
Josh Neufville,M/AM (R),6.92,6.92,12.0,11.0,3.0,12.0,9.0,7.0,10.0,11.0,1.0,1.0,1.0,6.0,8.0,9.0,13.0,3.0,10.0,11.0,6.0,4.0,10.0,6.0,3.0,11.0,8.0,3.0,9.0,13.0,10.0,11.0,3.0,11.0,13.0,9.0,9.0,9.0,11.0,10.0,1.0,4.0,10.0,12.0,9.0,13.0,7.0,1.0,- -  -,Wnt,14.0
Tyreik Wright,M/AM (RL),6.92,6.92,10.0,10.0,2.0,11.0,8.0,3.0,7.0,12.0,2.0,3.0,2.0,9.0,6.0,9.0,11.0,3.0,11.0,11.0,4.0,2.0,8.0,7.0,2.0,8.0,7.0,2.0,9.0,13.0,10.0,10.0,2.0,11.0,7.0,9.0,10.0,9.0,8.0,9.0,1.0,1.0,9.0,13.0,8.0,13.0,7.0,1.0,- -  -,,13.0
Kai Corbett,"M (R), AM (RL)",6.91,6.91,8.0,11.0,2.0,12.0,9.0,5.0,6.0,10.0,1.0,1.0,3.0,5.0,14.0,9.0,13.0,2.0,9.0,10.0,5.0,2.0,9.0,2.0,2.0,6.0,4.0,1.0,13.0,14.0,9.0,10.0,3.0,12.0,11.0,10.0,11.0,12.0,8.0,10.0,1.0,1.0,5.0,10.0,8.0,11.0,6.0,2.0,- -  -,,12.0
Kieron Evans,"AM (LC), ST (C)",6.91,6.91,12.0,12.0,3.0,12.0,11.0,8.0,8.0,13.0,1.0,3.0,2.0,7.0,11.0,12.0,12.0,1.0,11.0,12.0,7.0,4.0,10.0,8.0,3.0,6.0,9.0,3.0,11.0,12.0,10.0,11.0,1.0,13.0,10.0,10.0,12.0,12.0,10.0,11.0,1.0,2.0,9.0,11.0,11.0,11.0,8.0,2.0,- -  -,,12.0
Joel Tabiner,"M (RC), AM (R)",6.91,6.91,12.0,10.0,3.0,9.0,15.0,8.0,9.0,15.0,1.0,1.0,1.0,9.0,9.0,11.0,11.0,4.0,9.0,15.0,8.0,4.0,9.0,6.0,2.0,11.0,8.0,1.0,9.0,10.0,11.0,7.0,1.0,8.0,12.0,12.0,9.0,9.0,12.0,8.0,1.0,1.0,9.0,12.0,8.0,10.0,15.0,3.0,- -  -,,9.0
Jordan Stevens,M/AM (RC),6.91,6.91,11.0,9.0,3.0,11.0,11.0,6.0,6.0,13.0,3.0,1.0,1.0,6.0,5.0,8.0,13.0,2.0,10.0,13.0,6.0,4.0,7.0,4.0,2.0,6.0,5.0,4.0,6.0,13.0,11.0,8.0,1.0,11.0,13.0,8.0,10.0,9.0,9.0,9.0,3.0,3.0,9.0,11.0,10.0,11.0,10.0,3.0,- -  -,,13.0
Jon Taylor,"M (R), AM (RLC)",6.91,6.91,14.0,12.0,1.0,11.0,12.0,8.0,8.0,12.0,2.0,2.0,2.0,10.0,10.0,11.0,12.0,2.0,13.0,11.0,6.0,7.0,10.0,10.0,3.0,8.0,7.0,2.0,9.0,12.0,11.0,11.0,2.0,13.0,13.0,9.0,11.0,10.0,10.0,12.0,1.0,2.0,12.0,13.0,11.0,13.0,11.0,3.0,- -  -,,13.0
Elliott List,"M (R), AM (RL), ST (C)",6.91,6.91,10.0,9.0,3.0,12.0,9.0,4.0,7.0,9.0,3.0,3.0,2.0,5.0,4.0,7.0,15.0,2.0,11.0,12.0,7.0,5.0,8.0,5.0,2.0,5.0,6.0,1.0,3.0,11.0,10.0,12.0,3.0,12.0,10.0,9.0,8.0,6.0,8.0,10.0,1.0,4.0,5.0,12.0,10.0,12.0,5.0,1.0,- -  -,,13.0
Dan Sparkes,M/AM (L),6.91,6.91,11.0,8.0,3.0,12.0,10.0,7.0,7.0,12.0,4.0,1.0,2.0,9.0,8.0,9.0,12.0,3.0,9.0,13.0,7.0,7.0,7.0,5.0,3.0,10.0,6.0,1.0,17.0,10.0,8.0,9.0,2.0,8.0,11.0,10.0,14.0,15.0,8.0,8.0,2.0,1.0,9.0,12.0,9.0,10.0,9.0,1.0,- -  -,Wnt,10.0
Adam Campbell,"AM (RLC), ST (C)",6.91,6.91,14.0,9.0,1.0,10.0,14.0,5.0,5.0,9.0,1.0,3.0,2.0,6.0,8.0,8.0,13.0,2.0,15.0,12.0,6.0,2.0,8.0,6.0,2.0,5.0,5.0,2.0,6.0,11.0,11.0,9.0,1.0,11.0,14.0,9.0,7.0,8.0,8.0,9.0,2.0,4.0,7.0,7.0,9.0,10.0,4.0,3.0,- -  -,,12.0
Jonny Williams,"M (LC), AM (RLC)",6.90,6.90,11.0,12.0,3.0,13.0,12.0,6.0,6.0,10.0,1.0,1.0,2.0,7.0,10.0,13.0,11.0,2.0,11.0,12.0,6.0,4.0,9.0,11.0,1.0,6.0,7.0,1.0,10.0,13.0,13.0,9.0,3.0,13.0,11.0,13.0,10.0,11.0,12.0,12.0,2.0,2.0,12.0,12.0,13.0,12.0,6.0,1.0,- -  -,,10.0
Max Thompson,"AM (RL), ST (C)",6.90,6.90,10.0,9.0,2.0,9.0,11.0,5.0,9.0,12.0,2.0,1.0,2.0,6.0,5.0,7.0,15.0,1.0,7.0,7.0,6.0,4.0,12.0,5.0,2.0,9.0,8.0,3.0,8.0,9.0,11.0,8.0,1.0,11.0,6.0,11.0,10.0,9.0,10.0,8.0,3.0,2.0,8.0,7.0,10.0,12.0,11.0,3.0,- -  -,,15.0
Sam Austin,M/AM (RLC),6.90,6.90,14.0,8.0,1.0,10.0,14.0,6.0,7.0,11.0,2.0,3.0,1.0,8.0,3.0,8.0,13.0,2.0,10.0,14.0,7.0,3.0,11.0,12.0,2.0,7.0,5.0,1.0,5.0,8.0,9.0,11.0,4.0,10.0,13.0,9.0,10.0,6.0,9.0,11.0,2.0,1.0,7.0,8.0,6.0,12.0,3.0,3.0,- -  -,,13.0
Jephte Tanga,AM (RL),6.90,6.90,8.0,4.0,2.0,9.0,7.0,2.0,11.0,4.0,1.0,3.0,1.0,3.0,4.0,9.0,13.0,1.0,8.0,12.0,4.0,6.0,4.0,4.0,3.0,15.0,7.0,2.0,6.0,14.0,13.0,8.0,4.0,15.0,14.0,8.0,9.0,6.0,6.0,7.0,1.0,2.0,8.0,8.0,6.0,14.0,12.0,2.0,- -  -,Loa,13.0
Bruno Andrade,"M (RL), AM (RLC), ST (C)",6.90,6.90,6.0,11.0,1.0,10.0,3.0,6.0,6.0,10.0,2.0,2.0,2.0,7.0,12.0,9.0,12.0,1.0,12.0,11.0,8.0,3.0,9.0,1.0,2.0,6.0,7.0,1.0,12.0,14.0,10.0,8.0,1.0,10.0,5.0,7.0,10.0,11.0,6.0,10.0,3.0,3.0,2.0,7.0,8.0,12.0,6.0,2.0,- -  -,,11.0
Ben Whitfield,M/AM (RL),6.90,6.90,13.0,11.0,3.0,10.0,11.0,7.0,8.0,10.0,3.0,3.0,3.0,7.0,9.0,11.0,12.0,2.0,11.0,11.0,7.0,4.0,10.0,7.0,1.0,4.0,8.0,2.0,7.0,13.0,10.0,10.0,2.0,12.0,15.0,9.0,11.0,8.0,8.0,10.0,1.0,1.0,7.0,10.0,11.0,11.0,9.0,2.0,- -  -,Wnt,13.0
Corey Whitely,"WB (L), M (RL), AM (RLC)",6.90,6.90,12.0,10.0,3.0,12.0,12.0,3.0,4.0,8.0,2.0,3.0,2.0,9.0,10.0,9.0,12.0,1.0,10.0,10.0,5.0,5.0,12.0,5.0,1.0,5.0,3.0,2.0,12.0,12.0,9.0,8.0,3.0,12.0,12.0,10.0,13.0,4.0,10.0,9.0,4.0,2.0,8.0,7.0,10.0,9.0,9.0,3.0,- -  -,,12.0
Josh Hawkes,M/AM (RLC),6.89,6.89,11.0,10.0,3.0,11.0,10.0,6.0,9.0,13.0,2.0,1.0,2.0,6.0,11.0,10.0,12.0,1.0,11.0,13.0,6.0,3.0,9.0,5.0,2.0,7.0,6.0,3.0,8.0,13.0,10.0,10.0,1.0,10.0,14.0,9.0,10.0,9.0,8.0,11.0,3.0,4.0,5.0,10.0,8.0,12.0,4.0,3.0,- -  -,,11.0
Hakeeb Adelakun,"M (R), AM (RLC)",6.89,6.89,9.0,9.0,3.0,9.0,8.0,5.0,13.0,11.0,3.0,3.0,1.0,7.0,10.0,10.0,15.0,1.0,10.0,9.0,5.0,5.0,12.0,6.0,2.0,11.0,7.0,2.0,10.0,14.0,9.0,10.0,3.0,11.0,9.0,9.0,10.0,12.0,7.0,10.0,3.0,3.0,6.0,12.0,9.0,10.0,4.0,2.0,- -  -,,14.0
Thomas James,"AM (RL), ST (C)",6.89,6.89,8.0,6.0,2.0,8.0,7.0,1.0,6.0,13.0,2.0,1.0,1.0,6.0,4.0,7.0,13.0,2.0,9.0,12.0,5.0,6.0,5.0,12.0,1.0,9.0,9.0,2.0,6.0,13.0,10.0,13.0,4.0,11.0,8.0,13.0,10.0,6.0,6.0,9.0,2.0,2.0,5.0,7.0,8.0,13.0,12.0,2.0,- -  -,,10.0
