Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Sonny Fish,ST (C),6.95,6.95,12.0,6.0,2.0,7.0,13.0,1.0,5.0,9.0,2.0,1.0,1.0,5.0,1.0,7.0,12.0,2.0,4.0,7.0,4.0,1.0,7.0,9.0,3.0,14.0,8.0,2.0,5.0,12.0,12.0,6.0,3.0,9.0,4.0,10.0,6.0,6.0,9.0,7.0,2.0,3.0,9.0,14.0,13.0,13.0,15.0,2.0,- -  -,Loa,12.0
Paul Mullin,ST (C),6.95,6.95,12.0,8.0,1.0,13.0,13.0,7.0,13.0,14.0,3.0,1.0,1.0,6.0,14.0,11.0,13.0,1.0,13.0,14.0,10.0,5.0,10.0,9.0,3.0,9.0,10.0,3.0,12.0,13.0,9.0,15.0,3.0,11.0,17.0,11.0,9.0,11.0,9.0,9.0,1.0,1.0,9.0,8.0,10.0,11.0,12.0,1.0,- -  -,Wnt,13.0
Ollie Palmer,ST (C),6.95,6.95,16.0,10.0,2.0,12.0,16.0,6.0,18.0,13.0,3.0,3.0,3.0,7.0,13.0,12.0,7.0,4.0,13.0,11.0,10.0,2.0,8.0,11.0,3.0,15.0,14.0,1.0,6.0,7.0,12.0,12.0,1.0,9.0,17.0,12.0,6.0,3.0,12.0,14.0,2.0,1.0,17.0,13.0,16.0,10.0,16.0,1.0,- -  -,,6.0
Matt Warburton,"M (C), AM (RC), ST (C)",6.95,6.95,10.0,11.0,1.0,11.0,12.0,6.0,7.0,10.0,3.0,1.0,3.0,6.0,12.0,11.0,10.0,2.0,11.0,11.0,6.0,4.0,11.0,7.0,1.0,7.0,7.0,2.0,11.0,11.0,10.0,12.0,1.0,10.0,14.0,9.0,9.0,10.0,10.0,10.0,3.0,2.0,7.0,10.0,10.0,10.0,9.0,2.0,- -  -,,11.0
Kabongo Tshimanga,ST (C),6.94,6.94,12.0,10.0,3.0,12.0,12.0,3.0,13.0,12.0,1.0,2.0,2.0,8.0,14.0,8.0,12.0,3.0,13.0,12.0,3.0,2.0,7.0,8.0,1.0,9.0,7.0,3.0,4.0,10.0,12.0,15.0,3.0,11.0,12.0,10.0,6.0,6.0,10.0,12.0,2.0,1.0,8.0,11.0,12.0,13.0,6.0,2.0,- -  -,Wnt,13.0
Jamie Proctor,ST (C),6.93,6.93,11.0,8.0,3.0,11.0,15.0,8.0,15.0,10.0,1.0,1.0,1.0,8.0,11.0,11.0,8.0,2.0,13.0,13.0,8.0,6.0,9.0,12.0,2.0,14.0,14.0,1.0,7.0,6.0,11.0,12.0,3.0,8.0,12.0,13.0,9.0,5.0,9.0,11.0,2.0,3.0,14.0,15.0,13.0,7.0,12.0,2.0,- -  -,Wnt,9.0
Nathan Delfouneso,"AM (R), ST (C)",6.93,6.93,9.0,8.0,2.0,12.0,11.0,7.0,11.0,11.0,1.0,3.0,1.0,7.0,9.0,8.0,11.0,2.0,11.0,14.0,6.0,6.0,9.0,9.0,3.0,12.0,8.0,1.0,7.0,10.0,11.0,10.0,4.0,8.0,14.0,8.0,9.0,5.0,7.0,8.0,1.0,1.0,10.0,11.0,9.0,12.0,9.0,2.0,- -  -,,13.0
Enock Asante,ST (C),6.93,6.93,14.0,5.0,2.0,9.0,13.0,4.0,13.0,14.0,2.0,2.0,3.0,7.0,10.0,8.0,14.0,1.0,9.0,10.0,5.0,6.0,8.0,5.0,1.0,14.0,11.0,2.0,6.0,8.0,8.0,8.0,2.0,7.0,13.0,10.0,4.0,8.0,9.0,8.0,1.0,3.0,13.0,11.0,10.0,11.0,12.0,2.0,- -  -,,13.0
Aramide Oteh,"AM (RL), ST (C)",6.92,6.92,11.0,8.0,1.0,9.0,11.0,6.0,11.0,11.0,3.0,3.0,1.0,7.0,13.0,7.0,13.0,1.0,11.0,13.0,5.0,3.0,9.0,7.0,2.0,9.0,10.0,1.0,6.0,11.0,9.0,11.0,1.0,10.0,11.0,10.0,7.0,5.0,8.0,8.0,1.0,2.0,11.0,12.0,9.0,10.0,10.0,3.0,- -  -,Ask,13.0
Danny Hylton,ST (C),6.91,6.91,16.0,12.0,1.0,10.0,15.0,9.0,12.0,10.0,2.0,1.0,4.0,9.0,14.0,9.0,6.0,1.0,14.0,17.0,10.0,5.0,8.0,12.0,1.0,13.0,14.0,2.0,6.0,12.0,12.0,13.0,3.0,11.0,16.0,13.0,7.0,4.0,13.0,13.0,4.0,3.0,16.0,14.0,12.0,9.0,17.0,2.0,- -  -,Lst,6.0
Elliott List,"M (R), AM (RL), ST (C)",6.91,6.91,10.0,9.0,3.0,12.0,9.0,4.0,7.0,9.0,3.0,3.0,2.0,5.0,4.0,7.0,15.0,2.0,11.0,12.0,7.0,5.0,8.0,5.0,2.0,5.0,6.0,1.0,3.0,11.0,10.0,12.0,3.0,12.0,10.0,9.0,8.0,6.0,8.0,10.0,1.0,4.0,5.0,12.0,10.0,12.0,5.0,1.0,- -  -,,13.0
Adam Campbell,"AM (RLC), ST (C)",6.91,6.91,14.0,9.0,1.0,10.0,14.0,5.0,5.0,9.0,1.0,3.0,2.0,6.0,8.0,8.0,13.0,2.0,15.0,12.0,6.0,2.0,8.0,6.0,2.0,5.0,5.0,2.0,6.0,11.0,11.0,9.0,1.0,11.0,14.0,9.0,7.0,8.0,8.0,9.0,2.0,4.0,7.0,7.0,9.0,10.0,4.0,3.0,- -  -,,12.0
Rob Harker,ST (C),6.91,6.91,10.0,6.0,2.0,10.0,9.0,4.0,9.0,12.0,2.0,2.0,3.0,5.0,8.0,7.0,12.0,1.0,13.0,13.0,8.0,3.0,10.0,3.0,1.0,15.0,12.0,3.0,6.0,7.0,9.0,11.0,2.0,8.0,11.0,7.0,7.0,7.0,8.0,14.0,2.0,1.0,9.0,12.0,10.0,5.0,5.0,3.0,- -  -,,12.0
Max Thompson,"AM (RL), ST (C)",6.90,6.90,10.0,9.0,2.0,9.0,11.0,5.0,9.0,12.0,2.0,1.0,2.0,6.0,5.0,7.0,15.0,1.0,7.0,7.0,6.0,4.0,12.0,5.0,2.0,9.0,8.0,3.0,8.0,9.0,11.0,8.0,1.0,11.0,6.0,11.0,10.0,9.0,10.0,8.0,3.0,2.0,8.0,7.0,10.0,12.0,11.0,3.0,- -  -,,15.0
Jake Hutchinson,ST (C),6.90,6.90,9.0,6.0,2.0,8.0,8.0,4.0,9.0,10.0,1.0,2.0,2.0,2.0,11.0,8.0,12.0,1.0,9.0,9.0,4.0,2.0,9.0,6.0,3.0,11.0,10.0,1.0,4.0,10.0,8.0,11.0,4.0,9.0,9.0,8.0,8.0,2.0,9.0,10.0,3.0,2.0,8.0,10.0,9.0,10.0,13.0,3.0,- -  -,Loa,12.0
Joe Ironside,ST (C),6.90,6.90,15.0,8.0,1.0,13.0,14.0,6.0,15.0,14.0,3.0,2.0,1.0,8.0,13.0,12.0,9.0,1.0,11.0,14.0,7.0,8.0,8.0,7.0,3.0,15.0,14.0,2.0,5.0,7.0,12.0,14.0,1.0,9.0,16.0,8.0,6.0,4.0,8.0,7.0,3.0,3.0,12.0,15.0,9.0,10.0,8.0,2.0,- -  -,,9.0
Thomas James,"AM (RL), ST (C)",6.89,6.89,8.0,6.0,2.0,8.0,7.0,1.0,6.0,13.0,2.0,1.0,1.0,6.0,4.0,7.0,13.0,2.0,9.0,12.0,5.0,6.0,5.0,12.0,1.0,9.0,9.0,2.0,6.0,13.0,10.0,13.0,4.0,11.0,8.0,13.0,10.0,6.0,6.0,9.0,2.0,2.0,5.0,7.0,8.0,13.0,12.0,2.0,- -  -,,10.0
Alex Fisher,ST (C),6.89,6.89,19.0,9.0,2.0,8.0,16.0,8.0,12.0,10.0,3.0,3.0,2.0,8.0,11.0,8.0,10.0,2.0,11.0,14.0,7.0,9.0,9.0,8.0,1.0,12.0,12.0,2.0,7.0,10.0,8.0,8.0,3.0,8.0,14.0,8.0,8.0,7.0,8.0,8.0,1.0,3.0,16.0,8.0,9.0,9.0,5.0,3.0,- -  -,,11.0
Nathan Butler-Oyedeji,"M (R), AM (RL), ST (C)",6.88,6.88,11.0,6.0,2.0,7.0,11.0,4.0,7.0,10.0,2.0,1.0,3.0,5.0,5.0,8.0,17.0,1.0,13.0,15.0,1.0,5.0,12.0,7.0,1.0,7.0,7.0,1.0,10.0,12.0,9.0,10.0,2.0,9.0,16.0,7.0,8.0,10.0,7.0,7.0,3.0,1.0,11.0,7.0,11.0,13.0,12.0,2.0,- -  -,Wnt,17.0
Mikaël Mandron,ST (C),6.88,6.88,14.0,8.0,3.0,10.0,13.0,6.0,14.0,13.0,4.0,2.0,4.0,5.0,6.0,11.0,11.0,1.0,11.0,16.0,5.0,10.0,7.0,3.0,3.0,16.0,11.0,2.0,5.0,9.0,12.0,11.0,1.0,8.0,10.0,10.0,4.0,5.0,9.0,11.0,1.0,3.0,12.0,12.0,11.0,10.0,12.0,3.0,- -  -,Opt,10.0
Andy Cook,ST (C),6.87,6.87,15.0,6.0,2.0,10.0,12.0,5.0,17.0,12.0,3.0,2.0,3.0,8.0,11.0,9.0,9.0,3.0,12.0,8.0,5.0,9.0,9.0,12.0,1.0,14.0,15.0,3.0,5.0,7.0,11.0,12.0,2.0,8.0,15.0,12.0,5.0,5.0,10.0,10.0,1.0,1.0,14.0,12.0,12.0,8.0,14.0,4.0,- -  -,,8.0
Rayhaan Tulloch,"M/AM (RL), ST (C)",6.87,6.87,7.0,9.0,1.0,10.0,7.0,4.0,5.0,9.0,4.0,3.0,2.0,4.0,4.0,6.0,15.0,3.0,8.0,12.0,4.0,5.0,7.0,5.0,2.0,8.0,6.0,3.0,9.0,17.0,10.0,9.0,3.0,12.0,13.0,6.0,8.0,7.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,12.0,12.0,2.0,- -  -,,16.0
Oli Hawkins,"D (C), ST (C)",6.87,6.87,13.0,8.0,3.0,8.0,15.0,10.0,15.0,14.0,3.0,3.0,1.0,9.0,13.0,9.0,7.0,1.0,12.0,9.0,11.0,4.0,6.0,13.0,1.0,16.0,14.0,2.0,4.0,6.0,11.0,12.0,3.0,7.0,11.0,9.0,4.0,4.0,10.0,11.0,2.0,3.0,15.0,13.0,10.0,8.0,11.0,3.0,- -  -,,7.0
Owen Windsor,"AM (L), ST (C)",6.87,6.87,8.0,7.0,2.0,12.0,5.0,8.0,12.0,10.0,2.0,1.0,1.0,9.0,5.0,10.0,13.0,1.0,9.0,11.0,9.0,7.0,8.0,10.0,3.0,12.0,10.0,2.0,7.0,9.0,11.0,10.0,2.0,13.0,11.0,8.0,11.0,10.0,11.0,10.0,1.0,1.0,10.0,8.0,9.0,13.0,8.0,2.0,- -  -,,10.0
Shawn McCoulsky,ST (C),6.87,6.87,12.0,9.0,2.0,8.0,9.0,4.0,10.0,11.0,3.0,1.0,2.0,7.0,8.0,8.0,12.0,3.0,11.0,12.0,4.0,3.0,8.0,9.0,2.0,14.0,10.0,1.0,7.0,12.0,8.0,10.0,3.0,7.0,13.0,9.0,6.0,9.0,10.0,11.0,3.0,2.0,7.0,10.0,8.0,10.0,7.0,3.0,- -  -,,11.0
Junior Luamba,"AM (RL), ST (C)",6.87,6.87,14.0,9.0,1.0,10.0,9.0,7.0,14.0,11.0,3.0,2.0,4.0,8.0,6.0,9.0,12.0,2.0,9.0,10.0,6.0,3.0,8.0,7.0,3.0,11.0,8.0,3.0,9.0,7.0,8.0,10.0,2.0,11.0,6.0,7.0,8.0,8.0,10.0,7.0,1.0,1.0,9.0,10.0,9.0,9.0,13.0,2.0,- -  -,,12.0
Josh Davison,"AM (RL), ST (C)",6.86,6.86,16.0,11.0,1.0,10.0,12.0,7.0,11.0,14.0,1.0,4.0,1.0,8.0,8.0,9.0,12.0,2.0,12.0,10.0,5.0,3.0,7.0,5.0,1.0,12.0,10.0,3.0,6.0,8.0,10.0,9.0,3.0,10.0,6.0,11.0,8.0,6.0,8.0,9.0,3.0,1.0,13.0,13.0,12.0,11.0,12.0,1.0,- -  -,,13.0
Joe McGlynn,ST (C),6.86,6.86,13.0,10.0,3.0,16.0,13.0,5.0,12.0,12.0,2.0,2.0,2.0,9.0,5.0,8.0,11.0,1.0,10.0,8.0,10.0,6.0,11.0,9.0,1.0,9.0,8.0,2.0,10.0,13.0,12.0,10.0,1.0,10.0,10.0,10.0,8.0,10.0,12.0,10.0,1.0,2.0,13.0,10.0,12.0,11.0,7.0,1.0,- -  -,,11.0
Timmy Abraham,"AM (R), ST (C)",6.86,6.86,10.0,10.0,3.0,9.0,8.0,5.0,9.0,11.0,1.0,1.0,3.0,6.0,4.0,6.0,17.0,2.0,7.0,17.0,4.0,5.0,8.0,4.0,3.0,13.0,9.0,2.0,5.0,15.0,7.0,7.0,3.0,6.0,10.0,6.0,5.0,6.0,8.0,7.0,2.0,2.0,6.0,12.0,9.0,12.0,9.0,1.0,- -  -,,17.0
Jayden Wareham,"AM (L), ST (C)",6.86,6.86,17.0,8.0,1.0,8.0,15.0,4.0,9.0,9.0,1.0,3.0,3.0,7.0,13.0,6.0,14.0,1.0,9.0,12.0,3.0,6.0,10.0,14.0,1.0,7.0,9.0,2.0,8.0,15.0,8.0,12.0,2.0,6.0,16.0,9.0,6.0,8.0,11.0,10.0,2.0,2.0,17.0,9.0,12.0,9.0,14.0,1.0,- -  -,,15.0
Samson Tovide,"AM (RL), ST (C)",6.86,6.86,11.0,7.0,2.0,10.0,10.0,6.0,13.0,10.0,1.0,1.0,2.0,7.0,8.0,9.0,12.0,2.0,9.0,12.0,4.0,1.0,10.0,5.0,3.0,13.0,9.0,3.0,6.0,13.0,9.0,11.0,2.0,10.0,15.0,9.0,6.0,4.0,8.0,10.0,3.0,3.0,9.0,13.0,9.0,11.0,11.0,3.0,- -  -,Int,13.0
Donovan Wilson,"AM (RL), ST (C)",6.85,6.85,12.0,9.0,3.0,10.0,14.0,7.0,10.0,11.0,3.0,1.0,3.0,4.0,9.0,8.0,13.0,3.0,12.0,9.0,2.0,1.0,10.0,8.0,1.0,12.0,8.0,2.0,5.0,12.0,11.0,13.0,3.0,11.0,12.0,9.0,5.0,3.0,9.0,12.0,2.0,3.0,11.0,12.0,11.0,13.0,8.0,4.0,- -  -,,12.0
Tyreece Onyeka,ST (C),6.85,6.85,11.0,8.0,1.0,11.0,12.0,4.0,10.0,12.0,1.0,1.0,2.0,8.0,4.0,6.0,14.0,2.0,11.0,15.0,6.0,6.0,9.0,12.0,4.0,13.0,10.0,2.0,6.0,8.0,12.0,10.0,1.0,11.0,8.0,8.0,5.0,4.0,8.0,8.0,1.0,2.0,3.0,10.0,6.0,10.0,5.0,1.0,- -  -,,12.0
Omar Bogle,ST (C),6.85,6.85,12.0,7.0,1.0,9.0,12.0,6.0,15.0,12.0,2.0,4.0,3.0,6.0,13.0,8.0,12.0,3.0,11.0,15.0,6.0,6.0,12.0,8.0,3.0,13.0,12.0,1.0,11.0,11.0,10.0,12.0,3.0,9.0,15.0,9.0,11.0,4.0,9.0,9.0,2.0,3.0,12.0,13.0,11.0,11.0,14.0,2.0,- -  -,,13.0
Caleb Chukwuemeka,"AM (RL), ST (C)",6.85,6.85,12.0,8.0,1.0,10.0,7.0,1.0,11.0,13.0,3.0,2.0,2.0,5.0,1.0,12.0,12.0,4.0,12.0,7.0,6.0,3.0,5.0,1.0,2.0,8.0,8.0,2.0,6.0,13.0,13.0,12.0,2.0,10.0,10.0,10.0,5.0,6.0,7.0,11.0,4.0,2.0,3.0,10.0,5.0,12.0,10.0,3.0,- -  -,,13.0
Manny Duku,"AM (R), ST (C)",6.85,6.85,13.0,8.0,1.0,11.0,13.0,4.0,12.0,10.0,2.0,1.0,2.0,5.0,11.0,8.0,11.0,3.0,12.0,12.0,5.0,1.0,7.0,6.0,2.0,15.0,13.0,4.0,4.0,4.0,9.0,8.0,3.0,7.0,13.0,7.0,7.0,2.0,6.0,12.0,2.0,1.0,12.0,12.0,8.0,10.0,9.0,2.0,- -  -,Lst,11.0
Bright Amoateng,ST (C),6.85,6.85,10.0,9.0,2.0,9.0,10.0,6.0,10.0,10.0,1.0,1.0,3.0,10.0,8.0,10.0,11.0,1.0,9.0,9.0,6.0,5.0,8.0,6.0,1.0,8.0,8.0,1.0,8.0,8.0,10.0,10.0,2.0,10.0,2.0,10.0,7.0,8.0,11.0,11.0,3.0,4.0,10.0,9.0,9.0,9.0,9.0,3.0,- -  -,,10.0
Macaulay Langstaff,ST (C),6.85,6.85,11.0,9.0,1.0,11.0,9.0,6.0,6.0,9.0,2.0,3.0,3.0,10.0,10.0,9.0,14.0,1.0,12.0,11.0,6.0,6.0,6.0,7.0,2.0,8.0,9.0,4.0,5.0,9.0,12.0,14.0,2.0,11.0,10.0,9.0,6.0,6.0,10.0,12.0,3.0,3.0,11.0,10.0,13.0,11.0,6.0,2.0,- -  -,,14.0
Cedwyn Scott,"M/AM (L), ST (C)",6.84,6.84,11.0,8.0,1.0,10.0,9.0,4.0,12.0,12.0,4.0,2.0,4.0,7.0,6.0,8.0,12.0,3.0,9.0,14.0,6.0,2.0,8.0,8.0,3.0,11.0,12.0,3.0,4.0,7.0,10.0,13.0,3.0,9.0,14.0,8.0,8.0,4.0,10.0,11.0,2.0,3.0,8.0,12.0,9.0,10.0,9.0,1.0,- -  -,,11.0
Elliott Nevitt,ST (C),6.84,6.84,12.0,8.0,2.0,8.0,14.0,8.0,15.0,12.0,2.0,3.0,1.0,4.0,11.0,8.0,9.0,3.0,10.0,11.0,4.0,8.0,10.0,7.0,2.0,14.0,12.0,1.0,5.0,4.0,10.0,12.0,1.0,7.0,14.0,8.0,5.0,5.0,10.0,10.0,3.0,1.0,13.0,10.0,11.0,8.0,14.0,2.0,- -  -,,8.0
Scott Kashket,"AM (L), ST (C)",6.84,6.84,13.0,9.0,3.0,10.0,11.0,5.0,5.0,12.0,2.0,1.0,1.0,7.0,12.0,11.0,13.0,2.0,13.0,15.0,4.0,4.0,6.0,7.0,3.0,7.0,6.0,2.0,6.0,10.0,11.0,10.0,2.0,10.0,12.0,8.0,8.0,7.0,6.0,10.0,4.0,3.0,9.0,13.0,11.0,12.0,5.0,3.0,- -  -,,14.0
Tristan Abrahams,"M/AM (R), ST (C)",6.84,6.84,9.0,10.0,2.0,9.0,10.0,6.0,13.0,13.0,1.0,3.0,3.0,5.0,12.0,9.0,13.0,3.0,8.0,12.0,8.0,5.0,10.0,5.0,1.0,12.0,8.0,2.0,7.0,8.0,10.0,10.0,3.0,9.0,13.0,10.0,7.0,8.0,8.0,10.0,2.0,3.0,9.0,11.0,10.0,13.0,10.0,3.0,- -  -,,13.0
Luke Jephcott,"AM (L), ST (C)",6.84,6.84,13.0,7.0,2.0,10.0,12.0,6.0,12.0,11.0,2.0,2.0,3.0,6.0,15.0,10.0,9.0,3.0,15.0,7.0,5.0,5.0,9.0,5.0,1.0,9.0,12.0,2.0,5.0,5.0,11.0,14.0,3.0,8.0,11.0,9.0,8.0,5.0,8.0,12.0,2.0,1.0,10.0,13.0,14.0,8.0,10.0,3.0,- -  -,,9.0
