Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Tom Carroll,"DM, M (C)",-,-,11.0,14.0,1.0,13.0,14.0,6.0,5.0,11.0,2.0,1.0,1.0,10.0,9.0,13.0,10.0,3.0,12.0,14.0,8.0,4.0,7.0,6.0,3.0,6.0,5.0,2.0,10.0,12.0,12.0,6.0,2.0,8.0,10.0,11.0,13.0,14.0,11.0,12.0,3.0,3.0,7.0,15.0,11.0,13.0,9.0,2.0,- -  -,,8.0
Richie Smallwood,"DM, M (C)",6.73,6.73,19.0,8.0,1.0,9.0,17.0,14.0,13.0,14.0,1.0,3.0,2.0,12.0,9.0,11.0,10.0,3.0,7.0,15.0,12.0,9.0,6.0,16.0,1.0,9.0,11.0,2.0,7.0,4.0,9.0,6.0,3.0,6.0,15.0,11.0,8.0,10.0,13.0,12.0,3.0,3.0,19.0,13.0,11.0,10.0,18.0,3.0,- -  -,,10.0
Adam Lewis,"D/WB (L), DM, M (LC), AM (L)",6.66,6.66,11.0,13.0,3.0,12.0,11.0,12.0,8.0,10.0,2.0,2.0,2.0,7.0,14.0,12.0,12.0,3.0,8.0,12.0,7.0,5.0,10.0,10.0,3.0,5.0,6.0,1.0,12.0,12.0,12.0,10.0,1.0,12.0,17.0,9.0,13.0,13.0,8.0,11.0,3.0,3.0,11.0,9.0,9.0,10.0,14.0,4.0,- -  -,,14.0
Hector Kyprianou,"D (C), DM, M (C)",6.79,6.79,14.0,9.0,1.0,12.0,15.0,10.0,11.0,11.0,3.0,2.0,3.0,12.0,5.0,13.0,9.0,3.0,10.0,10.0,12.0,8.0,8.0,7.0,4.0,13.0,9.0,3.0,8.0,13.0,13.0,9.0,1.0,10.0,10.0,11.0,9.0,8.0,10.0,13.0,1.0,1.0,10.0,12.0,10.0,9.0,7.0,3.0,- -  -,,10.0
Ethan Galbraith,"DM, M/AM (C)",6.76,6.76,14.0,12.0,3.0,13.0,13.0,10.0,7.0,12.0,2.0,2.0,4.0,10.0,7.0,13.0,11.0,2.0,10.0,15.0,7.0,3.0,12.0,5.0,1.0,8.0,8.0,3.0,8.0,11.0,11.0,10.0,3.0,12.0,11.0,10.0,9.0,9.0,10.0,13.0,3.0,2.0,10.0,12.0,12.0,13.0,11.0,4.0,- -  -,,12.0
Charlie Colkett,"DM, M/AM (C)",6.89,6.89,11.0,13.0,1.0,12.0,12.0,9.0,8.0,11.0,3.0,3.0,3.0,10.0,8.0,13.0,12.0,1.0,9.0,12.0,8.0,7.0,11.0,9.0,4.0,10.0,7.0,2.0,9.0,14.0,12.0,11.0,1.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,3.0,3.0,9.0,11.0,12.0,11.0,13.0,3.0,- -  -,Wnt,11.0
George Moncur,M/AM (LC),6.87,6.87,11.0,13.0,2.0,13.0,11.0,7.0,13.0,10.0,2.0,3.0,1.0,7.0,11.0,13.0,11.0,3.0,12.0,8.0,7.0,6.0,13.0,10.0,3.0,8.0,7.0,1.0,14.0,14.0,13.0,11.0,2.0,11.0,12.0,10.0,11.0,11.0,10.0,12.0,2.0,3.0,9.0,12.0,10.0,12.0,11.0,1.0,- -  -,,11.0
Paris Maghoma,"DM, M/AM (C)",6.77,6.77,13.0,12.0,3.0,13.0,12.0,10.0,11.0,12.0,3.0,3.0,2.0,10.0,8.0,11.0,11.0,3.0,10.0,12.0,8.0,5.0,9.0,8.0,3.0,9.0,8.0,1.0,11.0,12.0,10.0,8.0,4.0,10.0,15.0,14.0,8.0,9.0,11.0,13.0,4.0,2.0,9.0,10.0,13.0,11.0,12.0,1.0,- -  -,,10.0
Jake Hesketh,M/AM (RLC),6.80,6.80,12.0,11.0,3.0,13.0,10.0,10.0,3.0,11.0,1.0,2.0,3.0,5.0,9.0,13.0,10.0,1.0,9.0,12.0,9.0,7.0,9.0,8.0,3.0,7.0,8.0,2.0,8.0,13.0,12.0,8.0,3.0,13.0,11.0,10.0,11.0,8.0,9.0,11.0,2.0,3.0,13.0,7.0,10.0,11.0,16.0,4.0,- -  -,Inj,10.0
Jack Henry-Francis,"DM, M/AM (C)",6.71,6.71,15.0,10.0,1.0,8.0,15.0,13.0,9.0,12.0,2.0,3.0,3.0,10.0,5.0,12.0,11.0,1.0,8.0,10.0,11.0,3.0,11.0,10.0,2.0,7.0,7.0,3.0,10.0,9.0,10.0,8.0,2.0,10.0,13.0,11.0,8.0,10.0,10.0,8.0,2.0,2.0,14.0,10.0,11.0,8.0,13.0,3.0,- -  -,,12.0
George McEachran,"DM, M/AM (C)",6.73,6.73,11.0,11.0,3.0,16.0,9.0,6.0,6.0,8.0,2.0,2.0,2.0,7.0,9.0,13.0,11.0,2.0,8.0,13.0,6.0,4.0,10.0,5.0,2.0,5.0,6.0,3.0,8.0,14.0,14.0,10.0,2.0,12.0,15.0,13.0,8.0,8.0,8.0,14.0,3.0,1.0,8.0,7.0,8.0,13.0,8.0,1.0,- -  -,,13.0
James Balagizi,"M (C), AM (LC)",7.06,7.06,11.0,12.0,3.0,14.0,9.0,7.0,11.0,10.0,2.0,1.0,3.0,7.0,9.0,13.0,12.0,3.0,12.0,12.0,7.0,8.0,8.0,7.0,1.0,10.0,11.0,1.0,10.0,12.0,13.0,9.0,3.0,13.0,11.0,9.0,11.0,8.0,8.0,13.0,1.0,2.0,8.0,12.0,11.0,13.0,11.0,2.0,- -  -,,13.0
Matty Daly,"DM, M/AM (C)",6.85,6.85,15.0,12.0,3.0,11.0,12.0,8.0,10.0,11.0,2.0,2.0,2.0,10.0,9.0,12.0,12.0,2.0,11.0,14.0,11.0,4.0,11.0,8.0,1.0,9.0,8.0,3.0,8.0,13.0,11.0,11.0,2.0,12.0,10.0,12.0,10.0,7.0,11.0,12.0,2.0,3.0,11.0,12.0,12.0,10.0,4.0,2.0,- -  -,,12.0
Marc Leonard,"DM, M/AM (C)",6.86,6.86,13.0,11.0,2.0,11.0,14.0,10.0,11.0,14.0,2.0,1.0,3.0,12.0,7.0,10.0,12.0,3.0,12.0,12.0,7.0,6.0,8.0,10.0,3.0,9.0,7.0,2.0,7.0,9.0,11.0,8.0,3.0,9.0,13.0,11.0,8.0,8.0,12.0,10.0,4.0,1.0,11.0,11.0,12.0,11.0,12.0,2.0,- -  -,,13.0
Stuart O'Keefe,"DM, M (C)",6.91,6.91,16.0,9.0,1.0,10.0,16.0,13.0,11.0,15.0,3.0,1.0,2.0,10.0,10.0,10.0,9.0,2.0,9.0,13.0,12.0,8.0,10.0,11.0,1.0,7.0,10.0,2.0,9.0,9.0,10.0,8.0,2.0,7.0,10.0,9.0,8.0,9.0,10.0,9.0,1.0,1.0,15.0,12.0,9.0,9.0,18.0,1.0,- -  -,,9.0
Shaun Williams,"D (C), DM, M (C)",6.92,6.92,13.0,12.0,1.0,14.0,14.0,12.0,9.0,10.0,1.0,2.0,2.0,14.0,14.0,11.0,6.0,3.0,11.0,12.0,12.0,5.0,11.0,13.0,3.0,11.0,10.0,1.0,13.0,7.0,12.0,10.0,2.0,9.0,14.0,11.0,9.0,15.0,13.0,12.0,2.0,2.0,11.0,9.0,12.0,6.0,10.0,2.0,- -  -,Opt,6.0
Cole Skuse,"DM, M (C)",6.88,6.88,13.0,7.0,3.0,12.0,13.0,11.0,9.0,12.0,1.0,3.0,1.0,15.0,10.0,12.0,6.0,2.0,8.0,18.0,12.0,8.0,4.0,15.0,3.0,12.0,11.0,2.0,6.0,4.0,12.0,4.0,1.0,7.0,14.0,13.0,8.0,8.0,12.0,13.0,3.0,2.0,13.0,9.0,14.0,8.0,10.0,2.0,- -  -,,7.0
Stevie Mallan,M/AM (C),6.83,6.83,13.0,14.0,3.0,13.0,13.0,8.0,11.0,13.0,2.0,3.0,2.0,7.0,12.0,12.0,10.0,1.0,14.0,12.0,8.0,5.0,13.0,10.0,1.0,8.0,5.0,3.0,14.0,13.0,11.0,9.0,1.0,11.0,13.0,12.0,11.0,12.0,10.0,13.0,1.0,1.0,10.0,10.0,13.0,11.0,11.0,3.0,- -  -,,11.0
Alex Gilbey,"DM, M/AM (C)",6.94,6.94,12.0,10.0,1.0,11.0,13.0,11.0,12.0,14.0,3.0,3.0,3.0,9.0,8.0,11.0,11.0,3.0,11.0,15.0,8.0,6.0,11.0,12.0,2.0,11.0,10.0,1.0,9.0,8.0,12.0,9.0,1.0,12.0,14.0,10.0,8.0,8.0,13.0,10.0,1.0,2.0,12.0,12.0,11.0,11.0,13.0,2.0,- -  -,,10.0
Tariq Uwakwe,"WB (L), M/AM (RLC)",6.62,6.62,9.0,11.0,2.0,12.0,9.0,6.0,7.0,12.0,2.0,3.0,4.0,9.0,8.0,12.0,12.0,2.0,9.0,16.0,6.0,5.0,12.0,9.0,1.0,10.0,6.0,2.0,13.0,13.0,9.0,9.0,2.0,12.0,8.0,10.0,10.0,10.0,8.0,11.0,3.0,2.0,8.0,11.0,9.0,8.0,6.0,1.0,- -  -,Opt,12.0
Jacob Butterfield,"DM, M (C)",6.75,6.75,13.0,10.0,1.0,11.0,12.0,12.0,9.0,10.0,2.0,3.0,1.0,11.0,9.0,11.0,7.0,2.0,10.0,13.0,9.0,6.0,12.0,11.0,2.0,7.0,8.0,2.0,11.0,7.0,11.0,9.0,2.0,11.0,13.0,11.0,10.0,12.0,10.0,13.0,3.0,2.0,9.0,10.0,11.0,8.0,9.0,2.0,- -  -,,6.0
Callum Camps,"DM, M/AM (C)",6.75,6.75,11.0,13.0,3.0,12.0,11.0,9.0,10.0,11.0,2.0,3.0,2.0,9.0,9.0,13.0,11.0,3.0,11.0,11.0,7.0,4.0,12.0,10.0,3.0,8.0,8.0,3.0,11.0,12.0,12.0,10.0,2.0,11.0,12.0,11.0,10.0,10.0,10.0,13.0,1.0,2.0,10.0,13.0,11.0,11.0,12.0,2.0,- -  -,,11.0
Jack Spong,"DM, M (C)",6.83,6.83,13.0,12.0,4.0,12.0,14.0,9.0,6.0,13.0,1.0,3.0,2.0,8.0,5.0,12.0,12.0,3.0,9.0,16.0,7.0,4.0,8.0,6.0,3.0,6.0,10.0,2.0,11.0,6.0,12.0,8.0,1.0,9.0,10.0,8.0,8.0,8.0,10.0,12.0,2.0,2.0,9.0,14.0,9.0,14.0,8.0,1.0,- -  -,,13.0
Adam Clayton,"DM, M (C)",6.72,6.72,15.0,11.0,1.0,10.0,15.0,11.0,11.0,10.0,3.0,3.0,2.0,13.0,10.0,11.0,7.0,3.0,10.0,12.0,11.0,6.0,8.0,14.0,3.0,9.0,7.0,3.0,10.0,8.0,11.0,9.0,2.0,8.0,14.0,11.0,10.0,10.0,12.0,12.0,2.0,1.0,13.0,12.0,13.0,10.0,13.0,2.0,- -  -,,7.0
Ronan Darcy,M/AM (C),6.94,6.94,11.0,11.0,1.0,13.0,10.0,7.0,13.0,12.0,2.0,3.0,2.0,5.0,7.0,12.0,12.0,4.0,11.0,12.0,6.0,5.0,13.0,9.0,1.0,9.0,9.0,3.0,10.0,13.0,11.0,8.0,3.0,12.0,11.0,9.0,9.0,8.0,10.0,10.0,2.0,3.0,10.0,11.0,12.0,13.0,9.0,3.0,- -  -,,14.0
Harry Clifton,"DM, M (LC)",7.14,7.14,16.0,11.0,2.0,11.0,15.0,12.0,12.0,15.0,2.0,4.0,3.0,11.0,5.0,11.0,11.0,3.0,12.0,15.0,12.0,3.0,4.0,10.0,1.0,8.0,7.0,2.0,5.0,7.0,11.0,8.0,1.0,10.0,14.0,11.0,7.0,7.0,12.0,11.0,3.0,4.0,13.0,11.0,11.0,10.0,13.0,3.0,- -  -,Wnt,12.0
Ben Knight,"M (C), AM (RLC), ST (C)",6.81,6.81,10.0,7.0,3.0,12.0,9.0,8.0,4.0,11.0,2.0,3.0,2.0,9.0,4.0,11.0,14.0,1.0,13.0,9.0,8.0,8.0,8.0,11.0,3.0,4.0,8.0,3.0,8.0,13.0,14.0,11.0,1.0,11.0,5.0,8.0,12.0,8.0,9.0,10.0,2.0,1.0,8.0,12.0,11.0,13.0,11.0,4.0,- -  -,,12.0
Mauro Bandeira,"DM, M/AM (C)",6.84,6.84,15.0,12.0,1.0,11.0,16.0,10.0,10.0,11.0,3.0,1.0,3.0,9.0,4.0,11.0,12.0,1.0,10.0,16.0,6.0,2.0,13.0,12.0,1.0,15.0,10.0,2.0,9.0,12.0,14.0,12.0,2.0,11.0,18.0,8.0,10.0,9.0,9.0,10.0,3.0,4.0,9.0,9.0,13.0,9.0,14.0,3.0,- -  -,,12.0
Idris El Mizouni,"DM, M/AM (C)",6.79,6.79,12.0,13.0,3.0,13.0,12.0,12.0,11.0,12.0,2.0,3.0,2.0,9.0,5.0,13.0,12.0,2.0,11.0,10.0,9.0,10.0,9.0,9.0,2.0,12.0,8.0,1.0,13.0,12.0,12.0,10.0,1.0,13.0,12.0,10.0,9.0,9.0,8.0,11.0,1.0,3.0,11.0,11.0,11.0,11.0,8.0,2.0,- -  -,Set,12.0
Liam Kinsella,"D/WB (R), DM, M (C)",6.93,6.93,19.0,8.0,1.0,9.0,15.0,10.0,10.0,15.0,3.0,1.0,1.0,10.0,9.0,11.0,10.0,3.0,12.0,12.0,10.0,4.0,6.0,11.0,1.0,10.0,8.0,1.0,8.0,10.0,11.0,9.0,1.0,9.0,17.0,9.0,9.0,8.0,11.0,10.0,4.0,3.0,11.0,11.0,9.0,9.0,14.0,2.0,- -  -,,11.0
Jacob Maddox,"M (LC), AM (C)",6.52,6.52,9.0,12.0,3.0,13.0,8.0,6.0,7.0,10.0,1.0,3.0,3.0,6.0,8.0,12.0,13.0,1.0,11.0,10.0,5.0,6.0,8.0,6.0,3.0,6.0,5.0,3.0,10.0,15.0,11.0,8.0,1.0,11.0,5.0,8.0,10.0,10.0,8.0,11.0,1.0,4.0,8.0,11.0,8.0,14.0,7.0,3.0,- -  -,Opt,14.0
Jon Nolan,"DM, M (C)",6.63,6.63,12.0,11.0,2.0,12.0,13.0,9.0,9.0,10.0,2.0,3.0,4.0,11.0,10.0,12.0,9.0,3.0,12.0,13.0,11.0,8.0,11.0,8.0,2.0,10.0,8.0,1.0,10.0,9.0,12.0,10.0,1.0,10.0,12.0,9.0,10.0,10.0,12.0,11.0,1.0,1.0,9.0,12.0,11.0,9.0,9.0,1.0,- -  -,Opt,10.0
Alex Hunt,"DM, M (C)",6.78,6.78,12.0,15.0,3.0,12.0,12.0,12.0,7.0,13.0,3.0,2.0,1.0,10.0,12.0,12.0,12.0,3.0,8.0,12.0,11.0,4.0,12.0,6.0,1.0,6.0,6.0,2.0,13.0,9.0,11.0,9.0,1.0,12.0,10.0,9.0,12.0,12.0,10.0,11.0,3.0,2.0,13.0,9.0,11.0,12.0,12.0,3.0,- -  -,,11.0
Conor Thomas,"DM, M (C)",6.96,6.96,12.0,12.0,3.0,12.0,12.0,11.0,12.0,13.0,2.0,2.0,1.0,12.0,16.0,12.0,10.0,3.0,10.0,12.0,10.0,1.0,7.0,8.0,3.0,11.0,5.0,1.0,6.0,8.0,11.0,8.0,2.0,8.0,11.0,11.0,10.0,7.0,11.0,12.0,3.0,3.0,5.0,11.0,12.0,10.0,8.0,3.0,- -  -,Inj,11.0
Alistair Smith,"DM, M (C)",7.01,7.01,13.0,11.0,3.0,11.0,14.0,10.0,13.0,13.0,2.0,2.0,2.0,9.0,7.0,11.0,12.0,1.0,11.0,14.0,6.0,6.0,13.0,8.0,2.0,13.0,10.0,1.0,7.0,13.0,11.0,10.0,2.0,10.0,12.0,10.0,8.0,7.0,10.0,12.0,1.0,1.0,10.0,11.0,10.0,11.0,10.0,2.0,- -  -,,10.0
Elliot Watt,"DM, M (C)",6.90,6.90,14.0,13.0,2.0,13.0,16.0,11.0,12.0,13.0,3.0,2.0,1.0,10.0,10.0,14.0,8.0,1.0,9.0,14.0,7.0,5.0,10.0,12.0,2.0,8.0,6.0,1.0,11.0,8.0,13.0,6.0,1.0,10.0,13.0,11.0,10.0,11.0,11.0,14.0,3.0,2.0,12.0,12.0,13.0,10.0,14.0,1.0,- -  -,Wnt,7.0
Owen Moxon,"DM, M (C)",6.97,6.97,16.0,11.0,3.0,10.0,12.0,11.0,11.0,16.0,1.0,4.0,2.0,10.0,7.0,11.0,9.0,1.0,9.0,12.0,9.0,5.0,10.0,10.0,3.0,12.0,10.0,2.0,11.0,8.0,12.0,6.0,2.0,9.0,13.0,10.0,10.0,11.0,8.0,7.0,1.0,2.0,9.0,10.0,9.0,11.0,12.0,2.0,- -  -,,10.0
Jordan Stevens,M/AM (RC),6.91,6.91,11.0,9.0,3.0,11.0,11.0,6.0,6.0,13.0,3.0,1.0,1.0,6.0,5.0,8.0,13.0,2.0,10.0,13.0,6.0,4.0,7.0,4.0,2.0,6.0,5.0,4.0,6.0,13.0,11.0,8.0,1.0,11.0,13.0,8.0,10.0,9.0,9.0,9.0,3.0,3.0,9.0,11.0,10.0,11.0,10.0,3.0,- -  -,,13.0
Nathan Moriah-Welsh,"D (R), M/AM (RC)",6.74,6.74,10.0,11.0,2.0,8.0,10.0,6.0,9.0,12.0,1.0,2.0,2.0,11.0,6.0,9.0,13.0,3.0,10.0,12.0,6.0,5.0,12.0,13.0,2.0,7.0,6.0,3.0,9.0,12.0,9.0,8.0,2.0,10.0,12.0,10.0,5.0,8.0,10.0,9.0,2.0,1.0,9.0,9.0,10.0,11.0,7.0,1.0,- -  -,,14.0
Callum Guy,"DM, M (C)",6.92,6.92,15.0,10.0,1.0,11.0,14.0,12.0,12.0,17.0,3.0,3.0,4.0,11.0,7.0,10.0,11.0,2.0,9.0,16.0,8.0,5.0,6.0,10.0,2.0,9.0,8.0,2.0,9.0,7.0,10.0,5.0,1.0,9.0,14.0,10.0,9.0,12.0,9.0,10.0,2.0,1.0,17.0,12.0,12.0,11.0,14.0,3.0,- -  -,,11.0
Nicky Featherstone,"DM, M (C)",6.96,6.96,14.0,12.0,1.0,13.0,14.0,11.0,10.0,13.0,1.0,2.0,2.0,10.0,13.0,13.0,9.0,2.0,10.0,12.0,10.0,6.0,8.0,12.0,1.0,7.0,8.0,1.0,9.0,10.0,10.0,9.0,3.0,8.0,11.0,10.0,12.0,9.0,10.0,14.0,1.0,3.0,7.0,9.0,11.0,8.0,9.0,1.0,- -  -,Req,8.0
Thomas O'Connor,"DM, M (C)",6.93,6.93,14.0,9.0,3.0,11.0,13.0,12.0,11.0,14.0,1.0,2.0,1.0,12.0,4.0,11.0,11.0,3.0,10.0,14.0,12.0,8.0,11.0,10.0,3.0,9.0,9.0,1.0,11.0,7.0,11.0,9.0,1.0,8.0,11.0,10.0,14.0,14.0,10.0,11.0,4.0,1.0,9.0,11.0,11.0,11.0,13.0,3.0,- -  -,,12.0
Robbie Gotts,"DM, M (C), AM (RC)",6.86,6.86,18.0,10.0,3.0,11.0,13.0,8.0,6.0,15.0,3.0,3.0,2.0,7.0,5.0,10.0,11.0,2.0,11.0,14.0,6.0,6.0,6.0,9.0,1.0,5.0,5.0,2.0,5.0,11.0,12.0,7.0,2.0,10.0,17.0,10.0,9.0,7.0,9.0,11.0,3.0,2.0,12.0,10.0,11.0,12.0,13.0,3.0,- -  -,,11.0
Matty Palmer,"DM, M (C)",6.89,6.89,10.0,12.0,2.0,12.0,13.0,9.0,8.0,13.0,2.0,1.0,2.0,9.0,7.0,12.0,9.0,1.0,12.0,14.0,8.0,5.0,11.0,8.0,1.0,8.0,7.0,2.0,12.0,12.0,13.0,8.0,1.0,10.0,10.0,11.0,11.0,12.0,9.0,12.0,2.0,2.0,11.0,9.0,10.0,11.0,9.0,3.0,- -  -,,10.0
Lee O'Connor,"D (R), DM, M (C)",6.85,6.85,13.0,9.0,1.0,10.0,14.0,12.0,10.0,13.0,1.0,1.0,1.0,13.0,7.0,12.0,12.0,1.0,10.0,15.0,11.0,5.0,4.0,8.0,1.0,11.0,9.0,2.0,4.0,8.0,9.0,6.0,3.0,9.0,13.0,10.0,10.0,6.0,12.0,10.0,3.0,3.0,13.0,8.0,13.0,10.0,12.0,2.0,- -  -,,12.0
Reece McAlear,M (C),6.86,6.86,14.0,13.0,1.0,13.0,13.0,8.0,11.0,13.0,1.0,1.0,2.0,10.0,8.0,13.0,10.0,1.0,11.0,13.0,8.0,5.0,12.0,9.0,1.0,9.0,7.0,2.0,11.0,4.0,13.0,8.0,2.0,8.0,13.0,13.0,9.0,10.0,9.0,13.0,1.0,2.0,11.0,11.0,12.0,11.0,8.0,2.0,- -  -,,9.0
Louis Reed,"DM, M (C)",6.99,6.99,13.0,13.0,1.0,13.0,11.0,12.0,7.0,12.0,1.0,3.0,2.0,12.0,10.0,12.0,10.0,2.0,10.0,11.0,10.0,3.0,11.0,10.0,1.0,6.0,8.0,1.0,11.0,7.0,13.0,8.0,3.0,12.0,14.0,10.0,10.0,10.0,12.0,13.0,1.0,2.0,8.0,12.0,11.0,12.0,7.0,3.0,- -  -,Wnt,11.0
Alan Judge,"DM, M/AM (C)",6.72,6.72,12.0,12.0,1.0,12.0,12.0,8.0,6.0,9.0,1.0,2.0,3.0,8.0,11.0,12.0,6.0,1.0,10.0,13.0,6.0,3.0,11.0,11.0,3.0,7.0,5.0,1.0,12.0,14.0,13.0,9.0,2.0,10.0,16.0,9.0,13.0,13.0,10.0,11.0,3.0,2.0,13.0,9.0,10.0,10.0,11.0,3.0,- -  -,,6.0
Jack Earing,"DM, M/AM (C)",6.89,6.89,14.0,13.0,3.0,11.0,13.0,10.0,12.0,11.0,3.0,4.0,1.0,11.0,7.0,11.0,12.0,1.0,10.0,11.0,8.0,6.0,9.0,9.0,1.0,11.0,10.0,3.0,9.0,10.0,11.0,11.0,1.0,12.0,14.0,11.0,8.0,10.0,10.0,12.0,1.0,1.0,11.0,10.0,12.0,11.0,10.0,1.0,- -  -,,12.0
Hiram Boateng,"DM, M (C)",6.76,6.76,13.0,15.0,3.0,12.0,14.0,12.0,14.0,14.0,2.0,3.0,3.0,11.0,8.0,14.0,12.0,2.0,11.0,11.0,9.0,7.0,11.0,10.0,3.0,11.0,9.0,3.0,8.0,10.0,10.0,10.0,1.0,12.0,14.0,10.0,8.0,7.0,10.0,12.0,2.0,2.0,12.0,11.0,10.0,11.0,11.0,3.0,- -  -,Wnt,8.0
