Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Joshua Williams,"D/WB (R), M (RC)",6.94,6.94,11,10,3,10,11,11,11,12,2,4,3,11,7,11,13,1,11,12,12,10,9,8,1,10,11,3,10,11,10,9,2,11,12,11,12,9,10,8,3,3,12,10,11,10,11,1,- -  -,Wnt,13
George Cooper,"WB/M (L), AM (RL)",6.94,6.94,9,13,2,13,9,6,7,11,3,3,1,6,5,10,12,3,11,7,6,5,10,5,3,8,5,1,12,11,12,11,1,12,7,9,11,11,8,10,2,2,8,12,7,11,7,4,- -  -,Opt,10
Bobby-Joe Taylor,D/WB/M/AM (L),6.94,6.94,11,8,3,11,9,9,10,11,1,1,1,11,13,10,12,2,7,11,9,6,8,4,3,8,7,3,12,9,9,8,1,10,11,9,11,11,7,10,1,3,9,10,8,10,9,3,- -  -,,10
Anthony Forde,D/WB/M/AM (R),6.94,6.94,13,10,3,11,15,8,10,11,1,2,2,12,5,11,10,3,11,13,8,5,11,8,2,8,6,2,13,10,11,7,1,9,10,10,13,11,9,11,3,2,8,11,10,12,7,2,- -  -,,11
George Francomb,"D (RC), WB (R), DM, M (RC)",6.93,6.93,14,9,1,11,12,10,11,9,3,1,1,9,8,11,8,4,9,13,12,4,11,15,3,10,12,1,9,7,11,10,2,9,11,10,10,11,10,10,1,1,11,10,9,8,8,3,- -  -,,8
Reece Hannam,D/WB (L),6.92,6.92,12,7,1,10,11,10,9,14,2,2,3,10,6,10,13,2,11,14,9,10,9,6,3,13,8,1,3,3,9,2,2,9,8,9,11,5,10,8,2,4,9,11,8,10,11,3,- -  -,,14
Jordan Hackett,D/WB (L),6.91,6.91,14,10,4,13,14,12,14,10,1,2,3,12,6,11,13,3,11,13,10,11,7,11,2,12,12,2,5,5,8,6,1,11,14,11,13,7,10,12,3,3,11,8,10,11,13,1,- -  -,Inj,12
Lewis Payne,"D (RC), WB (R)",6.91,6.91,14,6,3,11,14,11,8,13,3,4,2,6,4,14,12,1,11,13,10,4,6,7,2,14,10,1,3,7,12,8,3,14,18,11,13,6,6,9,3,2,9,7,9,13,10,4,- -  -,,16
John Clarke,D/WB (L),6.90,6.90,15,7,3,8,12,9,10,14,3,2,2,10,5,9,13,1,10,14,9,11,6,8,3,10,10,1,11,5,10,5,1,8,12,7,9,6,8,8,4,3,12,10,8,11,13,2,- -  -,,15
Ryan Clampin,D/WB (L),6.90,6.90,14,10,1,10,11,10,11,11,2,3,2,10,8,10,13,3,11,14,12,6,9,5,3,12,10,1,8,11,11,6,1,11,12,11,11,8,11,9,1,2,10,10,12,11,14,4,- -  -,,12
Ben Coker,D/WB (L),6.89,6.89,12,10,1,12,12,10,8,12,2,4,2,10,9,11,9,4,12,10,9,4,8,9,1,9,7,2,11,9,10,6,3,10,15,11,12,9,10,12,3,1,10,11,10,9,5,3,- -  -,,7
Kyle Knoyle,D/WB (R),6.88,6.88,12,11,1,11,11,9,12,14,1,3,3,12,5,11,12,1,12,13,10,5,7,16,3,8,10,3,6,6,10,7,2,12,11,11,11,7,13,11,2,3,12,11,12,11,8,3,- -  -,,11
Rémy Clerima,"D (RC), WB/M/AM (R)",6.88,6.88,11,7,1,8,10,9,11,10,2,2,1,9,5,8,10,2,7,13,9,5,4,10,2,13,10,2,5,9,8,7,2,7,12,10,6,5,10,10,3,2,9,9,10,9,12,2,- -  -,Trn,10
Nick Tsaroulla,D/WB/M/AM (L),6.88,6.88,14,9,3,12,12,11,7,11,3,3,1,9,7,11,12,2,12,11,9,5,7,7,4,7,8,1,7,13,10,8,1,12,14,8,12,9,7,10,3,2,8,11,10,12,10,2,- -  -,Wnt,13
Jay Benn,D/WB (R),6.87,6.87,14,9,1,13,11,9,10,14,1,1,1,8,5,10,14,2,11,14,7,10,7,10,1,9,9,1,5,12,9,6,3,12,15,9,11,8,10,9,3,2,11,12,10,13,13,1,- -  -,,13
Callum McFadzean,"D (LC), WB/M (L)",6.86,6.86,16,10,1,11,13,9,10,13,3,2,3,6,10,11,13,2,9,12,9,12,8,8,2,10,9,2,8,8,10,9,3,10,14,9,11,7,8,9,3,2,12,9,10,13,13,3,- -  -,,13
Myles Weston,WB/M/AM (RL),6.85,6.85,11,10,3,10,12,7,7,9,3,1,3,10,7,9,7,3,10,13,7,5,9,8,2,9,9,2,6,14,11,9,1,8,10,8,11,10,10,7,1,2,5,8,7,10,7,3,- -  -,,9
Jerome Binnom-Williams,"D (LC), WB/M (L)",6.85,6.85,11,8,3,11,10,10,12,11,3,3,3,9,8,8,8,3,9,7,10,9,7,9,1,13,9,2,2,11,6,7,2,9,10,9,11,7,9,10,3,1,8,6,7,11,9,3,- -  -,,7
Cheye Alexander,D/WB (RL),6.85,6.85,13,10,3,10,12,11,8,11,3,2,1,11,6,10,12,2,8,13,9,7,9,5,1,7,7,1,6,10,9,7,3,10,9,8,12,9,9,10,1,1,8,11,8,12,9,1,- -  -,Wnt,12
Fin Back,"D (RC), WB (R)",6.84,6.84,14,10,3,11,11,10,11,13,2,1,3,8,8,13,13,1,8,13,11,5,5,13,3,11,10,3,6,6,10,6,2,7,13,9,7,4,12,11,1,3,10,11,9,12,10,3,- -  -,Inj,11
Reagan Ogle,"D (RC), WB (RL)",6.84,6.84,11,8,1,8,10,11,12,13,2,1,4,11,4,8,9,3,6,12,11,12,7,9,1,8,9,1,4,8,7,5,3,6,10,10,9,7,9,8,3,2,13,10,8,10,12,4,- -  -,,9
Charlie Wakefield,"WB (R), M/AM (RL), ST (C)",6.83,6.83,12,10,2,13,9,8,8,7,1,2,1,6,10,9,12,2,10,9,6,8,9,6,2,10,6,1,8,14,9,10,2,10,12,8,9,8,10,9,3,4,9,9,9,10,8,1,- -  -,Frt,13
Liam Bennett,D/WB (R),6.83,6.83,18,9,2,10,15,11,11,14,1,1,3,11,4,10,12,1,10,12,9,7,7,11,1,8,8,3,9,8,9,5,1,11,16,11,10,7,11,9,1,2,17,11,11,10,14,1,- -  -,,13
Tyrese Shade,WB/AM (RL),6.83,6.83,10,7,1,8,6,8,9,11,2,3,3,5,9,9,14,3,6,12,8,5,8,6,1,10,7,2,10,12,10,11,3,10,12,7,7,8,9,8,3,3,6,10,9,11,7,1,- -  -,Wnt,14
Tom James,"D (RL), WB (R), DM",6.83,6.83,10,12,2,13,12,11,10,8,3,3,3,12,10,12,10,2,8,11,10,11,10,6,2,12,10,2,14,13,12,8,3,9,8,10,13,10,10,10,2,3,11,9,12,9,7,2,- -  -,,10
Max Clark,"D/WB (L), DM, M (LC), AM (L)",6.83,6.83,14,8,3,11,13,11,9,12,3,2,3,12,5,12,12,3,12,12,11,5,9,8,1,9,9,1,12,9,10,7,1,9,10,9,12,11,10,11,3,3,13,10,11,11,12,3,- -  -,,11
Stephen McLaughlin,D/WB/M/AM (L),6.83,6.83,13,10,2,12,12,9,10,12,3,2,2,9,12,11,10,3,11,14,9,9,11,5,3,7,8,4,12,11,11,10,2,12,14,10,13,12,9,10,2,4,10,9,12,10,11,3,- -  -,,11
Josh Casey,D/WB (L),6.83,6.83,14,8,1,10,9,12,9,14,1,3,1,10,4,10,10,1,6,16,9,4,6,16,3,8,7,1,10,5,9,2,3,9,12,9,13,12,9,9,2,1,11,11,10,10,8,3,- -  -,,9
Aaron Nemane,WB/M/AM (R),6.82,6.82,12,7,3,10,8,4,10,9,2,1,2,8,7,9,15,2,12,10,5,4,8,5,3,6,4,1,7,8,8,10,2,12,8,8,10,8,9,10,2,2,9,12,9,12,10,3,- -  -,Wnt,13
Vincent Harper,D/WB/M (L),6.81,6.81,12,7,2,7,8,10,8,11,2,1,4,9,3,7,13,1,9,12,8,5,5,5,2,7,5,3,4,14,9,4,1,12,10,8,7,3,9,8,3,1,9,8,9,13,10,3,- -  -,,14
Archie Davies,D/WB (R),6.81,6.81,13,8,3,10,11,10,10,12,2,2,3,9,4,9,11,2,8,12,8,7,8,5,2,11,9,3,10,9,9,7,2,9,13,8,11,10,9,8,2,1,10,11,10,12,7,1,- -  -,,12
Calum Macdonald,D/WB (L),6.81,6.81,13,9,3,10,11,13,10,11,2,1,3,11,6,10,13,3,11,11,12,6,8,6,2,10,11,3,8,7,10,8,3,11,4,10,11,12,12,12,4,1,14,11,11,11,12,3,- -  -,,12
Ethan Bristow,D/WB (L),6.80,6.80,15,5,2,8,14,11,10,15,1,1,1,11,8,12,13,3,13,15,9,11,8,5,1,12,11,3,7,4,13,7,2,8,12,9,8,9,10,11,1,1,8,12,9,13,7,1,- -  -,,14
Tommy Rowe,"D/WB (L), DM, M (LC), AM (L)",6.79,6.79,12,10,3,10,14,11,9,12,3,4,4,12,8,12,8,3,12,12,10,6,10,14,3,9,7,1,11,9,11,13,3,8,10,11,12,11,11,11,3,2,13,12,12,9,9,3,- -  -,,6
Kellan Gordon,D/WB/M/AM (R),6.79,6.79,13,11,2,9,11,11,9,12,1,3,2,10,5,10,13,3,10,11,9,7,8,7,1,9,7,2,6,9,10,8,1,10,11,8,10,8,9,8,1,3,9,7,10,11,6,2,- -  -,Wnt,13
Josh Hare,D/WB (R),6.79,6.79,11,8,2,11,12,10,9,12,2,1,2,11,2,10,10,3,11,12,9,9,6,12,3,11,10,2,13,8,10,4,2,9,13,9,11,6,11,9,1,2,8,12,9,8,10,3,- -  -,,10
Jack Armer,"D (RLC), WB (RL)",6.78,6.78,12,12,4,9,11,12,12,13,3,3,1,10,4,9,11,3,8,12,9,9,2,7,1,9,11,2,8,6,9,3,1,10,8,11,10,6,11,11,1,3,12,9,10,11,10,2,- -  -,,11
Clarke Oduor,"WB (L), M (LC), AM (RL)",6.78,6.78,11,10,1,11,12,8,8,12,3,2,1,8,8,10,12,3,10,12,6,6,5,4,1,8,7,2,9,13,9,7,2,13,12,8,10,10,9,11,3,2,10,10,11,13,8,2,- -  -,,13
Richard Brindley,"D (RC), WB (R)",6.78,6.78,13,9,1,9,12,10,11,11,1,2,3,10,4,11,10,3,9,13,10,3,9,8,2,6,10,2,12,8,10,6,4,9,12,8,10,7,9,9,3,1,12,9,10,11,11,3,- -  -,,11
Ryan Fallowfield,D/WB (R),6.77,6.77,16,9,1,10,13,10,9,16,1,2,2,8,6,8,12,3,9,8,8,8,6,8,1,9,8,1,6,8,8,6,3,9,15,6,10,7,6,4,2,2,13,8,9,13,11,3,- -  -,,13
Reece Devine,D/WB (L),6.77,6.77,12,7,1,13,12,12,9,12,3,3,1,12,8,10,12,2,12,15,10,8,5,3,1,10,8,2,8,7,10,6,2,12,9,11,13,13,12,12,2,3,13,11,12,11,12,3,- -  -,,13
Marcel Elva-Fountaine,D/WB (R),6.77,6.77,10,5,1,10,6,8,6,9,2,3,1,8,4,8,10,2,9,13,10,8,5,11,3,9,8,1,3,7,7,4,3,6,12,8,11,7,8,10,2,1,7,9,10,12,12,1,- -  -,,13
Dion Kelly-Evans,D/WB (RL),6.77,6.77,13,7,2,10,10,11,9,10,1,1,2,10,8,10,14,1,9,10,9,3,8,11,1,12,5,3,7,6,7,6,2,8,14,8,9,8,9,8,1,1,13,9,9,10,17,2,- -  -,,14
Jimmy Keohane,"D/WB (RL), DM, M/AM (C)",6.77,6.77,13,10,1,9,12,10,7,9,3,3,2,8,10,11,10,1,11,15,9,4,10,9,2,9,8,2,8,9,10,9,1,8,8,9,9,6,10,9,3,1,4,11,11,10,8,3,- -  -,Wnt,10
Frazer Blake-Tracy,D/WB (L),6.77,6.77,13,6,2,9,12,12,11,13,3,1,2,10,5,10,12,1,9,13,12,7,6,9,1,12,11,3,6,6,9,6,2,8,13,8,10,6,9,8,4,1,9,10,10,11,12,1,- -  -,Wnt,13
Ryan Law,D/WB (L),6.76,6.76,14,7,2,11,14,11,10,12,1,3,4,12,8,10,13,3,9,15,10,7,8,5,1,11,8,3,6,7,9,8,4,10,13,10,9,6,10,10,3,3,11,12,10,11,14,3,- -  -,,13
Ali Koiki,D/WB/M/AM (L),6.76,6.76,10,11,2,10,10,10,11,12,3,1,4,9,5,10,15,2,7,12,10,10,7,7,1,11,8,2,5,10,8,7,3,12,15,8,12,7,8,10,1,2,12,12,10,12,12,4,- -  -,Opt,15
Haji Mnoga,"D (RC), WB (R)",6.75,6.75,11,8,2,9,10,11,13,12,1,3,2,11,7,9,11,3,9,11,11,8,7,9,3,12,12,1,6,8,9,8,1,8,13,9,8,7,12,11,3,1,12,11,10,13,11,2,- -  -,,11
Adam Chicksen,"D (LC), WB (L)",6.75,6.75,13,8,3,10,12,11,10,15,1,1,2,11,6,12,11,2,10,14,9,8,6,6,3,6,8,3,5,8,10,9,1,10,14,7,12,6,9,10,3,3,8,8,9,12,6,1,- -  -,Bid,10
James Sweet,"D/WB (R), DM, M (RC)",6.75,6.75,13,14,2,13,13,9,8,11,2,2,4,10,6,12,11,2,8,8,9,10,7,7,1,11,7,2,10,12,11,7,3,9,13,8,10,10,9,10,1,2,11,10,10,13,8,1,- -  -,,12
James Clark,D/WB/M (R),6.75,6.75,15,11,1,9,13,9,7,10,1,2,3,6,3,7,14,2,6,16,7,7,2,12,2,9,7,1,7,4,10,3,2,8,12,6,12,10,10,7,2,4,14,8,6,9,11,1,- -  -,Ask,15
Reiss McNally,"D (RC), WB (R)",6.75,6.75,11,4,2,9,8,11,13,10,3,3,3,10,4,12,15,1,10,12,12,9,7,8,2,10,10,3,5,9,9,3,1,7,10,10,10,4,8,12,2,2,10,9,7,11,10,3,- -  -,,11
Zaine Francis-Angol,"D (LC), WB/M (L)",6.74,6.74,12,10,2,10,11,9,10,12,3,1,2,8,3,11,12,3,10,15,8,6,2,6,2,9,9,1,4,7,9,4,2,8,12,10,8,3,10,10,1,2,10,11,9,9,8,2,- -  -,Wnt,10
David Tutonda,D/WB/M (L),6.74,6.74,11,8,3,12,10,10,10,12,3,1,3,8,7,11,13,1,9,12,9,10,4,9,1,11,8,3,5,14,11,7,3,12,10,6,12,5,8,9,4,1,10,11,9,14,9,3,- -  -,Opt,14
Ben Wyatt,D/WB (L),6.72,6.72,15,8,2,10,15,12,7,13,1,2,2,10,2,9,11,3,8,13,10,8,5,5,1,7,7,2,6,6,10,4,2,8,14,10,8,3,10,11,3,1,15,10,10,11,8,2,- -  -,,12
Ellis Iandolo,"D (LC), WB (L), DM, M (LC)",6.72,6.72,14,11,3,11,12,9,10,12,2,3,3,11,8,10,10,1,10,13,7,5,9,6,2,8,10,2,12,11,10,8,3,11,12,10,11,11,8,12,1,2,11,9,9,10,8,1,- -  -,Wnt,10
Brandon Mason,D/WB (L),6.72,6.72,13,7,3,11,11,13,9,14,2,1,2,11,7,11,15,3,9,12,11,4,6,8,2,5,5,2,9,9,11,8,3,11,11,11,11,12,8,10,3,2,13,9,11,11,9,3,- -  -,,15
Lenni Rae Cirino,D/WB (L),6.72,6.72,12,7,1,10,11,7,12,11,2,3,1,9,5,8,15,1,8,10,8,5,5,6,2,10,5,3,5,9,7,4,3,11,6,10,7,6,9,8,3,2,8,10,9,13,9,4,- -  -,,15
Kyran Lofthouse,D/WB/M/AM (R),6.72,6.72,11,6,4,10,8,9,8,9,2,4,3,9,2,9,13,3,8,11,7,5,7,4,1,4,6,4,2,8,7,7,3,10,9,7,11,3,7,7,1,3,6,10,8,12,9,3,- -  -,Ask,14
Harry Leeson,"D (RC), WB (R)",6.72,6.72,8,8,1,8,8,8,8,12,2,1,2,12,4,3,13,1,6,17,14,6,4,10,3,9,11,3,1,6,10,6,2,5,5,14,8,3,8,9,2,3,9,10,8,11,9,2,- -  -,,11
Robbie Tinkler,"D (RC), WB (R), DM",6.71,6.71,14,7,1,10,12,11,10,12,2,4,1,11,5,9,12,2,9,15,11,9,5,15,2,12,10,1,4,5,6,5,2,6,14,9,9,4,6,11,1,3,14,10,9,10,14,2,- -  -,Wnt,12
Taylor Allen,D/WB/M (L),6.71,6.71,13,10,3,11,12,10,11,12,1,1,1,10,9,9,13,3,9,9,10,4,8,6,1,13,12,2,7,11,10,10,1,11,15,10,11,4,8,13,2,2,10,10,10,9,12,2,- -  -,,14
David Sesay,"D/WB (RL), M (R)",6.71,6.71,13,8,1,10,10,11,7,14,1,3,1,8,7,8,12,3,10,14,9,11,6,4,3,10,10,2,4,7,8,6,2,9,10,8,9,4,9,11,1,3,12,7,9,11,10,1,- -  -,Wnt,12
Connor Wood,D/WB/M (L),6.70,6.70,14,10,2,12,12,11,8,13,4,1,2,7,7,9,12,1,10,12,8,8,12,6,4,8,7,1,11,13,8,6,2,9,11,9,13,11,9,9,1,3,12,10,8,10,11,1,- -  -,,12
Cameron Coxe,D/WB (R),6.70,6.70,14,9,1,9,12,9,8,11,3,2,1,10,2,7,12,1,10,10,8,11,8,8,3,10,8,3,8,12,9,6,1,11,13,9,9,6,9,10,3,1,11,10,9,11,11,2,- -  -,Ask,13
Josh Kay,"WB (L), M (LC), AM (RLC)",6.69,6.69,11,8,1,11,7,6,9,9,3,2,2,7,10,8,12,3,9,13,5,9,10,6,3,9,6,3,9,15,10,9,2,10,13,5,8,8,6,7,1,3,8,10,8,9,11,1,- -  -,,13
Isaac Ogundere,"D (RC), WB (R)",6.68,6.68,13,8,2,9,9,10,9,11,3,1,2,11,5,9,13,2,11,11,9,6,6,8,2,9,8,1,7,9,9,7,2,8,16,12,8,8,11,10,3,2,8,9,10,11,8,2,- -  -,,13
Ryan Haynes,D/WB/M/AM (L),6.68,6.68,13,10,2,11,12,10,10,13,3,2,3,10,9,8,13,3,10,13,10,7,9,6,2,9,9,3,6,12,10,7,2,12,11,8,11,9,10,10,1,3,10,11,10,11,8,2,- -  -,,12
Paulo Aguas,D/WB/M/AM (L),6.68,6.68,9,9,2,10,9,6,7,7,4,3,1,8,3,10,12,1,8,14,8,5,12,12,1,12,7,1,6,7,10,10,3,9,16,10,12,7,9,10,1,1,8,9,5,11,7,3,- -  -,,14
Lewis Kinsella,D/WB/M (L),6.68,6.68,12,8,3,10,12,11,9,11,2,2,3,9,5,10,11,4,8,14,7,3,3,12,1,8,5,2,12,10,11,5,1,9,16,9,10,10,9,10,3,1,13,11,10,11,13,3,- -  -,,10
Christie Elliott,D/WB (R),6.68,6.68,13,6,2,10,12,11,11,11,3,2,1,9,6,9,11,1,7,13,9,1,4,11,2,12,8,3,4,5,7,6,1,8,15,9,5,3,7,10,1,1,14,11,11,11,5,3,- -  -,,10
James Maxwell,D/WB/M/AM (L),6.68,6.68,14,13,3,8,11,13,6,14,1,3,2,10,6,11,13,1,11,18,12,10,4,5,2,7,5,2,2,11,10,4,3,13,8,10,8,4,14,8,3,3,10,11,10,12,8,3,- -  -,,16
Al-Amin Kazeem,D/WB (L),6.67,6.67,14,8,2,9,11,11,9,12,1,2,3,11,5,9,13,4,7,12,9,7,7,10,4,9,8,1,5,9,8,7,2,9,16,8,9,5,9,9,3,2,12,11,11,10,12,3,- -  -,,13
Sam Hart,D/WB/M (L),6.67,6.67,12,8,3,9,10,11,10,12,1,3,2,10,6,10,11,2,10,10,10,8,7,10,2,10,9,1,10,8,9,7,2,9,12,8,9,8,9,9,1,1,10,10,9,12,11,3,- -  -,,12
Adam Lewis,"D/WB (L), DM, M (LC), AM (L)",6.66,6.66,11,13,3,12,11,12,8,10,2,2,2,7,14,12,12,3,8,12,7,5,10,10,3,5,6,1,12,12,12,10,1,12,17,9,13,13,8,11,3,3,11,9,9,10,14,4,- -  -,,14
Cameron Norman,"D (RC), WB (R)",6.66,6.66,12,9,1,11,12,10,11,13,3,1,1,10,3,10,12,2,11,9,9,15,7,7,2,9,10,2,7,8,10,6,1,11,9,9,13,11,10,8,3,4,9,12,9,11,10,1,- -  -,Wnt,12
David Ferguson,D/WB/M (L),6.65,6.65,12,10,1,8,11,11,9,14,2,3,3,9,5,12,12,2,8,12,12,7,8,9,2,9,9,2,13,4,10,6,3,8,12,9,13,10,10,10,3,1,9,10,8,12,6,3,- -  -,,12
Alex Whittle,D/WB (L),6.65,6.65,12,8,3,9,12,12,7,13,2,2,2,10,4,10,13,3,10,10,9,8,7,10,3,9,8,3,5,6,9,5,2,7,7,10,11,6,9,11,1,2,8,9,8,8,8,1,- -  -,,9
Liam Shephard,D/WB (R),6.64,6.64,14,11,3,12,12,10,10,13,3,3,1,9,9,12,12,3,10,14,10,10,8,6,4,9,9,2,8,9,11,7,3,10,13,10,10,9,9,11,2,2,12,10,10,10,12,2,- -  -,Wnt,13
Marcel Lavinier,"D/WB (RL), DM, M (R)",6.64,6.64,10,9,1,8,8,10,10,14,3,3,3,8,7,9,13,1,8,13,8,5,6,11,2,10,9,2,4,10,9,5,2,11,11,10,11,8,8,8,1,1,8,10,10,10,10,2,- -  -,,14
Benjamin Mensah,D/WB (R),6.63,6.63,13,8,3,10,10,9,7,12,2,1,1,9,5,10,15,2,10,11,9,7,4,7,2,8,6,2,3,11,9,4,3,11,10,10,12,4,9,10,1,1,7,11,9,12,6,3,- -  -,,16
Dylan Crowe,"D/WB (R), DM, M (C)",6.62,6.62,12,9,1,10,8,8,6,7,1,2,4,9,2,8,11,3,8,11,8,1,7,10,3,11,6,3,7,6,7,4,1,7,16,9,8,9,8,5,2,1,8,7,7,9,6,1,- -  -,Wnt,11
Liam Brockbank,D/WB/M (L),6.62,6.62,8,8,2,11,12,10,7,12,1,1,3,9,2,10,12,3,9,9,5,7,4,6,3,7,8,2,8,9,8,3,1,6,3,10,6,8,7,9,1,3,8,9,9,13,6,1,- -  -,Loa,10
Callum Hulme,"D/WB (R), DM, M (RC)",6.61,6.61,9,11,2,11,9,4,9,7,2,1,3,1,10,12,10,1,10,11,5,2,13,13,1,4,5,2,13,12,12,11,3,11,14,7,7,12,8,11,2,1,8,13,8,15,16,3,- -  -,,11
Hayden White,"D (RC), WB (R)",6.61,6.61,10,10,2,9,8,10,11,12,2,1,2,9,5,9,15,2,9,13,10,7,6,7,2,11,9,3,7,10,7,3,1,10,12,7,9,4,8,9,3,3,8,11,9,12,16,2,- -  -,Wnt,13
Tobi Adebayo-Rowling,D/WB (R),6.60,6.60,9,7,1,8,8,10,9,12,3,2,2,7,5,11,12,3,8,11,8,8,7,7,2,11,8,3,6,11,7,7,2,9,7,9,9,8,8,8,1,3,7,10,9,10,9,1,- -  -,Lst,14
Jack Currie,D/WB (L),6.60,6.60,13,9,3,12,12,10,7,13,2,2,2,10,4,8,13,3,12,14,8,6,7,6,3,7,7,3,6,12,11,6,3,11,15,10,11,6,9,12,1,1,13,10,12,11,6,1,- -  -,Loa,13
Junior Tchamadeu,D/WB/AM (R),6.59,6.59,12,8,4,10,11,9,10,12,3,3,4,9,5,9,14,1,9,12,9,9,8,5,4,13,8,2,3,6,10,8,3,11,14,9,10,5,10,11,3,3,9,8,9,10,6,2,- -  -,,13
Ryan Rydel,D/WB/M (L),6.58,6.58,12,9,1,12,11,10,8,11,3,1,1,8,6,10,12,1,10,12,9,8,6,4,2,9,8,2,10,12,10,6,3,11,12,7,12,12,8,10,3,2,8,11,9,12,8,3,- -  -,Loa,12
Joe Riley,"D/WB (R), DM, M (RC)",6.57,6.57,13,7,1,11,9,10,9,14,1,4,1,10,6,11,13,1,10,15,9,7,8,7,2,7,4,1,9,8,9,8,1,11,7,8,9,10,8,10,1,1,10,10,9,11,13,2,- -  -,,12
Tyrell Ashcroft,"D (RC), WB (R), DM, M (R)",6.57,6.57,11,6,1,10,13,11,11,14,3,1,2,9,7,12,13,2,9,15,11,10,7,10,2,11,10,4,1,5,11,6,2,8,13,8,8,5,10,10,3,2,12,10,11,13,9,1,- -  -,Wnt,14
Jamie Reckord,"D (LC), WB (L)",6.55,6.55,14,10,2,8,9,12,10,11,3,3,2,9,10,9,13,3,9,11,9,12,7,8,2,9,11,3,10,8,8,10,2,9,12,8,9,8,8,9,1,2,12,12,9,13,11,1,- -  -,,11
Huseyin Biler,D/WB (R),6.55,6.55,11,9,3,10,10,9,7,10,2,3,1,10,5,9,13,2,11,13,8,9,8,11,2,6,9,3,4,9,9,9,2,8,14,8,9,7,8,9,2,1,5,10,8,12,14,3,- -  -,,15
James Melhado,"D (RC), WB (R), DM, M (C)",6.55,6.55,14,7,3,10,13,9,8,12,1,2,3,7,7,9,12,1,7,14,8,13,6,4,1,10,9,1,6,6,10,5,3,7,14,9,7,6,7,8,1,2,10,9,8,10,13,2,- -  -,Wnt,12
