Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Ben Tozer,"D (C), DM",6.97,6.97,13.0,10.0,4.0,9.0,13.0,11.0,12.0,11.0,3.0,3.0,1.0,11.0,11.0,11.0,10.0,3.0,7.0,15.0,10.0,18.0,7.0,14.0,3.0,12.0,12.0,1.0,6.0,5.0,9.0,7.0,1.0,6.0,13.0,10.0,6.0,4.0,11.0,11.0,2.0,2.0,11.0,10.0,8.0,8.0,10.0,1.0,- -  -,Lst,9.0
Liam Hogan,D (C),6.97,6.97,13.0,7.0,3.0,7.0,13.0,11.0,13.0,11.0,1.0,3.0,3.0,11.0,7.0,8.0,11.0,3.0,7.0,11.0,12.0,11.0,4.0,15.0,3.0,14.0,12.0,3.0,4.0,5.0,8.0,6.0,1.0,8.0,14.0,8.0,6.0,4.0,9.0,9.0,3.0,2.0,14.0,11.0,9.0,9.0,14.0,1.0,- -  -,,9.0
Shadrach Ogie,"D (LC), WB (L)",6.97,6.97,13.0,12.0,2.0,10.0,12.0,12.0,16.0,14.0,3.0,3.0,1.0,11.0,6.0,9.0,13.0,1.0,10.0,12.0,11.0,16.0,9.0,6.0,1.0,14.0,9.0,3.0,3.0,4.0,9.0,5.0,2.0,12.0,15.0,9.0,9.0,6.0,12.0,11.0,3.0,4.0,11.0,13.0,10.0,9.0,10.0,3.0,- -  -,,12.0
Will Boyle,D (C),6.96,6.96,13.0,8.0,2.0,10.0,15.0,12.0,14.0,14.0,1.0,3.0,3.0,12.0,5.0,10.0,11.0,1.0,10.0,12.0,11.0,8.0,5.0,14.0,3.0,14.0,14.0,2.0,6.0,6.0,9.0,7.0,2.0,6.0,12.0,12.0,5.0,3.0,11.0,11.0,2.0,1.0,13.0,8.0,12.0,9.0,12.0,1.0,- -  -,,11.0
Owen Bailey,"D (C), DM, M (C)",6.96,6.96,17.0,14.0,3.0,10.0,14.0,11.0,5.0,14.0,3.0,3.0,2.0,13.0,3.0,11.0,10.0,2.0,12.0,16.0,10.0,2.0,3.0,12.0,3.0,8.0,9.0,3.0,4.0,7.0,9.0,7.0,1.0,6.0,14.0,9.0,4.0,3.0,17.0,12.0,1.0,3.0,13.0,11.0,11.0,8.0,8.0,3.0,- -  -,Wnt,9.0
Tom Anderson,D (C),6.96,6.96,14.0,6.0,1.0,6.0,14.0,13.0,13.0,12.0,1.0,2.0,3.0,12.0,2.0,8.0,7.0,3.0,6.0,11.0,13.0,8.0,4.0,16.0,2.0,16.0,14.0,2.0,4.0,2.0,8.0,6.0,2.0,3.0,14.0,11.0,6.0,6.0,12.0,12.0,1.0,1.0,16.0,11.0,10.0,7.0,12.0,2.0,- -  -,,8.0
Ben Watt,D (RC),6.94,6.94,11.0,8.0,2.0,8.0,11.0,11.0,10.0,10.0,2.0,3.0,2.0,11.0,5.0,8.0,13.0,3.0,9.0,12.0,12.0,3.0,6.0,12.0,2.0,9.0,9.0,1.0,7.0,5.0,8.0,7.0,2.0,7.0,10.0,10.0,7.0,9.0,12.0,10.0,1.0,2.0,8.0,11.0,10.0,11.0,15.0,2.0,- -  -,,14.0
Luke Chambers,D (C),6.94,6.94,15.0,6.0,3.0,9.0,14.0,12.0,11.0,11.0,2.0,2.0,1.0,13.0,4.0,7.0,6.0,1.0,10.0,16.0,12.0,12.0,4.0,18.0,1.0,12.0,11.0,2.0,4.0,3.0,9.0,8.0,3.0,7.0,17.0,11.0,7.0,3.0,12.0,9.0,3.0,2.0,13.0,9.0,12.0,8.0,13.0,3.0,- -  -,,7.0
Laurence Maguire,D (LC),6.94,6.94,13.0,10.0,1.0,10.0,13.0,12.0,10.0,9.0,3.0,1.0,1.0,12.0,4.0,11.0,11.0,3.0,6.0,13.0,11.0,7.0,6.0,12.0,2.0,13.0,12.0,1.0,5.0,4.0,8.0,4.0,3.0,7.0,10.0,10.0,9.0,2.0,9.0,10.0,3.0,2.0,9.0,11.0,9.0,9.0,9.0,2.0,- -  -,,10.0
Patrick Almond,D (C),6.94,6.94,10.0,11.0,3.0,8.0,12.0,14.0,14.0,10.0,2.0,3.0,2.0,10.0,4.0,9.0,9.0,4.0,11.0,16.0,12.0,4.0,3.0,12.0,3.0,15.0,11.0,2.0,3.0,8.0,7.0,4.0,1.0,7.0,14.0,11.0,4.0,2.0,12.0,9.0,2.0,3.0,12.0,10.0,10.0,10.0,14.0,2.0,- -  -,,8.0
Neill Byrne,D (C),6.93,6.93,7.0,9.0,2.0,7.0,10.0,12.0,12.0,12.0,2.0,2.0,3.0,10.0,6.0,12.0,10.0,2.0,9.0,11.0,11.0,7.0,5.0,16.0,2.0,10.0,12.0,2.0,4.0,4.0,9.0,6.0,2.0,8.0,5.0,10.0,4.0,4.0,10.0,10.0,2.0,2.0,13.0,9.0,10.0,11.0,8.0,3.0,- -  -,Wnt,11.0
Shaun Williams,"D (C), DM, M (C)",6.92,6.92,13.0,12.0,1.0,14.0,14.0,12.0,9.0,10.0,1.0,2.0,2.0,14.0,14.0,11.0,6.0,3.0,11.0,12.0,12.0,5.0,11.0,13.0,3.0,11.0,10.0,1.0,13.0,7.0,12.0,10.0,2.0,9.0,14.0,11.0,9.0,15.0,13.0,12.0,2.0,2.0,11.0,9.0,12.0,6.0,10.0,2.0,- -  -,Opt,6.0
Harvey Beckett,D (C),6.92,6.92,10.0,7.0,1.0,6.0,9.0,15.0,8.0,8.0,2.0,3.0,2.0,12.0,6.0,10.0,9.0,3.0,9.0,12.0,11.0,8.0,6.0,3.0,3.0,12.0,11.0,2.0,1.0,6.0,5.0,8.0,3.0,9.0,10.0,11.0,4.0,5.0,11.0,8.0,1.0,2.0,8.0,9.0,9.0,7.0,10.0,3.0,- -  -,,11.0
John Johnson,"D (RC), DM",6.91,6.91,14.0,4.0,3.0,7.0,10.0,13.0,10.0,9.0,1.0,2.0,2.0,12.0,9.0,9.0,11.0,1.0,8.0,10.0,12.0,12.0,10.0,13.0,3.0,12.0,13.0,2.0,4.0,8.0,7.0,10.0,4.0,11.0,15.0,9.0,6.0,4.0,8.0,7.0,2.0,1.0,16.0,9.0,8.0,7.0,10.0,2.0,- -  -,,10.0
Luke Waterfall,D (C),6.91,6.91,12.0,7.0,1.0,8.0,12.0,12.0,12.0,12.0,2.0,2.0,1.0,10.0,2.0,8.0,8.0,3.0,8.0,12.0,12.0,4.0,7.0,14.0,2.0,15.0,15.0,2.0,2.0,4.0,8.0,4.0,3.0,5.0,14.0,12.0,5.0,1.0,10.0,6.0,1.0,2.0,11.0,11.0,10.0,9.0,12.0,1.0,- -  -,,10.0
Jordan Keane,"D (C), DM, M (C)",6.91,6.91,13.0,8.0,2.0,9.0,13.0,11.0,12.0,11.0,1.0,3.0,2.0,10.0,5.0,10.0,10.0,1.0,9.0,12.0,10.0,7.0,8.0,10.0,3.0,12.0,11.0,3.0,5.0,8.0,10.0,5.0,2.0,7.0,14.0,9.0,8.0,5.0,9.0,10.0,2.0,3.0,12.0,11.0,9.0,10.0,12.0,1.0,- -  -,,9.0
Declan Drysdale,"D (C), DM, M (C)",6.90,6.90,10.0,9.0,1.0,8.0,10.0,12.0,12.0,13.0,2.0,2.0,2.0,10.0,3.0,10.0,11.0,2.0,9.0,13.0,11.0,5.0,7.0,11.0,1.0,14.0,13.0,3.0,9.0,5.0,11.0,5.0,1.0,7.0,5.0,9.0,8.0,5.0,9.0,8.0,2.0,2.0,12.0,9.0,8.0,9.0,14.0,3.0,- -  -,,11.0
Adam Thompson,D (RC),6.90,6.90,11.0,7.0,2.0,10.0,12.0,12.0,11.0,13.0,3.0,3.0,3.0,12.0,5.0,10.0,11.0,1.0,8.0,12.0,12.0,6.0,7.0,9.0,1.0,12.0,11.0,2.0,7.0,4.0,10.0,5.0,1.0,7.0,13.0,10.0,8.0,6.0,9.0,12.0,3.0,3.0,12.0,11.0,11.0,10.0,11.0,1.0,- -  -,,11.0
Paul Kalambayi,D (C),6.90,6.90,12.0,10.0,3.0,10.0,8.0,10.0,12.0,11.0,3.0,1.0,2.0,11.0,6.0,9.0,10.0,1.0,6.0,15.0,11.0,4.0,5.0,10.0,3.0,14.0,10.0,1.0,4.0,5.0,9.0,5.0,3.0,7.0,14.0,11.0,5.0,2.0,11.0,13.0,1.0,3.0,9.0,9.0,10.0,11.0,12.0,2.0,- -  -,,11.0
Omar Beckles,D (C),6.90,6.90,13.0,8.0,3.0,11.0,12.0,12.0,14.0,10.0,1.0,3.0,1.0,13.0,5.0,12.0,11.0,3.0,8.0,15.0,11.0,9.0,4.0,15.0,3.0,12.0,12.0,1.0,4.0,12.0,11.0,6.0,3.0,10.0,16.0,10.0,7.0,6.0,11.0,13.0,3.0,1.0,11.0,11.0,11.0,11.0,10.0,4.0,- -  -,,11.0
Dominic Revan,D (RC),6.90,6.90,12.0,10.0,3.0,12.0,13.0,12.0,13.0,11.0,3.0,4.0,2.0,12.0,5.0,12.0,9.0,3.0,10.0,5.0,8.0,8.0,3.0,10.0,3.0,10.0,12.0,2.0,2.0,8.0,10.0,2.0,1.0,8.0,9.0,8.0,3.0,2.0,10.0,8.0,2.0,1.0,10.0,10.0,10.0,10.0,13.0,1.0,- -  -,Wnt,11.0
Jake Rooney,"D (C), DM",6.89,6.89,13.0,11.0,1.0,11.0,11.0,10.0,13.0,14.0,2.0,1.0,4.0,11.0,4.0,9.0,11.0,1.0,10.0,14.0,12.0,7.0,3.0,8.0,4.0,16.0,13.0,2.0,8.0,6.0,11.0,5.0,1.0,8.0,13.0,10.0,5.0,3.0,9.0,11.0,2.0,2.0,12.0,10.0,10.0,11.0,11.0,1.0,- -  -,,11.0
Ryan Bennett,D (C),6.89,6.89,12.0,10.0,4.0,9.0,10.0,13.0,14.0,11.0,1.0,1.0,1.0,12.0,6.0,10.0,10.0,2.0,8.0,8.0,15.0,16.0,7.0,16.0,1.0,13.0,15.0,3.0,5.0,4.0,11.0,5.0,3.0,7.0,12.0,12.0,6.0,3.0,10.0,16.0,3.0,3.0,16.0,9.0,13.0,7.0,10.0,3.0,- -  -,,9.0
Mickey Demetriou,D (LC),6.89,6.89,16.0,9.0,2.0,12.0,14.0,11.0,10.0,11.0,2.0,1.0,1.0,13.0,6.0,11.0,9.0,1.0,12.0,12.0,11.0,12.0,6.0,9.0,4.0,12.0,13.0,2.0,11.0,8.0,9.0,6.0,2.0,10.0,15.0,10.0,11.0,8.0,14.0,11.0,3.0,2.0,12.0,10.0,12.0,9.0,6.0,1.0,- -  -,Opt,8.0
George Fowler,"D (RC), WB (R)",6.89,6.89,10.0,10.0,4.0,7.0,9.0,11.0,11.0,12.0,2.0,2.0,3.0,8.0,1.0,7.0,10.0,2.0,7.0,11.0,8.0,7.0,6.0,9.0,1.0,12.0,11.0,1.0,5.0,6.0,8.0,3.0,2.0,5.0,13.0,9.0,4.0,6.0,11.0,11.0,3.0,2.0,11.0,11.0,11.0,9.0,8.0,4.0,- -  -,,10.0
Akin Odimayo,"D (RC), WB (R), DM",6.89,6.89,9.0,9.0,2.0,8.0,8.0,12.0,13.0,13.0,1.0,2.0,2.0,12.0,5.0,12.0,15.0,2.0,9.0,12.0,12.0,6.0,6.0,13.0,4.0,12.0,13.0,1.0,5.0,3.0,11.0,8.0,2.0,9.0,12.0,11.0,10.0,7.0,10.0,8.0,3.0,1.0,11.0,11.0,10.0,11.0,8.0,1.0,- -  -,,13.0
Corey Jordan,D (C),6.88,6.88,11.0,10.0,3.0,10.0,10.0,9.0,12.0,14.0,3.0,3.0,3.0,10.0,3.0,11.0,12.0,3.0,8.0,14.0,10.0,4.0,5.0,9.0,2.0,12.0,12.0,1.0,5.0,6.0,7.0,3.0,2.0,2.0,12.0,11.0,3.0,2.0,11.0,11.0,1.0,3.0,13.0,9.0,12.0,11.0,12.0,1.0,- -  -,Wnt,13.0
Scot Bennett,"D (C), DM, M (C)",6.88,6.88,14.0,12.0,2.0,9.0,11.0,11.0,11.0,11.0,3.0,1.0,3.0,12.0,4.0,10.0,8.0,3.0,9.0,14.0,11.0,9.0,5.0,11.0,1.0,10.0,12.0,2.0,5.0,5.0,9.0,6.0,3.0,8.0,12.0,10.0,5.0,4.0,11.0,12.0,1.0,1.0,14.0,11.0,10.0,10.0,9.0,3.0,- -  -,,9.0
Sam Habergham,"D (LC), WB (L)",6.87,6.87,9.0,7.0,1.0,9.0,9.0,12.0,12.0,9.0,1.0,3.0,2.0,12.0,4.0,9.0,8.0,3.0,7.0,8.0,12.0,15.0,10.0,11.0,3.0,11.0,8.0,1.0,13.0,8.0,9.0,5.0,2.0,8.0,11.0,11.0,12.0,13.0,11.0,9.0,2.0,3.0,8.0,11.0,9.0,9.0,7.0,3.0,- -  -,Wnt,9.0
Elliott Johnson,D (LC),6.87,6.87,12.0,7.0,2.0,10.0,12.0,11.0,11.0,11.0,3.0,3.0,3.0,12.0,5.0,10.0,9.0,1.0,9.0,12.0,11.0,5.0,7.0,6.0,3.0,10.0,10.0,1.0,5.0,5.0,10.0,5.0,1.0,9.0,11.0,10.0,10.0,5.0,11.0,10.0,2.0,3.0,13.0,10.0,10.0,10.0,10.0,4.0,- -  -,,10.0
Tom Davies,D (C),6.87,6.87,11.0,8.0,3.0,8.0,9.0,12.0,14.0,13.0,3.0,2.0,1.0,12.0,5.0,8.0,10.0,1.0,6.0,9.0,12.0,8.0,5.0,12.0,2.0,14.0,13.0,3.0,6.0,7.0,9.0,5.0,3.0,7.0,14.0,12.0,5.0,5.0,12.0,11.0,3.0,3.0,14.0,11.0,11.0,7.0,12.0,1.0,- -  -,,10.0
Michael Stickland,D (C),6.87,6.87,10.0,13.0,1.0,7.0,9.0,12.0,13.0,12.0,1.0,2.0,1.0,8.0,6.0,10.0,12.0,3.0,9.0,12.0,12.0,1.0,8.0,12.0,3.0,15.0,11.0,2.0,5.0,6.0,9.0,3.0,3.0,7.0,15.0,8.0,1.0,5.0,12.0,10.0,1.0,1.0,15.0,11.0,11.0,8.0,10.0,2.0,- -  -,,11.0
Fraser Horsfall,D (C),6.87,6.87,12.0,8.0,1.0,8.0,13.0,13.0,14.0,12.0,2.0,1.0,1.0,13.0,5.0,10.0,9.0,1.0,5.0,13.0,13.0,12.0,3.0,14.0,2.0,17.0,15.0,1.0,6.0,4.0,8.0,6.0,1.0,6.0,13.0,10.0,3.0,3.0,9.0,9.0,1.0,2.0,13.0,12.0,10.0,8.0,10.0,2.0,- -  -,,8.0
Aaron Hayden,D (RC),6.87,6.87,11.0,6.0,3.0,9.0,13.0,8.0,13.0,13.0,2.0,2.0,1.0,11.0,5.0,8.0,11.0,1.0,8.0,13.0,12.0,7.0,5.0,13.0,1.0,12.0,12.0,1.0,4.0,6.0,8.0,6.0,2.0,9.0,12.0,11.0,7.0,4.0,9.0,11.0,1.0,1.0,13.0,10.0,14.0,11.0,11.0,2.0,- -  -,,11.0
Dion Conroy,D (C),6.87,6.87,14.0,12.0,2.0,11.0,13.0,12.0,11.0,12.0,2.0,3.0,2.0,10.0,4.0,13.0,10.0,1.0,8.0,12.0,13.0,7.0,6.0,13.0,4.0,12.0,13.0,3.0,7.0,5.0,10.0,6.0,2.0,10.0,15.0,11.0,4.0,5.0,10.0,12.0,2.0,2.0,11.0,12.0,10.0,8.0,9.0,1.0,- -  -,,11.0
Michael Kelly,"D (RLC), WB/M (L)",6.86,6.86,9.0,10.0,3.0,7.0,12.0,10.0,10.0,10.0,3.0,3.0,3.0,10.0,6.0,9.0,11.0,2.0,11.0,9.0,10.0,8.0,6.0,10.0,2.0,12.0,6.0,1.0,9.0,8.0,7.0,7.0,1.0,5.0,10.0,9.0,12.0,3.0,11.0,9.0,1.0,2.0,12.0,11.0,11.0,8.0,12.0,2.0,- -  -,Wnt,12.0
Tom Eastman,D (C),6.86,6.86,13.0,7.0,1.0,8.0,14.0,12.0,15.0,11.0,4.0,3.0,2.0,13.0,6.0,10.0,7.0,1.0,7.0,13.0,11.0,6.0,4.0,7.0,1.0,14.0,13.0,2.0,4.0,9.0,7.0,6.0,2.0,7.0,16.0,11.0,8.0,1.0,12.0,10.0,1.0,3.0,14.0,9.0,12.0,6.0,10.0,2.0,- -  -,Wnt,6.0
Richard Nartey,D (C),6.86,6.86,12.0,12.0,1.0,10.0,11.0,12.0,12.0,12.0,2.0,1.0,3.0,12.0,5.0,13.0,13.0,3.0,7.0,15.0,13.0,9.0,7.0,10.0,1.0,12.0,12.0,2.0,6.0,11.0,10.0,7.0,2.0,8.0,13.0,10.0,6.0,6.0,11.0,14.0,3.0,1.0,12.0,11.0,12.0,10.0,11.0,2.0,- -  -,,12.0
Sam Woods,"D (C), DM, M (C)",6.86,6.86,14.0,9.0,1.0,10.0,15.0,10.0,12.0,10.0,3.0,3.0,3.0,10.0,6.0,10.0,8.0,3.0,8.0,6.0,12.0,8.0,6.0,10.0,1.0,12.0,11.0,2.0,5.0,5.0,10.0,6.0,2.0,7.0,9.0,12.0,6.0,5.0,10.0,12.0,2.0,2.0,12.0,13.0,11.0,6.0,13.0,3.0,- -  -,Wnt,8.0
Festus Arthur,"D (C), DM",6.86,6.86,13.0,9.0,2.0,8.0,12.0,13.0,14.0,12.0,3.0,4.0,3.0,11.0,5.0,10.0,12.0,2.0,5.0,12.0,12.0,7.0,4.0,11.0,3.0,13.0,13.0,1.0,4.0,4.0,9.0,4.0,2.0,6.0,15.0,9.0,4.0,3.0,10.0,8.0,2.0,1.0,13.0,11.0,11.0,9.0,12.0,3.0,- -  -,Wnt,11.0
Andy Smith,D (C),6.86,6.86,12.0,9.0,4.0,8.0,11.0,13.0,12.0,10.0,2.0,1.0,1.0,13.0,6.0,9.0,11.0,2.0,7.0,12.0,12.0,8.0,5.0,10.0,1.0,16.0,15.0,1.0,5.0,6.0,8.0,4.0,3.0,7.0,11.0,8.0,5.0,5.0,10.0,10.0,3.0,2.0,12.0,13.0,10.0,9.0,13.0,3.0,- -  -,,9.0
Kyle Cameron,D (C),6.86,6.86,12.0,9.0,2.0,9.0,12.0,11.0,13.0,12.0,3.0,2.0,1.0,11.0,4.0,13.0,10.0,1.0,4.0,14.0,11.0,4.0,8.0,14.0,4.0,12.0,13.0,2.0,4.0,3.0,8.0,5.0,1.0,5.0,8.0,11.0,7.0,2.0,9.0,8.0,2.0,2.0,9.0,10.0,9.0,9.0,10.0,2.0,- -  -,,9.0
Zac Williams,D (LC),6.86,6.86,13.0,11.0,2.0,13.0,12.0,11.0,11.0,11.0,3.0,1.0,1.0,12.0,4.0,12.0,11.0,3.0,9.0,14.0,11.0,5.0,4.0,14.0,2.0,10.0,12.0,1.0,5.0,5.0,9.0,5.0,1.0,11.0,13.0,10.0,6.0,3.0,15.0,12.0,1.0,2.0,12.0,11.0,13.0,12.0,14.0,1.0,- -  -,,12.0
Joe Partington,"D (RC), DM, M (C)",6.86,6.86,13.0,9.0,1.0,8.0,13.0,10.0,10.0,10.0,3.0,3.0,1.0,12.0,4.0,11.0,8.0,3.0,8.0,12.0,10.0,6.0,6.0,14.0,3.0,14.0,10.0,2.0,6.0,7.0,11.0,5.0,2.0,8.0,15.0,9.0,11.0,4.0,9.0,12.0,3.0,2.0,12.0,11.0,11.0,9.0,11.0,1.0,- -  -,,8.0
Peter Clarke,D (C),6.86,6.86,11.0,4.0,2.0,6.0,15.0,14.0,14.0,10.0,3.0,4.0,3.0,13.0,5.0,8.0,4.0,1.0,5.0,15.0,14.0,5.0,2.0,17.0,2.0,13.0,16.0,3.0,2.0,5.0,7.0,6.0,2.0,1.0,17.0,12.0,3.0,1.0,13.0,8.0,3.0,1.0,18.0,12.0,13.0,4.0,15.0,1.0,- -  -,Opt,4.0
