Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Jack Spong,"DM, M (C)",6.83,6.83,13,12,4,12,14,9,6,13,1,3,2,8,5,12,12,3,9,16,7,4,8,6,3,6,10,2,11,6,12,8,1,9,10,8,8,8,10,12,2,2,9,14,9,14,8,1,- -  -,,13
Sha'mar Lawson,"DM, M (C)",6.82,6.82,11,10,3,10,9,11,12,12,3,3,3,10,5,10,10,3,10,12,8,7,9,9,3,11,9,2,9,10,8,8,2,10,4,10,10,9,10,10,2,1,11,10,10,11,11,1,- -  -,,12
Dan Sweeney,"D (C), DM, M (C)",6.82,6.82,11,7,2,10,12,12,17,9,1,3,4,9,7,12,9,1,6,15,9,5,7,10,2,16,13,1,6,6,12,7,2,9,12,9,6,5,8,11,1,2,12,10,10,8,14,1,- -  -,,9
Tom Lapslie,"DM, M (C)",6.81,6.81,16,8,1,8,14,12,8,16,2,1,1,11,8,7,10,3,9,13,12,5,5,14,2,5,7,3,4,4,9,7,2,8,19,9,6,6,11,9,2,1,15,9,12,10,14,1,- -  -,,10
Josh Staunton,"D (C), DM, M (C)",6.81,6.81,13,8,1,9,13,11,11,10,3,3,1,10,7,9,10,1,5,10,10,4,4,14,2,12,11,4,4,6,8,5,4,8,14,10,6,5,11,11,3,3,13,9,11,8,11,2,- -  -,,11
Will Wright,"D (RC), DM",6.81,6.81,14,10,1,10,14,10,13,12,3,2,1,11,14,11,10,1,10,14,10,8,11,11,3,11,12,3,14,2,9,5,3,7,13,8,10,11,9,9,1,1,9,10,8,11,10,2,- -  -,,10
Asa Hall,"D (C), DM, M (C)",6.81,6.81,11,8,3,8,13,12,9,11,3,3,2,12,12,9,6,3,8,13,8,4,7,15,2,12,13,3,4,8,9,5,3,5,9,10,7,6,11,9,3,2,12,7,10,8,9,1,- -  -,,5
Yann Songo'o,"D (C), DM, M (C)",6.80,6.80,18,7,3,7,19,15,14,12,1,1,3,13,12,8,8,3,6,18,13,6,6,13,2,13,15,3,5,7,8,6,3,6,20,8,6,5,7,8,3,2,20,13,11,7,18,2,- -  -,Set,8
Jude Arthurs,"D/WB (R), DM, M (RC)",6.80,6.80,12,11,1,6,8,7,4,13,1,2,2,8,4,10,11,3,7,10,8,1,8,7,2,7,6,1,5,6,9,6,2,7,9,14,8,6,8,8,1,2,7,5,9,10,9,3,- -  -,,12
Mouhamed Niang,"D (C), DM, M (C)",6.80,6.80,14,14,3,8,10,12,13,13,2,3,4,11,4,12,10,3,12,12,10,2,4,7,1,13,11,3,9,6,9,4,3,7,13,10,9,8,11,11,1,3,13,11,11,12,17,1,- -  -,Wnt,11
Ollie Clarke,"DM, M (C)",6.79,6.79,13,10,4,11,13,12,12,13,3,2,1,9,9,11,10,3,10,14,10,8,12,12,2,8,8,2,7,7,11,9,3,11,15,10,9,6,10,10,1,1,13,11,10,9,15,3,- -  -,Inj,12
Idris El Mizouni,"DM, M/AM (C)",6.79,6.79,12,13,3,13,12,12,11,12,2,3,2,9,5,13,12,2,11,10,9,10,9,9,2,12,8,1,13,12,12,10,1,13,12,10,9,9,8,11,1,3,11,11,11,11,8,2,- -  -,Set,12
Ryan Hanson,"DM, M (C)",6.79,6.79,12,9,2,9,12,11,12,14,2,1,1,11,3,11,12,1,8,11,11,6,6,13,1,10,11,4,5,5,11,6,3,7,13,10,6,5,11,10,3,3,11,9,11,8,9,3,- -  -,,12
Tommy Rowe,"D/WB (L), DM, M (LC), AM (L)",6.79,6.79,12,10,3,10,14,11,9,12,3,4,4,12,8,12,8,3,12,12,10,6,10,14,3,9,7,1,11,9,11,13,3,8,10,11,12,11,11,11,3,2,13,12,12,9,9,3,- -  -,,6
Anthony Hartigan,"DM, M (C)",6.79,6.79,15,14,2,14,16,9,9,14,2,3,1,13,5,13,9,3,8,13,9,6,9,7,2,8,7,1,9,7,11,6,3,8,14,13,9,12,9,9,2,1,11,13,12,11,10,2,- -  -,Wnt,10
Hector Kyprianou,"D (C), DM, M (C)",6.79,6.79,14,9,1,12,15,10,11,11,3,2,3,12,5,13,9,3,10,10,12,8,8,7,4,13,9,3,8,13,13,9,1,10,10,11,9,8,10,13,1,1,10,12,10,9,7,3,- -  -,,10
Marley Miranda,"DM, M (C)",6.78,6.78,14,10,1,11,11,12,9,14,1,3,2,11,7,12,12,2,10,12,10,1,8,8,1,8,6,4,8,6,11,6,2,10,15,9,7,7,10,10,2,3,13,11,12,11,14,2,- -  -,,12
Alex Hunt,"DM, M (C)",6.78,6.78,12,15,3,12,12,12,7,13,3,2,1,10,12,12,12,3,8,12,11,4,12,6,1,6,6,2,13,9,11,9,1,12,10,9,12,12,10,11,3,2,13,9,11,12,12,3,- -  -,,11
Jai Rowe,"D (RC), WB (R), DM",6.78,6.78,12,11,1,9,14,11,11,8,2,1,1,12,7,8,12,2,11,6,12,10,4,9,1,9,12,4,5,3,10,4,2,9,8,9,8,10,11,7,3,1,12,8,8,11,11,2,- -  -,,7
Michael Phillips,"D (C), DM, M (C)",6.77,6.77,15,8,2,8,8,12,7,13,3,1,4,11,2,9,13,1,7,13,8,3,3,7,2,15,7,3,6,5,9,9,2,4,15,8,8,7,10,7,4,1,9,8,7,13,14,1,- -  -,Lst,9
James Vennings,"DM, M (C)",6.77,6.77,11,9,2,11,10,9,11,13,3,1,2,12,5,11,12,3,10,10,9,3,12,9,4,9,6,1,6,8,11,7,2,10,10,10,7,7,9,13,1,1,7,10,10,10,10,3,- -  -,,8
Paris Maghoma,"DM, M/AM (C)",6.77,6.77,13,12,3,13,12,10,11,12,3,3,2,10,8,11,11,3,10,12,8,5,9,8,3,9,8,1,11,12,10,8,4,10,15,14,8,9,11,13,4,2,9,10,13,11,12,1,- -  -,,10
Ethan Galbraith,"DM, M/AM (C)",6.76,6.76,14,12,3,13,13,10,7,12,2,2,4,10,7,13,11,2,10,15,7,3,12,5,1,8,8,3,8,11,11,10,3,12,11,10,9,9,10,13,3,2,10,12,12,13,11,4,- -  -,,12
Callum Cooke,"DM, M (C)",6.76,6.76,12,13,2,13,12,8,12,12,2,3,2,7,10,13,9,3,12,12,7,3,13,6,3,7,7,1,10,12,11,7,3,12,13,10,11,10,9,12,3,1,8,11,12,13,10,1,- -  -,Wnt,9
Dean Rance,"DM, M (C)",6.76,6.76,13,6,1,10,14,11,9,14,1,1,1,10,13,11,10,3,10,16,11,6,10,17,1,9,9,1,6,9,9,6,1,5,16,9,9,10,11,8,1,2,14,10,9,9,13,2,- -  -,,10
Gus Mafuta,"DM, M (C)",6.76,6.76,12,6,1,11,11,11,14,15,2,3,3,10,5,10,10,1,10,13,10,7,8,9,3,14,10,1,4,5,9,4,1,9,12,10,4,5,10,10,2,1,12,10,10,7,11,2,- -  -,,10
Jack Sowerby,"DM, M (C)",6.76,6.76,12,10,3,12,12,12,10,10,1,1,4,8,10,12,13,3,12,10,12,8,10,5,2,8,8,2,10,10,12,8,1,12,15,8,10,10,8,12,1,3,9,12,8,13,5,3,- -  -,,12
Elijah Dixon-Bonner,"DM, M/AM (C), ST (C)",6.76,6.76,12,11,2,12,11,9,11,9,1,3,1,8,8,11,12,1,8,10,8,3,9,11,1,13,10,1,8,11,12,10,1,10,11,8,8,8,7,12,1,2,9,9,9,11,14,3,- -  -,Wnt,12
Jamie Hanson,"DM, M (C)",6.76,6.76,13,10,1,10,11,12,9,13,1,2,1,12,10,10,11,1,11,9,10,6,11,9,3,12,7,3,9,5,11,8,2,9,11,11,8,10,10,10,4,1,11,10,12,11,13,2,- -  -,,10
Hiram Boateng,"DM, M (C)",6.76,6.76,13,15,3,12,14,12,14,14,2,3,3,11,8,14,12,2,11,11,9,7,11,10,3,11,9,3,8,10,10,10,1,12,14,10,8,7,10,12,2,2,12,11,10,11,11,3,- -  -,Wnt,8
Alex Woodyard,"DM, M (C)",6.75,6.75,17,12,2,10,14,13,11,15,4,3,2,10,11,11,9,1,12,16,12,4,5,17,3,7,9,2,7,9,13,5,1,10,16,11,9,5,10,12,4,2,14,13,10,9,16,3,- -  -,,8
Levi Sutton,"D/WB (R), DM, M (C)",6.75,6.75,15,9,1,9,11,12,10,15,2,1,2,10,3,10,12,1,10,15,10,3,8,10,2,9,8,2,8,7,9,6,3,11,14,8,9,8,7,8,3,2,14,11,9,12,15,1,- -  -,,13
Jacob Butterfield,"DM, M (C)",6.75,6.75,13,10,1,11,12,12,9,10,2,3,1,11,9,11,7,2,10,13,9,6,12,11,2,7,8,2,11,7,11,9,2,11,13,11,10,12,10,13,3,2,9,10,11,8,9,2,- -  -,,6
Jake Reeves,"DM, M (C)",6.75,6.75,15,10,1,12,12,12,10,14,3,1,2,9,9,12,10,3,9,13,9,11,9,12,1,7,9,3,13,12,10,8,2,8,9,9,9,13,9,12,3,1,13,9,12,9,15,3,- -  -,Wnt,10
Adam Lovatt,"DM, M (C)",6.74,6.74,15,8,2,10,15,11,10,14,2,1,3,10,5,10,10,3,8,13,7,2,7,6,2,10,8,2,4,6,10,4,4,8,14,9,7,3,11,12,3,3,13,10,9,11,13,1,- -  -,,11
Saxon Earley,"D/WB (L), DM, M (C), AM (L)",6.74,6.74,12,11,1,10,12,11,9,13,1,1,2,9,6,12,11,3,12,12,10,4,8,14,2,9,6,3,8,7,10,6,2,9,13,9,8,8,10,12,2,2,11,10,11,10,7,2,- -  -,Wnt,11
Toumani Diagouraga,"DM, M (C)",6.74,6.74,11,12,2,13,14,11,11,9,2,3,1,13,7,12,4,1,8,14,9,3,8,12,1,12,10,3,4,8,13,8,2,11,16,12,8,3,13,15,1,2,11,8,14,7,12,3,- -  -,Trn,4
Jack Karadogan,"DM, M (C)",6.73,6.73,11,10,4,10,10,7,10,11,3,3,1,10,6,9,10,1,10,7,7,3,9,8,1,6,9,1,8,5,9,9,1,7,15,9,6,8,11,11,3,1,8,5,10,10,6,2,- -  -,,11
George McEachran,"DM, M/AM (C)",6.73,6.73,11,11,3,16,9,6,6,8,2,2,2,7,9,13,11,2,8,13,6,4,10,5,2,5,6,3,8,14,14,10,2,12,15,13,8,8,8,14,3,1,8,7,8,13,8,1,- -  -,,13
Richie Smallwood,"DM, M (C)",6.73,6.73,19,8,1,9,17,14,13,14,1,3,2,12,9,11,10,3,7,15,12,9,6,16,1,9,11,2,7,4,9,6,3,6,15,11,8,10,13,12,3,3,19,13,11,10,18,3,- -  -,,10
Ellis Iandolo,"D (LC), WB (L), DM, M (LC)",6.72,6.72,14,11,3,11,12,9,10,12,2,3,3,11,8,10,10,1,10,13,7,5,9,6,2,8,10,2,12,11,10,8,3,11,12,10,11,11,8,12,1,2,11,9,9,10,8,1,- -  -,Wnt,10
Alex Perry,"DM, M (C)",6.72,6.72,12,10,1,7,9,8,12,12,3,1,1,11,4,10,11,3,11,12,9,9,10,9,2,8,7,2,9,6,9,6,1,6,5,9,7,3,10,8,1,2,8,9,11,10,10,3,- -  -,,10
Niall Maher,"D (C), DM",6.72,6.72,11,11,2,10,12,12,11,12,3,3,3,11,4,9,10,2,9,9,12,9,6,10,3,12,12,1,8,4,10,4,2,7,1,11,7,4,10,12,3,3,11,11,11,8,12,1,- -  -,Inj,9
Jamey Osborne,"DM, M (C)",6.72,6.72,13,14,2,11,10,11,11,11,2,2,2,9,4,11,8,3,11,10,8,16,12,8,1,7,6,3,9,13,11,10,2,13,12,9,7,9,10,8,2,1,12,7,11,10,16,1,- -  -,,9
James Horsfield,"D/WB (R), DM, M (C)",6.72,6.72,13,8,2,11,13,10,8,12,3,2,3,9,14,10,10,3,7,12,9,5,9,13,3,8,8,3,10,10,6,8,3,9,8,10,7,6,11,9,3,2,12,10,11,9,12,1,- -  -,,10
Adam Clayton,"DM, M (C)",6.72,6.72,15,11,1,10,15,11,11,10,3,3,2,13,10,11,7,3,10,12,11,6,8,14,3,9,7,3,10,8,11,9,2,8,14,11,10,10,12,12,2,1,13,12,13,10,13,2,- -  -,,7
Ryan East,"DM, M (C)",6.71,6.71,12,13,3,11,11,9,4,12,1,4,3,10,15,12,10,1,12,12,10,5,8,12,2,4,6,2,9,9,13,8,1,9,10,10,10,10,10,12,2,3,6,10,10,10,7,2,- -  -,,11
Azeem Abdulai,"D (C), DM",6.71,6.71,12,9,2,11,11,8,12,11,3,1,1,10,2,9,12,3,7,13,8,9,7,10,3,11,10,3,4,6,10,5,3,10,8,11,5,4,9,13,3,1,11,11,12,11,10,1,- -  -,,10
Mark Ricketts,"DM, M (C)",6.71,6.71,14,9,2,8,13,14,11,13,3,2,3,15,2,12,4,3,7,11,9,6,3,18,1,10,8,3,5,2,11,2,3,4,14,7,4,6,10,8,2,1,15,10,13,9,6,1,- -  -,,4
Jack Henry-Francis,"DM, M/AM (C)",6.71,6.71,15,10,1,8,15,13,9,12,2,3,3,10,5,12,11,1,8,10,11,3,11,10,2,7,7,3,10,9,10,8,2,10,13,11,8,10,10,8,2,2,14,10,11,8,13,3,- -  -,,12
Sam Foley,"DM, M (C)",6.71,6.71,11,9,3,9,13,11,9,12,1,1,2,13,8,10,11,3,11,16,11,7,12,14,1,9,7,2,7,7,9,9,1,8,15,11,8,8,11,11,2,2,13,10,13,7,14,2,- -  -,Bid,12
Ed Francis,"D (C), DM, M (C)",6.71,6.71,10,13,2,9,10,11,9,11,1,3,3,9,6,13,11,2,11,14,11,2,8,11,1,12,10,2,9,6,10,8,2,8,7,11,8,11,10,13,2,2,11,11,10,10,8,1,- -  -,,10
Daniel Gallimore,"DM, M (C)",6.71,6.71,12,11,3,11,9,11,13,9,3,2,4,10,5,10,10,1,8,13,9,5,5,11,2,12,10,2,6,7,9,6,2,7,13,11,6,7,13,12,1,2,13,11,8,9,12,3,- -  -,Loa,8
Liam Kelly,"DM, M/AM (C)",6.70,6.70,13,12,1,10,11,6,7,13,3,4,3,9,13,11,11,1,14,15,8,6,11,13,2,5,5,1,13,10,10,10,1,9,11,9,10,12,11,12,2,1,12,13,13,12,11,1,- -  -,Trn,12
Olly Lee,"DM, M (RC)",6.70,6.70,11,11,1,12,11,10,9,11,2,3,2,10,11,12,10,3,9,10,10,6,11,7,3,12,8,3,11,10,12,10,2,9,8,10,10,13,9,12,4,1,10,11,11,9,8,3,- -  -,Trn,9
Shaun Donnellan,"WB (R), DM, M (C)",6.70,6.70,13,6,3,9,13,11,10,12,1,2,2,9,3,9,11,1,8,15,10,8,6,10,2,12,11,3,6,4,8,7,3,7,14,9,5,5,10,9,2,3,12,9,10,9,13,2,- -  -,,11
Elliott Bolton,"DM, M (C)",6.70,6.70,12,11,3,8,11,9,6,10,3,2,2,8,9,12,10,1,9,13,6,4,7,12,2,9,7,3,6,6,10,6,1,9,11,9,6,9,12,11,3,2,10,13,12,11,11,1,- -  -,,11
Tom Pugh,"D (R), DM, M (C)",6.69,6.69,14,9,2,9,15,13,12,12,3,3,2,11,6,12,9,2,10,13,12,8,9,7,2,7,10,2,7,8,11,7,3,10,14,8,9,8,10,8,1,1,13,9,9,9,12,3,- -  -,,9
Ethan Burnett,"DM, M (C)",6.69,6.69,14,9,1,16,9,10,9,9,1,4,1,7,6,12,7,3,10,14,12,7,10,8,4,11,7,2,7,5,12,9,2,6,16,15,6,6,10,11,2,3,9,9,9,6,5,1,- -  -,Wnt,9
Ethan Brierley,"DM, M (C)",6.69,6.69,12,13,2,12,13,10,8,11,2,1,1,8,7,13,13,3,8,11,7,2,10,5,3,7,5,3,9,8,12,6,3,8,13,11,10,10,10,12,3,3,8,11,10,11,4,2,- -  -,,12
Benji Purcell,"DM, M (C)",6.68,6.68,12,10,2,10,10,8,11,10,3,1,3,10,9,12,11,2,10,14,8,4,11,12,2,9,5,2,12,10,10,8,2,9,6,9,10,12,11,11,1,1,9,11,13,10,11,2,- -  -,,14
Alfie Chang,"DM, M (C)",6.68,6.68,12,10,3,10,12,10,11,10,3,2,2,10,10,11,11,2,9,12,12,7,10,12,1,9,9,3,9,7,10,7,1,9,10,12,8,8,12,10,1,2,12,10,9,9,8,3,- -  -,,11
Ethan Coleman,"D (C), DM, M (C)",6.68,6.68,12,10,1,11,12,11,11,12,3,3,1,9,5,11,10,1,8,11,9,6,9,8,1,11,10,4,9,4,11,9,2,8,11,8,8,9,11,8,3,4,11,9,9,8,14,2,- -  -,,11
Jack Hunter,"D (C), DM, M (C)",6.68,6.68,11,9,1,10,11,12,11,12,3,3,4,10,3,13,9,2,11,13,11,3,4,11,1,9,8,1,2,8,11,4,4,9,15,9,4,2,10,9,2,2,12,11,11,9,13,2,- -  -,,10
Jordan Brown,"D/WB (R), DM, M (C)",6.68,6.68,14,7,1,9,15,12,11,12,3,3,1,12,8,10,10,3,8,12,12,5,4,9,4,12,9,2,7,5,10,7,2,8,14,11,7,7,13,10,3,1,13,11,12,10,12,3,- -  -,,10
Dan Gallagher,"D (C), DM, M (C)",6.68,6.68,16,6,2,6,14,12,10,14,1,1,1,11,7,7,7,3,6,15,11,8,4,10,2,10,13,3,5,6,9,5,2,4,16,8,5,4,11,9,1,3,16,7,8,9,14,3,- -  -,,7
