Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Reece Hall-Johnson,"D (RC), WB (R)",7.00,7.00,13.0,6.0,2.0,9.0,13.0,12.0,11.0,11.0,1.0,3.0,3.0,11.0,8.0,9.0,13.0,1.0,9.0,15.0,10.0,7.0,7.0,8.0,1.0,8.0,10.0,1.0,7.0,11.0,9.0,7.0,2.0,9.0,13.0,8.0,8.0,5.0,9.0,11.0,1.0,3.0,10.0,10.0,10.0,10.0,12.0,2.0,- -  -,Wnt,13.0
Jason Lowe,"D (RC), DM, M (C)",6.99,6.99,18.0,7.0,2.0,8.0,18.0,11.0,12.0,17.0,3.0,2.0,1.0,10.0,8.0,8.0,10.0,3.0,8.0,16.0,10.0,9.0,5.0,15.0,3.0,12.0,12.0,2.0,5.0,7.0,8.0,5.0,4.0,6.0,17.0,8.0,8.0,4.0,11.0,8.0,2.0,4.0,16.0,13.0,11.0,9.0,14.0,2.0,- -  -,,10.0
Jamie Sterry,D/WB (R),6.99,6.99,13.0,9.0,1.0,8.0,11.0,12.0,11.0,13.0,3.0,3.0,1.0,11.0,5.0,11.0,14.0,1.0,11.0,7.0,8.0,7.0,4.0,10.0,2.0,10.0,9.0,3.0,8.0,9.0,9.0,5.0,3.0,9.0,3.0,10.0,13.0,7.0,10.0,11.0,3.0,3.0,10.0,11.0,11.0,12.0,11.0,3.0,- -  -,Wnt,12.0
Robbie McKenzie,"D (RLC), DM, M (C)",6.98,6.98,15.0,9.0,2.0,10.0,12.0,13.0,9.0,12.0,3.0,3.0,1.0,11.0,12.0,12.0,11.0,3.0,10.0,13.0,13.0,13.0,10.0,9.0,1.0,11.0,13.0,1.0,8.0,6.0,11.0,9.0,3.0,9.0,10.0,8.0,10.0,8.0,11.0,10.0,3.0,2.0,12.0,12.0,11.0,10.0,12.0,2.0,- -  -,,11.0
Aswad Thomas,D (L),6.97,6.97,12.0,7.0,3.0,8.0,11.0,11.0,9.0,11.0,4.0,4.0,2.0,10.0,4.0,8.0,12.0,2.0,7.0,15.0,10.0,12.0,7.0,9.0,3.0,10.0,9.0,1.0,8.0,11.0,8.0,6.0,2.0,8.0,9.0,7.0,10.0,10.0,8.0,8.0,1.0,3.0,12.0,10.0,8.0,10.0,12.0,1.0,- -  -,Ask,10.0
Patrick Brough,"D (LC), WB (L)",6.97,6.97,15.0,8.0,1.0,8.0,14.0,11.0,11.0,14.0,3.0,1.0,3.0,11.0,6.0,8.0,11.0,3.0,11.0,15.0,10.0,7.0,8.0,4.0,3.0,13.0,11.0,2.0,7.0,8.0,8.0,8.0,2.0,9.0,12.0,11.0,11.0,9.0,10.0,10.0,1.0,1.0,12.0,9.0,11.0,9.0,11.0,1.0,- -  -,Wnt,11.0
James Brown,"D (RC), WB (R)",6.96,6.96,15.0,9.0,1.0,11.0,13.0,11.0,12.0,13.0,2.0,1.0,2.0,11.0,5.0,11.0,12.0,4.0,11.0,14.0,10.0,10.0,5.0,9.0,3.0,10.0,9.0,3.0,8.0,10.0,11.0,7.0,3.0,11.0,14.0,9.0,12.0,8.0,10.0,10.0,1.0,3.0,11.0,12.0,10.0,12.0,12.0,2.0,- -  -,,12.0
Kayne Ramsay,"D (RC), WB (R)",6.96,6.96,13.0,9.0,3.0,11.0,12.0,10.0,12.0,13.0,2.0,1.0,2.0,11.0,7.0,11.0,13.0,2.0,9.0,11.0,10.0,8.0,10.0,8.0,2.0,12.0,11.0,1.0,8.0,9.0,10.0,7.0,2.0,10.0,17.0,10.0,10.0,8.0,10.0,10.0,1.0,3.0,13.0,12.0,10.0,13.0,8.0,2.0,- -  -,,12.0
Ryan McLaughlin,"D/WB/M (R), AM (RL)",6.95,6.95,12.0,9.0,2.0,12.0,12.0,12.0,11.0,11.0,3.0,3.0,1.0,11.0,5.0,10.0,13.0,3.0,10.0,10.0,11.0,4.0,7.0,6.0,1.0,9.0,10.0,1.0,6.0,9.0,11.0,9.0,2.0,9.0,14.0,9.0,10.0,8.0,8.0,10.0,2.0,3.0,9.0,11.0,11.0,11.0,12.0,1.0,- -  -,,13.0
Lewis Richards,"D (LC), WB (L)",6.95,6.95,11.0,13.0,1.0,9.0,10.0,10.0,13.0,11.0,1.0,3.0,3.0,9.0,7.0,13.0,12.0,1.0,9.0,12.0,11.0,6.0,5.0,12.0,1.0,13.0,11.0,1.0,4.0,5.0,10.0,6.0,3.0,9.0,12.0,9.0,11.0,7.0,12.0,9.0,2.0,1.0,10.0,11.0,12.0,7.0,7.0,1.0,- -  -,,10.0
Dan Moss,"D (RC), M (C)",6.94,6.94,15.0,8.0,3.0,9.0,11.0,13.0,10.0,10.0,3.0,2.0,1.0,12.0,7.0,8.0,11.0,3.0,8.0,10.0,10.0,8.0,5.0,9.0,2.0,9.0,11.0,1.0,8.0,6.0,8.0,7.0,1.0,8.0,14.0,10.0,10.0,7.0,10.0,11.0,1.0,1.0,15.0,10.0,7.0,10.0,8.0,3.0,- -  -,,12.0
Ben Watt,D (RC),6.94,6.94,11.0,8.0,2.0,8.0,11.0,11.0,10.0,10.0,2.0,3.0,2.0,11.0,5.0,8.0,13.0,3.0,9.0,12.0,12.0,3.0,6.0,12.0,2.0,9.0,9.0,1.0,7.0,5.0,8.0,7.0,2.0,7.0,10.0,10.0,7.0,9.0,12.0,10.0,1.0,2.0,8.0,11.0,10.0,11.0,15.0,2.0,- -  -,,14.0
Joshua Williams,"D/WB (R), M (RC)",6.94,6.94,11.0,10.0,3.0,10.0,11.0,11.0,11.0,12.0,2.0,4.0,3.0,11.0,7.0,11.0,13.0,1.0,11.0,12.0,12.0,10.0,9.0,8.0,1.0,10.0,11.0,3.0,10.0,11.0,10.0,9.0,2.0,11.0,12.0,11.0,12.0,9.0,10.0,8.0,3.0,3.0,12.0,10.0,11.0,10.0,11.0,1.0,- -  -,Wnt,13.0
Laurence Maguire,D (LC),6.94,6.94,13.0,10.0,1.0,10.0,13.0,12.0,10.0,9.0,3.0,1.0,1.0,12.0,4.0,11.0,11.0,3.0,6.0,13.0,11.0,7.0,6.0,12.0,2.0,13.0,12.0,1.0,5.0,4.0,8.0,4.0,3.0,7.0,10.0,10.0,9.0,2.0,9.0,10.0,3.0,2.0,9.0,11.0,9.0,9.0,9.0,2.0,- -  -,,10.0
Femi Seriki,D/WB/M/AM (R),6.94,6.94,12.0,10.0,2.0,11.0,11.0,10.0,9.0,12.0,2.0,2.0,2.0,11.0,6.0,9.0,14.0,3.0,10.0,12.0,11.0,9.0,7.0,5.0,1.0,10.0,9.0,2.0,5.0,11.0,10.0,8.0,3.0,12.0,12.0,11.0,10.0,8.0,13.0,10.0,3.0,3.0,9.0,12.0,13.0,11.0,10.0,3.0,- -  -,,14.0
Bobby-Joe Taylor,D/WB/M/AM (L),6.94,6.94,11.0,8.0,3.0,11.0,9.0,9.0,10.0,11.0,1.0,1.0,1.0,11.0,13.0,10.0,12.0,2.0,7.0,11.0,9.0,6.0,8.0,4.0,3.0,8.0,7.0,3.0,12.0,9.0,9.0,8.0,1.0,10.0,11.0,9.0,11.0,11.0,7.0,10.0,1.0,3.0,9.0,10.0,8.0,10.0,9.0,3.0,- -  -,,10.0
Harvey Sayer,D/WB/M/AM (L),6.93,6.93,10.0,10.0,2.0,10.0,9.0,6.0,5.0,11.0,2.0,3.0,3.0,9.0,11.0,9.0,13.0,2.0,10.0,10.0,7.0,3.0,9.0,12.0,3.0,7.0,5.0,1.0,12.0,8.0,9.0,7.0,3.0,9.0,12.0,9.0,10.0,12.0,8.0,8.0,4.0,2.0,6.0,10.0,9.0,10.0,8.0,1.0,- -  -,,13.0
George Francomb,"D (RC), WB (R), DM, M (RC)",6.93,6.93,14.0,9.0,1.0,11.0,12.0,10.0,11.0,9.0,3.0,1.0,1.0,9.0,8.0,11.0,8.0,4.0,9.0,13.0,12.0,4.0,11.0,15.0,3.0,10.0,12.0,1.0,9.0,7.0,11.0,10.0,2.0,9.0,11.0,10.0,10.0,11.0,10.0,10.0,1.0,1.0,11.0,10.0,9.0,8.0,8.0,3.0,- -  -,,8.0
Joel Taylor,D/WB (L),6.92,6.92,14.0,10.0,2.0,11.0,10.0,11.0,9.0,10.0,3.0,2.0,3.0,12.0,2.0,10.0,14.0,4.0,11.0,6.0,9.0,15.0,7.0,5.0,2.0,8.0,6.0,3.0,6.0,6.0,9.0,3.0,1.0,9.0,15.0,10.0,11.0,2.0,11.0,10.0,1.0,3.0,8.0,10.0,12.0,7.0,5.0,2.0,- -  -,Wnt,14.0
Reece Hannam,D/WB (L),6.92,6.92,12.0,7.0,1.0,10.0,11.0,10.0,9.0,14.0,2.0,2.0,3.0,10.0,6.0,10.0,13.0,2.0,11.0,14.0,9.0,10.0,9.0,6.0,3.0,13.0,8.0,1.0,3.0,3.0,9.0,2.0,2.0,9.0,8.0,9.0,11.0,5.0,10.0,8.0,2.0,4.0,9.0,11.0,8.0,10.0,11.0,3.0,- -  -,,14.0
Brad Halliday,D/WB (R),6.92,6.92,14.0,8.0,1.0,9.0,13.0,10.0,11.0,14.0,3.0,1.0,3.0,11.0,6.0,12.0,11.0,3.0,11.0,15.0,11.0,9.0,9.0,8.0,2.0,10.0,9.0,1.0,4.0,9.0,8.0,8.0,2.0,10.0,12.0,9.0,11.0,6.0,11.0,10.0,1.0,2.0,11.0,12.0,10.0,11.0,14.0,2.0,- -  -,,11.0
John Johnson,"D (RC), DM",6.91,6.91,14.0,4.0,3.0,7.0,10.0,13.0,10.0,9.0,1.0,2.0,2.0,12.0,9.0,9.0,11.0,1.0,8.0,10.0,12.0,12.0,10.0,13.0,3.0,12.0,13.0,2.0,4.0,8.0,7.0,10.0,4.0,11.0,15.0,9.0,6.0,4.0,8.0,7.0,2.0,1.0,16.0,9.0,8.0,7.0,10.0,2.0,- -  -,,10.0
Jordan Hackett,D/WB (L),6.91,6.91,14.0,10.0,4.0,13.0,14.0,12.0,14.0,10.0,1.0,2.0,3.0,12.0,6.0,11.0,13.0,3.0,11.0,13.0,10.0,11.0,7.0,11.0,2.0,12.0,12.0,2.0,5.0,5.0,8.0,6.0,1.0,11.0,14.0,11.0,13.0,7.0,10.0,12.0,3.0,3.0,11.0,8.0,10.0,11.0,13.0,1.0,- -  -,Inj,12.0
Lewis Payne,"D (RC), WB (R)",6.91,6.91,14.0,6.0,3.0,11.0,14.0,11.0,8.0,13.0,3.0,4.0,2.0,6.0,4.0,14.0,12.0,1.0,11.0,13.0,10.0,4.0,6.0,7.0,2.0,14.0,10.0,1.0,3.0,7.0,12.0,8.0,3.0,14.0,18.0,11.0,13.0,6.0,6.0,9.0,3.0,2.0,9.0,7.0,9.0,13.0,10.0,4.0,- -  -,,16.0
Mason O'Malley,D/WB/AM (L),6.91,6.91,12.0,9.0,1.0,8.0,13.0,12.0,9.0,11.0,3.0,4.0,2.0,12.0,5.0,11.0,12.0,1.0,6.0,11.0,9.0,5.0,6.0,5.0,3.0,9.0,10.0,2.0,13.0,10.0,9.0,7.0,3.0,8.0,7.0,9.0,12.0,15.0,12.0,12.0,2.0,2.0,10.0,8.0,10.0,10.0,9.0,3.0,- -  -,,12.0
Ibou Touray,"D (LC), WB (L)",6.91,6.91,13.0,9.0,2.0,11.0,12.0,12.0,12.0,14.0,2.0,2.0,3.0,10.0,11.0,10.0,12.0,1.0,10.0,17.0,10.0,12.0,8.0,11.0,3.0,10.0,10.0,4.0,10.0,11.0,10.0,7.0,1.0,10.0,15.0,10.0,9.0,9.0,10.0,12.0,3.0,2.0,10.0,12.0,10.0,13.0,13.0,3.0,- -  -,,11.0
John Clarke,D/WB (L),6.90,6.90,15.0,7.0,3.0,8.0,12.0,9.0,10.0,14.0,3.0,2.0,2.0,10.0,5.0,9.0,13.0,1.0,10.0,14.0,9.0,11.0,6.0,8.0,3.0,10.0,10.0,1.0,11.0,5.0,10.0,5.0,1.0,8.0,12.0,7.0,9.0,6.0,8.0,8.0,4.0,3.0,12.0,10.0,8.0,11.0,13.0,2.0,- -  -,,15.0
Joe Kizzi,"D (RC), WB (R)",6.90,6.90,14.0,10.0,4.0,9.0,14.0,12.0,12.0,12.0,3.0,2.0,1.0,11.0,7.0,9.0,11.0,3.0,12.0,10.0,10.0,9.0,7.0,10.0,3.0,13.0,12.0,1.0,10.0,9.0,9.0,9.0,1.0,9.0,12.0,10.0,12.0,8.0,10.0,10.0,2.0,1.0,13.0,9.0,10.0,9.0,11.0,1.0,- -  -,,10.0
Tylor Golden,"D (RL), WB (R)",6.90,6.90,14.0,8.0,3.0,9.0,14.0,11.0,11.0,13.0,4.0,3.0,1.0,10.0,6.0,9.0,10.0,2.0,8.0,15.0,10.0,10.0,8.0,10.0,1.0,9.0,10.0,2.0,7.0,6.0,9.0,6.0,1.0,7.0,14.0,8.0,7.0,6.0,10.0,10.0,2.0,2.0,11.0,11.0,10.0,9.0,12.0,2.0,- -  -,Wnt,10.0
Nathan Ralph,D/WB (L),6.90,6.90,13.0,10.0,1.0,11.0,13.0,12.0,11.0,10.0,2.0,1.0,2.0,12.0,9.0,12.0,11.0,1.0,9.0,12.0,12.0,7.0,9.0,6.0,2.0,14.0,12.0,2.0,7.0,10.0,12.0,7.0,2.0,9.0,13.0,10.0,10.0,10.0,8.0,12.0,2.0,3.0,10.0,8.0,12.0,10.0,6.0,1.0,- -  -,,11.0
Ryan Clampin,D/WB (L),6.90,6.90,14.0,10.0,1.0,10.0,11.0,10.0,11.0,11.0,2.0,3.0,2.0,10.0,8.0,10.0,13.0,3.0,11.0,14.0,12.0,6.0,9.0,5.0,3.0,12.0,10.0,1.0,8.0,11.0,11.0,6.0,1.0,11.0,12.0,11.0,11.0,8.0,11.0,9.0,1.0,2.0,10.0,10.0,12.0,11.0,14.0,4.0,- -  -,,12.0
Ben Coker,D/WB (L),6.89,6.89,12.0,10.0,1.0,12.0,12.0,10.0,8.0,12.0,2.0,4.0,2.0,10.0,9.0,11.0,9.0,4.0,12.0,10.0,9.0,4.0,8.0,9.0,1.0,9.0,7.0,2.0,11.0,9.0,10.0,6.0,3.0,10.0,15.0,11.0,12.0,9.0,10.0,12.0,3.0,1.0,10.0,11.0,10.0,9.0,5.0,3.0,- -  -,,7.0
Sam Minihan,D/WB (R),6.89,6.89,15.0,8.0,1.0,8.0,14.0,12.0,11.0,12.0,2.0,1.0,2.0,10.0,4.0,9.0,11.0,2.0,10.0,13.0,11.0,8.0,6.0,10.0,1.0,10.0,8.0,2.0,6.0,9.0,10.0,6.0,2.0,10.0,15.0,8.0,9.0,6.0,9.0,9.0,2.0,3.0,13.0,11.0,9.0,10.0,14.0,2.0,- -  -,,11.0
Mickey Demetriou,D (LC),6.89,6.89,16.0,9.0,2.0,12.0,14.0,11.0,10.0,11.0,2.0,1.0,1.0,13.0,6.0,11.0,9.0,1.0,12.0,12.0,11.0,12.0,6.0,9.0,4.0,12.0,13.0,2.0,11.0,8.0,9.0,6.0,2.0,10.0,15.0,10.0,11.0,8.0,14.0,11.0,3.0,2.0,12.0,10.0,12.0,9.0,6.0,1.0,- -  -,Opt,8.0
Jeff King,D/WB (R),6.89,6.89,12.0,12.0,3.0,10.0,10.0,12.0,11.0,12.0,1.0,4.0,1.0,12.0,7.0,10.0,12.0,2.0,11.0,13.0,10.0,7.0,11.0,9.0,1.0,8.0,9.0,1.0,13.0,9.0,8.0,9.0,2.0,10.0,16.0,9.0,11.0,12.0,10.0,10.0,1.0,3.0,9.0,11.0,9.0,9.0,14.0,3.0,- -  -,,11.0
George Fowler,"D (RC), WB (R)",6.89,6.89,10.0,10.0,4.0,7.0,9.0,11.0,11.0,12.0,2.0,2.0,3.0,8.0,1.0,7.0,10.0,2.0,7.0,11.0,8.0,7.0,6.0,9.0,1.0,12.0,11.0,1.0,5.0,6.0,8.0,3.0,2.0,5.0,13.0,9.0,4.0,6.0,11.0,11.0,3.0,2.0,11.0,11.0,11.0,9.0,8.0,4.0,- -  -,,10.0
Akin Odimayo,"D (RC), WB (R), DM",6.89,6.89,9.0,9.0,2.0,8.0,8.0,12.0,13.0,13.0,1.0,2.0,2.0,12.0,5.0,12.0,15.0,2.0,9.0,12.0,12.0,6.0,6.0,13.0,4.0,12.0,13.0,1.0,5.0,3.0,11.0,8.0,2.0,9.0,12.0,11.0,10.0,7.0,10.0,8.0,3.0,1.0,11.0,11.0,10.0,11.0,8.0,1.0,- -  -,,13.0
Kyle Knoyle,D/WB (R),6.88,6.88,12.0,11.0,1.0,11.0,11.0,9.0,12.0,14.0,1.0,3.0,3.0,12.0,5.0,11.0,12.0,1.0,12.0,13.0,10.0,5.0,7.0,16.0,3.0,8.0,10.0,3.0,6.0,6.0,10.0,7.0,2.0,12.0,11.0,11.0,11.0,7.0,13.0,11.0,2.0,3.0,12.0,11.0,12.0,11.0,8.0,3.0,- -  -,,11.0
Jayden Sweeney,D/WB (L),6.88,6.88,12.0,6.0,1.0,10.0,12.0,11.0,9.0,13.0,2.0,2.0,2.0,11.0,3.0,10.0,12.0,2.0,7.0,13.0,9.0,8.0,4.0,6.0,4.0,10.0,6.0,3.0,3.0,8.0,10.0,4.0,3.0,7.0,17.0,10.0,9.0,5.0,10.0,9.0,2.0,1.0,9.0,10.0,8.0,11.0,8.0,2.0,- -  -,,13.0
Rémy Clerima,"D (RC), WB/M/AM (R)",6.88,6.88,11.0,7.0,1.0,8.0,10.0,9.0,11.0,10.0,2.0,2.0,1.0,9.0,5.0,8.0,10.0,2.0,7.0,13.0,9.0,5.0,4.0,10.0,2.0,13.0,10.0,2.0,5.0,9.0,8.0,7.0,2.0,7.0,12.0,10.0,6.0,5.0,10.0,10.0,3.0,2.0,9.0,9.0,10.0,9.0,12.0,2.0,- -  -,Trn,10.0
Nick Tsaroulla,D/WB/M/AM (L),6.88,6.88,14.0,9.0,3.0,12.0,12.0,11.0,7.0,11.0,3.0,3.0,1.0,9.0,7.0,11.0,12.0,2.0,12.0,11.0,9.0,5.0,7.0,7.0,4.0,7.0,8.0,1.0,7.0,13.0,10.0,8.0,1.0,12.0,14.0,8.0,12.0,9.0,7.0,10.0,3.0,2.0,8.0,11.0,10.0,12.0,10.0,2.0,- -  -,Wnt,13.0
Aaron McGowan,"D (RL), WB (R)",6.87,6.87,15.0,10.0,3.0,10.0,15.0,12.0,12.0,12.0,1.0,1.0,1.0,13.0,5.0,8.0,12.0,3.0,12.0,15.0,10.0,12.0,8.0,13.0,3.0,10.0,10.0,1.0,8.0,5.0,8.0,5.0,2.0,10.0,12.0,12.0,8.0,8.0,13.0,12.0,1.0,3.0,12.0,10.0,12.0,10.0,13.0,3.0,- -  -,,10.0
Matty Foulds,D (LC),6.87,6.87,13.0,10.0,3.0,9.0,11.0,12.0,11.0,12.0,3.0,2.0,4.0,11.0,4.0,10.0,12.0,2.0,11.0,12.0,10.0,11.0,9.0,8.0,2.0,13.0,10.0,2.0,4.0,4.0,8.0,4.0,3.0,8.0,13.0,8.0,9.0,6.0,9.0,10.0,2.0,3.0,10.0,11.0,12.0,12.0,8.0,2.0,- -  -,,12.0
Sam Habergham,"D (LC), WB (L)",6.87,6.87,9.0,7.0,1.0,9.0,9.0,12.0,12.0,9.0,1.0,3.0,2.0,12.0,4.0,9.0,8.0,3.0,7.0,8.0,12.0,15.0,10.0,11.0,3.0,11.0,8.0,1.0,13.0,8.0,9.0,5.0,2.0,8.0,11.0,11.0,12.0,13.0,11.0,9.0,2.0,3.0,8.0,11.0,9.0,9.0,7.0,3.0,- -  -,Wnt,9.0
Elliott Johnson,D (LC),6.87,6.87,12.0,7.0,2.0,10.0,12.0,11.0,11.0,11.0,3.0,3.0,3.0,12.0,5.0,10.0,9.0,1.0,9.0,12.0,11.0,5.0,7.0,6.0,3.0,10.0,10.0,1.0,5.0,5.0,10.0,5.0,1.0,9.0,11.0,10.0,10.0,5.0,11.0,10.0,2.0,3.0,13.0,10.0,10.0,10.0,10.0,4.0,- -  -,,10.0
Josh Debayo,D (L),6.87,6.87,11.0,8.0,3.0,8.0,10.0,9.0,13.0,10.0,2.0,3.0,3.0,10.0,3.0,8.0,14.0,2.0,10.0,8.0,7.0,9.0,7.0,3.0,1.0,10.0,10.0,2.0,7.0,8.0,10.0,6.0,3.0,9.0,10.0,10.0,10.0,6.0,10.0,8.0,1.0,1.0,11.0,10.0,10.0,9.0,10.0,2.0,- -  -,,15.0
Morgan Dance,D (LC),6.87,6.87,9.0,9.0,1.0,9.0,9.0,10.0,9.0,10.0,2.0,2.0,3.0,11.0,8.0,9.0,11.0,1.0,9.0,10.0,12.0,7.0,8.0,9.0,2.0,8.0,9.0,1.0,8.0,8.0,8.0,9.0,1.0,8.0,1.0,9.0,9.0,9.0,11.0,9.0,1.0,1.0,10.0,11.0,9.0,9.0,10.0,2.0,- -  -,,11.0
Jay Benn,D/WB (R),6.87,6.87,14.0,9.0,1.0,13.0,11.0,9.0,10.0,14.0,1.0,1.0,1.0,8.0,5.0,10.0,14.0,2.0,11.0,14.0,7.0,10.0,7.0,10.0,1.0,9.0,9.0,1.0,5.0,12.0,9.0,6.0,3.0,12.0,15.0,9.0,11.0,8.0,10.0,9.0,3.0,2.0,11.0,12.0,10.0,13.0,13.0,1.0,- -  -,,13.0
Michael Kelly,"D (RLC), WB/M (L)",6.86,6.86,9.0,10.0,3.0,7.0,12.0,10.0,10.0,10.0,3.0,3.0,3.0,10.0,6.0,9.0,11.0,2.0,11.0,9.0,10.0,8.0,6.0,10.0,2.0,12.0,6.0,1.0,9.0,8.0,7.0,7.0,1.0,5.0,10.0,9.0,12.0,3.0,11.0,9.0,1.0,2.0,12.0,11.0,11.0,8.0,12.0,2.0,- -  -,Wnt,12.0
Adam Crookes,D (LC),6.86,6.86,10.0,8.0,1.0,8.0,10.0,12.0,10.0,11.0,1.0,1.0,1.0,11.0,2.0,7.0,10.0,1.0,9.0,14.0,11.0,7.0,3.0,12.0,2.0,12.0,10.0,3.0,4.0,4.0,10.0,3.0,1.0,4.0,12.0,13.0,7.0,4.0,8.0,9.0,3.0,3.0,11.0,8.0,12.0,10.0,10.0,2.0,- -  -,,8.0
Joe Partington,"D (RC), DM, M (C)",6.86,6.86,13.0,9.0,1.0,8.0,13.0,10.0,10.0,10.0,3.0,3.0,1.0,12.0,4.0,11.0,8.0,3.0,8.0,12.0,10.0,6.0,6.0,14.0,3.0,14.0,10.0,2.0,6.0,7.0,11.0,5.0,2.0,8.0,15.0,9.0,11.0,4.0,9.0,12.0,3.0,2.0,12.0,11.0,11.0,9.0,11.0,1.0,- -  -,,8.0
