UID,Name,Position,Drb/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000140754,Calvin Harper,"AM (C), ST (C)",-,12,12,7,12,14,13,9,3,8,8,2,9,3,6,9,9,4,5,1,3,4,5,3,2,12,12,11,1,8,2,1,1,6,3,1,7,3,2,2,1,2,3,2,1,3,3,1,- -  -,
2000134404,Henry Timi Davies,ST (C),1.50,14,14,10,14,15,14,12,10,14,12,2,14,3,6,8,10,10,8,3,4,5,7,3,3,12,7,15,5,14,8,1,4,8,2,4,11,2,3,3,3,2,1,2,1,3,2,2,- -  -,
28115023,Rayhaan Tulloch,"M/AM (RL), ST (C)",1.93,16,12,8,7,12,15,9,6,12,8,6,10,8,8,14,17,6,10,4,7,9,7,7,8,12,9,10,10,6,7,5,3,6,3,3,10,2,2,2,3,3,2,3,2,3,4,1,- -  -,
29071195,Freddie Ladapo,"AM (L), ST (C)",1.26,12,8,12,13,10,11,10,14,8,12,13,11,8,8,7,11,6,12,5,9,5,8,5,5,7,13,9,4,11,10,6,4,8,10,5,9,1,2,2,1,3,2,1,3,2,1,2,- -  -,
29126485,Kayden Jackson,"M (R), AM (RLC), ST (C)",1.22,15,10,9,7,10,14,10,8,8,9,6,10,9,11,13,11,7,12,3,12,9,13,5,10,9,11,8,7,7,8,4,4,8,10,3,8,2,3,2,1,2,1,3,2,1,2,1,- -  -,
29156435,Ben Morris,"AM (RL), ST (C)",1.81,12,9,11,8,13,12,11,10,9,11,9,12,11,12,13,10,9,12,8,9,12,11,7,11,9,13,11,11,8,12,6,8,11,14,7,11,2,1,3,2,3,3,1,3,1,2,2,- -  -,Wnt
29179966,Isaac Olaofe,"M/AM (RL), ST (C)",2.44,15,11,11,11,14,13,11,14,13,9,14,11,10,8,13,12,7,12,6,11,8,12,7,8,10,11,11,5,9,9,2,4,7,8,6,9,4,3,1,3,3,1,2,3,2,2,1,- -  -,Wnt
2000105662,Tommy-Lee Higgs,ST (C),0.29,13,9,4,9,9,10,8,7,9,12,5,9,6,9,12,11,11,14,4,6,4,7,6,4,9,15,14,5,13,2,1,3,6,5,4,9,1,1,3,1,4,3,3,1,3,2,2,- -  -,
2002083003,Danai Jeff,"M (C), ST (C)",1.04,5,5,9,10,13,7,14,10,6,11,1,13,5,10,14,14,13,12,4,15,8,14,4,4,9,9,16,4,9,4,1,2,9,5,3,15,2,3,1,3,3,1,3,1,2,1,1,- -  -,Loa
28059832,Dominic Samuel,"AM (RLC), ST (C)",2.11,10,9,10,11,13,9,12,7,11,11,9,10,10,11,9,13,7,9,8,12,10,14,8,8,8,6,9,6,8,9,6,4,10,10,4,11,1,3,2,2,3,2,1,2,3,1,3,- -  -,
29217607,Jack Stretton,"AM (RL), ST (C)",1.39,12,12,10,12,12,10,12,12,9,10,8,12,11,10,11,10,8,13,6,12,8,12,5,9,12,12,10,8,11,8,4,5,10,11,5,10,2,3,2,2,2,2,4,1,3,1,1,- -  -,Inj
29174560,Rob Harker,ST (C),0.87,12,6,12,15,13,12,12,10,5,11,9,15,8,8,11,8,4,14,6,9,7,10,6,7,9,12,9,5,12,10,3,8,7,7,4,11,3,1,2,2,3,1,1,3,2,2,2,- -  -,Wnt
29194059,George Alexander,ST (C),0.64,13,12,10,12,14,13,13,8,15,12,12,10,10,11,13,7,10,13,6,11,11,15,5,9,11,10,9,7,8,5,3,3,7,11,5,11,3,2,3,2,3,3,2,3,2,4,1,- -  -,
28093804,Kabongo Tshimanga,ST (C),1.21,13,13,11,9,12,12,12,13,6,13,8,13,10,11,12,10,9,13,8,12,10,12,6,6,10,14,12,4,7,7,2,3,8,13,3,12,2,1,2,3,3,1,3,2,2,1,3,- -  -,Lst
89057555,Alfie May,"AM (LC), ST (C)",1.24,12,13,11,8,14,12,15,6,10,13,14,13,10,10,16,12,13,13,9,10,11,15,5,8,10,12,12,7,9,9,2,3,11,11,4,12,1,3,4,1,1,2,2,3,2,1,2,- -  -,
2002083097,Charlie Purrington,ST (C),0.94,9,11,9,4,13,12,13,12,11,8,10,13,4,10,14,12,3,12,2,12,7,7,2,6,12,16,7,6,9,7,3,1,7,11,2,12,3,3,2,3,3,2,2,1,2,3,1,- -  -,
95031616,Matty Stevens,ST (C),1.09,11,14,12,10,12,12,16,13,13,11,13,10,9,9,7,6,6,14,12,10,8,18,5,6,10,13,8,5,12,7,3,6,7,11,6,9,2,3,2,2,4,1,3,1,3,3,2,- -  -,
29107901,Luke Armstrong,"AM (RL), ST (C)",1.20,11,10,10,12,12,11,10,12,14,11,14,11,9,13,8,7,7,12,5,15,7,17,5,7,8,13,9,4,10,8,5,5,11,7,7,9,3,2,2,2,2,3,2,1,1,3,3,- -  -,
29216305,Saikou Janneh,"AM (RL), ST (C)",1.80,15,12,11,12,12,15,12,11,9,13,8,12,9,12,14,14,8,11,6,9,12,11,7,11,10,13,10,9,7,8,5,8,10,4,7,11,3,3,2,1,3,2,2,2,1,3,1,- -  -,Wnt
2002083845,Jordace Lovett,"M (C), AM (LC), ST (C)",0.94,13,13,14,11,15,12,13,11,18,12,7,11,9,11,14,14,9,12,6,16,12,15,3,4,7,10,6,4,6,5,2,7,10,6,10,12,1,2,2,3,2,1,3,2,1,2,3,- -  -,
2002081332,Emmanuel Abdallah,"AM (R), ST (C)",1.72,14,16,13,9,13,14,16,11,7,10,7,13,6,9,12,13,4,14,4,12,6,9,4,9,13,13,10,2,9,6,3,3,8,6,7,14,3,2,1,1,1,4,3,2,3,1,1,- -  -,
2002083531,Graham Hill,"AM (RLC), ST (C)",0.76,10,10,11,7,14,12,13,8,7,8,9,12,7,11,15,15,12,11,4,6,9,10,5,9,12,8,10,7,6,5,4,2,8,4,1,15,2,1,2,3,3,3,2,1,2,4,2,- -  -,Wnt
90071834,Harvey Saunders,"M (L), AM (RL), ST (C)",1.46,15,12,10,8,12,15,12,6,9,10,7,12,6,8,13,11,5,11,6,9,9,14,7,6,9,11,9,6,10,8,5,5,10,10,4,11,3,4,3,1,3,2,1,1,2,1,1,- -  -,
2002082314,Steven Anderson,"AM (C), ST (C)",0.83,8,12,14,6,9,13,13,11,14,8,7,10,6,7,14,14,8,12,6,7,7,6,3,5,13,13,10,4,6,9,3,4,9,8,4,14,2,3,1,1,1,3,2,2,3,2,3,- -  -,
29243910,Tyrese Briscoe,ST (C),1.28,15,11,12,11,10,12,13,12,14,10,9,8,11,9,18,9,9,6,7,12,7,11,4,5,9,7,9,8,9,9,6,4,6,5,5,10,2,1,3,3,2,2,3,2,2,1,2,- -  -,
29127874,Aaron Collins,"AM (RLC), ST (C)",1.37,13,13,11,10,13,12,11,10,8,9,12,12,8,8,15,15,6,12,8,11,11,13,4,8,12,12,12,7,7,12,3,4,10,12,3,12,3,1,2,1,3,1,1,3,1,3,2,- -  -,Wnt
29190715,Josh Neufville,"M/AM (R), ST (C)",2.51,13,12,12,12,11,12,10,10,7,9,11,10,10,9,13,12,7,10,5,9,10,11,10,8,11,10,10,7,7,10,5,5,9,8,6,11,1,4,1,3,3,3,3,1,1,1,3,- -  -,
95039162,Idris Kanu,"M (R), AM (RLC), ST (C)",1.53,13,15,13,11,13,13,13,11,8,8,8,12,8,8,14,13,6,13,9,8,9,8,5,8,13,8,8,4,8,8,5,5,8,9,7,12,2,1,2,3,2,2,3,3,1,2,3,- -  -,
28126145,Luke Plange,"AM (RL), ST (C)",0.96,13,12,9,10,14,14,13,11,14,13,12,13,13,10,15,11,6,12,7,12,8,11,5,7,9,12,10,6,12,10,4,6,7,9,6,8,3,2,3,3,1,2,3,1,3,1,3,- -  -,Wnt
2000051498,Kenny Coker,"M (L), AM (RL), ST (C)",1.05,11,10,11,16,14,12,12,12,6,10,10,12,8,11,15,11,7,12,8,11,8,12,5,7,9,12,11,6,10,8,3,4,8,12,8,11,2,3,4,3,1,2,1,2,1,1,1,- -  -,
29111981,Harry Cornick,"AM (RLC), ST (C)",1.17,13,10,8,8,10,12,10,9,8,10,9,10,11,9,12,10,8,11,6,12,6,12,6,9,9,10,9,5,6,10,3,5,8,12,4,10,4,2,1,3,3,1,2,1,3,3,3,- -  -,
2000042607,Jacob Hamilton,"D (R), AM (RL), ST (C)",1.36,13,12,6,10,9,13,13,11,15,5,7,9,14,12,13,11,11,3,6,7,8,8,2,4,11,5,13,2,10,3,1,1,9,6,1,9,2,4,1,3,2,2,1,3,3,1,3,- -  -,Wnt
2000222772,Danny Anijsko,"AM (RC), ST (C)",1.05,14,16,14,8,14,14,8,6,10,11,8,9,3,9,6,14,11,11,5,6,6,8,4,5,12,6,12,5,8,3,1,4,10,5,4,13,3,3,3,1,1,1,3,1,3,2,2,- -  -,
28116339,Will Harris,"AM (RLC), ST (C)",0.80,9,12,11,14,17,10,11,13,10,13,14,12,9,8,13,6,8,11,7,12,10,14,4,6,7,11,8,5,9,8,2,3,9,11,4,10,3,1,1,3,3,1,3,3,3,1,2,- -  -,Wnt
2002081120,Ben Beechey,"AM (R), ST (C)",1.16,14,15,12,11,14,13,14,11,12,9,7,11,7,12,10,14,3,13,3,14,7,13,5,8,11,14,12,6,8,8,3,2,9,4,3,14,2,1,2,2,3,2,1,3,1,1,2,- -  -,
2000113311,Tom Stokes,"AM (L), ST (C)",1.66,13,12,11,9,16,13,12,12,12,10,7,12,7,11,17,9,5,10,7,7,11,11,6,11,10,9,9,7,7,8,6,5,10,4,5,10,1,1,2,3,1,3,1,2,4,2,1,- -  -,
29116506,Jevani Brown,"M (C), AM (RLC), ST (C)",2.48,10,8,10,6,11,9,10,6,11,11,8,12,10,11,9,13,2,12,5,11,12,13,10,10,10,10,12,10,7,11,1,2,11,8,4,12,1,2,3,2,1,1,3,1,2,1,2,- -  -,
29217555,Tyreece Onyeka,ST (C),0.79,12,10,11,13,15,14,13,10,5,6,3,9,8,8,8,8,13,11,7,12,8,11,4,4,11,10,12,6,10,9,6,5,6,4,3,11,1,2,1,1,2,4,2,2,1,1,1,- -  -,
29079002,Jack Marriott,ST (C),1.19,12,11,11,7,8,11,7,9,15,12,12,13,6,9,14,10,9,12,6,11,10,12,9,11,10,14,11,10,11,13,5,4,9,15,6,12,1,1,1,1,3,3,2,2,3,1,2,- -  -,Inj
2002095224,Danny Quin,"M/AM (C), ST (C)",0.85,13,11,12,12,15,11,15,12,13,9,9,10,7,10,14,13,5,13,7,11,9,12,4,5,14,14,8,5,7,6,5,4,9,5,5,13,1,3,2,1,3,1,3,3,2,1,2,- -  -,
29158454,Josh Koroma,"M (L), AM (RL), ST (C)",2.35,12,13,12,6,13,13,12,11,9,10,5,13,8,10,14,6,7,11,8,10,11,11,7,12,11,9,12,7,6,10,2,5,10,11,5,11,3,3,1,1,1,2,2,1,3,3,1,- -  -,
29060069,John Marquis,"AM (C), ST (C)",0.94,9,8,12,13,13,9,13,10,14,10,14,11,11,10,15,10,10,12,8,14,8,15,4,7,8,10,10,8,12,10,4,6,10,13,11,12,3,3,3,3,3,2,2,2,1,1,3,- -  -,
2002095953,Luc Thal,"M/AM (C), ST (C)",-,14,10,8,8,16,11,12,9,10,8,16,9,4,12,10,7,11,8,9,10,8,12,3,3,9,7,9,2,7,7,3,4,9,2,4,7,1,3,3,2,2,3,1,1,4,2,2,- -  -,
2000191843,Keyrol Figueroa,"AM (R), ST (C)",0.93,14,15,10,12,8,16,14,8,6,8,4,11,2,9,13,11,6,12,1,7,6,11,4,3,14,11,12,4,8,3,3,1,6,7,2,13,2,1,1,3,1,1,3,2,1,1,2,- -  -,
29132024,Offrande Zanzala,"AM (RL), ST (C)",1.53,14,9,12,12,10,13,10,14,7,9,13,8,10,9,10,12,7,12,7,10,9,11,3,7,9,10,10,6,11,6,7,4,8,11,6,10,3,1,3,1,1,2,1,2,2,3,2,- -  -,
2002081350,Luke Gillam,"AM (R), ST (C)",1.13,15,15,15,4,10,14,10,7,11,12,17,9,3,7,12,13,9,13,2,8,6,6,5,7,11,13,14,6,4,5,4,2,7,5,2,15,3,3,3,3,3,1,2,1,1,3,1,- -  -,
29128571,Donovan Wilson,"AM (RL), ST (C)",2.16,12,13,12,12,9,13,11,10,8,11,11,11,9,10,12,12,8,12,4,14,9,12,3,5,10,12,11,5,8,10,1,2,8,9,5,10,4,3,2,3,2,1,3,3,1,3,3,- -  -,
2000056820,Miles Leaburn,ST (C),1.02,12,9,12,15,14,13,11,14,13,10,13,11,9,12,12,7,6,12,5,10,9,14,10,8,10,11,10,10,13,9,9,6,10,9,4,10,1,3,2,1,3,2,2,3,2,1,2,- -  -,
29036639,Michael Smith,ST (C),0.73,8,4,12,16,14,9,7,9,13,13,15,12,11,11,15,6,11,13,7,14,8,16,4,8,7,11,12,6,16,8,7,8,11,11,7,10,2,1,1,1,2,2,1,2,4,1,4,- -  -,
28115830,D'Mani Mellor,"AM (RL), ST (C)",1.02,15,11,11,11,15,13,13,10,14,8,11,8,9,9,7,8,5,11,7,13,6,14,4,6,8,11,11,4,10,4,4,3,7,8,6,10,2,2,2,1,3,2,3,1,3,3,1,- -  -,Frt
28100356,Luke Charman,ST (C),0.18,12,11,11,12,12,13,10,12,8,8,12,10,8,8,10,8,10,12,3,10,7,10,8,9,10,11,9,8,12,10,6,6,8,12,5,8,2,2,1,1,2,2,3,3,3,2,2,- -  -,Wnt
2002094705,Peng Chao,"M (C), AM (R), ST (C)",1.04,11,10,9,2,17,11,15,7,10,8,3,11,4,7,12,13,6,10,7,15,7,11,4,10,8,7,11,4,6,5,1,2,9,3,5,13,1,1,2,2,3,2,2,1,2,2,1,- -  -,Inj
29169814,Billy Chadwick,"M (C), AM (RLC), ST (C)",1.43,11,10,9,9,9,11,10,10,10,11,9,12,10,8,15,8,6,11,9,10,11,13,11,12,10,12,10,11,9,11,8,7,12,12,6,8,4,4,2,2,3,3,1,3,2,3,2,- -  -,Wnt
2000031620,Harvey Woods,"AM (RLC), ST (C)",0.51,9,12,13,11,13,13,14,8,15,10,15,9,11,9,8,11,10,8,6,11,9,11,6,8,5,7,11,5,8,3,5,6,8,1,3,8,3,3,2,1,1,1,3,2,1,2,3,- -  -,
2002094689,Nigel Gabriel,"AM (RL), ST (C)",0.71,14,14,12,14,12,14,12,10,7,7,8,10,4,8,13,11,2,12,1,5,6,6,8,11,12,8,8,10,6,6,2,1,6,7,3,12,3,3,3,1,1,3,3,3,1,2,1,- -  -,
29171000,Luke Jephcott,"AM (L), ST (C)",0.62,9,8,12,8,7,9,11,11,10,14,10,12,8,9,11,5,5,15,6,12,7,13,5,8,10,14,11,5,12,9,5,5,10,14,6,11,3,1,2,3,2,1,3,3,2,2,2,- -  -,
29122259,Tyler Walker,"AM (RLC), ST (C)",1.32,13,13,11,11,13,12,12,11,10,14,8,12,10,12,11,11,8,13,5,11,12,10,4,9,10,12,12,5,9,9,4,5,11,12,4,12,1,1,3,2,3,1,1,2,2,1,3,- -  -,
2002094682,Sam Herdman,"AM (L), ST (C)",1.48,14,13,14,12,12,15,13,11,11,9,7,11,9,11,18,12,1,10,8,8,10,11,9,10,13,10,14,10,10,8,6,5,11,10,3,11,1,1,3,2,3,4,1,1,1,1,1,- -  -,
28084865,Ryan Seager,"AM (RLC), ST (C)",2.16,10,9,9,5,12,11,9,10,9,8,11,11,8,11,9,11,6,10,5,12,10,12,4,7,8,13,12,8,9,10,5,4,11,10,4,12,1,3,1,2,1,1,1,1,3,2,2,- -  -,
2002094879,Steve Heath,"AM (R), ST (C)",0.84,15,12,15,15,13,12,12,11,8,12,5,13,6,9,13,11,5,12,5,10,10,13,5,10,12,9,12,7,11,11,6,4,12,7,2,8,3,1,1,3,1,4,2,3,1,2,1,- -  -,
28111389,Kieran Phillips,"AM (RLC), ST (C)",1.07,14,13,8,13,13,14,12,11,11,10,12,12,9,9,11,12,8,12,7,11,10,15,9,10,8,13,9,6,9,11,5,8,8,10,6,10,3,3,2,1,2,1,2,1,2,1,2,- -  -,Wnt
2002083336,Adam Redmond,"AM (RLC), ST (C)",2.32,12,14,8,4,12,13,13,8,13,9,8,7,4,8,11,15,8,10,6,16,6,14,3,8,10,3,10,2,3,3,3,4,9,5,1,14,2,3,1,1,1,2,1,3,2,3,2,- -  -,Loa
2000123286,Sonny Finch,"AM (RLC), ST (C)",1.78,13,14,14,9,12,13,11,9,10,11,9,13,9,9,15,13,7,13,9,10,11,10,5,8,15,10,10,7,10,11,5,3,9,7,2,11,3,3,4,2,3,2,2,2,3,1,2,- -  -,
2000049213,Harvey Blair,"M (L), AM (RL), ST (C)",2.37,14,12,6,11,9,12,8,11,12,8,3,8,5,13,7,13,10,12,6,7,12,10,6,12,11,7,12,5,8,7,4,4,11,1,4,14,3,1,2,1,3,3,1,1,3,1,3,- -  -,
2002103547,Ole Dag Kosberg,"AM (RLC), ST (C)",2.02,13,13,16,10,13,14,11,8,6,8,6,6,4,9,11,14,15,14,4,12,6,9,6,5,12,8,9,8,4,4,4,1,10,2,1,13,1,3,3,1,1,1,3,2,2,3,4,- -  -,Wnt
2002081183,Anthoneil Caldwell,"AM (R), ST (C)",1.12,16,15,13,12,15,14,12,11,10,13,8,7,6,7,18,15,8,11,5,5,10,7,8,10,12,6,11,10,10,6,5,2,8,4,2,14,2,1,3,2,1,1,2,2,1,1,2,- -  -,
31042028,Josh Davison,"AM (RLC), ST (C)",0.73,12,11,13,12,10,12,14,12,12,12,13,9,8,11,6,9,6,11,7,12,11,15,5,8,10,8,10,5,10,7,2,5,9,7,6,10,1,1,3,3,3,1,2,1,4,1,1,- -  -,
29110870,Amadou Bakayoko,"AM (RL), ST (C)",0.42,11,11,8,14,13,10,15,15,13,12,13,9,8,8,11,8,10,11,9,15,9,13,4,7,7,9,9,6,11,8,4,3,8,13,4,8,2,2,3,3,1,1,2,3,2,1,3,- -  -,
2000144672,Pharrell Williams,"AM (RL), ST (C)",1.39,12,12,11,11,12,12,12,13,8,11,9,11,8,12,14,11,12,11,8,10,10,10,9,10,11,10,12,9,9,11,8,7,9,10,6,11,1,1,1,4,3,1,3,1,2,1,3,- -  -,
29191982,Lewis Collins,"M (R), AM (RC), ST (C)",1.17,14,13,10,6,12,14,9,9,9,8,9,9,9,8,12,13,6,9,7,10,9,10,8,8,9,8,10,4,7,8,4,6,8,4,5,9,2,2,1,2,4,3,2,2,3,2,3,- -  -,
2000109157,Sonny Cox,ST (C),1.28,13,13,8,10,11,10,9,7,6,11,6,11,4,7,10,12,11,12,4,4,2,5,5,4,11,11,13,4,13,4,1,1,7,2,3,12,3,3,1,2,2,1,1,3,2,1,2,- -  -,
28122954,Rob Street,ST (C),0.70,9,10,12,13,10,11,11,12,13,11,12,11,10,10,10,6,9,10,8,10,9,12,3,6,9,11,10,4,12,7,6,8,8,9,6,11,3,4,3,1,1,1,4,1,2,1,1,- -  -,
29236679,Charlie Caton,ST (C),1.70,12,11,13,8,5,12,12,9,12,11,14,12,11,8,11,13,5,12,7,8,11,11,4,11,12,12,10,4,10,9,7,7,11,8,10,11,1,1,2,2,4,3,1,3,1,2,3,- -  -,
29145077,Alfie Rutherford,"AM (RL), ST (C)",1.00,14,12,10,10,8,13,10,6,6,10,7,12,7,8,15,8,3,13,4,7,6,12,5,8,11,12,10,6,12,8,3,5,8,10,3,10,1,1,1,2,2,1,1,1,1,3,1,- -  -,
2000042515,Oliver Sanderson,"AM (L), ST (C)",1.56,13,13,12,13,17,14,12,11,13,12,8,11,11,11,12,10,11,9,4,12,9,11,5,6,13,8,13,2,8,7,2,6,6,3,3,9,2,1,3,2,3,1,1,1,3,4,3,- -  -,
2000101652,Glen Sani,"AM (R), ST (C)",0.42,11,12,10,12,10,11,11,10,8,9,8,11,5,10,13,9,5,12,3,7,8,10,4,6,10,13,9,5,11,9,7,2,7,12,2,10,3,2,2,4,2,3,2,1,2,1,2,- -  -,Ask
29163917,Ged Garner,ST (C),1.30,13,11,11,14,11,13,12,13,8,10,11,12,9,10,7,9,8,10,7,13,9,12,4,7,10,13,10,9,11,10,4,6,10,13,8,10,3,1,2,3,1,3,1,1,3,2,2,- -  -,
29162659,Mitchell Curry,"AM (RL), ST (C)",1.36,13,10,11,9,13,12,10,11,11,11,12,11,10,11,14,12,14,13,8,12,8,11,6,9,10,11,12,6,8,10,5,6,10,10,6,11,9,2,1,2,3,1,2,3,3,2,2,- -  -,
2002083366,Daniel O'Reilly,"AM (LC), ST (C)",-,13,9,14,11,12,9,9,8,9,10,7,12,3,10,16,13,9,11,4,11,8,6,4,7,9,12,9,6,12,5,5,1,9,9,2,10,1,1,4,1,3,1,1,3,2,3,3,- -  -,Loa
29237705,Caleb Chukwuemeka,"AM (RL), ST (C)",1.87,14,13,12,11,8,12,14,12,10,7,3,14,7,10,10,13,3,13,5,7,9,11,6,5,12,13,13,5,8,6,3,5,12,1,1,10,3,2,4,2,2,2,4,2,2,3,1,- -  -,
2000116198,Mason Burstow,ST (C),0.84,12,10,10,17,15,13,13,11,8,11,13,12,9,11,15,12,3,14,8,12,8,11,5,7,11,12,11,6,13,9,6,2,9,5,3,12,3,2,1,2,1,1,3,1,3,3,2,- -  -,
28127356,Kamarai Simon-Swyer,"AM (RLC), ST (C)",2.61,14,8,13,10,8,14,8,6,7,11,2,9,7,11,7,13,5,7,4,7,12,12,3,4,12,11,14,4,9,8,6,5,12,1,3,13,3,2,1,3,1,2,4,3,3,1,2,- -  -,
28127076,Brad Young,ST (C),1.36,13,11,9,8,9,12,10,10,13,12,10,12,8,10,5,13,13,13,8,13,8,13,7,6,10,15,12,7,11,7,4,5,10,13,7,12,1,1,2,3,2,4,1,1,1,1,1,- -  -,Wnt
28059628,Tom Hopper,ST (C),0.60,7,8,10,13,13,8,8,9,13,12,12,11,10,12,14,11,13,11,9,14,9,15,1,8,8,11,11,2,11,8,9,5,10,12,3,11,2,3,1,2,3,1,1,1,3,2,3,- -  -,
28062969,Devante Cole,"AM (RL), ST (C)",0.98,14,14,11,12,12,13,10,10,7,12,9,12,9,9,10,12,9,13,6,11,10,11,6,11,10,12,11,8,11,9,5,4,10,12,5,12,3,1,3,2,3,1,1,3,3,1,3,- -  -,
2002081324,David Oliver,"AM (R), ST (C)",0.37,11,11,16,9,11,13,12,11,6,12,8,8,5,9,12,13,13,8,5,4,7,6,12,8,7,7,10,8,10,6,3,5,9,5,2,12,3,1,3,1,3,2,2,3,1,4,1,- -  -,Loa
2000025569,Joe Hugill,ST (C),0.59,11,9,11,16,15,13,13,11,10,13,9,13,9,9,8,9,4,14,2,13,7,12,4,7,10,14,12,4,11,11,4,1,9,9,2,13,2,1,2,2,2,3,4,4,3,2,3,- -  -,
29179549,Ethan Freemantle,"AM (R), ST (C)",0.62,12,12,14,9,10,12,13,14,10,11,11,12,9,10,11,5,9,15,6,14,8,17,7,6,7,10,10,5,7,6,3,4,10,11,7,12,3,3,3,3,1,3,1,2,2,2,3,- -  -,Wnt
2002103114,Tim Prescott,"M/AM (R), ST (C)",1.37,14,16,9,6,15,14,11,8,11,8,9,11,4,7,12,11,6,11,3,5,8,8,7,6,12,8,6,9,9,6,6,3,13,6,2,10,4,2,3,4,2,3,2,2,1,1,1,- -  -,
300030,Charlie Brown,ST (C),0.97,14,12,10,8,12,15,14,8,8,13,8,12,14,11,13,9,9,12,9,15,11,15,6,7,10,13,9,5,8,7,2,5,9,4,5,10,1,2,2,3,1,3,2,3,2,3,1,- -  -,
2002095917,Shemel Charles,"AM (RC), ST (C)",2.02,8,11,10,13,14,8,11,11,6,7,3,12,3,11,11,9,14,12,5,11,12,7,4,4,10,9,11,4,6,7,5,3,7,6,3,11,3,4,4,1,3,3,2,1,1,1,3,- -  -,
2000184616,Chinonso Chibueze,"AM (RLC), ST (C)",2.22,15,10,11,14,15,15,11,12,9,9,8,9,8,8,12,12,10,8,5,8,10,11,4,7,9,6,7,5,7,3,1,1,6,1,1,8,3,1,3,2,2,2,2,1,1,2,1,- -  -,
2002083192,Emyr Roberts,"M/AM (R), ST (C)",1.35,10,12,14,13,11,14,13,9,9,9,7,9,4,12,12,13,10,10,4,6,7,7,5,8,12,12,7,9,8,7,3,6,8,8,1,12,2,2,2,2,1,1,1,1,2,1,2,- -  -,
2002103585,Sam Dixon-Hodge,"AM (RLC), ST (C)",1.33,10,11,9,9,12,10,13,9,9,12,7,11,6,10,10,13,11,12,7,14,11,11,6,11,11,8,10,6,7,7,7,6,8,7,4,15,2,3,1,1,2,1,3,4,3,3,2,- -  -,
