,UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp
10,85051005.0,Nasser Chamed,"M/AM (RLC), ST (C)",6.85,12.0,11.0,10.0,7.0,14.0,12.0,11.0,10.0,7.0,6.0,9.0,10.0,9.0,9.0,9.0,10.0,12.0,10.0,8.0,8.0,10.0,11.0,12.0,10.0,11.0,10.0,11.0,14.0,8.0,12.0,4.0,6.0,10.0,9.0,6.0,12.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,11.0,10.0,6.0,5.0,10.0,7.0,10.0,11.0,13.0,18.0
11,53024940.0,Herolind Shala,"M (C), AM (RC)",6.91,12.0,11.0,10.0,7.0,12.0,11.0,12.0,7.0,14.0,12.0,11.0,11.0,12.0,11.0,17.0,10.0,8.0,13.0,10.0,13.0,12.0,16.0,12.0,12.0,13.0,10.0,13.0,12.0,7.0,11.0,2.0,9.0,14.0,12.0,11.0,14.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,15.0,14.0,12.0,8.0,11.0,10.0,13.0,6.0,14.0,6.0
12,1509231.0,Adrián,"AM (RL), ST (C)",6.87,9.0,11.0,10.0,10.0,7.0,10.0,9.0,9.0,12.0,11.0,8.0,14.0,10.0,13.0,12.0,14.0,7.0,14.0,6.0,9.0,13.0,6.0,10.0,10.0,13.0,13.0,15.0,7.0,11.0,10.0,5.0,5.0,12.0,14.0,5.0,15.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,13.0,13.0,9.0,6.0,14.0,15.0,13.0,11.0,8.0,12.0
13,43094535.0,Mattia Aramu,"M (R), AM (RLC), ST (C)",7.15,13.0,13.0,12.0,8.0,13.0,13.0,15.0,12.0,11.0,9.0,10.0,11.0,12.0,11.0,13.0,15.0,13.0,14.0,8.0,13.0,13.0,11.0,14.0,11.0,13.0,13.0,13.0,15.0,9.0,15.0,5.0,4.0,14.0,12.0,7.0,13.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,14.0,14.0,2.0,5.0,14.0,7.0,12.0,13.0,15.0,11.0
14,28016965.0,Ji Dong-Won,"M (L), AM (LC), ST (C)",6.93,11.0,12.0,9.0,12.0,6.0,11.0,11.0,10.0,13.0,11.0,7.0,10.0,10.0,11.0,7.0,14.0,6.0,13.0,6.0,14.0,11.0,15.0,8.0,10.0,11.0,10.0,14.0,9.0,11.0,13.0,10.0,6.0,12.0,10.0,6.0,14.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,17.0,9.0,5.0,4.0,12.0,10.0,16.0,14.0,15.0,17.0
15,71000324.0,Yevhen Konoplianka,"M (L), AM (LC)",6.84,9.0,11.0,10.0,8.0,4.0,8.0,8.0,7.0,8.0,11.0,9.0,12.0,12.0,11.0,11.0,15.0,8.0,13.0,10.0,9.0,14.0,8.0,14.0,14.0,14.0,11.0,14.0,12.0,6.0,12.0,7.0,5.0,14.0,12.0,8.0,16.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,12.0,10.0,15.0,7.0,12.0,20.0,14.0,10.0,9.0,16.0
16,43214539.0,Kristal Abazaj,M/AM (RL),6.78,15.0,14.0,13.0,10.0,10.0,16.0,10.0,9.0,5.0,8.0,10.0,7.0,8.0,6.0,10.0,10.0,5.0,11.0,5.0,8.0,10.0,10.0,5.0,11.0,13.0,10.0,12.0,11.0,5.0,7.0,3.0,4.0,12.0,7.0,4.0,12.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,12.0,13.0,3.0,5.0,1.0,14.0,9.0,10.0,12.0,11.0
17,29000485.0,Miroslav Stoch,M/AM (RL),7.17,14.0,13.0,5.0,4.0,13.0,11.0,7.0,3.0,6.0,9.0,3.0,10.0,5.0,10.0,5.0,15.0,9.0,11.0,4.0,6.0,13.0,6.0,14.0,15.0,14.0,8.0,14.0,14.0,4.0,18.0,4.0,3.0,14.0,12.0,3.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,12.0,16.0,4.0,12.0,5.0,5.0,7.0,10.0,12.0
18,65002504.0,Seydouba Soumah,"AM (RLC), ST (C)",6.88,13.0,13.0,8.0,6.0,12.0,13.0,8.0,7.0,14.0,12.0,9.0,11.0,8.0,7.0,13.0,16.0,5.0,12.0,7.0,10.0,14.0,10.0,12.0,12.0,14.0,12.0,15.0,11.0,5.0,12.0,3.0,4.0,13.0,13.0,6.0,15.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,14.0,15.0,8.0,12.0,7.0,7.0,11.0,14.0,11.0
19,34002594.0,Ben,"M (R), AM (RLC), ST (C)",6.99,9.0,10.0,13.0,10.0,12.0,9.0,10.0,10.0,9.0,15.0,11.0,13.0,12.0,11.0,13.0,13.0,6.0,17.0,6.0,16.0,13.0,13.0,14.0,13.0,12.0,13.0,13.0,13.0,11.0,11.0,3.0,4.0,13.0,15.0,6.0,14.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,16.0,13.0,4.0,10.0,13.0,8.0,14.0,12.0,13.0,13.0
20,30024204.0,Jaime Romero,M/AM (RL),6.77,13.0,11.0,12.0,9.0,8.0,13.0,7.0,9.0,9.0,11.0,9.0,13.0,8.0,10.0,14.0,16.0,8.0,16.0,6.0,9.0,11.0,10.0,15.0,15.0,16.0,12.0,13.0,11.0,7.0,12.0,8.0,5.0,13.0,12.0,7.0,15.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,14.0,10.0,11.0,9.0,14.0,14.0,10.0,7.0,9.0,8.0
21,21020551.0,Haris Duljević,"M (RL), AM (RLC)",6.97,12.0,13.0,14.0,11.0,12.0,14.0,10.0,13.0,10.0,9.0,14.0,10.0,11.0,10.0,13.0,14.0,8.0,11.0,6.0,8.0,13.0,11.0,11.0,14.0,15.0,10.0,13.0,12.0,7.0,15.0,8.0,5.0,12.0,9.0,7.0,14.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,12.0,11.0,9.0,9.0,11.0,10.0,12.0,9.0,12.0,11.0
22,67175184.0,Burgui,M/AM (RL),6.96,13.0,14.0,10.0,12.0,9.0,13.0,10.0,10.0,9.0,12.0,8.0,12.0,10.0,10.0,10.0,17.0,9.0,13.0,10.0,11.0,12.0,9.0,11.0,13.0,14.0,11.0,14.0,11.0,8.0,10.0,8.0,9.0,13.0,12.0,9.0,14.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,12.0,8.0,6.0,8.0,12.0,10.0,11.0,12.0,14.0,20.0
23,24003748.0,Duje Čop,"M/AM (RL), ST (C)",6.85,9.0,11.0,8.0,11.0,12.0,8.0,10.0,12.0,11.0,10.0,11.0,10.0,12.0,11.0,13.0,14.0,3.0,14.0,4.0,13.0,13.0,14.0,13.0,11.0,11.0,12.0,13.0,15.0,12.0,14.0,3.0,3.0,10.0,14.0,8.0,14.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,16.0,12.0,11.0,11.0,10.0,9.0,9.0,8.0,10.0,9.0
24,85092624.0,Kylian Hazard,AM (RLC),6.94,15.0,12.0,1.0,6.0,8.0,14.0,9.0,8.0,12.0,12.0,15.0,11.0,9.0,12.0,6.0,13.0,11.0,11.0,5.0,11.0,10.0,12.0,11.0,11.0,13.0,10.0,13.0,10.0,7.0,10.0,9.0,6.0,9.0,12.0,8.0,14.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,12.0,10.0,5.0,13.0,12.0,7.0,14.0,12.0,14.0
25,2000129249.0,Moustapha Camara,AM (RL),6.72,13.0,12.0,10.0,10.0,10.0,13.0,10.0,8.0,5.0,8.0,7.0,7.0,9.0,7.0,9.0,13.0,5.0,12.0,6.0,9.0,9.0,10.0,4.0,11.0,12.0,10.0,11.0,6.0,8.0,8.0,3.0,5.0,9.0,11.0,6.0,12.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,11.0,11.0,5.0,15.0,19.0,5.0,11.0,12.0,12.0,20.0
26,45101371.0,Keita Endô,AM (RL),6.7,15.0,17.0,8.0,9.0,10.0,15.0,13.0,8.0,10.0,9.0,8.0,10.0,9.0,10.0,10.0,12.0,8.0,12.0,8.0,13.0,13.0,12.0,8.0,11.0,15.0,10.0,13.0,7.0,6.0,7.0,4.0,6.0,12.0,8.0,4.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,15.0,9.0,3.0,5.0,8.0,6.0,14.0,14.0,11.0,10.0
27,37024062.0,Yanic Wildschut,M/AM (RL),6.7,14.0,11.0,12.0,11.0,15.0,15.0,8.0,13.0,7.0,10.0,12.0,8.0,8.0,8.0,12.0,12.0,8.0,11.0,6.0,11.0,10.0,10.0,10.0,12.0,11.0,8.0,12.0,11.0,8.0,9.0,7.0,5.0,11.0,10.0,5.0,13.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,12.0,9.0,6.0,8.0,8.0,5.0,11.0,11.0,10.0,10.0
28,83000374.0,Yannick Bolasie,M/AM (RL),6.87,12.0,10.0,6.0,13.0,13.0,11.0,9.0,11.0,11.0,10.0,12.0,9.0,11.0,10.0,16.0,16.0,9.0,13.0,7.0,7.0,11.0,11.0,8.0,12.0,14.0,8.0,12.0,7.0,11.0,11.0,5.0,5.0,11.0,10.0,5.0,14.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,16.0,10.0,5.0,2.0,12.0,13.0,9.0,10.0,13.0,12.0
29,34001871.0,Floyd Ayité,"M (L), AM (RLC), ST (C)",6.82,10.0,12.0,11.0,7.0,13.0,12.0,12.0,8.0,9.0,11.0,11.0,11.0,12.0,9.0,11.0,11.0,6.0,13.0,8.0,10.0,11.0,11.0,10.0,11.0,10.0,12.0,11.0,11.0,7.0,10.0,6.0,4.0,11.0,10.0,7.0,14.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,11.0,12.0,8.0,9.0,11.0,12.0,12.0,14.0,13.0,14.0
30,67129926.0,Borja Valle,AM (RLC),6.88,13.0,13.0,12.0,9.0,13.0,12.0,10.0,11.0,7.0,12.0,7.0,12.0,12.0,11.0,12.0,14.0,8.0,14.0,10.0,11.0,14.0,11.0,12.0,12.0,13.0,13.0,14.0,9.0,10.0,12.0,2.0,4.0,13.0,13.0,7.0,14.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,9.0,13.0,10.0,8.0,11.0,6.0,14.0,11.0,16.0,14.0
31,1705606.0,Søren Rieks,M/AM (LC),7.05,11.0,10.0,12.0,12.0,14.0,11.0,11.0,11.0,14.0,13.0,13.0,12.0,13.0,13.0,14.0,12.0,14.0,13.0,13.0,14.0,13.0,14.0,12.0,12.0,11.0,10.0,13.0,12.0,10.0,13.0,10.0,10.0,13.0,12.0,11.0,13.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,11.0,15.0,10.0,12.0,14.0,16.0,16.0,11.0,14.0,7.0
32,18093596.0,Eric Ocansey,AM (RL),,15.0,14.0,7.0,6.0,16.0,15.0,9.0,8.0,12.0,11.0,14.0,11.0,8.0,11.0,13.0,14.0,7.0,8.0,8.0,10.0,7.0,10.0,10.0,13.0,16.0,12.0,13.0,10.0,7.0,11.0,5.0,5.0,11.0,5.0,5.0,14.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,12.0,13.0,2.0,8.0,11.0,5.0,10.0,14.0,15.0,15.0
33,24012011.0,Ante Erceg,"AM (LC), ST (C)",6.82,13.0,11.0,6.0,10.0,15.0,11.0,9.0,7.0,15.0,10.0,11.0,8.0,8.0,7.0,16.0,16.0,9.0,13.0,5.0,7.0,9.0,16.0,11.0,9.0,12.0,14.0,10.0,12.0,6.0,12.0,3.0,5.0,10.0,13.0,7.0,10.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,9.0,9.0,12.0,14.0,13.0,18.0,9.0,8.0,13.0,7.0
34,11024555.0,Realdo Fili,"AM (RL), ST (C)",6.93,12.0,12.0,11.0,9.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,10.0,11.0,12.0,10.0,11.0,12.0,13.0,11.0,12.0,9.0,9.0,12.0,8.0,7.0,12.0,11.0,7.0,12.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,10.0,11.0,8.0,11.0,10.0,10.0,10.0,11.0,11.0,8.0
35,43093393.0,Federico Ricci,"M (R), AM (RLC), ST (C)",6.7,12.0,14.0,9.0,7.0,13.0,12.0,14.0,9.0,11.0,10.0,12.0,12.0,10.0,11.0,12.0,16.0,7.0,13.0,6.0,11.0,10.0,12.0,10.0,12.0,12.0,10.0,13.0,9.0,7.0,12.0,3.0,3.0,10.0,11.0,6.0,14.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,14.0,12.0,3.0,8.0,9.0,5.0,13.0,13.0,15.0,11.0
36,43252466.0,Christian Capone,"M (L), AM (LC)",6.98,15.0,14.0,10.0,9.0,13.0,14.0,13.0,13.0,10.0,10.0,11.0,10.0,12.0,10.0,15.0,14.0,11.0,12.0,6.0,11.0,11.0,12.0,11.0,12.0,12.0,13.0,12.0,8.0,7.0,11.0,7.0,4.0,12.0,11.0,6.0,12.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,14.0,15.0,4.0,4.0,15.0,5.0,15.0,13.0,16.0,11.0
37,18045248.0,Alessandro Cerigioni,"AM (R), ST (C)",6.8,14.0,13.0,7.0,10.0,11.0,14.0,12.0,8.0,14.0,6.0,13.0,12.0,8.0,8.0,14.0,10.0,4.0,13.0,6.0,14.0,8.0,15.0,10.0,14.0,13.0,7.0,11.0,6.0,5.0,6.0,4.0,4.0,12.0,6.0,3.0,11.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,12.0,12.0,8.0,5.0,12.0,15.0,14.0,11.0,12.0,7.0
38,43044115.0,Cristian Galano,"M (R), AM (RC), ST (C)",6.71,12.0,12.0,12.0,5.0,16.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,12.0,13.0,14.0,6.0,15.0,5.0,10.0,12.0,13.0,13.0,11.0,12.0,13.0,13.0,13.0,5.0,14.0,5.0,4.0,14.0,12.0,5.0,13.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,13.0,13.0,5.0,7.0,12.0,7.0,13.0,14.0,13.0,13.0
39,92065520.0,Choi Kyoung-Rok,M/AM (RLC),6.73,13.0,13.0,8.0,8.0,12.0,13.0,13.0,10.0,11.0,10.0,9.0,10.0,11.0,11.0,12.0,12.0,5.0,12.0,8.0,12.0,12.0,11.0,8.0,11.0,13.0,10.0,12.0,12.0,7.0,12.0,9.0,8.0,12.0,10.0,7.0,13.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,15.0,10.0,5.0,6.0,10.0,9.0,14.0,14.0,16.0,16.0
40,45061590.0,Fernando Andrade,"M (L), AM (RL), ST (C)",6.9,14.0,13.0,11.0,11.0,14.0,14.0,11.0,12.0,13.0,13.0,13.0,13.0,11.0,11.0,16.0,13.0,7.0,14.0,6.0,11.0,11.0,14.0,8.0,11.0,13.0,13.0,12.0,8.0,11.0,12.0,6.0,6.0,11.0,10.0,9.0,13.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,13.0,12.0,11.0,13.0,12.0,9.0,15.0,10.0,13.0,9.0
41,43093542.0,Mattia Sprocati,"M (R), AM (RLC)",,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,8.0,12.0,11.0,10.0,11.0,11.0,14.0,13.0,8.0,13.0,10.0,10.0,12.0,10.0,6.0,11.0,12.0,11.0,11.0,8.0,9.0,12.0,8.0,7.0,12.0,9.0,9.0,13.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,14.0,12.0,9.0,8.0,13.0,8.0,14.0,13.0,14.0,12.0
42,19028920.0,Dentinho,"AM (RLC), ST (C)",6.74,12.0,10.0,9.0,7.0,15.0,11.0,12.0,10.0,9.0,13.0,5.0,12.0,10.0,12.0,9.0,16.0,9.0,13.0,4.0,14.0,11.0,10.0,10.0,13.0,12.0,13.0,14.0,10.0,9.0,10.0,5.0,6.0,12.0,15.0,3.0,16.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,12.0,11.0,8.0,13.0,15.0,11.0,13.0,14.0,15.0,15.0
43,76010970.0,Avilés Hurtado,"AM (RLC), ST (C)",6.91,12.0,13.0,11.0,8.0,10.0,12.0,13.0,12.0,10.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,14.0,11.0,12.0,12.0,11.0,7.0,6.0,13.0,11.0,10.0,6.0,10.0,12.0,9.0,5.0,11.0,8.0,6.0,14.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,12.0,13.0,5.0,12.0,13.0,13.0,12.0,11.0,14.0,8.0
44,91003881.0,Marc Rzatkowski,"DM, M/AM (RC)",6.66,12.0,13.0,8.0,7.0,11.0,11.0,14.0,6.0,13.0,12.0,10.0,11.0,9.0,10.0,12.0,10.0,8.0,12.0,12.0,12.0,13.0,12.0,11.0,12.0,11.0,8.0,12.0,12.0,5.0,13.0,6.0,8.0,15.0,9.0,10.0,11.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,13.0,10.0,6.0,5.0,7.0,11.0,14.0,12.0,14.0,11.0
45,8169379.0,Steve De Ridder,"DM, M (RC), AM (RLC)",6.83,11.0,11.0,9.0,8.0,11.0,10.0,11.0,9.0,16.0,11.0,14.0,11.0,12.0,7.0,12.0,13.0,14.0,14.0,7.0,14.0,12.0,15.0,10.0,10.0,10.0,9.0,13.0,6.0,9.0,7.0,7.0,6.0,12.0,7.0,7.0,13.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,14.0,9.0,5.0,7.0,12.0,6.0,14.0,14.0,12.0,7.0
46,35007962.0,Yasin Öztekin,"M (L), AM (RL)",7.16,11.0,11.0,8.0,9.0,11.0,11.0,9.0,9.0,10.0,13.0,8.0,11.0,13.0,10.0,13.0,16.0,10.0,15.0,8.0,12.0,12.0,13.0,13.0,12.0,13.0,12.0,12.0,13.0,8.0,12.0,5.0,4.0,12.0,10.0,6.0,13.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,16.0,15.0,17.0,6.0,15.0,13.0,13.0,4.0,17.0,12.0
47,211510.0,Saïf-Eddine Khaoui,AM (RC),6.83,14.0,14.0,12.0,10.0,13.0,14.0,13.0,12.0,8.0,11.0,10.0,13.0,11.0,11.0,11.0,13.0,6.0,12.0,9.0,12.0,13.0,13.0,12.0,12.0,13.0,8.0,13.0,9.0,8.0,10.0,6.0,8.0,13.0,10.0,9.0,14.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,14.0,11.0,10.0,10.0,12.0,10.0,12.0,11.0,13.0,11.0
48,86005931.0,Del Valle,"M (L), AM (RL)",6.72,13.0,14.0,13.0,9.0,13.0,13.0,11.0,11.0,8.0,10.0,11.0,10.0,5.0,9.0,10.0,15.0,5.0,13.0,4.0,7.0,11.0,10.0,5.0,9.0,15.0,11.0,12.0,8.0,9.0,12.0,5.0,2.0,12.0,12.0,5.0,12.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,13.0,10.0,6.0,8.0,10.0,8.0,9.0,15.0,11.0,15.0
49,43041139.0,Nicola Bellomo,M/AM (LC),6.6,11.0,11.0,12.0,9.0,11.0,11.0,11.0,9.0,13.0,10.0,11.0,11.0,10.0,10.0,12.0,15.0,8.0,13.0,7.0,13.0,15.0,13.0,14.0,14.0,12.0,11.0,14.0,13.0,7.0,12.0,4.0,5.0,14.0,9.0,8.0,14.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,12.0,12.0,7.0,15.0,11.0,6.0,11.0,7.0,15.0,7.0
50,29084507.0,Gboly Ariyibi,"M/AM (RL), ST (C)",6.8,14.0,13.0,12.0,7.0,13.0,13.0,10.0,8.0,4.0,10.0,8.0,7.0,8.0,8.0,12.0,14.0,4.0,12.0,4.0,7.0,8.0,11.0,10.0,10.0,14.0,10.0,12.0,11.0,6.0,8.0,3.0,5.0,10.0,7.0,5.0,13.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,7.0,11.0,6.0,6.0,11.0,7.0,13.0,11.0,14.0,13.0
