,UID,Name,Position,Av Rat,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp
10,89044446,Michael Cheek,ST (C),6.97,11,8,13,13,9,11,9,11,6,12,11,13,9,11,16,5,7,13,7,9,7,16,3,6,9,13,5,4,12,11,7,7,9,11,4,11,4,1,3,3,2,1,2,3,1,4,1,11,14,5,9,14,4,11,7,9,9
11,28126166,Marcus Dackers,ST (C),6.95,11,9,14,18,14,14,10,11,8,8,8,9,7,9,14,7,6,11,8,14,11,12,2,6,9,12,10,5,10,8,6,6,8,12,7,10,3,2,1,3,1,3,2,2,3,1,2,10,12,1,5,8,5,14,11,7,15
12,2000045044,Kieran Wakefield,ST (C),6.94,12,11,11,9,10,12,11,11,10,10,12,12,11,12,14,10,14,11,10,12,9,12,6,6,10,11,10,10,11,9,10,7,9,12,5,10,1,3,1,4,1,3,3,1,2,2,3,11,10,1,10,11,7,10,12,8,11
13,89015909,Ollie Palmer,ST (C),6.94,6,10,13,15,11,7,13,18,16,16,17,14,12,12,17,7,11,13,7,16,10,16,3,6,9,12,12,6,14,8,2,10,12,13,6,12,1,3,1,2,2,1,2,2,2,1,3,13,10,14,14,12,12,12,10,4,13
14,29233763,Max McMillan,ST (C),6.93,14,12,14,9,10,15,13,8,10,10,10,11,8,8,11,11,5,11,5,11,9,12,2,7,11,12,12,3,7,9,3,4,10,10,5,13,2,1,1,3,3,4,3,2,2,2,2,11,18,5,5,8,11,10,10,10,10
15,85120152,Gimé Touré,"AM (RLC), ST (C)",6.93,12,10,12,12,14,13,9,11,14,9,8,9,7,7,12,15,7,9,8,9,8,11,3,9,10,9,9,4,9,9,5,3,7,11,4,11,1,2,3,3,2,1,2,1,1,3,1,14,7,8,14,8,7,13,6,11,6
16,89047081,Shawn McCoulsky,"AM (R), ST (C)",6.92,11,10,10,14,12,12,11,10,7,8,9,11,10,9,4,12,15,11,7,9,9,12,9,6,7,10,8,7,10,8,3,4,8,8,4,8,1,2,2,3,2,1,3,1,4,3,3,11,14,7,7,8,13,13,11,13,13
17,225123,Alfie Lloyd,"AM (R), ST (C)",6.91,14,12,5,5,12,13,8,4,10,8,3,9,5,11,13,8,9,7,5,5,7,12,5,10,12,11,12,5,8,6,5,6,8,4,3,7,3,1,1,1,2,1,3,1,2,3,3,15,9,5,7,14,12,11,9,11,14
18,94047816,Manny Duku,"AM (R), ST (C)",6.9,11,10,12,15,12,11,10,12,9,8,12,12,6,7,13,4,6,12,5,13,8,13,2,7,7,8,9,4,13,7,1,5,8,11,4,11,2,1,3,3,3,3,4,2,3,2,1,12,10,5,7,13,6,8,8,7,5
19,2000188524,Lewis Brooks,"M/AM (L), ST (C)",6.9,13,10,16,12,14,12,5,5,9,7,6,9,7,8,16,6,3,11,6,7,5,9,6,9,12,8,12,4,8,9,6,6,5,3,2,7,3,1,3,3,3,2,1,4,3,2,3,11,9,7,15,6,11,12,10,10,10
20,2000125517,Matt Ward,"M/AM (R), ST (C)",6.9,13,13,6,9,15,12,8,10,13,8,9,12,11,9,10,12,12,14,6,10,9,10,9,9,12,10,9,7,9,9,5,8,8,3,10,13,3,2,1,3,2,1,3,3,1,3,1,7,11,5,13,12,6,12,12,10,16
21,90085404,Aaron Martin,ST (C),6.89,11,11,10,11,10,12,12,16,15,12,15,11,6,8,11,11,7,12,4,15,9,17,6,7,7,12,8,6,12,9,4,3,10,12,3,9,4,3,2,3,3,1,2,1,3,3,3,12,12,1,11,10,5,11,11,11,12
22,28094193,Reece Grego-Cox,"M (R), AM (RL), ST (C)",6.89,11,12,12,8,13,12,11,13,12,9,10,8,9,9,11,11,5,11,5,11,9,13,5,10,11,10,8,6,8,11,12,5,8,9,7,9,4,1,3,2,4,1,1,1,3,3,2,12,10,6,12,9,12,9,6,15,8
23,29090576,Emmanuel Dieseruvwe,ST (C),6.88,8,8,15,14,11,9,12,13,10,10,12,8,9,8,12,8,7,11,6,13,9,10,3,8,8,10,8,9,11,9,6,6,9,14,6,9,4,3,2,3,2,1,4,2,1,2,1,11,10,8,5,11,8,11,12,8,16
24,29110874,Alex Reid,"AM (RL), ST (C)",6.88,13,11,10,11,13,13,12,10,9,9,9,10,10,9,10,11,5,11,5,8,8,9,5,7,9,11,9,5,11,8,4,4,9,9,3,10,1,1,2,3,1,2,1,2,2,3,3,8,12,6,6,10,7,11,8,9,12
25,90091904,Will Goodwin,ST (C),6.87,11,8,12,13,11,12,12,12,6,11,8,12,8,12,12,9,5,11,10,12,11,14,3,5,8,11,8,2,10,5,2,3,9,11,5,11,3,2,1,2,1,1,3,1,2,4,2,10,9,5,5,7,3,11,12,7,15
26,29121431,Paul Mullin,ST (C),6.87,13,11,8,9,14,13,14,13,12,10,9,9,9,11,17,13,9,13,6,13,8,12,11,8,11,15,9,12,10,10,5,10,11,14,7,13,3,3,4,3,2,1,2,1,4,2,2,12,11,7,5,10,6,13,12,13,10
27,28121661,Dominic Hutchinson,"WB/M/AM (RL), ST (C)",6.87,13,11,8,7,13,13,9,8,7,6,7,7,8,8,10,6,5,8,8,10,9,9,7,8,9,9,8,6,6,11,5,4,7,6,8,9,3,2,2,3,1,3,3,3,3,1,2,10,20,1,7,7,13,10,12,12,19
28,28059047,Adam Campbell,"AM (RLC), ST (C)",6.87,12,10,7,5,12,13,9,5,4,9,7,9,8,9,14,11,6,15,6,14,9,14,8,7,11,9,11,6,5,8,2,6,8,8,5,10,1,3,3,2,1,3,2,2,1,2,2,8,11,4,4,9,6,6,13,10,15
29,28095479,Corie Andrews,"AM (RL), ST (C)",6.87,17,8,8,9,12,16,11,9,5,10,9,10,8,8,8,12,4,8,6,8,6,10,5,7,8,11,7,8,8,8,4,5,8,8,4,10,1,1,2,1,2,1,1,1,3,2,2,11,10,1,6,5,5,12,11,8,13
30,28083035,Matt Lowe,"AM (RLC), ST (C)",6.86,13,10,10,10,14,12,11,10,8,7,12,8,9,7,7,6,6,11,6,8,7,11,7,9,11,8,8,9,9,8,5,5,9,5,7,8,2,1,4,3,3,2,1,2,2,2,4,7,10,2,7,8,9,9,8,9,8
31,31042043,Michael Gyasi,"AM (RL), ST (C)",6.86,14,10,10,9,11,13,10,12,9,10,8,10,10,10,9,9,6,9,7,8,7,8,6,7,7,9,10,6,6,8,3,6,9,7,5,9,2,2,3,2,1,2,2,2,1,2,2,12,7,3,6,8,3,8,10,5,19
32,15078471,Thomas James,"AM (RL), ST (C)",6.86,13,13,7,6,9,13,7,4,5,6,7,8,7,12,17,10,3,13,5,7,5,8,6,10,11,13,10,3,11,5,6,3,6,8,3,10,3,2,2,3,2,2,3,3,3,1,3,10,13,6,12,12,5,11,12,11,19
33,95040954,Macaulay Langstaff,"AM (RL), ST (C)",6.86,14,11,10,9,11,14,9,6,6,13,11,12,10,10,10,10,7,12,10,9,9,11,6,6,11,14,12,5,9,6,6,6,9,10,6,11,3,2,1,3,2,1,2,3,4,3,3,13,12,5,7,10,5,16,15,9,11
34,28093804,Kabongo Tshimanga,ST (C),6.86,13,13,11,9,12,12,12,13,6,12,8,12,10,10,12,10,8,14,8,12,10,12,6,6,11,15,12,4,7,7,2,3,8,14,3,12,2,3,2,1,2,1,2,1,2,2,1,14,13,3,3,14,4,14,9,8,14
35,61075015,Andrew Dallas,"AM (L), ST (C)",6.85,13,10,9,8,11,13,12,11,8,10,5,9,10,9,4,9,10,13,7,13,9,14,5,8,11,13,10,5,8,9,2,6,11,12,8,12,2,3,3,1,1,1,1,3,3,1,1,12,10,6,6,8,5,13,11,12,15
36,28116646,Jake Scrimshaw,ST (C),6.85,13,9,9,8,12,13,15,10,14,11,10,10,10,9,13,6,8,9,9,10,8,16,2,5,9,9,10,3,9,9,2,4,9,12,4,11,1,2,3,3,2,1,1,1,2,1,1,13,12,6,4,10,5,12,10,10,19
37,89054235,Mike Fondop,ST (C),6.85,8,10,10,14,12,11,12,16,13,9,10,10,8,8,8,12,7,8,4,12,8,13,4,6,10,10,10,8,12,10,5,5,9,10,6,9,1,3,3,3,1,3,3,4,3,1,1,9,11,4,11,6,8,12,10,9,14
38,28100013,Rushian Hepburn-Murphy,ST (C),6.85,14,12,10,8,13,13,8,8,9,12,11,14,10,8,10,13,6,13,5,6,10,9,6,7,11,13,10,9,8,10,4,4,9,13,6,11,2,1,2,3,1,3,3,3,2,2,3,13,11,4,9,11,15,12,13,13,17
39,29226251,Sam Bell,"AM (C), ST (C)",6.83,13,12,6,7,13,11,9,8,8,11,8,9,9,10,15,6,2,10,8,9,11,11,4,9,12,15,9,9,9,9,3,10,10,5,9,9,2,3,1,2,1,3,1,3,1,3,1,10,14,3,5,2,8,12,11,12,17
40,28061856,Paul McCallum,ST (C),6.82,10,11,13,14,13,10,11,15,15,9,12,11,8,10,14,8,7,9,9,10,6,6,6,7,5,11,10,5,15,5,16,8,6,10,6,8,1,3,2,2,2,2,1,3,2,1,1,12,9,15,13,11,12,14,4,11,10
41,29194059,George Alexander,ST (C),6.82,12,10,10,10,14,13,13,7,15,10,12,10,9,10,12,7,9,12,5,11,10,15,5,9,11,10,9,7,8,5,3,3,7,12,5,11,3,2,2,1,1,1,3,2,2,2,2,13,12,4,10,6,5,13,11,5,9
42,89044645,Adrian Clifton,ST (C),6.82,9,11,12,10,8,9,11,12,10,10,9,9,7,11,12,6,14,8,11,12,13,13,4,3,7,10,10,7,5,5,5,11,10,7,10,8,3,3,3,3,2,3,3,2,1,4,1,9,14,6,11,10,6,11,8,8,12
43,29145077,Alfie Rutherford,"AM (RL), ST (C)",6.81,14,13,10,11,8,13,10,7,6,11,7,12,8,8,12,8,2,13,5,7,6,13,5,8,11,13,10,6,12,9,4,6,8,10,4,11,3,1,1,2,3,3,3,4,1,1,1,12,14,4,2,4,6,10,11,10,10
44,29158457,Tristan Abrahams,"M/AM (R), ST (C)",6.81,13,12,11,13,12,12,13,13,10,10,9,10,8,10,12,8,5,9,5,9,10,8,8,7,9,10,10,7,8,9,5,7,8,12,6,9,2,1,2,2,3,2,2,3,1,1,1,8,9,3,4,11,3,12,10,8,12
45,89054469,Josh Kelly,"AM (LC), ST (C)",6.81,12,13,10,8,8,12,12,8,7,9,4,9,7,7,6,9,5,12,3,12,8,7,3,7,13,12,12,5,3,10,1,3,7,7,3,13,4,1,2,2,3,3,3,1,3,4,1,12,7,3,3,9,4,12,12,4,13
46,94051841,Owen Windsor,"AM (L), ST (C)",6.81,9,13,8,11,11,13,10,11,8,8,10,9,11,8,11,8,9,8,9,5,6,8,10,11,13,10,11,7,10,7,7,9,10,5,8,12,3,3,1,2,1,3,1,3,2,2,2,13,8,1,4,8,5,11,11,7,11
47,29107362,Danny Whitehall,ST (C),6.81,12,10,10,11,9,11,10,9,6,10,3,10,8,12,13,9,6,13,3,12,9,10,4,6,6,12,8,7,12,8,2,2,8,14,2,10,2,3,2,2,2,1,3,3,1,3,1,10,8,1,3,6,1,10,10,7,10
48,2000009596,Samson Tovide,"AM (RL), ST (C)",6.81,13,11,11,13,12,12,9,12,11,10,9,10,8,10,14,9,4,9,7,10,8,11,4,6,10,11,9,6,9,10,1,4,9,8,6,9,1,2,1,2,3,2,1,1,3,3,3,10,10,1,8,7,3,11,10,8,20
49,29175561,Sam Dalby,"AM (C), ST (C)",6.8,11,9,13,14,10,11,14,12,3,10,11,13,8,10,11,8,4,9,4,13,10,10,2,4,8,12,11,6,10,6,2,3,10,8,3,11,3,1,2,2,1,2,1,3,3,1,3,10,11,3,2,8,4,11,10,7,12
50,2000141582,Connor Ross,ST (C),6.8,12,8,5,5,13,11,6,10,5,6,1,7,4,6,9,12,4,7,2,4,1,5,1,2,9,13,7,4,12,3,4,4,4,6,1,8,3,2,3,2,2,3,2,3,1,2,1,13,8,3,12,11,11,12,12,6,20
51,94054274,Chris Wreh,ST (C),6.8,11,12,8,8,10,12,11,10,4,15,4,12,8,9,15,14,8,8,10,7,8,8,4,4,8,10,8,7,7,6,1,6,7,9,1,8,2,1,1,2,3,2,2,4,1,1,2,10,9,8,10,6,6,11,12,10,10
52,28122345,Conor Carty,ST (C),6.79,13,6,8,10,12,13,9,8,15,7,6,6,4,11,13,8,6,14,8,6,9,12,7,6,13,13,12,6,10,6,2,6,8,7,2,8,2,1,1,2,4,1,2,1,2,2,1,12,12,2,9,4,8,11,10,11,18
53,29175460,Alex Hurst,"M/AM (L), ST (C)",6.78,11,11,8,8,12,12,13,10,14,9,11,9,7,7,12,8,7,9,5,14,11,14,8,8,9,7,8,4,5,8,3,5,8,8,8,8,1,3,1,2,1,2,3,1,2,2,3,11,11,7,5,12,7,14,12,14,13
54,90060311,Lee Ndlovu,ST (C),6.78,10,9,13,12,9,12,9,14,10,9,12,10,7,9,12,8,5,12,8,12,8,14,5,7,8,11,10,5,9,8,1,3,8,10,10,9,1,3,2,3,2,2,1,3,2,3,3,12,9,3,8,11,5,13,11,10,12
55,29141177,Josh Walker,ST (C),6.77,15,11,7,3,11,14,6,4,8,8,7,8,8,8,5,9,8,11,6,8,8,9,8,6,9,14,9,6,15,10,1,8,9,3,6,8,3,2,2,4,2,3,1,1,3,1,2,6,10,2,5,13,13,10,12,13,11
56,29191558,Malachi Linton,ST (C),6.77,15,10,10,5,15,15,10,11,7,9,8,10,8,9,14,13,6,12,7,10,8,13,3,7,8,12,9,4,6,10,3,7,7,8,5,8,4,4,1,2,1,3,2,4,3,3,1,13,9,10,3,10,5,15,10,8,10
57,72052965,Mark Forrest,"AM (C), ST (C)",6.76,13,11,8,12,13,12,12,12,10,8,4,9,5,8,14,11,4,12,5,12,4,12,4,6,12,7,13,6,6,6,1,5,7,7,1,12,4,1,3,2,3,3,2,4,3,2,2,11,20,1,9,6,11,10,12,12,13
58,29070907,Marcus Carver,ST (C),6.76,9,8,10,10,8,10,12,10,2,11,10,10,7,10,9,11,9,12,8,14,8,14,8,6,9,9,10,5,12,8,5,3,7,10,3,9,3,3,2,2,1,1,2,2,3,1,1,12,11,5,10,9,8,13,13,11,14
59,28111513,James Daly,"AM (RL), ST (C)",6.76,13,11,12,7,14,14,12,11,11,9,10,12,9,9,13,3,10,9,7,11,6,13,6,7,9,11,9,4,7,6,4,7,7,4,7,11,1,1,2,3,1,3,2,1,3,2,2,12,10,3,2,6,5,12,11,15,11
60,61006904,James McShane,"AM (RLC), ST (C)",6.75,10,9,8,8,12,12,9,8,12,8,11,12,8,10,6,8,8,12,7,13,10,14,8,8,9,12,9,7,10,8,4,5,9,10,4,11,1,3,1,2,3,1,2,3,3,2,3,12,8,3,8,9,6,14,10,12,10
61,28116934,Ryan Cassidy,ST (C),6.75,14,12,6,7,13,13,12,7,11,11,9,9,7,10,10,10,5,10,6,8,9,12,6,7,11,12,12,8,11,7,5,5,10,14,6,10,3,3,1,4,2,2,1,3,1,1,2,12,7,8,10,8,7,10,10,8,11
62,2000080378,Joe Taylor,ST (C),6.75,15,12,13,5,13,15,15,13,12,12,16,11,8,9,13,7,3,13,6,11,5,15,4,7,10,12,9,4,6,7,2,6,9,14,7,9,3,3,3,3,3,3,3,2,1,2,2,13,7,5,4,6,4,12,11,8,12
63,56001329,Pádraig Amond,"AM (C), ST (C)",6.75,11,10,9,10,14,7,10,8,12,13,10,8,11,10,15,7,12,12,9,14,11,14,6,8,6,12,10,6,12,9,7,6,12,15,9,11,3,2,1,3,2,1,3,4,3,2,1,9,12,3,8,8,5,12,8,13,9
64,29156933,Cedwyn Scott,"M/AM (L), ST (C)",6.75,11,10,12,11,14,12,12,11,9,9,8,10,10,7,14,6,7,9,7,9,8,11,4,8,9,13,10,4,12,8,2,6,8,6,4,9,1,1,3,1,3,2,1,3,1,2,1,12,9,7,2,7,2,13,13,9,9
65,29193677,Tommy Willard,"M/AM (RLC), ST (C)",6.74,14,14,9,7,12,14,4,2,9,7,7,6,6,7,8,9,11,7,5,6,7,8,5,7,9,2,11,1,6,4,1,5,7,4,2,7,3,3,2,1,1,3,2,2,4,1,2,9,15,1,14,10,6,11,13,8,18
66,94055335,Solomon Wanjau-Smith,"M/AM (RL), ST (C)",6.74,12,11,11,8,14,13,9,5,12,8,7,8,9,8,6,9,5,8,5,12,8,11,7,10,9,8,10,5,6,7,3,4,9,9,6,10,1,3,4,3,3,2,2,1,2,2,2,13,8,5,13,14,6,12,11,11,11
67,29243909,Abdul Abdulmalik,"M/AM (C), ST (C)",6.74,12,12,13,8,10,10,9,6,4,12,4,12,8,9,11,13,2,11,5,10,13,11,9,9,14,11,12,9,8,9,2,5,9,6,4,13,1,3,2,1,1,2,2,3,1,3,3,12,8,4,5,8,4,9,10,8,10
68,29111430,Nicke Kabamba,ST (C),6.74,12,13,13,10,5,12,12,10,8,8,8,10,8,10,10,8,3,12,5,7,8,7,5,5,10,12,8,5,10,8,7,5,7,12,3,10,1,2,2,1,4,1,3,2,2,1,2,8,9,5,5,8,5,13,10,7,10
69,94047015,Aaron Jarvis,ST (C),6.72,10,11,12,14,14,10,14,12,10,9,12,8,10,9,12,10,6,7,7,11,8,12,5,5,5,9,9,8,11,8,6,8,9,12,7,10,2,2,2,2,3,3,1,3,3,3,3,10,9,8,9,8,5,12,10,7,12
70,29140665,Remy Longdon,"AM (RL), ST (C)",6.71,11,8,8,10,12,11,12,10,11,10,14,10,11,12,12,5,12,10,11,13,9,15,6,11,10,10,11,6,8,9,5,9,10,8,8,9,1,4,2,1,3,1,2,2,3,2,1,12,10,2,7,9,4,15,14,7,14
71,29174640,George Lloyd,ST (C),6.7,13,13,13,12,10,12,12,10,5,12,8,10,8,8,11,7,5,12,8,11,8,14,9,8,10,10,10,9,7,5,5,5,8,8,5,10,4,3,3,2,2,2,2,1,3,1,2,11,9,4,5,6,8,10,12,5,19
72,29063964,Louis Dennis,"M (RL), AM (RLC), ST (C)",6.7,12,12,12,12,9,12,7,6,4,8,4,8,4,10,9,13,4,10,11,7,9,6,8,10,12,11,10,11,8,14,5,3,10,10,3,11,3,3,3,1,1,1,2,2,2,2,2,8,7,8,5,10,14,10,8,11,10
73,61045140,James Alabi,ST (C),6.7,13,11,13,12,14,13,9,17,15,10,16,9,9,9,10,9,5,8,8,11,8,13,3,5,9,9,8,5,10,7,7,4,8,8,8,7,1,3,2,2,1,2,2,2,4,2,1,12,8,13,5,6,6,7,10,8,7
74,2000134220,Shay Willock,ST (C),6.7,12,11,9,11,15,12,13,12,15,8,6,13,4,8,8,7,5,10,7,7,8,8,1,5,9,12,11,1,10,7,4,4,7,7,3,8,2,1,1,1,2,3,1,3,1,2,1,11,8,6,5,15,10,11,8,7,17
75,28106533,Jamie Soule,"AM (C), ST (C)",6.7,14,10,6,7,6,14,8,6,11,10,8,12,9,8,9,7,7,10,9,9,10,8,8,7,12,12,10,6,10,9,4,8,10,9,6,11,1,3,3,1,3,1,1,2,2,2,1,13,20,3,13,7,12,12,9,10,14
76,28095350,Joe Nuttall,"AM (R), ST (C)",6.7,10,10,13,14,14,11,14,12,9,13,10,8,9,7,4,8,6,12,7,11,10,10,7,7,8,11,9,9,10,8,6,7,9,9,8,8,2,1,3,2,3,3,1,2,1,2,2,15,8,4,9,7,9,12,3,7,12
77,29103880,Danny Elliott,"AM (L), ST (C)",6.7,13,11,8,9,12,13,10,12,6,8,6,6,6,5,11,13,4,11,6,9,9,9,7,8,12,10,8,6,8,6,1,3,9,12,6,10,1,3,3,3,2,3,2,1,3,2,3,15,5,3,9,6,4,13,12,8,17
78,28100408,Olufela Olomola,"M (R), AM (RL), ST (C)",6.7,14,9,10,8,13,12,11,13,10,9,9,9,9,6,13,10,8,9,7,11,9,11,5,6,9,7,10,7,8,9,5,5,8,10,7,10,1,2,3,1,1,3,2,3,4,3,2,15,7,3,4,8,10,13,8,11,8
79,30031451,Danny Newton,ST (C),6.69,11,10,11,11,14,11,12,12,15,9,13,9,9,9,14,8,6,11,8,13,7,15,2,6,10,11,9,3,10,11,5,7,8,8,8,8,1,1,2,3,1,2,3,2,1,3,1,10,9,8,7,7,8,11,10,9,12
80,29233295,Junior Luamba,"AM (RL), ST (C)",6.69,12,9,11,11,10,12,10,14,13,9,9,7,10,8,13,8,7,11,8,9,10,14,9,8,11,10,8,9,8,8,4,7,9,6,7,10,3,4,1,1,1,4,2,3,1,1,4,12,9,4,11,10,14,13,11,9,13
81,2000022070,Quaine Bartley,ST (C),6.69,8,7,11,14,8,8,11,16,14,11,13,12,9,9,12,10,8,11,8,13,7,13,8,6,7,10,10,8,9,7,1,6,7,8,6,12,2,2,3,3,2,3,1,2,3,3,2,9,15,4,14,10,12,12,13,3,13
82,5500039,Jake Hyde,ST (C),6.68,8,10,8,12,8,8,9,13,6,10,7,10,9,9,10,7,3,11,6,9,7,9,4,5,7,12,11,3,13,6,5,4,10,8,5,9,1,2,4,3,3,2,3,1,3,1,1,13,11,8,3,12,13,11,9,8,10
83,28100208,Kairo Mitchell,"AM (L), ST (C)",6.68,12,10,11,12,11,11,10,11,10,9,11,9,6,8,7,10,7,9,7,10,8,11,5,6,12,9,8,5,10,11,2,5,7,7,7,11,1,1,1,2,2,1,3,2,3,1,1,8,9,6,8,7,3,10,9,12,8
84,215508,Marcus Dinanga,ST (C),6.68,13,13,12,8,10,13,10,14,10,11,10,8,9,8,16,12,9,12,7,9,8,12,5,8,12,11,9,7,7,8,5,5,5,8,6,8,1,1,2,3,1,2,1,2,4,1,3,9,10,8,5,7,5,11,8,11,15
85,89008104,Inih Effiong,ST (C),6.67,13,10,12,11,14,13,14,15,6,8,10,7,6,7,11,8,2,9,5,12,4,14,2,4,11,12,7,8,12,6,6,3,7,6,3,9,3,1,2,2,1,1,4,3,1,2,2,7,6,9,6,9,5,11,14,6,11
86,28084865,Ryan Seager,"AM (LC), ST (C)",6.67,11,10,10,6,12,12,10,10,9,8,11,11,9,11,9,10,6,10,6,12,10,13,5,8,9,13,12,9,10,11,6,5,11,11,5,13,2,3,3,2,2,3,1,4,1,4,2,15,12,3,7,10,9,13,15,9,12
87,29020302,Adam Marriott,ST (C),6.67,10,11,12,8,9,10,11,7,9,11,10,8,11,9,13,12,5,14,7,11,8,8,6,8,8,12,9,7,8,11,4,4,9,12,5,11,3,3,3,2,3,1,1,3,3,1,3,12,13,5,5,3,7,11,11,9,12
88,29162647,Aaron Cosgrave,"AM (RL), ST (C)",6.65,13,12,10,8,11,12,12,10,11,10,7,11,7,8,13,11,6,13,8,11,6,12,8,8,10,11,11,5,7,8,5,5,7,8,6,12,1,1,2,2,1,2,1,2,1,3,3,12,10,4,6,11,11,12,14,11,16
89,2000034592,Bright Amoateng,ST (C),6.65,11,10,10,8,9,11,9,11,9,10,10,11,10,10,6,8,6,10,10,10,9,10,8,8,10,11,10,8,8,8,5,6,9,8,6,9,1,2,2,2,3,1,2,1,1,3,2,12,8,1,4,8,9,12,11,9,12
90,29089795,Alex Salmon,ST (C),6.64,13,12,9,10,7,13,14,10,8,10,6,9,5,8,9,8,4,9,11,7,8,9,3,8,10,14,13,3,8,6,3,4,7,7,5,10,3,2,1,3,2,3,2,1,1,3,3,10,7,2,13,10,6,12,10,6,17
91,29071884,Tyrone Marsh,"AM (RLC), ST (C)",6.64,12,11,10,9,10,13,11,9,8,10,8,11,9,8,13,12,5,13,5,11,9,8,5,8,10,9,10,6,6,10,6,6,8,10,4,10,1,3,1,1,1,3,1,1,1,1,1,12,9,4,11,8,5,8,11,14,8
92,28115529,Micah Obiero,ST (C),6.63,16,10,5,10,12,14,7,5,11,8,7,8,7,6,11,12,10,12,8,5,7,6,6,2,6,10,10,2,8,8,1,6,4,4,2,7,1,3,1,3,1,3,4,2,2,1,3,12,12,4,5,15,6,10,11,10,13
93,5500023,Chris Porter,ST (C),6.62,6,6,10,14,15,7,10,12,8,12,13,11,11,11,13,10,12,12,8,14,7,10,4,5,5,12,9,6,14,9,7,8,12,14,7,10,2,1,3,3,2,1,2,2,1,1,3,12,14,8,2,14,12,18,17,5,10
