Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Reece Grego-Cox,"M/AM (R), ST (C)",6.97,6.97,13,9,2,9,11,7,13,11,4,2,2,5,9,8,12,2,11,13,5,12,11,5,1,8,8,1,6,11,8,10,1,11,11,9,10,5,9,8,2,2,7,12,9,12,12,1,- -  -,Inj,11
Rob Harker,ST (C),6.97,6.97,10,7,2,10,9,4,9,13,2,2,3,6,8,7,12,1,14,13,8,3,11,3,1,15,12,3,6,8,9,11,2,9,11,8,7,7,8,14,2,1,9,13,11,6,5,3,- -  -,,12
Offrande Zanzala,"AM (L), ST (C)",6.97,6.97,11,9,2,10,10,7,14,10,3,2,2,7,11,8,12,1,11,10,5,7,6,7,2,12,11,1,6,12,10,10,1,10,10,9,7,3,10,8,3,1,13,12,9,9,7,3,- -  -,,14
Matt Lowe,"AM (RLC), ST (C)",6.97,6.97,11,7,3,8,8,7,10,11,4,1,2,6,5,9,12,1,11,14,5,5,8,6,3,10,9,3,9,6,8,8,2,11,7,7,9,7,9,8,3,3,12,10,7,10,8,1,- -  -,,13
Akwasi Asante,"AM (L), ST (C)",6.96,6.96,13,9,3,9,11,4,14,10,2,2,2,6,9,9,12,3,11,12,6,7,11,6,2,11,9,3,8,9,10,12,3,10,11,11,7,5,8,11,2,3,5,8,9,8,10,1,- -  -,Wnt,11
Jake Scrimshaw,ST (C),6.96,6.96,16,8,3,11,11,4,12,16,3,3,3,8,12,9,13,1,11,13,4,3,9,8,2,8,10,3,3,5,9,10,4,10,14,11,5,2,11,10,2,1,10,11,12,9,14,2,- -  -,,13
Keyendrah Simmonds,"AM (RLC), ST (C)",6.96,6.96,11,12,3,12,11,7,9,12,3,4,3,11,10,11,13,2,10,15,8,9,10,10,2,8,10,4,9,11,11,11,3,12,12,11,10,9,10,10,3,3,11,10,11,12,7,1,- -  -,,14
D'Mani Mellor,"AM (RL), ST (C)",6.95,6.95,15,5,1,10,14,7,9,13,3,3,1,7,8,8,14,3,11,15,3,4,5,4,2,10,11,3,4,8,11,11,1,8,6,9,6,4,9,8,2,2,10,11,8,11,14,2,- -  -,,15
Andrew Dallas,"AM (RL), ST (C)",6.94,6.94,14,10,2,12,13,7,11,12,1,1,1,7,12,11,13,4,14,12,5,2,9,10,2,8,9,1,5,9,10,13,3,11,5,10,8,5,10,9,2,3,7,9,10,10,8,3,- -  -,,13
Kane Hemmings,ST (C),6.93,6.93,11,9,4,11,9,6,12,9,3,3,2,7,13,11,11,2,12,11,4,4,10,7,1,12,10,1,8,12,11,12,1,12,13,12,9,6,9,11,3,1,9,10,11,10,12,3,- -  -,,12
Joe Quigley,ST (C),6.92,6.92,14,8,1,10,13,6,14,12,2,2,1,7,12,7,11,1,10,11,3,6,8,6,1,15,13,1,4,6,9,10,2,9,11,9,5,4,10,9,3,3,12,12,10,11,7,3,- -  -,Wnt,10
Fraizer Campbell,"AM (C), ST (C)",6.92,6.92,16,11,2,11,16,4,11,6,2,2,2,9,10,12,6,3,13,9,5,5,12,12,3,13,14,1,5,12,12,11,3,7,15,12,9,8,12,11,3,2,12,10,16,6,8,1,- -  -,,7
Josh Kelly,"AM (RLC), ST (C)",6.92,6.92,7,8,2,13,12,3,8,11,4,3,3,3,7,6,12,1,12,8,3,1,10,5,1,8,3,2,5,8,12,12,1,13,7,7,7,2,7,9,2,1,4,9,9,13,7,2,- -  -,,12
Tyler Walker,ST (C),6.92,6.92,10,12,3,12,11,5,11,12,1,2,2,6,13,11,12,1,13,13,6,5,10,8,1,12,10,3,6,11,11,12,2,11,11,11,9,5,10,12,3,1,8,11,14,13,10,1,- -  -,Wnt,13
Malachi Linton,"AM (L), ST (C)",6.92,6.92,13,8,1,8,10,5,10,10,1,3,2,7,7,7,14,1,11,15,6,2,10,5,1,5,6,2,4,12,9,12,3,8,14,9,7,3,7,10,4,3,8,10,8,10,7,3,- -  -,Ask,15
Adam Campbell,"AM (RLC), ST (C)",6.92,6.92,14,9,1,10,14,5,5,9,1,3,2,6,8,8,13,2,15,12,6,2,8,6,2,5,5,2,6,11,11,9,1,11,14,9,7,8,8,9,2,4,7,7,9,10,4,3,- -  -,,12
Idris Kanu,"M (R), AM (RLC), ST (C)",6.92,6.92,8,9,3,10,8,7,10,13,2,1,3,8,9,8,13,3,12,13,5,5,8,6,2,11,8,2,4,13,8,8,3,13,14,7,8,5,8,10,2,1,8,13,8,15,8,2,- -  -,,13
Scott Kashket,"AM (RL), ST (C)",6.91,6.91,13,9,3,10,11,5,4,12,2,1,1,7,12,10,13,2,13,15,4,4,6,7,3,7,6,2,6,10,11,10,2,10,12,9,8,7,6,11,4,3,7,12,10,12,5,3,- -  -,,14
Oli Hawkins,"D (C), ST (C)",6.90,6.90,13,8,3,8,15,10,15,14,3,3,1,9,13,9,7,1,12,9,11,4,6,13,1,16,14,2,4,6,11,12,3,6,11,9,4,4,10,13,2,3,15,13,10,7,11,3,- -  -,Req,7
Jordan Hugill,ST (C),6.90,6.90,17,7,3,9,14,9,15,12,1,3,2,6,13,11,13,2,12,11,7,5,13,8,1,14,13,1,6,9,10,11,2,9,16,11,7,6,11,10,2,3,18,11,13,9,16,2,- -  -,,11
Chris Porter,ST (C),6.90,6.90,9,6,3,9,13,7,11,9,1,3,3,7,13,11,6,3,12,15,7,7,9,12,1,14,14,4,5,10,8,11,3,2,13,11,5,4,10,10,1,2,13,9,11,5,8,3,- -  -,Ret,4
Saikou Janneh,"AM (RL), ST (C)",6.90,6.90,12,12,1,11,9,7,11,12,3,1,2,6,4,11,15,2,11,12,8,5,9,8,2,12,8,3,9,14,10,13,1,10,14,12,11,7,10,11,2,3,8,11,12,12,9,3,- -  -,Wnt,15
Harvey Knibbs,"AM (RC), ST (C)",6.90,6.90,13,9,3,11,12,4,12,12,2,1,3,4,11,10,14,3,11,17,4,6,11,8,2,12,11,1,7,6,10,12,1,11,17,11,6,5,8,9,2,2,8,12,11,13,8,3,- -  -,,13
Junior Luamba,"AM (RL), ST (C)",6.90,6.90,14,9,1,10,9,7,15,11,3,2,4,8,6,9,12,2,9,10,6,3,8,7,3,11,8,3,9,7,8,10,2,11,7,9,8,8,10,9,1,1,9,11,10,9,13,2,- -  -,,13
Paddy Madden,"AM (L), ST (C)",6.89,6.89,15,10,2,11,13,8,7,10,3,1,1,8,15,10,9,3,13,14,8,2,9,14,3,11,12,2,9,9,11,14,2,9,15,10,9,6,10,12,3,1,13,11,13,8,14,3,- -  -,,9
Ollie Palmer,ST (C),6.89,6.89,16,10,2,12,16,6,17,13,3,3,3,7,13,12,6,4,13,11,10,2,8,11,3,15,14,1,6,7,12,12,1,8,17,12,6,3,12,14,2,1,17,13,16,9,16,1,- -  -,,5
Conor Wilkinson,"AM (R), ST (C)",6.89,6.89,13,7,2,12,7,8,14,11,3,3,3,7,11,8,12,1,9,13,6,5,12,7,2,14,8,3,11,12,12,12,2,12,12,8,6,7,11,12,3,1,9,14,9,12,14,1,- -  -,Opt,11
Scott Quigley,ST (C),6.89,6.89,12,9,2,11,12,5,13,10,2,1,2,5,11,9,12,1,12,12,4,6,8,7,1,13,10,1,6,10,12,11,1,10,12,10,7,4,8,11,2,4,12,10,11,9,13,2,- -  -,Wnt,11
Daniel Agyei,"AM (R), ST (C)",6.89,6.89,12,8,2,11,10,4,16,10,3,3,2,8,9,9,14,3,9,13,3,5,10,6,1,13,11,2,8,12,11,10,3,12,10,9,9,5,10,12,1,2,9,12,8,12,12,1,- -  -,,14
Max Watters,"AM (RL), ST (C)",6.89,6.89,14,10,1,10,12,7,9,13,3,2,3,4,11,10,12,3,11,10,5,5,11,5,1,9,9,3,8,11,10,13,2,10,15,9,9,8,9,11,2,3,11,10,11,11,6,3,- -  -,,13
Kyle Wootton,ST (C),6.89,6.89,13,9,2,11,12,4,15,11,1,3,2,5,11,10,11,2,13,12,5,3,8,5,1,15,13,1,4,7,11,12,2,8,10,10,6,3,10,13,1,3,12,12,11,9,10,3,- -  -,,11
Devante Rodney,"AM (RL), ST (C)",6.89,6.89,11,8,3,10,12,4,13,13,3,2,2,3,10,6,14,2,7,10,5,2,10,6,3,12,7,2,6,10,8,11,2,10,10,8,8,6,6,9,3,1,9,11,9,11,12,3,- -  -,Wnt,13
Paul Mullin,"AM (L), ST (C)",6.88,6.88,12,8,1,13,13,7,13,14,3,1,1,6,14,11,13,1,13,14,10,5,10,9,3,9,10,3,12,13,9,15,3,11,17,11,9,11,9,9,1,1,9,8,10,11,12,1,- -  -,,13
Rhys Oates,"M (RL), AM (RLC), ST (C)",6.87,6.87,14,7,2,9,13,4,12,8,2,1,3,7,5,8,14,2,11,9,3,2,10,6,2,13,8,1,4,13,8,11,3,10,12,8,9,5,9,11,1,1,11,9,8,11,11,1,- -  -,Wnt,14
Cameron Cresswell,"M (R), AM (RLC), ST (C)",6.87,6.87,16,9,1,9,11,5,6,7,2,3,2,10,11,7,13,3,12,12,6,5,5,7,2,10,9,3,8,10,7,12,2,9,7,8,6,5,10,8,4,2,9,10,13,7,12,2,- -  -,,12
Chike Kandi,"AM (RL), ST (C)",6.87,6.87,11,10,1,11,14,4,8,9,4,1,2,5,5,7,13,2,10,10,3,5,6,5,1,8,7,2,4,9,6,5,1,8,2,7,7,6,6,8,2,3,7,8,6,9,7,2,- -  -,,12
Manny Duku,"AM (R), ST (C)",6.87,6.87,13,8,1,11,13,4,12,10,2,1,2,5,11,8,11,3,12,12,5,1,7,6,2,15,13,4,4,4,9,8,3,7,13,7,7,2,6,12,2,1,12,12,8,10,9,2,- -  -,Ask,11
Conor McAleny,"M (L), AM (LC), ST (C)",6.85,6.85,15,10,1,12,10,5,6,11,1,3,1,6,13,11,10,2,11,9,5,3,11,7,1,7,7,1,9,13,12,11,2,12,12,8,9,8,7,10,1,3,7,12,10,11,8,1,- -  -,,12
Dominic Poleon,"AM (RL), ST (C)",6.85,6.85,11,8,3,10,8,7,9,10,1,1,4,7,9,8,13,4,11,13,4,2,10,5,3,9,10,2,5,13,9,12,3,11,9,7,9,5,8,11,3,2,7,11,11,11,9,2,- -  -,,14
Luke Molyneux,"M/AM (RL), ST (C)",6.85,6.85,10,10,1,11,8,6,7,9,2,2,1,10,8,10,11,2,12,12,6,3,12,8,2,9,6,1,8,13,10,12,1,13,3,11,11,9,9,12,3,2,8,13,10,12,7,4,- -  -,,11
Tahvon Campbell,"AM (RL), ST (C)",6.85,6.85,10,9,3,12,10,3,10,11,1,2,3,6,7,8,12,3,12,12,3,2,8,6,1,8,7,1,5,15,10,10,3,10,7,8,7,6,7,10,3,1,5,11,8,13,5,1,- -  -,Wnt,13
Lee Angol,"AM (L), ST (C)",6.85,6.85,10,9,1,12,9,8,14,12,4,2,1,5,14,10,12,2,11,7,5,2,9,8,2,12,10,1,10,13,11,10,2,11,11,8,7,3,8,13,2,3,10,9,8,10,11,3,- -  -,,12
Joe Ironside,ST (C),6.84,6.84,15,8,1,13,14,6,15,14,3,2,1,8,13,12,9,1,11,14,7,8,8,7,3,15,14,2,5,7,12,14,1,9,16,8,6,4,8,7,3,3,12,15,9,10,8,2,- -  -,,9
Liam McAlinden,"AM (RL), ST (C)",6.84,6.84,8,9,1,10,11,6,10,12,1,3,3,7,6,8,13,1,12,14,6,2,9,6,2,10,9,1,8,12,7,6,2,9,15,6,9,8,11,11,2,2,11,12,9,10,10,3,- -  -,,12
Michael Cheek,ST (C),6.84,6.84,16,7,3,11,9,4,11,9,3,2,2,7,11,10,10,1,13,9,7,7,11,7,1,13,12,3,4,5,5,13,3,8,16,11,6,3,9,13,2,2,11,12,12,8,6,1,- -  -,,11
Dan Gifford,"AM (RC), ST (C)",6.84,6.84,9,9,3,13,7,1,6,7,1,3,2,6,9,10,15,3,10,7,3,5,7,10,2,7,7,3,1,11,7,15,1,12,13,8,7,3,5,7,2,3,1,7,6,14,5,4,- -  -,Inj,11
Glen Taylor,ST (C),6.83,6.83,11,5,2,9,10,3,11,11,3,1,1,6,15,11,10,1,11,9,4,1,10,13,3,15,12,1,12,9,10,13,3,8,11,9,3,3,10,11,2,1,9,12,11,7,5,2,- -  -,,8
Stefan Payne,ST (C),6.83,6.83,11,11,3,10,12,4,12,11,3,2,1,6,13,9,11,2,12,14,3,5,8,6,3,11,9,1,5,14,10,10,2,9,14,10,8,6,8,11,1,2,9,11,12,10,10,1,- -  -,,8
Luke Norris,"AM (C), ST (C)",6.83,6.83,9,10,2,11,8,8,13,11,3,2,3,7,16,12,8,1,13,13,7,7,13,9,3,12,13,2,12,12,11,12,2,10,12,12,8,7,8,12,2,1,12,12,14,10,12,3,- -  -,Req,7
Owen Windsor,"M/AM (L), ST (C)",6.83,6.83,8,6,2,12,5,8,12,10,2,1,1,9,5,10,13,1,9,11,9,7,7,10,3,11,10,2,7,9,11,10,2,13,11,8,11,10,11,10,1,1,7,9,8,13,8,2,- -  -,Inj,10
Lewis Knight,"AM (RL), ST (C)",6.83,6.83,12,6,1,8,12,3,8,9,1,2,3,3,8,8,13,1,10,12,3,3,8,2,2,9,6,3,8,9,8,9,3,11,8,10,8,3,8,10,3,2,9,9,8,13,5,1,- -  -,,12
Ben Beresford,ST (C),6.83,6.83,6,7,3,11,6,1,7,10,3,2,3,4,2,5,13,3,7,12,4,2,6,11,2,9,14,3,5,12,11,14,2,12,8,11,6,5,5,9,3,2,6,8,12,10,12,3,- -  -,,13
Omar Bugiel,ST (C),6.82,6.82,16,10,1,11,17,9,15,12,1,2,1,8,10,10,11,3,12,10,7,1,11,6,1,14,13,2,6,13,11,12,3,10,14,9,6,1,8,8,3,2,13,10,11,8,14,2,- -  -,Ask,9
Ged Garner,ST (C),6.82,6.82,12,9,2,10,13,8,13,12,2,3,1,7,13,10,13,1,11,11,6,4,10,8,3,14,11,1,9,9,10,13,3,11,7,10,7,4,9,11,2,1,11,11,10,11,8,3,- -  -,,13
Jaylan Wildbore,ST (C),6.82,6.82,6,3,2,10,5,2,10,10,3,3,1,5,6,4,12,2,7,16,4,1,5,12,4,11,11,2,5,11,14,11,1,10,10,9,4,5,4,9,2,4,7,7,10,9,11,1,- -  -,,14
Donovan Wilson,"AM (RL), ST (C)",6.82,6.82,12,9,3,10,14,7,10,11,3,1,3,4,9,8,13,3,12,9,2,1,10,8,1,12,8,2,5,12,11,13,3,11,12,10,5,3,9,12,2,3,11,12,11,13,8,4,- -  -,Unh,12
Fejiri Okenabirhie,"AM (L), ST (C)",6.82,6.82,12,12,1,12,10,5,12,12,1,2,2,8,11,11,13,3,12,12,3,7,9,6,1,10,9,1,11,14,11,14,3,12,10,10,10,4,10,13,1,3,11,12,11,12,8,4,- -  -,Wnt,13
Elliott List,"M (R), AM (RL), ST (C)",6.82,6.82,10,9,3,12,9,4,7,9,3,3,2,5,4,7,14,2,11,12,7,5,8,5,2,5,6,1,3,11,10,12,3,12,10,9,8,6,8,10,1,4,7,12,10,12,5,1,- -  -,Frt,13
Jordan Bowery,"AM (RL), ST (C)",6.82,6.82,15,8,2,11,15,5,11,12,3,3,2,6,11,11,11,1,10,10,4,7,8,5,3,12,8,1,6,11,11,10,2,10,12,8,7,4,11,12,1,1,10,10,9,8,9,2,- -  -,,12
Junior Dixon,ST (C),6.82,6.82,8,7,1,9,8,4,12,7,2,1,2,5,12,6,15,2,11,12,6,1,8,7,1,10,8,3,7,8,8,13,2,10,12,9,5,7,9,7,1,3,8,11,10,10,15,3,- -  -,Req,10
Timmy Abraham,"AM (R), ST (C)",6.82,6.82,10,10,3,9,8,5,10,11,1,1,3,6,4,6,17,2,7,17,4,5,8,4,3,14,9,2,5,15,7,7,3,6,10,7,5,6,8,8,2,2,6,12,9,12,9,1,- -  -,Lst,17
Nathan Delfouneso,"AM (RL), ST (C)",6.81,6.81,9,8,2,12,11,6,11,9,1,3,1,6,9,8,11,2,11,14,5,5,9,9,3,12,8,1,7,10,11,10,4,8,14,8,8,5,7,8,1,1,9,11,9,10,9,2,- -  -,,12
Dayle Southwell,"AM (RL), ST (C)",6.81,6.81,12,9,3,9,12,5,8,11,2,2,3,4,12,8,10,2,12,15,4,5,7,9,3,8,9,2,10,10,10,11,1,10,12,8,8,11,9,11,1,2,10,10,8,9,8,3,- -  -,,10
Josh Umerah,ST (C),6.81,6.81,12,7,3,10,11,6,14,14,3,3,3,7,10,10,11,3,10,10,4,5,7,8,3,12,11,4,5,8,11,13,3,10,2,8,4,4,10,8,3,4,10,11,9,12,7,3,- -  -,,13
Ryan Loft,ST (C),6.81,6.81,13,9,3,10,13,8,13,13,2,3,1,7,12,8,10,2,9,11,8,2,7,8,3,15,12,2,8,7,11,11,2,9,14,12,7,5,9,10,3,3,14,11,10,12,7,1,- -  -,,12
Harry Smith,ST (C),6.81,6.81,9,6,2,9,11,6,15,14,3,2,1,7,11,8,11,2,10,10,8,5,12,9,2,18,15,3,1,5,9,11,1,8,12,9,7,3,8,8,3,3,15,14,12,7,12,3,- -  -,,9
Omar Bogle,ST (C),6.81,6.81,12,7,1,9,12,6,15,12,2,4,3,6,13,8,12,3,11,15,6,6,12,8,3,13,12,1,11,11,10,12,3,8,15,9,11,4,9,9,2,3,12,13,11,11,14,2,- -  -,,13
Andy Cook,ST (C),6.81,6.81,15,6,2,10,12,5,16,11,3,2,3,8,11,9,9,3,12,8,5,9,9,12,1,14,15,3,5,7,11,12,2,8,15,12,5,5,10,10,1,1,13,11,12,8,14,4,- -  -,,8
Tomi Adeloye,ST (C),6.80,6.80,11,6,2,11,7,6,16,12,1,2,1,8,11,8,13,1,11,12,7,5,8,9,1,6,14,1,5,12,12,11,4,13,6,8,7,7,11,9,3,3,7,14,10,11,6,2,- -  -,Lst,11
Caleb Chukwuemeka,"AM (RL), ST (C)",6.80,6.80,12,9,1,11,7,1,12,14,3,2,2,6,1,12,12,4,12,8,6,3,6,2,2,9,9,2,6,13,13,13,2,11,10,10,5,6,7,12,4,2,3,11,7,13,10,3,- -  -,,14
Enock Asante,"AM (R), ST (C)",6.80,6.80,14,5,2,9,13,4,13,14,2,2,3,7,10,8,14,1,8,10,5,6,8,5,1,14,11,2,6,8,8,7,2,7,13,10,4,8,9,9,1,3,13,11,10,11,12,2,- -  -,,13
Marcus Barnes,"AM (R), ST (C)",6.80,6.80,11,10,1,12,12,8,12,6,2,3,1,7,12,10,14,1,10,10,7,7,9,9,3,13,11,2,8,9,10,11,3,10,13,10,9,8,9,10,3,1,11,12,10,9,7,4,- -  -,,13
Cole Roberts,"AM (RL), ST (C)",6.80,6.80,6,7,1,7,6,1,9,7,3,3,3,4,3,7,11,1,11,12,2,5,6,8,3,9,6,3,4,5,9,7,1,9,11,6,7,4,5,8,2,2,7,4,9,10,6,2,- -  -,,12
Anisio Jesus,"M (L), AM (RL), ST (C)",6.80,6.80,11,7,1,11,9,1,13,9,3,2,2,4,7,7,14,2,9,12,3,2,7,5,1,10,8,1,3,11,7,9,3,11,18,8,8,3,7,11,3,3,8,12,10,10,6,2,- -  -,U18,14
Josh Dolling,ST (C),6.80,6.80,9,10,3,9,9,7,14,11,3,1,3,10,7,11,12,1,11,10,8,4,12,12,4,14,12,1,8,8,10,10,1,9,15,9,9,8,10,10,3,1,9,10,13,9,15,2,- -  -,Inj,10
Josh Davison,"AM (RL), ST (C)",6.80,6.80,16,11,1,10,12,7,11,14,1,4,1,8,8,9,12,2,12,10,5,3,7,6,1,12,10,3,6,8,10,9,3,10,6,11,7,6,8,9,3,1,10,13,12,11,12,1,- -  -,,13
Harry Cardwell,ST (C),6.80,6.80,13,7,3,11,10,8,14,11,2,3,3,7,13,9,9,2,11,9,5,3,6,4,3,14,10,3,9,3,9,11,1,9,11,10,7,7,9,10,1,1,10,12,10,9,9,3,- -  -,,9
Rio Pemberton,"AM (RLC), ST (C)",6.80,6.80,8,9,3,10,6,1,5,14,2,1,4,4,6,7,13,2,9,10,2,5,6,9,2,5,6,1,4,12,10,11,1,9,9,7,9,5,3,6,2,1,7,7,8,14,15,1,- -  -,,13
Bradley Ihionvien,ST (C),6.80,6.80,11,4,3,11,6,1,10,9,1,2,4,4,2,10,9,3,14,9,3,1,4,10,1,8,9,1,5,13,9,11,2,8,9,14,6,6,4,10,3,2,8,11,7,10,15,1,- -  -,Inj,10
Cedwyn Scott,"M/AM (L), ST (C)",6.80,6.80,11,9,1,9,9,4,12,12,4,2,4,7,6,8,12,3,10,14,6,2,9,8,3,11,12,3,4,7,10,13,3,9,14,7,8,4,10,11,2,3,8,12,9,10,9,1,- -  -,,11
Michael Gyasi,"AM (RLC), ST (C)",6.79,6.79,8,7,3,9,8,5,12,10,3,2,1,7,7,9,13,1,9,11,6,3,8,6,1,9,6,1,6,9,10,9,3,7,13,10,7,6,10,10,1,2,8,10,9,10,9,4,- -  -,Wnt,14
Dom Telford,"AM (RL), ST (C)",6.79,6.79,15,13,3,13,12,8,9,12,1,3,2,6,10,9,12,2,12,14,6,4,10,8,3,8,10,2,7,10,11,13,2,9,10,11,6,7,11,12,2,1,7,13,13,13,8,3,- -  -,,13
Tommy-Lee Higgs,ST (C),6.79,6.79,8,4,2,9,7,4,6,7,2,3,1,4,6,7,10,3,14,9,4,1,3,11,3,8,12,4,5,10,13,14,1,9,12,9,4,6,7,8,3,1,3,4,12,9,9,1,- -  -,,13
Aaron Martin,ST (C),6.79,6.79,17,9,1,9,15,3,15,11,2,3,1,4,12,10,11,1,12,11,3,4,9,7,1,11,12,3,6,11,8,12,4,8,11,9,7,6,6,11,3,3,15,10,12,10,15,4,- -  -,,11
John Akinde,ST (C),6.79,6.79,11,7,2,9,13,5,13,9,1,1,3,9,15,11,10,3,11,10,4,6,7,7,2,14,12,3,5,7,11,11,1,8,7,10,8,5,9,11,1,1,18,8,11,7,15,3,- -  -,Lst,9
Niah Payne,"AM (RL), ST (C)",6.79,6.79,16,7,1,7,13,3,11,12,3,3,2,10,3,7,12,1,6,14,2,2,7,5,2,11,5,1,2,9,9,8,1,7,12,8,7,6,10,8,3,1,8,10,7,11,8,2,- -  -,,12
Tjay De Barr,"M (R), AM (RL), ST (C)",6.79,6.79,12,9,2,11,8,4,9,15,1,2,1,4,12,8,15,3,9,12,5,1,6,6,1,7,10,1,8,8,8,8,3,8,2,9,10,10,8,5,1,2,7,11,5,10,6,3,- -  -,,12
Vadaine Oliver,ST (C),6.78,6.78,16,8,3,9,16,9,15,12,3,2,4,10,9,10,9,1,12,11,6,6,6,11,2,17,15,1,4,6,10,11,4,7,11,11,5,4,12,11,3,3,13,13,11,8,14,2,- -  -,Inj,8
