UID,Name,Position,Con/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
67295644,Iker Álvarez,GK,1.02,11,13,14,16,12,12,6,9,8,12,12,9,13,13,4,2,3,1,14,11,12,9,6,3,1,2,9,8,1,2,2,1,11,1,2,4,15,13,14,7,16,14,12,6,13,9,15,- -  -,
2000050622,Tom Watson,GK,1.14,6,11,5,10,4,5,1,3,6,7,8,5,8,12,5,1,1,1,8,5,4,4,2,3,3,3,1,6,1,1,1,3,7,3,3,2,14,9,4,5,12,7,4,14,12,13,7,- -  -,
2000039902,Luke Bell,GK,0.74,6,10,5,10,9,7,3,5,13,10,9,5,11,7,13,2,5,1,8,6,6,5,4,3,3,3,8,5,1,1,3,2,5,1,2,4,16,12,11,5,13,7,9,11,13,14,7,- -  -,Opt
71113690,Ruslan Neshcheret,GK,1.06,8,13,13,14,12,8,7,11,12,11,14,13,13,13,14,1,10,2,12,12,13,8,2,2,2,2,8,8,8,7,1,3,12,2,3,7,14,12,14,13,12,16,14,15,14,11,12,- -  -,Opt
28094941,Andy Firth,GK,0.84,10,11,8,13,9,10,9,7,6,10,9,11,9,9,10,2,12,1,13,11,7,9,2,2,3,1,7,3,2,3,1,1,9,3,1,7,13,8,8,5,11,11,12,5,13,10,9,- -  -,
2000084119,Luc Rees,GK,1.60,12,9,9,10,8,13,3,6,12,7,14,8,8,14,12,3,10,3,9,6,7,5,5,3,1,2,5,8,1,2,1,3,4,1,2,6,10,5,10,5,10,6,10,8,9,9,10,- -  -,
28100724,Daniel Grimshaw,GK,0.88,11,14,11,13,12,11,12,9,6,10,14,11,16,11,15,2,7,1,13,13,12,11,5,1,1,3,11,9,1,3,3,3,11,4,3,10,14,8,7,14,12,14,13,11,15,13,11,- -  -,
28090964,Marek Rodák,GK,0.87,8,15,15,15,14,9,9,12,11,12,14,12,10,13,13,1,7,1,14,11,5,13,1,3,3,2,10,6,2,1,1,3,14,3,3,10,14,13,14,8,13,13,14,17,15,13,14,- -  -,
29023036,Sam Walker,GK,0.81,8,11,11,14,14,5,9,9,7,11,11,7,11,11,14,4,9,2,10,6,7,7,2,3,1,3,9,5,3,3,1,1,11,2,2,8,17,10,12,8,10,13,15,9,12,8,12,- -  -,
53004955,Ørjan Nyland,GK,1.14,4,11,13,13,15,3,6,8,12,11,12,10,12,12,15,2,12,1,12,11,7,10,1,2,3,2,8,5,5,1,2,3,9,1,1,8,13,13,12,8,12,12,15,8,15,12,13,- -  -,
28058699,Jonny Henly,GK,1.42,9,10,10,11,11,9,8,8,5,8,10,6,7,9,12,2,8,3,9,9,7,9,1,3,3,2,5,3,4,2,1,3,6,1,1,5,14,10,10,7,10,6,9,5,11,7,7,- -  -,
67196252,Koke Vegas,GK,0.92,10,13,11,12,12,9,10,12,12,12,13,12,13,12,12,1,11,3,13,11,9,12,4,3,1,3,9,9,8,3,1,1,11,2,3,9,13,13,12,9,13,12,14,11,14,12,14,- -  -,IPR
28125794,Krisztián Hegyi,GK,1.04,9,14,9,13,14,9,2,6,5,11,13,9,8,12,5,1,5,1,11,6,6,5,3,2,1,3,2,6,1,3,2,1,6,3,3,6,15,11,11,5,13,11,9,8,10,9,9,- -  -,
61028446,Marc McCallum,GK,0.97,6,8,10,15,10,7,7,11,6,9,9,8,10,7,14,9,8,3,8,12,7,10,2,1,1,1,5,5,2,3,2,3,7,3,2,6,14,10,14,8,13,15,13,12,12,10,10,- -  -,
28110718,Will Dennis,GK,0.83,10,11,9,14,10,10,10,12,8,10,13,8,9,10,3,1,4,3,12,5,10,10,3,1,3,1,10,1,6,1,3,2,11,1,2,6,14,9,8,2,12,13,11,3,9,8,8,- -  -,
2002082127,Warren Jenkins,GK,1.17,5,14,7,13,14,4,5,4,10,5,8,5,10,12,7,3,2,1,5,2,4,5,1,1,3,3,1,3,1,1,1,3,2,2,2,5,12,6,10,1,12,8,8,5,8,11,8,- -  -,
61039095,Ross Laidlaw,GK,0.81,4,8,7,16,10,6,10,11,9,11,12,9,11,10,6,4,9,10,11,12,6,13,4,3,2,3,6,8,2,2,1,3,6,3,2,6,14,10,11,6,12,11,12,4,10,10,13,- -  -,
28091347,Freddie Woodman,GK,0.84,10,15,12,14,12,9,11,13,10,13,10,12,15,11,12,5,10,2,16,11,7,10,3,1,1,3,10,5,6,3,2,3,7,2,3,7,13,12,13,8,14,11,13,13,13,12,13,- -  -,Wnt
96075388,Mateusz Lis,GK,1.00,11,12,11,17,10,10,7,9,5,11,12,8,11,10,13,5,12,6,11,9,11,9,3,1,1,2,9,5,4,2,3,2,11,2,3,9,15,12,12,6,12,12,14,16,14,11,11,- -  -,
2002096320,Paul Steinmetz,GK,1.21,9,15,13,9,9,5,2,3,15,6,6,6,4,10,9,3,2,3,5,12,4,7,3,1,1,3,4,3,1,3,1,1,5,2,3,7,10,12,9,5,4,5,5,13,7,7,6,- -  -,
29141011,Will Jääskeläinen,GK,1.00,10,10,13,12,12,12,11,12,10,12,6,8,12,11,12,3,10,6,11,10,10,10,2,1,2,3,8,2,10,3,6,4,8,1,2,10,12,9,13,7,11,10,14,9,14,12,13,- -  -,
35018013,Kevin Trapp,GK,1.06,13,13,13,13,15,9,9,16,8,15,14,16,13,14,12,6,9,2,16,17,8,10,6,2,2,1,11,8,7,1,2,3,11,3,3,10,13,12,10,10,14,12,18,12,17,15,13,- -  -,
37028398,Peter Leeuwenburgh,GK,0.89,9,13,11,17,12,10,12,12,8,10,10,12,10,10,10,7,11,5,13,12,9,11,4,1,3,1,12,8,6,3,2,1,12,2,1,9,15,15,12,6,14,13,12,10,13,10,17,- -  -,
53131627,Kristoffer Klaesson,GK,0.97,11,13,10,16,11,10,10,12,11,11,15,9,10,9,14,9,13,5,13,12,9,8,1,3,3,3,7,6,3,3,3,3,11,2,3,6,17,12,12,11,12,13,12,14,15,12,8,- -  -,Ask
19370048,Andrew,GK,0.87,10,14,11,13,14,12,11,10,11,12,14,9,15,13,13,1,9,3,13,14,12,12,5,3,7,2,10,8,1,3,2,3,15,2,2,9,14,8,12,16,12,11,15,12,15,8,12,- -  -,
59138294,Giorgi Mamardashvili,GK,1.05,11,13,14,18,12,10,13,14,9,12,14,12,13,12,15,1,13,3,12,13,13,12,3,1,3,2,8,6,2,3,1,2,15,1,2,12,17,16,15,12,13,16,14,10,16,13,14,- -  -,
72020546,Bill Hamid,GK,0.82,5,11,13,14,16,7,8,17,12,14,13,10,11,13,12,8,13,11,12,11,11,10,4,1,2,2,9,8,9,2,2,3,10,4,1,8,13,11,11,7,11,12,15,11,15,11,11,- -  -,
43155241,Guglielmo Vicario,GK,1.04,11,14,13,16,14,13,15,15,10,15,14,14,16,12,15,9,13,8,14,12,13,11,4,1,2,3,8,9,8,1,1,3,11,3,3,10,15,14,14,4,14,14,14,11,16,12,14,- -  -,Opt
72056206,Duncan Turnbull,GK,1.50,11,13,7,14,10,8,5,8,12,7,15,6,10,13,12,2,6,2,7,8,5,6,1,2,2,1,2,3,2,1,1,2,11,1,3,2,13,10,6,5,7,9,7,13,13,7,5,- -  -,Inj
43061318,Alberto Paleari,GK,0.84,6,10,12,16,7,8,12,12,10,12,12,11,12,12,12,6,8,3,13,14,9,14,3,2,1,2,10,6,5,1,3,3,12,3,3,6,14,13,13,5,14,13,15,9,14,12,14,- -  -,
29160441,Jack Sims,GK,0.95,10,9,5,6,14,10,1,2,6,7,10,6,11,13,5,1,13,2,8,5,3,4,2,3,1,2,1,6,1,3,3,2,7,3,1,2,11,6,8,5,13,10,6,9,10,11,7,- -  -,
57177195,Mihai Popa,GK,1.59,11,12,11,13,12,11,12,14,13,12,12,11,12,10,15,1,9,2,11,11,10,11,4,3,3,3,10,7,8,2,3,2,11,3,3,10,13,13,13,5,13,11,14,9,14,10,12,- -  -,
43298002,Marco Carnesecchi,GK,0.99,12,15,14,17,15,11,16,14,9,15,11,12,16,13,15,7,14,7,17,13,10,15,2,1,3,2,9,5,5,2,3,2,10,2,2,9,16,17,16,10,16,11,14,13,15,14,14,- -  -,
2002081414,Abulai Mané,GK,1.14,8,11,17,15,15,7,10,12,7,6,12,8,12,11,15,2,13,1,7,8,11,10,2,3,1,2,6,4,1,1,3,2,8,2,2,7,17,9,10,2,10,14,13,14,12,7,11,- -  -,
2000045034,Alfie Brooks,GK,0.90,9,11,11,14,8,9,12,11,5,11,10,10,11,11,14,1,9,1,10,9,10,9,1,1,1,2,9,6,6,3,2,3,10,3,3,9,14,10,10,5,11,12,12,9,12,10,11,- -  -,
2002080643,Ibrahim Barro,GK,1.26,11,13,16,11,13,13,7,10,12,8,14,9,14,13,17,1,15,1,13,11,4,7,3,2,3,3,7,7,1,3,1,3,9,2,3,10,12,12,10,12,14,13,14,9,13,7,13,- -  -,U19
39053441,Patrik Sigurður Gunnarsson,GK,1.00,9,14,13,16,12,10,12,12,11,13,14,15,13,13,15,4,8,5,13,10,11,12,4,2,2,3,8,6,6,2,2,1,12,6,1,9,15,13,14,4,14,12,13,12,13,11,13,- -  -,
85093462,Thomas Didillon,GK,0.99,11,13,15,16,15,11,12,14,14,13,14,13,13,12,12,2,14,2,13,11,10,11,3,2,2,3,8,8,1,2,1,1,10,5,2,8,12,12,12,9,12,12,13,7,14,13,13,- -  -,
70093998,Abdulsamed Damlu,GK,1.00,13,14,12,14,13,12,5,10,11,13,12,13,14,9,14,1,14,1,14,11,12,10,4,3,1,3,2,6,3,2,1,1,12,3,1,6,14,12,13,13,10,10,16,13,11,12,13,- -  -,
2002075051,Frank Romano,GK,1.62,8,12,7,4,11,4,3,2,10,4,7,3,8,11,14,2,2,1,9,6,8,8,3,3,1,1,1,5,1,2,2,2,3,2,1,1,6,5,6,7,13,10,8,16,12,7,5,- -  -,
51016028,Gibrán Lajud,GK,1.11,13,12,11,10,10,12,10,10,7,12,16,11,12,10,16,8,12,2,12,11,9,10,5,1,4,1,9,8,2,1,2,2,10,2,2,9,12,12,12,11,12,13,14,16,13,9,12,- -  -,
2000208266,Rhys Forster,GK,0.94,9,12,11,11,11,11,8,8,14,14,9,7,12,8,12,2,10,2,9,11,7,8,4,2,2,2,8,8,8,2,3,1,7,1,1,7,11,8,6,5,7,6,8,9,11,9,11,- -  -,
98033113,Jonas Omlin,GK,0.99,10,12,11,14,10,9,11,11,8,14,14,13,14,12,12,4,13,1,16,10,7,8,5,1,1,1,9,9,1,3,2,3,12,2,1,7,12,14,13,6,12,13,15,14,16,13,15,- -  -,
43304017,Demba Thiam,GK,0.87,9,10,13,14,13,10,6,12,7,12,13,10,12,14,12,6,9,6,12,7,6,6,4,3,2,2,7,5,5,3,2,1,9,2,1,7,16,11,12,8,13,11,12,12,13,10,10,- -  -,
2000033224,Tom Booth,GK,1.45,5,13,8,10,15,10,12,5,8,11,11,7,9,12,13,3,3,2,7,11,7,18,5,2,3,3,3,7,2,2,3,3,12,3,3,7,12,9,7,5,8,6,8,8,7,14,8,- -  -,
2002084452,Ayoub Nasrollah,GK,1.23,11,10,4,5,6,7,3,3,16,5,6,10,7,6,3,3,10,2,8,7,5,3,1,3,2,2,5,3,2,2,3,2,4,3,3,4,7,8,6,14,8,8,6,8,10,15,4,- -  -,
83111430,Luís Maximiano,GK,0.87,13,14,14,16,12,12,13,12,12,14,14,12,13,13,14,3,10,3,14,13,11,14,4,1,1,1,10,8,7,1,2,1,11,2,1,9,15,12,13,8,15,13,16,11,15,12,13,- -  -,
2002080707,Birger Bungert,GK,1.36,11,12,13,14,14,10,10,10,7,9,15,10,12,14,9,1,15,3,13,7,8,8,3,2,2,2,6,8,1,2,1,2,9,6,2,6,14,13,13,1,18,9,12,10,11,5,12,- -  -,Loa
2002080785,Sébastien Cuenot,GK,1.40,10,12,8,8,5,10,4,4,16,8,9,7,10,5,5,2,7,3,10,6,15,4,2,2,2,2,8,6,2,1,1,2,5,3,3,8,9,6,11,1,11,9,10,20,13,13,8,- -  -,
14006220,Franco Armani,GK,0.94,7,12,11,11,12,6,13,13,12,15,15,16,15,13,14,1,15,1,14,11,8,13,4,3,1,3,7,7,1,3,1,1,8,3,3,7,13,6,9,6,15,10,15,19,10,10,9,- -  -,Ret
14035968,Walter Benítez,GK,1.11,8,12,15,16,15,8,12,16,2,15,15,12,16,12,15,15,15,12,15,15,12,15,6,2,1,3,11,10,6,1,1,1,11,4,3,9,14,16,14,6,15,14,15,9,15,10,13,- -  -,
53085085,Sayouba Mandé,GK,1.23,11,12,11,12,14,10,12,10,13,14,14,11,7,9,10,16,8,2,11,7,13,12,5,3,4,1,10,9,4,5,1,4,8,5,10,6,14,7,9,18,8,8,14,14,16,14,11,- -  -,
57150378,Horaţiu Moldovan,GK,0.68,11,11,11,12,10,10,10,12,10,8,12,12,10,10,12,3,11,2,10,8,9,9,5,2,1,3,5,7,3,2,3,2,15,4,1,8,13,13,12,6,14,13,15,11,15,4,14,- -  -,Trn
18018640,Thomas Kaminski,GK,0.95,10,13,7,14,13,10,11,7,9,12,13,10,13,11,14,10,9,5,10,11,12,13,5,5,8,5,12,6,6,5,12,5,12,5,6,15,11,15,12,13,15,11,16,10,17,14,12,- -  -,
29086822,Liam Roberts,GK,0.81,12,15,8,14,10,12,10,12,10,13,10,11,12,8,12,5,10,8,10,13,10,10,5,2,3,2,8,6,5,2,3,1,8,3,3,9,10,11,10,10,13,13,13,10,15,10,11,- -  -,Wnt
70093833,İrfan Eğribayat,GK,1.13,12,15,9,14,13,11,9,13,14,11,14,12,11,12,9,2,12,3,12,11,8,12,6,2,2,1,11,8,8,2,2,1,13,3,3,12,14,11,9,15,12,12,14,10,16,12,10,- -  -,
29223277,Nathan Broome,GK,0.70,9,12,9,12,15,9,7,8,7,12,11,10,12,15,9,1,3,2,12,8,8,7,3,3,1,1,2,6,1,2,2,2,8,1,2,6,11,11,9,7,11,12,13,5,12,7,9,- -  -,
67178152,Pau López,GK,1.08,12,15,12,13,13,13,11,11,6,14,15,12,15,12,10,5,8,5,14,13,7,12,6,3,1,2,11,11,7,1,6,1,14,4,3,10,10,11,9,7,15,14,15,9,16,14,15,- -  -,Wnt
29233994,Coniah Boyce-Clarke,GK,0.94,11,17,14,15,13,13,11,14,15,13,8,12,13,12,15,2,5,3,17,11,13,11,6,1,3,1,11,8,3,3,1,2,12,3,1,9,16,13,13,9,13,15,15,6,16,8,15,- -  -,
18087914,Mile Svilar,GK,1.02,14,14,12,16,13,13,11,13,14,12,16,13,11,14,15,8,6,5,13,10,11,9,5,2,3,1,12,8,9,2,2,2,13,5,1,13,13,12,11,12,14,15,14,6,16,16,13,- -  -,
51043662,Raúl Gudiño,GK,1.02,12,15,15,16,13,13,12,13,6,14,15,13,9,11,13,5,9,3,15,12,9,16,5,2,1,1,9,10,3,1,3,1,8,3,1,7,17,13,13,12,9,14,13,10,15,14,16,- -  -,
67037306,Joel Robles,GK,1.00,9,12,14,13,10,8,9,13,5,9,10,9,10,10,12,2,10,10,12,10,12,6,5,3,2,1,10,7,9,3,2,2,11,3,1,10,16,16,12,8,15,15,16,11,15,12,16,- -  -,
29217606,Harry Halwax,GK,1.27,10,15,8,14,8,10,4,8,9,10,14,8,10,14,6,2,14,2,8,6,6,5,3,1,2,2,2,7,1,3,3,2,9,1,1,1,14,10,4,5,8,11,11,5,9,8,9,- -  -,
67136579,Paulo Gazzaniga,GK,0.95,7,14,11,17,11,6,12,12,9,12,13,10,12,12,13,6,6,4,13,11,14,12,3,2,3,2,9,5,6,1,2,3,11,2,3,13,15,12,12,5,13,16,14,7,16,12,13,- -  -,
52085913,Liam Hughes,GK,1.40,10,7,8,12,11,6,4,5,12,6,15,7,9,14,16,3,11,1,10,6,8,7,2,1,2,2,2,7,1,3,2,1,10,3,2,4,15,13,10,5,10,10,7,6,9,9,8,- -  -,Opt
78080745,Sebastián Lentinelly,GK,1.04,12,15,12,12,12,12,10,10,8,12,13,11,12,16,16,3,14,2,11,11,14,10,5,3,1,2,9,9,1,3,3,2,9,3,1,10,11,9,12,6,10,9,13,13,15,14,14,- -  -,
29087736,Matt Macey,GK,0.71,7,10,13,19,13,6,12,14,8,12,14,10,12,11,16,2,7,3,12,12,6,10,1,3,3,2,7,2,6,1,2,1,5,3,1,5,17,14,9,5,14,10,15,7,11,9,10,- -  -,
29243904,Jordan Gillmore,GK,1.09,6,12,4,12,9,2,1,5,6,7,15,9,7,12,8,3,6,1,5,4,3,2,3,2,2,2,1,5,1,2,3,3,6,2,2,1,14,8,9,5,10,8,6,8,9,9,7,- -  -,
61042644,Danny Rogers,GK,1.04,9,12,9,11,15,7,14,10,5,11,12,12,12,10,16,2,9,1,12,14,8,9,3,2,3,3,8,5,5,2,3,1,8,1,3,7,11,9,12,2,12,9,11,10,12,5,12,- -  -,
2002083789,Chris Stewart,GK,1.21,8,10,7,12,15,7,5,5,13,8,5,5,11,6,10,3,9,3,6,5,6,5,2,2,2,3,6,5,1,1,2,2,5,2,2,7,9,6,12,2,13,8,9,5,13,9,9,- -  -,
82084819,Vino Barclett,GK,1.00,6,7,9,9,17,9,7,7,15,14,9,8,12,15,5,2,5,2,8,9,8,8,2,1,3,1,5,6,1,2,2,2,10,3,3,7,12,10,10,5,13,14,7,9,15,7,9,- -  -,
89065344,Carl Rushworth,GK,0.87,9,13,12,16,11,10,16,12,11,13,12,13,12,13,9,3,12,1,13,6,10,11,2,1,1,2,8,5,1,1,3,3,13,1,1,8,15,12,13,9,14,14,16,10,14,11,14,- -  -,
28085753,Lawrence Vigouroux,GK,1.10,12,12,11,13,15,10,12,13,15,12,12,9,10,10,12,3,14,3,12,11,14,10,3,1,1,1,9,4,7,2,3,3,9,2,1,14,13,11,10,15,11,15,14,10,13,14,14,- -  -,
2000049988,Ben Coley,GK,1.04,10,9,8,15,12,7,7,9,7,7,11,7,10,15,8,3,4,2,7,7,7,6,2,2,3,1,2,6,1,3,1,1,4,2,3,5,14,11,6,5,8,14,6,9,9,12,7,- -  -,
29123126,Jake Eastwood,GK,0.95,10,15,13,17,8,7,14,12,14,12,13,9,11,9,10,1,4,2,13,12,9,13,4,1,1,3,9,6,1,1,2,1,10,3,1,9,15,11,11,4,10,13,12,7,14,6,12,- -  -,
91008163,Richard Strebinger,GK,1.09,8,12,14,16,13,8,13,13,8,11,11,10,12,12,13,14,14,1,14,15,9,14,1,1,2,1,9,1,8,6,7,3,9,6,5,10,12,14,13,13,14,7,15,8,14,11,16,- -  -,
19226731,Daniel,GK,1.24,10,9,13,13,13,9,12,13,15,11,12,12,14,11,12,1,13,1,12,13,9,12,4,3,3,1,9,6,4,2,1,2,12,3,1,10,13,12,14,10,12,14,14,9,13,10,13,- -  -,
223131,Tarek Najia,GK,1.39,8,8,10,12,9,8,10,9,8,9,10,8,9,14,5,2,14,2,11,7,6,6,2,3,1,2,4,4,1,3,2,3,8,3,3,3,13,8,7,8,8,9,6,5,6,7,5,- -  -,
86046422,Joel Graterol,GK,1.78,9,12,9,10,10,9,9,10,8,12,13,9,10,11,13,1,14,9,10,10,8,9,1,1,1,3,6,2,9,3,2,2,8,2,2,8,12,12,12,13,11,11,11,12,13,13,9,- -  -,
67199250,Miquel Parera,GK,1.32,13,14,12,10,16,13,5,11,11,12,16,12,13,12,12,3,11,3,12,12,13,10,3,1,2,2,10,5,3,2,2,1,11,2,3,8,10,11,12,6,12,13,16,9,14,10,14,- -  -,
