Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
George Moncur,M/AM (LC),6.87,6.87,11,13,2,13,11,7,13,10,2,3,1,7,11,13,11,3,12,8,7,6,13,10,3,8,7,1,14,14,13,11,2,11,12,10,11,11,10,12,2,3,9,12,10,12,11,1,- -  -,,11
Ayoub Assal,"AM (RLC), ST (C)",6.87,6.87,15,11,1,13,8,9,5,12,2,1,3,7,6,9,15,2,12,15,5,4,7,4,2,4,5,3,6,14,11,9,1,11,14,9,7,5,6,7,2,2,10,12,10,14,13,3,- -  -,Inj,15
Rob Hall,"AM (RLC), ST (C)",6.86,6.86,11,10,1,14,10,7,8,11,1,3,1,8,7,11,10,1,12,11,7,8,13,8,3,7,7,1,15,14,13,11,2,14,13,9,13,14,10,12,1,1,8,10,11,10,8,3,- -  -,,10
Noah Chilvers,M/AM (RLC),6.86,6.86,12,10,3,12,12,8,9,12,2,2,2,9,12,11,11,1,12,15,7,3,12,10,2,4,5,3,11,10,11,11,1,12,15,10,10,12,11,11,4,1,5,11,10,10,6,3,- -  -,,12
Stan Flaherty,"M/AM (RC), ST (C)",6.86,6.86,9,9,3,14,9,7,2,8,3,1,1,7,6,9,11,2,8,13,7,3,9,13,3,5,5,2,7,12,10,12,1,13,13,9,7,7,9,9,1,3,8,6,10,13,10,1,- -  -,,12
Rhys Hughes,"M (C), AM (RLC)",6.86,6.86,12,10,1,9,11,7,8,12,1,3,2,10,7,9,12,3,14,13,9,4,9,10,1,11,7,1,11,14,9,7,2,8,13,10,9,10,6,10,3,2,8,9,9,9,7,3,- -  -,,13
Marc Leonard,"DM, M/AM (C)",6.86,6.86,13,11,2,11,14,10,11,14,2,1,3,12,7,10,12,3,12,12,7,6,8,10,3,9,7,2,7,9,11,8,3,9,13,11,8,8,12,10,4,1,11,11,12,11,12,2,- -  -,,13
Max Kretzschmar,M/AM (C),6.85,6.85,13,10,2,10,12,9,6,12,3,1,3,7,15,10,9,2,9,12,5,3,9,12,2,7,8,3,12,13,11,9,2,11,10,10,9,13,7,14,3,1,12,8,12,10,7,2,- -  -,,9
Dennon Lewis,"WB/M (L), AM (LC), ST (C)",6.85,6.85,10,7,2,5,9,5,6,11,1,2,2,7,12,8,12,2,9,12,4,3,9,7,3,7,8,3,5,10,4,6,2,7,9,9,8,5,9,8,4,3,7,7,7,11,7,1,- -  -,,13
Joe Sbarra,"M (C), AM (LC), ST (C)",6.85,6.85,11,12,3,11,12,3,6,13,1,2,1,5,9,13,12,3,10,13,5,4,10,6,3,9,7,2,8,12,11,11,2,12,10,9,11,11,9,11,3,1,3,9,10,12,11,3,- -  -,,12
Dion McGhee,M/AM (RC),6.85,6.85,14,12,1,13,15,8,4,8,2,1,2,7,10,13,12,2,9,14,6,5,7,5,1,4,2,2,13,12,12,8,1,6,14,10,11,15,9,8,1,1,5,7,9,13,4,4,- -  -,,12
Tom Knowles,"M/AM (RLC), ST (C)",6.85,6.85,12,9,2,9,9,8,7,14,3,1,2,6,6,8,11,3,9,12,5,11,9,8,1,11,7,2,8,9,8,9,2,10,14,8,9,6,10,8,1,2,10,8,11,10,11,2,- -  -,,13
Mauro Bandeira,"DM, M/AM (C)",6.84,6.84,15,12,1,11,16,10,10,11,3,1,3,9,4,11,12,1,10,16,6,2,13,12,1,15,10,2,9,12,14,12,2,11,18,8,10,9,9,10,3,4,9,9,13,9,14,3,- -  -,,12
Brahima Diarra,"M (C), AM (RC)",6.84,6.84,14,12,1,11,10,8,8,14,1,1,2,7,5,9,13,1,10,12,8,5,6,4,1,8,6,3,8,12,11,8,1,12,16,8,6,6,11,8,3,2,7,10,11,10,13,1,- -  -,Set,12
Odin Bailey,"M (R), AM (RLC), ST (C)",6.84,6.84,10,10,1,12,9,6,10,12,4,2,1,7,7,12,11,3,11,10,8,7,10,8,4,8,7,1,7,10,12,12,3,14,12,11,9,8,8,11,2,2,11,10,9,13,10,3,- -  -,,12
Egli Kaja,"M (R), AM (RC)",6.84,6.84,13,9,1,11,11,6,9,10,3,1,4,4,10,10,11,1,12,8,5,7,8,4,2,7,5,3,6,9,9,9,3,13,9,7,13,7,5,8,3,4,12,8,8,13,11,3,- -  -,Wnt,12
Liam Mandeville,"M (R), AM (RLC)",6.83,6.83,10,12,4,12,12,6,9,8,3,3,4,7,11,10,12,2,12,14,5,4,12,3,1,9,8,3,11,14,12,10,1,11,15,10,11,10,7,11,2,2,5,9,10,12,4,2,- -  -,,12
Luke Burgess,"DM, M (C), AM (RC)",6.83,6.83,11,11,2,12,10,7,6,10,2,1,3,6,8,10,10,3,9,9,4,4,8,5,3,6,5,1,7,13,11,9,1,13,8,8,7,7,7,9,1,1,7,8,8,13,9,1,- -  -,Ask,12
Shaq Forde,"AM (C), ST (C)",6.83,6.83,9,13,2,7,8,6,7,8,4,2,2,8,5,8,14,2,10,12,6,3,9,8,1,13,10,1,7,7,12,12,1,11,12,14,5,7,9,8,3,2,4,4,11,13,6,3,- -  -,,13
Omari Forson,"M (LC), AM (RC)",6.83,6.83,12,12,1,13,8,4,7,11,3,2,1,5,8,13,14,2,13,14,2,1,10,4,2,6,4,1,9,15,15,11,3,13,10,10,8,7,8,13,2,3,7,10,11,13,8,3,- -  -,,14
Stevie Mallan,M/AM (C),6.83,6.83,13,14,3,13,13,8,11,13,2,3,2,7,12,12,10,1,14,12,8,5,13,10,1,8,5,3,14,13,11,9,1,11,13,12,11,12,10,13,1,1,10,10,13,11,11,3,- -  -,,11
Angelo Cappello,"M (C), AM (RLC), ST (C)",6.83,6.83,11,11,2,7,10,4,3,11,1,1,1,7,7,7,12,1,8,7,7,6,4,5,4,5,4,1,5,9,6,8,2,9,3,13,10,9,9,7,3,1,4,8,10,10,12,1,- -  -,Loa,13
Sam Matthews,"M (RC), AM (RLC)",6.83,6.83,11,13,2,11,9,9,9,12,2,1,2,7,8,14,11,1,10,14,7,2,9,6,1,8,4,2,13,11,10,8,2,12,14,9,12,14,8,10,2,2,9,10,11,11,7,2,- -  -,,12
Rico Patterson,"M (C), AM (RLC)",6.83,6.83,10,10,1,10,10,8,9,10,2,3,3,8,8,11,11,1,10,10,7,7,9,8,3,10,9,4,9,11,10,9,2,11,11,10,11,9,10,10,3,1,12,11,9,9,11,1,- -  -,,11
Keiran Evans,AM (RLC),6.83,6.83,10,10,3,13,10,6,8,9,2,3,3,6,9,8,9,2,10,7,5,6,10,7,3,6,5,3,8,16,13,11,1,14,10,8,11,13,6,12,4,1,8,15,8,13,10,1,- -  -,Lst,12
Connor Lemonheigh-Evans,"M/AM (C), ST (C)",6.82,6.82,12,12,1,12,10,8,8,12,3,1,1,9,6,12,12,1,13,14,8,3,8,6,2,8,7,2,5,10,11,11,1,12,12,11,9,9,9,11,2,3,5,11,10,12,8,2,- -  -,,12
Connor Malley,"DM, M/AM (C)",6.82,6.82,8,12,3,14,9,9,10,12,2,3,2,6,8,12,10,2,8,11,6,5,10,10,2,6,6,3,11,10,11,9,2,12,8,10,11,8,9,10,2,2,10,9,11,12,6,3,- -  -,,9
Harvey Maudner,M/AM (RLC),6.82,6.82,9,6,1,9,8,9,5,8,3,3,1,4,5,10,11,2,12,9,7,7,11,5,2,8,7,1,7,13,14,10,1,14,15,10,10,7,8,9,4,1,5,14,8,11,9,1,- -  -,,9
Otis Khan,"D/WB/M (R), AM (RLC)",6.81,6.81,9,10,1,11,8,7,6,11,3,1,2,7,10,10,10,3,10,10,5,2,10,4,1,7,5,2,13,13,10,8,1,11,13,8,11,10,8,9,4,3,8,10,9,12,10,3,- -  -,,12
Ben Knight,"M (C), AM (RLC), ST (C)",6.81,6.81,10,7,3,12,9,8,4,11,2,3,2,9,4,11,14,1,13,9,8,8,8,11,3,4,8,3,8,13,14,11,1,11,5,8,12,8,9,10,2,1,8,12,11,13,11,4,- -  -,,12
Jamie Thomas,"AM (C), ST (C)",6.81,6.81,7,11,3,11,9,8,10,7,1,2,1,5,13,12,8,2,12,8,4,3,12,5,2,9,7,1,11,11,13,11,3,10,12,9,10,8,7,13,3,3,7,10,11,12,8,1,- -  -,,8
Jake Hesketh,M/AM (RLC),6.80,6.80,12,11,3,13,10,10,3,11,1,2,3,5,9,13,10,1,9,12,9,7,9,8,3,7,8,2,8,13,12,8,3,13,11,10,11,8,9,11,2,3,13,7,10,11,16,4,- -  -,Inj,10
Sam Barratt,"M/AM (RLC), ST (C)",6.80,6.80,13,8,1,13,9,4,7,8,3,1,2,9,7,9,8,3,10,7,4,14,9,7,3,9,8,2,12,13,9,10,1,10,11,10,10,11,8,9,2,3,3,9,11,10,3,4,- -  -,Inj,10
James Tilley,"M/AM (RLC), ST (C)",6.80,6.80,10,11,1,9,9,8,9,9,3,3,1,7,8,9,12,3,9,13,5,4,12,5,3,8,7,2,8,15,10,10,1,13,12,8,11,8,9,11,1,1,9,10,7,11,8,1,- -  -,,12
Ángelo Balanta,"M/AM (C), ST (C)",6.80,6.80,6,10,3,14,7,4,7,9,1,3,2,6,9,11,8,2,12,11,4,6,10,3,1,8,10,3,9,15,15,12,1,12,4,8,11,11,7,6,1,2,4,10,10,8,2,3,- -  -,,8
Isaac Hutchinson,M/AM (LC),6.79,6.79,13,11,2,12,12,7,9,11,3,2,3,9,9,11,12,3,13,10,7,4,10,8,1,10,5,2,13,12,12,10,3,12,12,10,10,9,10,8,3,2,8,10,10,11,6,3,- -  -,Wnt,12
Tom Crawford,"DM, M/AM (C)",6.78,6.78,15,12,2,11,13,9,8,13,2,2,3,10,12,11,10,2,10,12,8,3,6,9,2,10,8,2,8,11,10,8,2,11,12,13,9,6,10,11,2,1,10,11,10,10,12,3,- -  -,,10
Harry Leonard,"AM (RLC), ST (C)",6.78,6.78,12,11,3,10,12,5,9,11,3,2,1,10,12,11,12,3,11,13,6,3,11,7,3,10,8,1,13,8,11,13,1,9,14,11,7,4,7,12,1,2,9,12,13,12,8,4,- -  -,,12
Jamie Walker,"M (L), AM (RLC), ST (C)",6.78,6.78,10,12,3,13,12,8,10,12,1,2,3,9,15,11,10,1,13,12,6,5,13,10,3,9,7,1,11,14,12,13,3,12,10,11,12,12,9,12,3,1,10,13,12,10,8,2,- -  -,,12
Elliot Simões,"AM (LC), ST (C)",6.78,6.78,10,9,1,12,10,5,9,10,2,3,1,4,11,9,14,2,10,11,5,3,9,5,2,8,8,1,8,12,11,10,2,12,12,7,10,8,4,11,1,3,7,11,7,13,10,3,- -  -,Wnt,15
Harry Chapman,"M (L), AM (RLC)",6.77,6.77,11,12,1,13,9,4,8,12,2,2,3,6,9,11,13,1,11,12,4,1,11,7,1,7,5,2,11,13,11,10,1,12,11,7,11,9,10,12,2,1,12,10,11,12,12,3,- -  -,,13
Paul Smyth,AM (RLC),6.77,6.77,11,8,3,12,9,7,7,8,2,2,1,6,10,10,13,1,10,10,6,10,12,5,1,8,4,1,8,13,12,11,3,13,14,10,8,7,8,10,3,4,12,9,10,15,10,2,- -  -,Wnt,16
Jason Adigun,M/AM (C),6.77,6.77,9,11,2,13,13,8,5,7,2,2,3,9,2,11,10,1,6,11,8,1,4,10,2,12,6,2,7,12,14,9,3,12,17,15,8,8,9,10,2,4,8,9,11,11,14,2,- -  -,Int,11
Zak Gilsenan,"M (C), AM (RLC), ST (C)",6.77,6.77,9,12,1,12,9,5,7,11,3,3,3,7,10,9,11,3,9,9,3,4,6,4,1,6,5,3,9,11,11,8,3,11,8,10,10,9,7,10,2,1,4,10,10,10,5,2,- -  -,,12
Donell Thomas,"M (C), AM (RLC)",6.77,6.77,10,10,2,11,9,4,8,9,4,1,2,7,7,10,11,1,9,12,4,4,9,3,1,13,6,1,7,12,10,9,2,11,11,8,8,8,7,9,3,1,7,11,7,11,6,3,- -  -,Loa,12
Omar Mussa,"M/AM (C), ST (C)",6.77,6.77,11,11,4,13,11,6,8,12,3,1,1,9,5,11,12,3,9,12,6,4,9,5,2,5,6,3,11,12,11,8,1,10,9,12,8,11,8,9,1,3,8,8,8,9,5,3,- -  -,Lst,10
Paul Glatzel,"AM (RLC), ST (C)",6.76,6.76,11,11,4,12,8,5,9,11,3,2,3,10,9,11,13,4,11,10,5,4,8,8,2,7,8,1,8,11,12,11,3,11,16,10,8,5,8,11,2,3,14,9,12,12,8,3,- -  -,,13
Louis Dennis,"M (RL), AM (RLC), ST (C)",6.76,6.76,6,9,3,11,7,3,6,7,1,2,1,11,10,10,13,1,10,9,3,5,14,4,2,12,8,3,11,13,10,11,1,12,9,10,10,8,4,8,2,3,4,12,8,12,4,3,- -  -,Wnt,13
George Williams,"M (R), AM (RLC), ST (C)",6.76,6.76,11,11,3,10,9,5,8,9,1,3,1,8,11,9,10,2,11,15,5,4,7,8,3,7,7,3,11,14,9,10,2,11,14,8,11,11,8,8,2,2,5,10,7,12,8,2,- -  -,Frt,12
James McShane,"AM (RLC), ST (C)",6.75,6.75,14,10,2,11,13,4,8,6,1,3,3,7,10,9,12,3,12,12,5,4,8,8,4,8,10,3,7,8,9,12,3,9,10,10,8,8,8,12,3,1,11,8,8,9,12,2,- -  -,,10
Nathan Moriah-Welsh,"D (R), M/AM (RC)",6.74,6.74,10,11,2,8,10,6,9,12,1,2,2,11,6,9,13,3,10,12,6,5,12,13,2,7,6,3,9,12,9,8,2,10,12,10,5,8,10,9,2,1,9,9,10,11,7,1,- -  -,,14
Alex Newby,"M (C), AM (RLC), ST (C)",6.73,6.73,10,10,3,11,8,4,7,10,3,2,1,5,9,11,12,1,11,8,5,5,10,6,1,6,6,2,11,12,11,10,3,12,11,7,10,8,7,11,2,3,7,11,9,12,5,1,- -  -,,12
Chay Cooper,AM (RLC),6.73,6.73,10,11,1,11,10,6,8,8,2,2,2,7,10,11,11,1,9,15,5,4,11,6,1,8,5,2,8,12,10,10,1,12,12,9,9,8,8,11,3,3,6,10,9,10,9,1,- -  -,,12
Idris Kanu,"AM (RC), ST (C)",6.73,6.73,8,8,3,10,9,8,10,13,2,1,3,8,10,8,13,3,11,13,5,5,8,6,2,10,8,2,5,13,8,8,3,13,14,6,8,5,8,10,2,1,8,13,8,14,8,2,- -  -,,13
John Rooney,M/AM (C),6.73,6.73,10,12,1,14,7,8,11,9,3,1,3,7,12,12,7,4,11,12,7,6,13,11,1,8,7,1,13,11,12,10,1,10,15,9,10,11,8,12,2,2,11,11,12,9,14,3,- -  -,,8
Will Swan,"AM (C), ST (C)",6.73,6.73,12,10,1,11,9,9,11,11,2,2,1,5,10,11,13,2,12,10,3,3,6,8,3,10,10,1,8,10,9,10,2,10,9,9,8,7,8,10,1,2,11,11,11,10,9,1,- -  -,,11
Zain Westbrooke,M/AM (C),6.72,6.72,6,13,1,13,12,7,7,11,3,2,1,8,7,13,10,2,13,11,6,4,13,8,1,9,8,3,12,9,11,10,3,11,7,13,10,12,12,13,3,3,8,8,12,9,7,3,- -  -,,11
Sonny Hilton,"WB (R), M/AM (RC)",6.72,6.72,11,9,2,10,10,11,7,10,2,3,3,7,9,11,12,1,9,14,8,4,11,11,3,6,9,2,11,10,9,12,2,10,10,8,11,10,6,9,1,3,4,10,10,11,9,1,- -  -,,13
Daniel Chesters,M/AM (RLC),6.72,6.72,13,10,1,12,9,8,7,6,1,3,3,8,5,11,14,1,13,15,8,6,8,7,1,10,7,1,9,11,12,8,2,12,7,10,11,9,8,10,2,1,8,12,10,13,7,2,- -  -,Inj,14
Zanda Siziba,"DM, M/AM (RLC)",6.71,6.71,12,10,2,11,7,6,4,10,3,1,3,7,5,12,12,3,8,15,6,6,8,11,1,5,6,1,6,14,10,8,3,12,5,11,10,7,5,11,1,2,8,8,8,11,10,1,- -  -,Int,11
Ben Reeves,"DM, M (C), AM (LC)",6.71,6.71,12,10,4,13,10,8,7,12,2,1,3,9,5,11,9,1,11,9,5,4,10,7,1,4,6,2,10,13,12,10,2,9,12,9,10,11,9,12,2,2,10,10,10,9,6,4,- -  -,Opt,8
Armando Dobra,AM (RLC),6.71,6.71,11,10,1,10,10,4,10,10,2,2,1,7,7,9,12,1,8,11,4,4,8,5,1,5,5,2,7,13,10,8,1,14,14,9,8,7,9,11,1,2,13,16,11,13,12,1,- -  -,,13
Callum Ainley,"AM (RLC), ST (C)",6.71,6.71,13,11,2,12,12,5,7,10,3,1,1,6,7,12,12,2,13,13,6,5,8,5,3,8,6,3,7,16,12,7,1,12,14,10,7,5,10,9,2,4,8,13,9,10,8,1,- -  -,Wnt,11
Jack Wood,"M (C), AM (RC)",6.70,6.70,7,8,2,14,7,5,1,7,2,3,2,6,5,12,13,1,7,12,4,1,5,9,3,1,5,2,5,13,9,9,3,7,9,8,7,4,6,7,3,1,5,7,5,14,7,1,- -  -,Loa,13
Rafiq Khaleel,"M (C), AM (RC)",6.69,6.69,9,11,1,12,8,5,8,14,1,4,1,6,8,9,12,3,8,13,5,2,7,7,1,7,5,2,8,14,7,7,1,11,12,10,8,6,7,10,4,3,6,8,8,12,5,1,- -  -,Loa,13
Ricky Aguiar,"M (C), AM (RC)",6.67,6.67,11,8,3,10,10,5,7,10,1,2,3,6,5,9,13,1,8,11,4,1,9,6,2,8,6,2,8,10,10,8,2,9,7,9,8,6,7,8,2,2,10,11,9,11,9,3,- -  -,Loa,13
Josh Kelly,"AM (LC), ST (C)",6.67,6.67,7,8,2,13,12,3,8,12,4,3,3,3,7,7,12,1,12,8,3,1,10,5,1,8,3,2,5,8,12,12,1,13,7,7,7,3,7,9,2,1,4,10,9,13,7,2,- -  -,,12
Paul Lewis,M/AM (C),6.66,6.66,10,13,2,10,10,10,10,12,4,1,1,10,9,13,10,2,12,13,10,8,13,10,1,10,10,1,10,12,10,13,2,10,12,8,10,10,10,12,2,2,12,10,10,10,12,3,- -  -,,10
Danny Cashman,"AM (C), ST (C)",6.66,6.66,13,11,1,12,7,6,9,11,2,1,3,6,9,11,13,1,9,11,5,5,8,7,4,8,8,2,6,10,10,10,1,11,10,7,10,6,9,7,3,3,10,11,8,12,13,3,- -  -,,13
Josh McQuoid,M/AM (C),6.66,6.66,11,10,4,10,12,4,9,8,3,1,3,6,10,9,9,3,10,12,5,4,8,13,2,8,8,3,6,9,9,8,1,11,12,8,9,6,10,11,3,3,8,9,10,12,10,1,- -  -,Trn,13
Rhys Browne,"AM (LC), ST (C)",6.66,6.66,12,9,1,11,11,5,9,8,1,1,1,5,9,10,11,3,10,7,5,5,7,6,4,8,8,3,5,13,11,8,3,12,10,7,7,7,9,9,2,3,10,9,8,10,9,2,- -  -,Lst,13
Ronan Maher,"M/AM (C), ST (C)",6.66,6.66,12,12,3,12,12,7,10,11,2,3,3,10,6,9,13,2,10,12,6,6,10,2,2,9,9,3,12,14,9,9,2,11,12,8,9,9,9,10,1,2,12,12,9,11,16,2,- -  -,Loa,12
Nathan Ferguson,M/AM (C),6.65,6.65,6,9,3,9,8,9,13,11,3,2,2,8,9,11,9,2,10,14,8,6,13,9,3,11,10,1,8,12,9,12,2,10,11,11,8,6,10,9,4,2,12,10,9,12,13,3,- -  -,Ask,10
Gavan Holohan,M/AM (C),6.64,6.64,14,11,2,12,12,8,11,13,3,2,2,8,9,13,11,2,12,13,8,6,11,9,2,9,9,3,8,14,11,10,2,11,13,11,8,5,9,11,1,1,11,12,8,10,10,2,- -  -,Wnt,11
James Waite,"M (C), AM (RLC), ST (C)",6.60,6.60,11,8,2,10,12,6,6,10,1,2,2,6,10,11,10,2,9,10,9,5,11,13,1,5,4,3,10,10,10,8,1,10,10,9,9,8,8,9,1,2,13,7,8,13,12,1,- -  -,,9
