Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Joel Taylor,D/WB (L),6.92,6.92,14,10,2,11,10,11,9,10,3,2,3,12,2,10,14,4,11,6,9,15,7,5,2,8,6,3,6,6,9,3,1,9,15,10,11,2,11,10,1,3,8,10,12,7,5,2,- -  -,Wnt,14
Reece Hannam,D/WB (L),6.92,6.92,12,7,1,10,11,10,9,14,2,2,3,10,6,10,13,2,11,14,9,10,9,6,3,13,8,1,3,3,9,2,2,9,8,9,11,5,10,8,2,4,9,11,8,10,11,3,- -  -,,14
Brad Halliday,D/WB (R),6.92,6.92,14,8,1,9,13,10,11,14,3,1,3,11,6,12,11,3,11,15,11,9,9,8,2,10,9,1,4,9,8,8,2,10,12,9,11,6,11,10,1,2,11,12,10,11,14,2,- -  -,,11
John Johnson,"D (RC), DM",6.91,6.91,14,4,3,7,10,13,10,9,1,2,2,12,9,9,11,1,8,10,12,12,10,13,3,12,13,2,4,8,7,10,4,11,15,9,6,4,8,7,2,1,16,9,8,7,10,2,- -  -,,10
Jordan Hackett,D/WB (L),6.91,6.91,14,10,4,13,14,12,14,10,1,2,3,12,6,11,13,3,11,13,10,11,7,11,2,12,12,2,5,5,8,6,1,11,14,11,13,7,10,12,3,3,11,8,10,11,13,1,- -  -,Inj,12
Lewis Payne,"D (RC), WB (R)",6.91,6.91,14,6,3,11,14,11,8,13,3,4,2,6,4,14,12,1,11,13,10,4,6,7,2,14,10,1,3,7,12,8,3,14,18,11,13,6,6,9,3,2,9,7,9,13,10,4,- -  -,,16
Mason O'Malley,D/WB/AM (L),6.91,6.91,12,9,1,8,13,12,9,11,3,4,2,12,5,11,12,1,6,11,9,5,6,5,3,9,10,2,13,10,9,7,3,8,7,9,12,15,12,12,2,2,10,8,10,10,9,3,- -  -,,12
Ibou Touray,"D (LC), WB (L)",6.91,6.91,13,9,2,11,12,12,12,14,2,2,3,10,11,10,12,1,10,17,10,12,8,11,3,10,10,4,10,11,10,7,1,10,15,10,9,9,10,12,3,2,10,12,10,13,13,3,- -  -,,11
John Clarke,D/WB (L),6.90,6.90,15,7,3,8,12,9,10,14,3,2,2,10,5,9,13,1,10,14,9,11,6,8,3,10,10,1,11,5,10,5,1,8,12,7,9,6,8,8,4,3,12,10,8,11,13,2,- -  -,,15
Joe Kizzi,"D (RC), WB (R)",6.90,6.90,14,10,4,9,14,12,12,12,3,2,1,11,7,9,11,3,12,10,10,9,7,10,3,13,12,1,10,9,9,9,1,9,12,10,12,8,10,10,2,1,13,9,10,9,11,1,- -  -,,10
Tylor Golden,"D (RL), WB (R)",6.90,6.90,14,8,3,9,14,11,11,13,4,3,1,10,6,9,10,2,8,15,10,10,8,10,1,9,10,2,7,6,9,6,1,7,14,8,7,6,10,10,2,2,11,11,10,9,12,2,- -  -,Wnt,10
Nathan Ralph,D/WB (L),6.90,6.90,13,10,1,11,13,12,11,10,2,1,2,12,9,12,11,1,9,12,12,7,9,6,2,14,12,2,7,10,12,7,2,9,13,10,10,10,8,12,2,3,10,8,12,10,6,1,- -  -,,11
Ryan Clampin,D/WB (L),6.90,6.90,14,10,1,10,11,10,11,11,2,3,2,10,8,10,13,3,11,14,12,6,9,5,3,12,10,1,8,11,11,6,1,11,12,11,11,8,11,9,1,2,10,10,12,11,14,4,- -  -,,12
Ben Coker,D/WB (L),6.89,6.89,12,10,1,12,12,10,8,12,2,4,2,10,9,11,9,4,12,10,9,4,8,9,1,9,7,2,11,9,10,6,3,10,15,11,12,9,10,12,3,1,10,11,10,9,5,3,- -  -,,7
Sam Minihan,D/WB (R),6.89,6.89,15,8,1,8,14,12,11,12,2,1,2,10,4,9,11,2,10,13,11,8,6,10,1,10,8,2,6,9,10,6,2,10,15,8,9,6,9,9,2,3,13,11,9,10,14,2,- -  -,,11
Mickey Demetriou,D (LC),6.89,6.89,16,9,2,12,14,11,10,11,2,1,1,13,6,11,9,1,12,12,11,12,6,9,4,12,13,2,11,8,9,6,2,10,15,10,11,8,14,11,3,2,12,10,12,9,6,1,- -  -,Opt,8
Jeff King,D/WB (R),6.89,6.89,12,12,3,10,10,12,11,12,1,4,1,12,7,10,12,2,11,13,10,7,11,9,1,8,9,1,13,9,8,9,2,10,16,9,11,12,10,10,1,3,9,11,9,9,14,3,- -  -,,11
George Fowler,"D (RC), WB (R)",6.89,6.89,10,10,4,7,9,11,11,12,2,2,3,8,1,7,10,2,7,11,8,7,6,9,1,12,11,1,5,6,8,3,2,5,13,9,4,6,11,11,3,2,11,11,11,9,8,4,- -  -,,10
Akin Odimayo,"D (RC), WB (R), DM",6.89,6.89,9,9,2,8,8,12,13,13,1,2,2,12,5,12,15,2,9,12,12,6,6,13,4,12,13,1,5,3,11,8,2,9,12,11,10,7,10,8,3,1,11,11,10,11,8,1,- -  -,,13
Kyle Knoyle,D/WB (R),6.88,6.88,12,11,1,11,11,9,12,14,1,3,3,12,5,11,12,1,12,13,10,5,7,16,3,8,10,3,6,6,10,7,2,12,11,11,11,7,13,11,2,3,12,11,12,11,8,3,- -  -,,11
Jayden Sweeney,D/WB (L),6.88,6.88,12,6,1,10,12,11,9,13,2,2,2,11,3,10,12,2,7,13,9,8,4,6,4,10,6,3,3,8,10,4,3,7,17,10,9,5,10,9,2,1,9,10,8,11,8,2,- -  -,,13
Rémy Clerima,"D (RC), WB/M/AM (R)",6.88,6.88,11,7,1,8,10,9,11,10,2,2,1,9,5,8,10,2,7,13,9,5,4,10,2,13,10,2,5,9,8,7,2,7,12,10,6,5,10,10,3,2,9,9,10,9,12,2,- -  -,Trn,10
Nick Tsaroulla,D/WB/M/AM (L),6.88,6.88,14,9,3,12,12,11,7,11,3,3,1,9,7,11,12,2,12,11,9,5,7,7,4,7,8,1,7,13,10,8,1,12,14,8,12,9,7,10,3,2,8,11,10,12,10,2,- -  -,Wnt,13
Aaron McGowan,"D (RL), WB (R)",6.87,6.87,15,10,3,10,15,12,12,12,1,1,1,13,5,8,12,3,12,15,10,12,8,13,3,10,10,1,8,5,8,5,2,10,12,12,8,8,13,12,1,3,12,10,12,10,13,3,- -  -,,10
Matty Foulds,D (LC),6.87,6.87,13,10,3,9,11,12,11,12,3,2,4,11,4,10,12,2,11,12,10,11,9,8,2,13,10,2,4,4,8,4,3,8,13,8,9,6,9,10,2,3,10,11,12,12,8,2,- -  -,,12
Sam Habergham,"D (LC), WB (L)",6.87,6.87,9,7,1,9,9,12,12,9,1,3,2,12,4,9,8,3,7,8,12,15,10,11,3,11,8,1,13,8,9,5,2,8,11,11,12,13,11,9,2,3,8,11,9,9,7,3,- -  -,Wnt,9
Elliott Johnson,D (LC),6.87,6.87,12,7,2,10,12,11,11,11,3,3,3,12,5,10,9,1,9,12,11,5,7,6,3,10,10,1,5,5,10,5,1,9,11,10,10,5,11,10,2,3,13,10,10,10,10,4,- -  -,,10
Josh Debayo,D (L),6.87,6.87,11,8,3,8,10,9,13,10,2,3,3,10,3,8,14,2,10,8,7,9,7,3,1,10,10,2,7,8,10,6,3,9,10,10,10,6,10,8,1,1,11,10,10,9,10,2,- -  -,,15
Morgan Dance,D (LC),6.87,6.87,9,9,1,9,9,10,9,10,2,2,3,11,8,9,11,1,9,10,12,7,8,9,2,8,9,1,8,8,8,9,1,8,1,9,9,9,11,9,1,1,10,11,9,9,10,2,- -  -,,11
Jay Benn,D/WB (R),6.87,6.87,14,9,1,13,11,9,10,14,1,1,1,8,5,10,14,2,11,14,7,10,7,10,1,9,9,1,5,12,9,6,3,12,15,9,11,8,10,9,3,2,11,12,10,13,13,1,- -  -,,13
Michael Kelly,"D (RLC), WB/M (L)",6.86,6.86,9,10,3,7,12,10,10,10,3,3,3,10,6,9,11,2,11,9,10,8,6,10,2,12,6,1,9,8,7,7,1,5,10,9,12,3,11,9,1,2,12,11,11,8,12,2,- -  -,Wnt,12
Adam Crookes,D (LC),6.86,6.86,10,8,1,8,10,12,10,11,1,1,1,11,2,7,10,1,9,14,11,7,3,12,2,12,10,3,4,4,10,3,1,4,12,13,7,4,8,9,3,3,11,8,12,10,10,2,- -  -,,8
Joe Partington,"D (RC), DM, M (C)",6.86,6.86,13,9,1,8,13,10,10,10,3,3,1,12,4,11,8,3,8,12,10,6,6,14,3,14,10,2,6,7,11,5,2,8,15,9,11,4,9,12,3,2,12,11,11,9,11,1,- -  -,,8
Ben Wynter,"D (RC), WB (R)",6.86,6.86,11,6,1,8,10,11,10,14,1,3,1,10,3,10,12,3,8,12,12,8,7,9,1,11,12,2,2,8,9,6,2,8,12,9,11,4,9,11,1,3,11,11,10,9,7,1,- -  -,Wnt,11
Callum McFadzean,"D (LC), WB/M (L)",6.86,6.86,16,10,1,11,13,9,10,13,3,2,3,6,10,11,13,2,9,12,9,12,8,8,2,10,9,2,8,8,10,9,3,10,14,9,11,7,8,9,3,2,12,9,10,13,13,3,- -  -,,13
Odel Offiah,"D (RC), WB (R), DM, M (C)",6.86,6.86,8,12,1,11,7,11,10,13,1,2,1,8,10,11,14,1,7,12,13,11,11,14,2,9,10,2,9,5,6,4,1,7,1,8,12,8,13,7,1,2,8,10,9,7,5,3,- -  -,,16
Tyler Magloire,D (RC),6.86,6.86,10,5,1,5,12,12,13,13,3,4,4,6,5,7,20,2,5,17,10,5,5,11,1,13,10,3,3,5,7,3,2,7,13,8,3,3,9,7,3,2,13,13,8,13,13,1,- -  -,,20
Jake Vokins,D (L),6.86,6.86,12,9,1,13,11,9,7,14,2,3,3,9,6,11,13,3,9,13,11,6,10,8,1,6,8,3,13,9,12,6,2,13,12,11,12,8,9,9,3,2,8,10,10,14,9,1,- -  -,,13
Barry Fuller,D (RC),6.85,6.85,15,6,1,8,13,12,13,9,1,2,3,12,5,9,6,1,7,12,10,9,4,17,3,10,9,2,4,6,8,4,2,7,17,12,11,3,13,10,1,1,16,8,10,6,12,2,- -  -,,6
Jerome Binnom-Williams,"D (LC), WB/M (L)",6.85,6.85,11,8,3,11,10,10,12,11,3,3,3,9,8,8,8,3,9,7,10,9,7,9,1,13,9,2,2,11,6,7,2,9,10,9,11,7,9,10,3,1,8,6,7,11,9,3,- -  -,,7
Lee O'Connor,"D (R), DM, M (C)",6.85,6.85,13,9,1,10,14,12,10,13,1,1,1,13,7,12,12,1,10,15,11,5,4,8,1,11,9,2,4,8,9,6,3,9,13,10,10,6,12,10,3,3,13,8,13,10,12,2,- -  -,,12
Cheye Alexander,D/WB (RL),6.85,6.85,13,10,3,10,12,11,8,11,3,2,1,11,6,10,12,2,8,13,9,7,9,5,1,7,7,1,6,10,9,7,3,10,9,8,12,9,9,10,1,1,8,11,8,12,9,1,- -  -,Wnt,12
Avan Jones,D (R),6.85,6.85,8,6,2,8,6,13,9,10,3,2,2,7,2,8,13,4,7,9,10,8,5,13,1,8,6,2,3,8,11,1,2,6,19,14,10,5,11,6,3,3,9,5,10,11,11,1,- -  -,,11
Chris Gunter,"D (RL), WB (R)",6.84,6.84,14,8,3,9,14,11,8,16,1,1,1,10,10,10,9,2,10,18,11,9,7,13,2,9,10,2,8,5,11,6,1,9,9,8,10,9,11,10,3,2,11,11,9,9,10,3,- -  -,,8
Fin Back,"D (RC), WB (R)",6.84,6.84,14,10,3,11,11,10,11,13,2,1,3,8,8,13,13,1,8,13,11,5,5,13,3,11,10,3,6,6,10,6,2,7,13,9,7,4,12,11,1,3,10,11,9,12,10,3,- -  -,Inj,11
Reagan Ogle,"D (RC), WB (RL)",6.84,6.84,11,8,1,8,10,11,12,13,2,1,4,11,4,8,9,3,6,12,11,12,7,9,1,8,9,1,4,8,7,5,3,6,10,10,9,7,9,8,3,2,13,10,8,10,12,4,- -  -,,9
Zehn Mohammed,"D (RC), DM, M (C)",6.84,6.84,12,10,3,7,12,10,12,11,3,2,2,10,3,6,10,2,10,9,11,7,5,11,2,10,10,4,4,5,6,5,1,8,11,10,7,4,11,12,2,1,13,10,11,9,12,2,- -  -,Wnt,10
Liam Bennett,D/WB (R),6.83,6.83,18,9,2,10,15,11,11,14,1,1,3,11,4,10,12,1,10,12,9,7,7,11,1,8,8,3,9,8,9,5,1,11,16,11,10,7,11,9,1,2,17,11,11,10,14,1,- -  -,,13
Cameron John,D (LC),6.83,6.83,11,7,1,10,11,13,13,13,1,2,3,11,9,10,11,2,8,11,12,12,7,10,1,11,13,1,9,7,9,9,1,8,14,8,10,11,9,12,1,2,10,11,10,11,13,1,- -  -,,13
Tom James,"D (RL), WB (R), DM",6.83,6.83,10,12,2,13,12,11,10,8,3,3,3,12,10,12,10,2,8,11,10,11,10,6,2,12,10,2,14,13,12,8,3,9,8,10,13,10,10,10,2,3,11,9,12,9,7,2,- -  -,,10
Max Clark,"D/WB (L), DM, M (LC), AM (L)",6.83,6.83,14,8,3,11,13,11,9,12,3,2,3,12,5,12,12,3,12,12,11,5,9,8,1,9,9,1,12,9,10,7,1,9,10,9,12,11,10,11,3,3,13,10,11,11,12,3,- -  -,,11
Stephen McLaughlin,D/WB/M/AM (L),6.83,6.83,13,10,2,12,12,9,10,12,3,2,2,9,12,11,10,3,11,14,9,9,11,5,3,7,8,4,12,11,11,10,2,12,14,10,13,12,9,10,2,4,10,9,12,10,11,3,- -  -,,11
Josh Casey,D/WB (L),6.83,6.83,14,8,1,10,9,12,9,14,1,3,1,10,4,10,10,1,6,16,9,4,6,16,3,8,7,1,10,5,9,2,3,9,12,9,13,12,9,9,2,1,11,11,10,10,8,3,- -  -,,9
Jordan Thomas,"D (RL), WB (R)",6.83,6.83,10,9,1,10,11,9,9,12,2,3,3,10,4,9,14,1,9,9,10,5,5,9,3,9,7,3,4,4,9,5,3,8,15,8,8,4,9,9,2,1,9,10,8,14,8,2,- -  -,,15
Rio Adebisi,"D (RL), WB (L)",6.83,6.83,14,10,1,12,13,9,11,13,2,1,3,9,7,10,15,1,9,15,8,9,3,5,4,11,8,1,4,5,9,4,2,9,13,7,9,4,8,8,1,2,10,12,7,12,10,4,- -  -,,13
Sam Beckwith,D (L),6.83,6.83,10,6,2,10,10,12,8,10,2,3,2,10,7,9,10,2,7,15,11,9,4,7,2,13,10,1,4,5,9,5,2,5,10,9,11,9,11,10,2,1,9,11,13,9,12,4,- -  -,,7
Liam Ridehalgh,"D (LC), WB (L)",6.82,6.82,12,7,2,10,13,12,12,13,3,3,3,11,5,9,11,2,9,14,11,10,5,8,3,10,11,1,9,4,10,4,3,8,10,10,11,7,11,9,2,1,13,11,10,10,11,1,- -  -,,11
Lewis Baines,D (LC),6.82,6.82,12,11,2,11,13,13,11,10,1,2,2,12,8,13,11,2,9,14,10,5,6,8,1,13,12,2,3,3,6,4,3,9,11,7,5,2,10,12,3,4,14,9,10,8,11,2,- -  -,,9
Reece Hutchinson,D/WB (L),6.82,6.82,12,8,1,11,12,11,10,12,1,3,2,11,6,10,11,3,10,12,11,8,8,6,1,10,10,3,8,9,11,9,3,10,9,12,9,8,12,12,2,3,11,11,11,11,9,3,- -  -,,11
Warren Burrell,"D (RC), DM, M (C)",6.82,6.82,15,8,3,10,12,12,10,11,2,2,3,10,6,10,10,3,9,14,10,6,7,11,3,10,10,3,6,14,7,7,2,9,12,9,8,5,10,9,2,1,15,4,15,10,10,1,- -  -,,10
Michael Duckworth,D/WB (R),6.82,6.82,15,6,1,10,14,11,7,11,3,3,1,8,7,9,11,1,10,14,10,1,8,10,1,11,10,3,10,11,8,10,3,9,14,7,11,10,9,8,2,1,10,9,7,11,11,1,- -  -,Lst,11
Ethan Pye,"D (LC), DM",6.82,6.82,12,8,2,10,11,10,12,12,4,3,2,10,5,9,11,2,6,11,10,6,6,8,1,12,12,2,4,7,9,5,3,7,13,9,6,4,9,11,2,1,10,11,9,11,11,3,- -  -,,11
Harvey Lintott,"D (RC), WB (R)",6.82,6.82,13,8,2,10,14,11,11,14,3,1,1,10,8,10,11,1,9,14,10,14,9,8,3,13,10,2,8,6,8,7,1,10,12,10,10,4,10,8,3,3,9,10,8,11,9,1,- -  -,,12
Vincent Harper,D/WB/M (L),6.81,6.81,12,7,2,7,8,10,8,11,2,1,4,9,3,7,13,1,9,12,8,5,5,5,2,7,5,3,4,14,9,4,1,12,10,8,7,3,9,8,3,1,9,8,9,13,10,3,- -  -,,14
Archie Davies,D/WB (R),6.81,6.81,13,8,3,10,11,10,10,12,2,2,3,9,4,9,11,2,8,12,8,7,8,5,2,11,9,3,10,9,9,7,2,9,13,8,11,10,9,8,2,1,10,11,10,12,7,1,- -  -,,12
Will Wright,"D (RC), DM",6.81,6.81,14,10,1,10,14,10,13,12,3,2,1,11,14,11,10,1,10,14,10,8,11,11,3,11,12,3,14,2,9,5,3,7,13,8,10,11,9,9,1,1,9,10,8,11,10,2,- -  -,,10
Calum Macdonald,D/WB (L),6.81,6.81,13,9,3,10,11,13,10,11,2,1,3,11,6,10,13,3,11,11,12,6,8,6,2,10,11,3,8,7,10,8,3,11,4,10,11,12,12,12,4,1,14,11,11,11,12,3,- -  -,,12
Jordan Clarke,"D (RC), WB (R)",6.81,6.81,10,10,2,9,10,9,10,12,3,3,1,10,3,11,10,1,8,11,10,9,5,11,2,11,10,1,5,10,11,9,2,8,13,7,9,2,10,10,1,3,10,10,11,11,10,3,- -  -,Wnt,11
Ethan Bristow,D/WB (L),6.80,6.80,15,5,2,8,14,11,10,15,1,1,1,11,8,12,13,3,13,15,9,11,8,5,1,12,11,3,7,4,13,7,2,8,12,9,8,9,10,11,1,1,8,12,9,13,7,1,- -  -,,14
Luke Hendrie,D (RC),6.80,6.80,11,6,1,10,11,10,11,13,2,1,4,12,6,9,10,1,10,13,9,13,5,14,2,12,9,1,8,7,9,6,2,7,11,11,9,5,12,10,1,3,9,11,11,10,11,2,- -  -,,10
Jack Cook,"D (RC), WB (R)",6.79,6.79,14,6,3,8,10,12,12,11,1,3,3,12,7,8,8,3,7,8,10,12,3,10,1,15,13,3,4,3,9,4,2,6,11,7,5,6,8,7,3,2,12,6,11,5,4,1,- -  -,,9
Tommy Rowe,"D/WB (L), DM, M (LC), AM (L)",6.79,6.79,12,10,3,10,14,11,9,12,3,4,4,12,8,12,8,3,12,12,10,6,10,14,3,9,7,1,11,9,11,13,3,8,10,11,12,11,11,11,3,2,13,12,12,9,9,3,- -  -,,6
Kellan Gordon,D/WB/M/AM (R),6.79,6.79,13,11,2,9,11,11,9,12,1,3,2,10,5,10,13,3,10,11,9,7,8,7,1,9,7,2,6,9,10,8,1,10,11,8,10,8,9,8,1,3,9,7,10,11,6,2,- -  -,Wnt,13
Josh Hare,D/WB (R),6.79,6.79,11,8,2,11,12,10,9,12,2,1,2,11,2,10,10,3,11,12,9,9,6,12,3,11,10,2,13,8,10,4,2,9,13,9,11,6,11,9,1,2,8,12,9,8,10,3,- -  -,,10
Jack Armer,"D (RLC), WB (RL)",6.78,6.78,12,12,4,9,11,12,12,13,3,3,1,10,4,9,11,3,8,12,9,9,2,7,1,9,11,2,8,6,9,3,1,10,8,11,10,6,11,11,1,3,12,9,10,11,10,2,- -  -,,11
Donervon Daniels,D (RC),6.78,6.78,13,9,1,10,12,11,13,13,1,1,1,11,7,11,11,1,11,14,11,14,6,15,2,13,12,1,5,7,9,6,3,8,14,9,9,4,9,12,2,3,11,12,10,10,14,2,- -  -,Inj,11
Jai Rowe,"D (RC), WB (R), DM",6.78,6.78,12,11,1,9,14,11,11,8,2,1,1,12,7,8,12,2,11,6,12,10,4,9,1,9,12,4,5,3,10,4,2,9,8,9,8,10,11,7,3,1,12,8,8,11,11,2,- -  -,,7
Richard Brindley,"D (RC), WB (R)",6.78,6.78,13,9,1,9,12,10,11,11,1,2,3,10,4,11,10,3,9,13,10,3,9,8,2,6,10,2,12,8,10,6,4,9,12,8,10,7,9,9,3,1,12,9,10,11,11,3,- -  -,,11
