Name,Position,Av Rat,Av Rat,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Tariq Uwakwe,"WB (L), M/AM (RLC)",6.62,6.62,9,11,2,12,9,6,7,12,2,3,4,9,8,12,12,2,9,16,6,5,12,9,1,10,6,2,13,13,9,9,2,12,8,10,10,10,8,11,3,2,8,11,9,8,6,1,- -  -,Opt,12
Jacob Butterfield,"DM, M (C)",6.75,6.75,13,10,1,11,12,12,9,10,2,3,1,11,9,11,7,2,10,13,9,6,12,11,2,7,8,2,11,7,11,9,2,11,13,11,10,12,10,13,3,2,9,10,11,8,9,2,- -  -,,6
Callum Camps,"DM, M/AM (C)",6.75,6.75,11,13,3,12,11,9,10,11,2,3,2,9,9,13,11,3,11,11,7,4,12,10,3,8,8,3,11,12,12,10,2,11,12,11,10,10,10,13,1,2,10,13,11,11,12,2,- -  -,,11
Jack Spong,"DM, M (C)",6.83,6.83,13,12,4,12,14,9,6,13,1,3,2,8,5,12,12,3,9,16,7,4,8,6,3,6,10,2,11,6,12,8,1,9,10,8,8,8,10,12,2,2,9,14,9,14,8,1,- -  -,,13
Adam Clayton,"DM, M (C)",6.72,6.72,15,11,1,10,15,11,11,10,3,3,2,13,10,11,7,3,10,12,11,6,8,14,3,9,7,3,10,8,11,9,2,8,14,11,10,10,12,12,2,1,13,12,13,10,13,2,- -  -,,7
Ronan Darcy,M/AM (C),6.94,6.94,11,11,1,13,10,7,13,12,2,3,2,5,7,12,12,4,11,12,6,5,13,9,1,9,9,3,10,13,11,8,3,12,11,9,9,8,10,10,2,3,10,11,12,13,9,3,- -  -,,14
Harry Clifton,"DM, M (LC)",7.14,7.14,16,11,2,11,15,12,12,15,2,4,3,11,5,11,11,3,12,15,12,3,4,10,1,8,7,2,5,7,11,8,1,10,14,11,7,7,12,11,3,4,13,11,11,10,13,3,- -  -,Wnt,12
Ben Knight,"M (C), AM (RLC), ST (C)",6.81,6.81,10,7,3,12,9,8,4,11,2,3,2,9,4,11,14,1,13,9,8,8,8,11,3,4,8,3,8,13,14,11,1,11,5,8,12,8,9,10,2,1,8,12,11,13,11,4,- -  -,,12
Mauro Bandeira,"DM, M/AM (C)",6.84,6.84,15,12,1,11,16,10,10,11,3,1,3,9,4,11,12,1,10,16,6,2,13,12,1,15,10,2,9,12,14,12,2,11,18,8,10,9,9,10,3,4,9,9,13,9,14,3,- -  -,,12
Idris El Mizouni,"DM, M/AM (C)",6.79,6.79,12,13,3,13,12,12,11,12,2,3,2,9,5,13,12,2,11,10,9,10,9,9,2,12,8,1,13,12,12,10,1,13,12,10,9,9,8,11,1,3,11,11,11,11,8,2,- -  -,Set,12
Liam Kinsella,"D/WB (R), DM, M (C)",6.93,6.93,19,8,1,9,15,10,10,15,3,1,1,10,9,11,10,3,12,12,10,4,6,11,1,10,8,1,8,10,11,9,1,9,17,9,9,8,11,10,4,3,11,11,9,9,14,2,- -  -,,11
Jacob Maddox,"M (LC), AM (C)",6.52,6.52,9,12,3,13,8,6,7,10,1,3,3,6,8,12,13,1,11,10,5,6,8,6,3,6,5,3,10,15,11,8,1,11,5,8,10,10,8,11,1,4,8,11,8,14,7,3,- -  -,Opt,14
Jon Nolan,"DM, M (C)",6.63,6.63,12,11,2,12,13,9,9,10,2,3,4,11,10,12,9,3,12,13,11,8,11,8,2,10,8,1,10,9,12,10,1,10,12,9,10,10,12,11,1,1,9,12,11,9,9,1,- -  -,Opt,10
Alex Hunt,"DM, M (C)",6.78,6.78,12,15,3,12,12,12,7,13,3,2,1,10,12,12,12,3,8,12,11,4,12,6,1,6,6,2,13,9,11,9,1,12,10,9,12,12,10,11,3,2,13,9,11,12,12,3,- -  -,,11
Conor Thomas,"DM, M (C)",6.96,6.96,12,12,3,12,12,11,12,13,2,2,1,12,16,12,10,3,10,12,10,1,7,8,3,11,5,1,6,8,11,8,2,8,11,11,10,7,11,12,3,3,5,11,12,10,8,3,- -  -,Inj,11
Alistair Smith,"DM, M (C)",7.01,7.01,13,11,3,11,14,10,13,13,2,2,2,9,7,11,12,1,11,14,6,6,13,8,2,13,10,1,7,13,11,10,2,10,12,10,8,7,10,12,1,1,10,11,10,11,10,2,- -  -,,10
Elliot Watt,"DM, M (C)",6.90,6.90,14,13,2,13,16,11,12,13,3,2,1,10,10,14,8,1,9,14,7,5,10,12,2,8,6,1,11,8,13,6,1,10,13,11,10,11,11,14,3,2,12,12,13,10,14,1,- -  -,Wnt,7
Owen Moxon,"DM, M (C)",6.97,6.97,16,11,3,10,12,11,11,16,1,4,2,10,7,11,9,1,9,12,9,5,10,10,3,12,10,2,11,8,12,6,2,9,13,10,10,11,8,7,1,2,9,10,9,11,12,2,- -  -,,10
Jordan Stevens,M/AM (RC),6.91,6.91,11,9,3,11,11,6,6,13,3,1,1,6,5,8,13,2,10,13,6,4,7,4,2,6,5,4,6,13,11,8,1,11,13,8,10,9,9,9,3,3,9,11,10,11,10,3,- -  -,,13
Nathan Moriah-Welsh,"D (R), M/AM (RC)",6.74,6.74,10,11,2,8,10,6,9,12,1,2,2,11,6,9,13,3,10,12,6,5,12,13,2,7,6,3,9,12,9,8,2,10,12,10,5,8,10,9,2,1,9,9,10,11,7,1,- -  -,,14
Callum Guy,"DM, M (C)",6.92,6.92,15,10,1,11,14,12,12,17,3,3,4,11,7,10,11,2,9,16,8,5,6,10,2,9,8,2,9,7,10,5,1,9,14,10,9,12,9,10,2,1,17,12,12,11,14,3,- -  -,,11
Nicky Featherstone,"DM, M (C)",6.96,6.96,14,12,1,13,14,11,10,13,1,2,2,10,13,13,9,2,10,12,10,6,8,12,1,7,8,1,9,10,10,9,3,8,11,10,12,9,10,14,1,3,7,9,11,8,9,1,- -  -,Req,8
Thomas O'Connor,"DM, M (C)",6.93,6.93,14,9,3,11,13,12,11,14,1,2,1,12,4,11,11,3,10,14,12,8,11,10,3,9,9,1,11,7,11,9,1,8,11,10,14,14,10,11,4,1,9,11,11,11,13,3,- -  -,,12
Robbie Gotts,"DM, M (C), AM (RC)",6.86,6.86,18,10,3,11,13,8,6,15,3,3,2,7,5,10,11,2,11,14,6,6,6,9,1,5,5,2,5,11,12,7,2,10,17,10,9,7,9,11,3,2,12,10,11,12,13,3,- -  -,,11
Matty Palmer,"DM, M (C)",6.89,6.89,10,12,2,12,13,9,8,13,2,1,2,9,7,12,9,1,12,14,8,5,11,8,1,8,7,2,12,12,13,8,1,10,10,11,11,12,9,12,2,2,11,9,10,11,9,3,- -  -,,10
Lee O'Connor,"D (R), DM, M (C)",6.85,6.85,13,9,1,10,14,12,10,13,1,1,1,13,7,12,12,1,10,15,11,5,4,8,1,11,9,2,4,8,9,6,3,9,13,10,10,6,12,10,3,3,13,8,13,10,12,2,- -  -,,12
Reece McAlear,M (C),6.86,6.86,14,13,1,13,13,8,11,13,1,1,2,10,8,13,10,1,11,13,8,5,12,9,1,9,7,2,11,4,13,8,2,8,13,13,9,10,9,13,1,2,11,11,12,11,8,2,- -  -,,9
Louis Reed,"DM, M (C)",6.99,6.99,13,13,1,13,11,12,7,12,1,3,2,12,10,12,10,2,10,11,10,3,11,10,1,6,8,1,11,7,13,8,3,12,14,10,10,10,12,13,1,2,8,12,11,12,7,3,- -  -,Wnt,11
Alan Judge,"DM, M/AM (C)",6.72,6.72,12,12,1,12,12,8,6,9,1,2,3,8,11,12,6,1,10,13,6,3,11,11,3,7,5,1,12,14,13,9,2,10,16,9,13,13,10,11,3,2,13,9,10,10,11,3,- -  -,,6
Jack Earing,"DM, M/AM (C)",6.89,6.89,14,13,3,11,13,10,12,11,3,4,1,11,7,11,12,1,10,11,8,6,9,9,1,11,10,3,9,10,11,11,1,12,14,11,8,10,10,12,1,1,11,10,12,11,10,1,- -  -,,12
Hiram Boateng,"DM, M (C)",6.76,6.76,13,15,3,12,14,12,14,14,2,3,3,11,8,14,12,2,11,11,9,7,11,10,3,11,9,3,8,10,10,10,1,12,14,10,8,7,10,12,2,2,12,11,10,11,11,3,- -  -,Wnt,8
Noah Chilvers,M/AM (RLC),6.86,6.86,12,10,3,12,12,8,9,12,2,2,2,9,12,11,11,1,12,15,7,3,12,10,2,4,5,3,11,10,11,11,1,12,15,10,10,12,11,11,4,1,5,11,10,10,6,3,- -  -,,12
Craig Eastmond,"DM, M (C)",6.97,6.97,15,8,2,11,16,14,13,14,2,3,2,11,5,11,11,4,10,14,10,5,12,15,2,11,10,1,5,7,11,8,1,7,14,10,7,3,11,9,3,2,16,10,11,11,17,3,- -  -,,11
JJ McKiernan,"M/AM (C), ST (C)",7.03,7.03,9,11,1,12,11,5,9,14,1,1,2,8,8,11,12,2,11,14,6,5,10,4,1,9,9,1,7,14,12,11,1,12,14,10,10,7,9,11,1,1,9,13,10,12,7,1,- -  -,Wnt,12
Sam Foley,"DM, M (C)",6.71,6.71,11,9,3,9,13,11,9,12,1,1,2,13,8,10,11,3,11,16,11,7,12,14,1,9,7,2,7,7,9,9,1,8,15,11,8,8,11,11,2,2,13,10,13,7,14,2,- -  -,Bid,12
Alex Pattison,M/AM (C),6.99,6.99,15,10,3,13,14,9,11,13,2,2,2,11,12,11,11,2,13,16,9,4,11,10,2,10,9,3,8,10,11,11,2,11,15,11,9,10,11,12,1,1,12,9,12,12,9,3,- -  -,,12
Ben Gladwin,M/AM (RLC),6.87,6.87,10,13,2,14,13,9,9,9,1,2,4,10,11,13,10,1,12,11,7,7,12,7,2,11,8,2,8,12,12,11,1,11,10,10,11,9,10,11,1,2,8,11,9,9,8,1,- -  -,Wnt,9
Nya Kirby,"DM, M (C)",6.67,6.67,9,9,1,12,9,9,9,13,4,1,3,8,11,11,13,2,10,11,5,2,12,9,1,6,6,4,9,10,10,8,2,8,9,9,10,10,9,11,3,3,6,8,9,12,8,3,- -  -,,12
Ben Close,"DM, M (C)",6.89,6.89,14,13,3,11,13,11,12,13,2,3,3,13,8,13,8,3,10,13,10,5,13,11,1,11,9,1,9,7,12,10,1,9,14,12,8,8,11,13,2,3,10,11,13,10,12,3,- -  -,Wnt,9
Craig Clay,"DM, M (C)",6.92,6.92,14,10,3,11,15,12,10,14,1,3,3,9,8,12,10,2,9,14,9,5,5,13,2,9,8,4,7,4,12,4,1,7,14,11,6,6,10,10,2,4,15,12,9,12,12,1,- -  -,,11
Ben Pringle,"DM, M (RLC), AM (RL)",6.87,6.87,7,12,1,12,8,8,8,6,2,1,2,9,4,10,7,1,10,11,9,3,8,11,1,6,8,2,11,8,10,8,1,8,14,11,11,11,11,11,3,2,9,10,10,8,9,1,- -  -,Opt,6
Rohan Ince,"DM, M (C)",6.67,6.67,12,9,4,9,14,12,13,11,3,2,1,12,8,12,11,2,9,12,10,8,8,7,3,14,12,1,5,10,10,7,1,9,12,10,6,5,11,10,2,3,8,12,10,10,12,3,- -  -,Wnt,10
Jon Mellish,D/M/AM (C),6.83,6.83,14,9,1,7,15,12,10,13,3,1,3,10,10,10,13,1,11,16,10,12,11,8,1,11,14,3,6,2,10,10,2,11,12,11,10,8,10,11,2,3,12,10,12,9,9,1,- -  -,,12
Zak Brunt,M/AM (C),6.97,6.97,10,13,2,13,10,6,9,8,3,2,3,7,11,13,12,1,9,9,5,5,10,3,3,8,5,2,11,13,9,10,1,12,18,9,9,9,10,11,1,1,9,11,13,12,14,1,- -  -,Wnt,12
Dean Campbell,"D (L), DM, M (C)",6.78,6.78,14,11,3,14,14,10,7,13,1,3,2,11,10,13,9,1,8,13,10,8,8,15,1,9,8,1,10,7,13,6,1,7,12,10,7,12,10,13,3,1,8,11,12,11,8,2,- -  -,,9
Harry Pell,"DM, M/AM (C)",6.86,6.86,16,11,1,9,14,12,11,14,2,1,3,10,12,9,8,3,12,13,9,10,11,14,2,16,11,2,11,6,10,11,2,8,13,10,8,8,12,10,2,1,15,11,11,8,16,2,- -  -,,10
Rhys Hughes,"M (C), AM (RLC)",6.86,6.86,12,10,1,9,11,7,8,12,1,3,2,10,7,9,12,3,14,13,9,4,9,10,1,11,7,1,11,14,9,7,2,8,13,10,9,10,6,10,3,2,8,9,9,9,7,3,- -  -,,13
Jim O'Brien,"DM, M (C)",6.75,6.75,15,10,2,12,11,10,8,13,2,2,3,11,11,11,6,2,9,14,7,6,11,12,3,9,9,1,11,11,12,10,1,10,14,11,11,11,12,11,1,2,10,10,11,5,17,2,- -  -,Trn,5
Anthony Hartigan,"DM, M (C)",6.79,6.79,15,14,2,14,16,9,9,14,2,3,1,13,5,13,9,3,8,13,9,6,9,7,2,8,7,1,9,7,11,6,3,8,14,13,9,12,9,9,2,1,11,13,12,11,10,2,- -  -,Wnt,10
Bryn Morris,"DM, M (C)",6.78,6.78,13,9,3,11,13,11,10,13,1,2,3,11,7,12,11,3,12,12,10,9,8,10,2,11,9,2,8,9,11,6,4,8,12,11,7,7,12,12,3,4,11,12,11,12,12,4,- -  -,,12
Alex Woodyard,"DM, M (C)",6.75,6.75,17,12,2,10,14,13,11,15,4,3,2,10,11,11,9,1,12,16,12,4,5,17,3,7,9,2,7,9,13,5,1,10,16,11,9,5,10,12,4,2,14,13,10,9,16,3,- -  -,,8
Joe Riley,"D/WB (R), DM, M (RC)",6.57,6.57,13,7,1,11,9,10,9,14,1,4,1,10,6,11,13,1,10,15,9,7,8,7,2,7,4,1,9,8,9,8,1,11,7,8,9,10,8,10,1,1,10,10,9,11,13,2,- -  -,,12
Tim Akinola,"DM, M (C)",6.83,6.83,15,9,2,10,14,13,13,14,2,3,3,9,8,12,13,1,11,13,8,4,8,10,1,8,6,2,10,11,11,10,2,11,13,10,8,10,9,10,1,2,15,11,9,13,14,1,- -  -,,13
Olly Lee,"DM, M (RC)",6.70,6.70,11,11,1,12,11,10,9,11,2,3,2,10,11,12,10,3,9,10,10,6,11,7,3,12,8,3,11,10,12,10,2,9,8,10,10,13,9,12,4,1,10,11,11,9,8,3,- -  -,Trn,9
Jack Evans,"DM, M (C)",6.67,6.67,11,10,1,11,13,13,12,11,2,3,3,12,6,11,11,3,7,15,10,4,5,7,1,10,9,2,6,7,11,5,1,9,12,10,6,7,12,9,3,3,14,7,11,12,10,3,- -  -,Wnt,9
George Lapslie,"DM, M/AM (C), ST (C)",6.75,6.75,14,10,2,11,14,11,7,13,4,3,4,10,8,10,11,3,11,14,8,4,9,11,1,8,9,3,5,10,11,11,1,9,14,10,8,9,10,10,2,3,13,10,13,11,11,1,- -  -,,11
Rubén Rodrigues,"M (C), AM (LC), ST (C)",7.06,7.06,10,12,4,13,10,5,10,10,3,3,2,8,11,13,12,3,11,12,5,4,10,5,1,8,10,3,8,14,14,13,2,12,14,11,5,9,10,12,2,1,7,13,10,12,9,2,- -  -,Trn,12
Toumani Diagouraga,"DM, M (C)",6.74,6.74,11,12,2,13,14,11,11,9,2,3,1,13,7,12,4,1,8,14,9,3,8,12,1,12,10,3,4,8,13,8,2,11,16,12,8,3,13,15,1,2,11,8,14,7,12,3,- -  -,Trn,4
Tom Lapslie,"DM, M (C)",6.81,6.81,16,8,1,8,14,12,8,16,2,1,1,11,8,7,10,3,9,13,12,5,5,14,2,5,7,3,4,4,9,7,2,8,19,9,6,6,11,9,2,1,15,9,12,10,14,1,- -  -,,10
Callum Cooke,"DM, M (C)",6.76,6.76,12,13,2,13,12,8,12,12,2,3,2,7,10,13,9,3,12,12,7,3,13,6,3,7,7,1,10,12,11,7,3,12,13,10,11,10,9,12,3,1,8,11,12,13,10,1,- -  -,Wnt,9
Jake Reeves,"DM, M (C)",6.75,6.75,15,10,1,12,12,12,10,14,3,1,2,9,9,12,10,3,9,13,9,11,9,12,1,7,9,3,13,12,10,8,2,8,9,9,9,13,9,12,3,1,13,9,12,9,15,3,- -  -,Wnt,10
Aaron Wildig,"DM, M (C), AM (LC)",6.94,6.94,15,12,3,11,12,9,8,10,1,2,1,10,6,11,11,2,11,12,8,1,9,14,2,9,9,1,10,13,11,11,1,10,10,10,8,11,11,11,1,2,10,10,13,10,8,2,- -  -,,11
Ben Reeves,"DM, M (C), AM (LC)",6.71,6.71,12,10,4,13,10,8,7,12,2,1,3,9,5,11,9,1,11,9,5,4,10,7,1,4,6,2,10,13,12,10,2,9,12,9,10,11,9,12,2,2,10,10,10,9,6,4,- -  -,Opt,8
George Maris,"DM, M/AM (C)",6.67,6.67,14,12,1,12,14,12,8,12,1,3,3,11,8,13,11,1,11,11,9,5,11,5,2,9,9,2,11,10,12,10,3,10,13,10,10,12,12,11,1,2,11,11,12,10,11,2,- -  -,,12
James Tilley,"M/AM (RLC), ST (C)",6.80,6.80,10,11,1,9,9,8,9,9,3,3,1,7,8,9,12,3,9,13,5,4,12,5,3,8,7,2,8,15,10,10,1,13,12,8,11,8,9,11,1,1,9,10,7,11,8,1,- -  -,,12
Liam Sercombe,M (C),6.67,6.67,12,10,3,12,12,11,10,11,3,3,2,9,8,12,9,1,11,13,7,5,11,12,3,10,8,3,9,6,11,10,1,9,14,13,10,8,10,12,1,1,8,12,11,9,7,2,- -  -,Lst,9
Jake Taylor,M (RC),6.79,6.79,13,8,2,13,13,9,11,13,1,3,1,10,11,13,9,3,9,17,7,8,8,11,3,6,7,1,9,9,11,7,3,8,11,12,9,10,12,14,3,3,13,9,10,10,14,2,- -  -,Frt,10
Tommy Rowe,"D/WB (L), DM, M (LC), AM (L)",6.79,6.79,12,10,3,10,14,11,9,12,3,4,4,12,8,12,8,3,12,12,10,6,10,14,3,9,7,1,11,9,11,13,3,8,10,11,12,11,11,11,3,2,13,12,12,9,9,3,- -  -,,6
Ellis Iandolo,"D (LC), WB (L), DM, M (LC)",6.72,6.72,14,11,3,11,12,9,10,12,2,3,3,11,8,10,10,1,10,13,7,5,9,6,2,8,10,2,12,11,10,8,3,11,12,10,11,11,8,12,1,2,11,9,9,10,8,1,- -  -,Wnt,10
Jake Garrett,"D (C), DM, M (C)",6.87,6.87,15,8,2,11,14,16,12,12,4,2,3,11,5,11,11,2,9,11,11,5,5,11,1,10,6,2,5,7,10,6,1,10,12,12,6,5,10,9,2,3,16,11,11,11,15,1,- -  -,,12
Dion McGhee,M/AM (RC),6.85,6.85,14,12,1,13,15,8,4,8,2,1,2,7,10,13,12,2,9,14,6,5,7,5,1,4,2,2,13,12,12,8,1,6,14,10,11,15,9,8,1,1,5,7,9,13,4,4,- -  -,,12
Ollie Clarke,"DM, M (C)",6.79,6.79,13,10,4,11,13,12,12,13,3,2,1,9,9,11,10,3,10,14,10,8,12,12,2,8,8,2,7,7,11,9,3,11,15,10,9,6,10,10,1,1,13,11,10,9,15,3,- -  -,Inj,12
Emyr Huws,"DM, M (RLC)",6.85,6.85,12,11,2,12,12,11,12,9,2,1,2,11,11,12,10,1,10,8,10,8,11,8,2,13,9,1,10,13,12,10,1,12,14,11,11,10,11,11,2,1,12,9,12,9,9,2,- -  -,,10
Alex MacDonald,"DM, M (RLC), AM (RL)",6.78,6.78,15,11,1,11,14,12,11,11,2,4,1,10,6,11,9,3,10,11,9,12,9,10,2,7,5,3,7,9,9,8,1,9,15,8,11,9,9,9,3,1,13,10,9,9,15,2,- -  -,Wnt,9
Harry Beautyman,"DM, M (RC)",6.82,6.82,16,10,3,12,16,10,9,13,2,1,3,8,11,11,10,1,12,11,8,5,10,13,2,9,8,1,10,12,11,10,2,11,15,9,10,10,10,8,2,3,15,10,11,11,12,2,- -  -,,10
