UID,Name,Position,ShT/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
29163962,Josh Hawkes,M/AM (RLC),0.49,11,12,10,8,13,12,13,9,4,8,5,11,8,10,10,13,5,11,6,10,10,11,9,10,10,10,10,8,6,9,3,6,10,11,6,11,3,2,1,2,4,2,2,4,1,1,2,13,9,8,2,6,5,11,10,9,18,- -  -,Wnt
85046988,Morgan Sanson,"DM, M/AM (LC)",0.23,14,14,15,8,14,14,14,12,13,14,12,14,12,13,14,14,10,13,10,16,15,15,12,13,13,11,15,13,8,13,5,8,15,10,11,14,2,3,2,3,2,1,2,3,2,2,4,15,11,9,8,11,14,15,14,12,15,- -  -,Set
28047463,Jack Robinson,D (LC),0.06,11,12,12,12,12,12,14,13,14,14,16,14,12,12,12,9,12,9,13,12,12,13,9,11,8,8,12,9,13,9,18,13,12,9,13,12,1,3,2,2,1,2,3,1,2,1,3,15,14,5,14,14,14,15,10,14,7,- -  -,Opt
52032335,Matt Doherty,D/WB (R),0.18,13,11,13,13,15,13,14,14,11,13,13,13,14,14,14,12,12,16,13,14,13,13,7,12,15,12,13,10,13,10,13,13,13,8,13,13,1,4,1,2,4,3,2,3,3,1,2,12,16,9,11,12,10,13,11,14,10,- -  -,Lst
29110870,Amadou Bakayoko,ST (C),2.24,12,11,9,15,14,12,16,16,13,13,13,11,10,9,11,9,10,12,10,15,10,14,5,8,9,12,9,7,12,8,5,4,9,14,5,9,3,2,2,1,2,2,1,2,3,1,1,9,12,5,4,10,8,12,14,10,12,- -  -,Wnt
28110646,Jonathan Dinzeyi,D (C),0.14,14,8,8,15,8,13,11,12,7,8,9,10,8,8,12,5,2,9,8,14,6,12,3,5,8,6,9,4,11,6,4,9,8,5,11,5,3,1,3,3,1,1,2,4,2,1,2,10,11,5,12,14,6,11,12,16,11,- -  -,
29121685,Matt Clarke,D (C),0.13,11,8,11,14,11,12,11,13,12,14,14,14,12,13,15,12,11,12,14,13,10,12,6,8,13,9,11,9,15,4,9,13,12,5,14,13,1,2,3,3,1,3,3,1,3,1,3,14,16,6,5,14,8,14,13,15,12,- -  -,
52071817,Mark Sykes,"WB (R), M/AM (RC)",0.94,12,13,14,11,14,13,13,8,14,10,7,14,11,11,18,14,4,10,11,10,12,12,2,11,13,12,12,5,8,11,3,10,12,6,9,12,3,2,2,1,2,3,3,1,3,1,3,16,13,6,8,12,2,14,13,15,11,- -  -,
28123259,Brandon Pierrick,AM (R),1.14,14,11,13,11,13,14,11,12,5,8,6,11,9,10,15,10,5,11,8,9,11,9,11,11,12,10,10,10,11,10,4,6,11,12,5,11,2,3,1,3,2,3,2,2,1,2,1,12,9,1,6,8,8,11,10,10,11,- -  -,
29146042,Colby Bishop,ST (C),1.93,11,10,11,11,12,11,12,13,8,12,13,12,11,11,12,10,11,13,6,14,11,15,5,10,10,14,11,9,13,10,5,5,11,11,5,11,3,1,1,2,1,2,1,2,4,3,3,12,13,7,8,10,5,11,12,5,13,- -  -,
29142743,James Gibbons,D/WB (RL),0.14,13,9,10,8,13,12,14,11,15,13,14,10,10,10,14,7,13,9,11,12,7,15,5,12,8,5,10,3,8,5,7,10,10,6,13,8,3,2,3,3,2,1,2,2,4,1,2,8,14,6,16,15,15,16,11,11,6,- -  -,Wnt
2000035919,Jesurun Uchegbulam,"AM (RL), ST (C)",0.48,14,11,10,6,9,14,12,10,6,7,3,6,6,8,8,11,2,8,3,7,6,12,6,9,11,7,8,3,4,7,1,4,8,5,4,10,3,3,4,1,2,2,1,1,4,2,4,14,6,1,6,9,1,10,12,12,12,- -  -,
98003380,Timm Klose,D (C),0.03,7,6,10,15,12,8,9,12,11,12,13,12,12,14,14,5,16,7,14,16,7,12,3,5,6,7,8,3,16,5,10,13,10,5,14,8,3,1,2,1,1,3,2,1,2,1,3,14,16,3,6,14,9,15,16,7,18,- -  -,Lst
29134274,Chris Mepham,D (C),0.03,12,8,15,15,14,12,13,15,12,14,14,13,14,12,16,7,12,6,14,14,11,14,4,5,11,7,12,5,14,4,4,14,13,4,14,13,1,1,1,3,3,2,3,3,1,1,3,14,13,4,5,14,3,15,15,7,16,- -  -,
28127283,Jayden Smith,"AM (L), ST (C)",1.12,14,10,7,5,7,13,12,7,7,10,5,5,7,12,11,12,10,10,6,8,7,9,6,7,9,14,9,6,11,4,3,5,9,5,5,12,3,1,3,1,2,3,1,3,2,2,3,10,17,7,9,14,10,13,10,9,12,- -  -,
29186946,Remeao Hutton,"D/WB (RL), M (R)",0.20,13,11,11,9,13,12,11,10,8,10,12,9,9,9,11,8,10,8,10,12,7,12,8,10,10,7,10,4,8,8,12,9,8,5,10,10,2,2,2,3,2,2,2,4,2,3,3,11,10,8,5,10,8,12,12,10,12,- -  -,
28027432,Grant Hanley,D (C),0.12,13,8,11,15,10,14,14,17,16,14,16,10,12,11,16,8,18,8,14,17,6,14,6,6,8,6,9,6,16,6,8,14,10,6,15,9,1,1,2,2,3,3,2,3,3,1,3,14,15,12,16,14,10,16,4,10,12,- -  -,
28106419,Elliot Embleton,"DM, M/AM (C)",0.65,11,11,11,9,13,12,15,8,8,12,10,12,10,9,12,12,8,11,9,13,12,11,12,11,11,9,11,11,4,12,5,9,11,10,7,13,3,3,4,2,3,3,3,1,2,1,3,12,13,1,5,12,6,13,10,13,10,- -  -,Ask
29190781,Tyrese Shade,WB/AM (RL),0.52,14,12,10,10,12,14,11,9,7,9,6,8,10,8,12,12,6,7,5,6,7,10,8,7,11,11,10,10,7,8,5,8,9,9,8,8,3,1,2,3,1,3,3,2,1,2,3,10,9,5,5,9,8,12,14,10,14,- -  -,
29217610,Liam Thompson,"DM, M (C)",0.20,12,12,11,7,14,13,14,10,15,12,16,13,12,12,14,7,10,11,12,14,9,15,9,7,11,6,13,9,6,5,4,12,13,7,13,12,2,2,1,1,3,2,3,3,1,1,1,12,14,3,14,7,5,15,11,12,15,- -  -,
29127852,Lewis Cook,"DM, M (C)",0.12,13,14,14,8,16,13,14,13,14,13,14,14,12,12,15,13,14,12,12,15,15,14,9,10,12,10,14,5,6,9,3,7,15,7,14,14,1,2,2,2,1,3,2,1,1,1,2,13,14,2,8,13,2,16,12,13,13,- -  -,Wnt
29236679,Charlie Caton,ST (C),-,11,10,12,9,4,11,12,8,12,10,14,12,11,8,13,12,4,12,8,8,11,11,4,11,12,12,9,4,9,9,8,8,12,7,11,11,1,3,1,2,2,3,3,2,2,1,2,12,9,5,11,8,3,11,12,2,20,- -  -,Loa
29233187,Zanda Siziba,"DM, M/AM (RLC)",-,10,10,8,9,13,12,8,5,7,10,4,12,6,10,12,16,10,7,6,8,10,9,6,10,11,8,10,7,7,7,6,5,11,1,6,10,1,3,3,3,3,1,1,3,1,2,2,12,10,8,10,16,7,10,12,9,19,- -  -,Loa
29218379,Leo Gaxha,"AM (RLC), ST (C)",-,14,13,4,3,13,14,8,5,9,12,6,10,2,5,11,9,10,5,4,7,5,8,6,9,10,12,13,3,11,8,1,6,11,6,5,9,3,2,2,1,3,2,1,2,1,1,3,14,19,3,5,15,5,13,10,8,8,- -  -,Loa
29223093,Tyrese Omotoye,"AM (RL), ST (C)",-,14,12,13,11,13,14,12,9,9,10,9,13,7,10,14,11,3,12,5,10,10,12,3,6,12,12,11,5,8,9,2,3,8,13,4,11,1,3,3,3,1,2,2,1,3,2,2,14,9,5,5,10,5,14,10,9,11,- -  -,Loa
2000158402,Zak Lovelace,ST (C),0.50,16,10,12,13,12,15,13,10,6,10,7,13,9,11,15,10,5,13,7,10,9,12,6,9,10,10,10,5,12,8,4,6,10,8,5,12,1,3,1,1,3,3,3,2,3,2,2,10,8,3,6,6,7,15,12,5,16,- -  -,
2002084885,Andres Johnson,"M (RC), ST (C)",1.11,12,9,13,8,11,9,7,5,9,7,6,6,7,9,3,12,2,7,4,7,7,7,5,8,8,7,9,6,4,5,8,4,6,4,5,14,1,2,3,3,1,3,2,2,3,2,1,3,7,7,17,7,8,13,12,8,12,- -  -,
29006267,Andrew Boyce,D (C),0.23,8,9,9,16,14,9,10,12,9,10,8,8,8,7,9,5,12,4,10,10,4,11,5,3,4,4,9,5,14,2,3,11,10,4,13,11,2,2,3,2,1,2,1,2,1,3,1,11,13,7,5,6,3,13,11,9,6,- -  -,Lst
28060295,Ryan Inniss,D (C),2.00,8,9,13,17,8,8,12,16,17,10,14,9,10,8,12,7,14,7,12,12,7,14,5,3,5,6,7,2,15,10,3,12,8,3,11,7,3,2,1,2,1,3,1,1,3,1,3,10,11,16,15,8,20,8,5,8,5,- -  -,Ask
30019004,David Wheeler,"DM, M (RC), AM (R)",0.55,12,13,12,14,16,9,13,12,10,11,11,13,14,13,18,9,13,13,9,12,10,15,9,10,11,11,10,9,15,9,2,7,9,9,8,10,2,3,1,1,1,1,2,1,2,3,2,8,15,2,8,12,11,10,10,13,11,- -  -,
28006282,Jordan Spence,D (RC),0.26,13,12,13,14,16,12,11,14,8,11,10,9,9,8,17,6,12,10,10,12,7,13,5,9,10,5,10,5,12,5,9,12,10,4,13,11,1,2,1,4,3,3,1,1,3,1,3,17,9,5,4,12,3,12,15,9,14,- -  -,Wnt
29084030,Duane Holmes,"M (RC), AM (RLC)",0.41,13,14,13,7,13,13,12,8,11,12,9,10,10,9,10,12,7,12,9,12,13,13,9,10,12,9,11,8,6,11,13,7,12,9,10,12,3,3,1,2,3,2,2,4,1,1,2,15,12,3,6,13,13,12,14,15,12,- -  -,
29038157,Luke Berry,M/AM (C),0.60,11,10,11,10,12,12,15,12,12,11,12,11,12,12,14,12,11,12,8,15,13,15,9,10,11,12,12,13,12,11,3,9,13,8,11,12,1,2,2,1,1,1,3,3,3,3,4,13,13,2,6,11,14,14,10,12,13,- -  -,
28080365,Rhys Browne,"AM (RLC), ST (C)",0.59,13,10,9,8,7,11,8,9,9,8,10,9,9,7,10,13,6,10,5,11,9,12,7,7,12,8,11,5,8,7,5,5,10,9,5,11,3,1,3,1,2,2,2,2,1,1,3,10,10,2,4,6,9,12,10,10,9,- -  -,Lst
28109138,Joe Lewis,D (RC),0.24,11,11,10,14,12,12,11,13,12,10,12,7,10,10,11,6,7,6,11,12,8,14,2,5,7,5,8,3,13,3,9,13,8,6,11,9,1,1,2,2,3,2,2,1,3,3,1,10,14,7,11,9,4,11,15,13,11,- -  -,
94044706,Ryan Hill,"M/AM (RC), ST (C)",0.39,13,9,8,11,12,12,13,9,8,10,8,9,8,11,10,13,8,9,7,3,9,6,6,8,9,7,7,5,6,7,6,6,9,4,6,8,3,2,3,3,3,1,3,2,1,1,4,9,13,4,6,1,3,15,12,13,14,- -  -,
61087406,Connor Smith,"M (C), AM (RLC)",0.85,11,12,13,6,12,12,13,12,6,11,12,12,7,11,12,13,6,12,6,10,13,10,8,8,12,7,13,11,5,8,4,5,11,8,4,12,2,1,3,3,1,3,1,2,2,1,1,11,7,4,6,11,8,12,12,10,19,- -  -,
29130593,Kyle Dempsey,M/AM (C),0.73,11,13,11,7,16,13,14,13,12,8,13,12,11,11,12,12,11,11,9,12,12,14,10,9,11,9,12,10,10,11,3,8,12,7,13,12,2,2,2,3,2,2,1,1,1,1,1,12,13,4,5,11,3,12,13,14,10,- -  -,
2000033307,Zac Williams,D (LC),0.11,11,11,10,12,11,11,11,11,14,13,12,12,14,10,13,7,15,8,11,12,12,13,3,6,10,5,9,5,11,4,5,11,11,4,12,13,1,4,1,3,1,3,4,2,2,3,3,15,13,8,5,13,7,13,12,11,15,- -  -,
29141819,Matt Butcher,"DM, M (C)",0.18,11,10,14,12,11,10,13,14,12,11,12,12,11,12,13,8,12,11,11,15,12,15,10,10,11,9,11,10,10,15,6,11,11,8,11,12,2,3,2,2,2,1,1,3,2,1,3,12,13,2,8,11,6,14,12,13,12,- -  -,
90013092,Liam Hogan,D (C),0.26,9,9,11,14,11,10,10,13,14,9,14,9,10,8,14,5,15,7,11,13,7,13,4,6,8,6,8,4,12,4,11,12,8,7,11,7,1,1,3,2,2,3,2,3,1,3,1,12,14,5,10,11,8,15,14,10,11,- -  -,
28109605,Dominic Thompson,D/WB (L),0.13,14,13,11,11,12,13,14,10,11,11,10,11,11,10,13,12,7,8,12,12,11,13,10,11,11,7,12,8,10,9,8,11,12,6,11,12,1,1,1,1,2,4,2,1,2,2,3,12,10,6,4,10,4,12,11,11,7,- -  -,
27119378,Lasse Sørensen,"DM, M (C)",0.30,11,10,12,11,15,12,15,9,14,11,13,10,13,10,7,9,9,11,11,13,12,17,9,9,11,7,11,8,8,8,6,11,12,8,12,11,2,1,1,2,2,3,4,2,1,3,1,12,12,3,5,10,5,15,10,11,13,- -  -,Wnt
28117372,Nathan Collins,D (RC),0.03,13,11,12,15,15,14,14,14,13,14,17,15,14,13,15,4,13,3,14,15,10,15,4,6,9,3,11,5,15,4,6,14,11,5,15,11,3,3,1,2,2,3,2,3,3,2,1,16,15,4,7,14,4,16,14,16,8,- -  -,
28018621,Greg Cunningham,"D (LC), WB (L)",0.15,9,10,12,11,14,9,11,11,12,13,13,11,13,13,14,9,16,12,14,14,10,15,11,13,9,8,13,10,12,5,8,13,13,6,13,13,2,3,2,1,3,3,1,3,1,1,3,13,16,6,8,11,14,18,16,13,17,- -  -,
29173984,Timi Odusina,D (C),0.05,15,11,11,12,12,14,10,12,11,10,11,10,10,11,10,4,10,10,12,10,10,9,2,4,7,5,9,5,12,4,6,12,13,2,12,9,3,3,2,1,3,2,2,2,1,2,1,11,13,5,4,11,2,10,9,12,11,- -  -,
29159551,Archie Collins,M (C),0.23,11,11,11,9,15,10,13,10,7,12,8,11,11,11,11,9,9,11,9,13,10,13,13,11,11,7,12,8,10,11,7,7,12,10,8,12,1,1,2,1,3,1,1,1,3,2,2,12,16,3,7,10,6,14,12,14,11,- -  -,Wnt
2000037318,Matthew Reed,ST (C),1.35,10,8,16,9,9,11,12,5,15,8,8,10,11,9,4,6,1,9,6,16,6,11,5,6,10,8,9,7,8,9,4,7,8,4,2,7,2,2,1,1,1,2,2,1,3,3,2,14,9,6,8,8,7,11,12,6,19,- -  -,
29164971,Anfernee Dijksteel,"D (RC), WB (R), DM",0.17,12,11,9,12,12,12,14,13,11,13,12,15,15,13,12,4,9,8,13,12,10,14,8,9,11,6,11,8,14,7,11,13,12,6,14,9,1,3,1,3,3,3,2,2,4,4,1,11,14,6,7,10,13,13,12,14,12,- -  -,Set
52094225,Trai Hume,"D/WB (R), M (C)",0.19,12,14,9,7,14,12,15,7,5,10,10,11,10,7,8,8,12,9,9,9,6,11,5,12,11,6,8,8,12,9,11,13,10,6,13,9,1,3,2,2,2,3,3,3,1,3,3,11,9,5,6,12,10,12,10,9,19,- -  -,Loa
2000018468,Ozziel Herrera,"AM (R), ST (C)",1.50,14,14,11,9,14,14,13,8,5,8,7,11,9,8,8,8,6,11,8,8,10,10,8,10,10,9,14,6,10,10,5,3,9,9,8,9,4,2,1,3,2,1,3,1,2,4,2,12,11,1,10,12,7,11,10,11,17,- -  -,Loa
55063406,Daniel Podence,"M (L), AM (RLC)",0.50,16,17,16,3,14,16,14,5,15,11,13,9,9,9,15,18,6,14,6,8,14,14,12,13,17,9,16,10,4,8,4,6,13,10,5,16,1,3,1,1,1,2,3,3,1,1,2,13,13,9,13,12,11,11,8,7,10,- -  -,Wnt
28121369,Armando Broja,"AM (RL), ST (C)",2.60,16,12,15,14,14,16,13,14,14,13,11,14,8,12,12,13,11,14,6,11,9,13,7,8,15,14,12,7,12,8,7,5,7,8,8,13,2,1,1,1,1,2,3,1,3,2,2,10,10,6,7,10,6,12,12,11,12,- -  -,
2000016060,Hadi Haidar,"D (C), DM",0.12,12,13,7,11,12,11,7,8,9,10,8,8,10,13,9,5,4,7,11,7,8,11,3,7,2,4,10,6,9,6,1,8,9,1,13,5,3,4,1,1,1,2,2,3,2,1,2,10,13,4,7,16,13,11,10,15,13,- -  -,
28116912,Jayden Onen,M/AM (C),0.70,13,9,10,9,12,12,12,9,9,11,12,9,12,9,11,11,7,11,6,8,8,10,10,10,11,10,9,8,6,10,5,5,9,8,6,9,2,1,4,2,3,1,1,2,2,1,1,9,8,6,6,13,7,11,9,11,11,- -  -,
29193605,Louis Lomas,D (C),0.32,12,9,9,10,10,12,10,12,8,10,10,10,10,8,13,3,10,7,12,11,7,10,3,5,6,4,9,5,11,4,5,11,10,2,11,10,1,2,2,1,3,1,1,1,3,3,3,12,7,3,5,7,4,8,8,8,9,- -  -,
29146090,Carlton Ubaezuonu,M/AM (L),0.43,13,10,10,11,10,13,9,10,9,6,10,8,4,7,14,13,2,5,5,8,7,7,3,8,11,6,8,2,9,6,4,5,7,4,5,9,2,1,1,3,4,2,2,1,2,1,3,12,8,11,7,8,12,16,14,7,15,- -  -,
61036775,Ryan Fraser,M/AM (RL),0.43,15,13,14,3,12,15,12,12,7,13,13,12,10,12,13,12,10,15,10,15,11,17,13,14,13,13,13,12,2,12,2,6,14,6,7,12,3,3,3,3,3,2,1,3,3,3,3,12,12,3,5,10,13,12,13,16,8,- -  -,
28081273,Gethin Jones,"D (RC), WB (R)",0.15,13,12,10,10,13,12,13,10,11,12,10,11,12,10,13,7,14,13,13,12,10,11,6,8,8,7,11,6,12,8,10,12,11,6,12,12,3,3,1,2,3,1,2,2,2,2,1,12,13,1,5,14,8,13,14,14,13,- -  -,Inj
28000905,Craig Cathcart,D (RC),0.13,10,7,13,14,15,10,14,13,11,14,13,12,13,12,15,5,11,11,16,12,8,14,3,4,8,10,12,4,14,4,7,14,11,4,14,12,2,3,4,2,2,2,2,2,3,3,2,12,14,3,6,13,13,18,17,10,17,- -  -,
29217605,Eiran Cashin,D (C),0.19,10,11,9,12,15,9,14,15,16,12,18,12,11,10,15,5,12,13,12,12,11,14,4,6,9,8,9,6,14,4,12,12,12,6,12,9,1,1,2,1,2,1,2,2,1,3,4,13,14,11,14,5,10,15,9,8,13,- -  -,
29130389,Brad Halliday,D/WB (R),0.23,11,11,12,10,15,11,14,11,14,10,11,10,11,9,12,9,8,11,11,13,8,14,6,11,10,8,8,4,9,9,9,11,12,6,10,9,1,3,2,2,1,1,3,2,2,2,4,7,13,7,8,10,8,12,9,14,11,- -  -,
29019774,Nathan Thompson,D (RC),0.28,10,12,10,8,13,11,13,15,14,12,18,11,12,11,16,5,16,11,12,12,9,15,7,11,10,5,11,5,13,7,12,12,12,7,14,11,1,1,1,2,4,3,2,2,2,2,1,12,16,4,17,10,16,17,5,14,8,- -  -,
28100207,Harvey Barnes,"M (L), AM (RLC)",0.60,15,15,13,10,13,16,14,12,9,13,9,12,10,13,12,15,7,13,7,12,13,12,10,14,16,12,14,11,8,14,9,6,12,8,7,15,4,2,3,3,2,3,1,2,2,3,2,11,10,1,2,12,5,14,12,13,12,- -  -,Lst
29060069,John Marquis,"AM (C), ST (C)",1.41,11,11,13,13,13,11,15,12,14,10,14,11,11,10,15,10,10,12,8,14,8,15,4,8,8,10,10,9,12,10,5,6,10,13,11,11,1,2,3,3,1,2,3,2,2,2,1,13,11,8,10,15,7,15,9,11,6,- -  -,
61031508,Jack Grimmer,"D (RC), WB (R)",0.10,12,12,13,11,14,11,14,10,10,11,10,11,11,11,12,7,10,10,12,14,11,15,10,12,11,6,12,7,12,6,12,11,11,6,13,12,1,4,3,1,3,1,3,3,1,3,2,10,14,3,6,10,7,13,15,15,10,- -  -,
29217405,Jack Holmes,"M (RL), AM (RLC)",0.33,11,12,11,5,10,11,9,6,5,7,5,9,6,7,6,11,5,10,3,8,10,8,9,8,12,8,9,8,4,8,3,3,10,5,3,9,1,2,3,3,1,3,1,3,1,3,1,10,8,8,3,12,5,15,12,12,13,- -  -,
67202350,Dani Ceballos,M (C),0.52,14,15,13,8,11,13,13,9,13,13,15,12,12,12,11,13,10,14,12,14,14,13,10,11,16,12,16,11,7,13,12,8,16,10,12,16,4,1,3,3,3,2,4,1,3,2,3,12,11,13,11,11,11,13,10,16,8,- -  -,Lst
29192092,Jack Armer,D/WB (RL),0.05,11,11,9,9,12,11,13,12,10,10,10,11,11,11,9,6,7,8,10,11,12,12,6,10,10,3,9,8,11,2,9,9,9,4,12,9,4,3,1,3,3,2,2,3,3,3,2,11,11,6,5,8,5,9,11,14,11,- -  -,
29156656,Ben Tollitt,"M (RLC), AM (RL)",0.33,13,12,10,9,10,12,10,10,7,9,7,10,8,8,12,13,6,9,4,6,9,10,9,10,12,9,9,6,4,9,3,2,9,7,2,7,1,1,2,4,1,2,2,4,1,1,2,9,12,7,4,10,6,12,11,8,12,- -  -,Wnt
14025513,Manuel Lanzini,"DM, M (C), AM (LC)",0.25,15,14,12,4,12,14,13,8,12,15,9,15,11,13,12,15,10,14,7,13,13,12,12,11,14,13,16,13,7,13,1,6,14,10,4,16,1,3,3,4,3,2,4,4,2,1,3,13,14,8,8,15,13,13,7,13,13,- -  -,Wnt
28058544,Bobby Decordova-Reid,"AM (RC), ST (C)",0.55,14,13,12,5,12,14,14,7,10,14,9,11,14,12,14,13,8,13,9,14,13,14,10,12,14,14,13,10,8,11,5,8,14,11,7,13,1,3,1,3,3,2,2,1,1,1,1,12,11,6,5,12,8,15,12,16,14,- -  -,
74032545,Nathan Peate,D (C),0.08,8,9,10,11,10,9,10,9,9,9,9,8,8,7,11,5,8,9,10,9,8,8,3,4,5,6,7,5,11,5,4,10,9,7,8,7,3,1,3,1,3,1,3,1,2,3,4,10,12,2,5,10,5,11,11,8,16,- -  -,
28067646,Tyrone Williams,D (RC),0.19,12,9,10,11,11,12,12,12,6,9,9,9,10,11,10,7,6,6,12,11,9,12,4,10,8,6,8,6,11,5,5,12,10,4,11,10,2,1,2,2,3,3,1,2,1,1,2,12,12,5,3,11,2,10,11,11,10,- -  -,
5123525,Jonny Howson,"D (RC), WB (R), DM, M (C)",0.18,9,8,11,9,14,9,15,9,12,12,15,14,12,12,14,9,14,13,14,14,13,14,12,9,8,11,13,12,7,13,9,12,13,8,12,13,4,2,2,1,3,3,1,1,1,3,1,13,16,2,12,15,7,16,15,16,15,- -  -,
29141779,Victor Adeboyejo,"AM (RL), ST (C)",1.06,12,13,13,14,14,13,12,14,13,12,14,10,13,10,15,8,5,13,9,13,11,14,6,8,10,11,11,8,11,11,3,8,8,11,6,10,4,3,1,1,2,1,1,1,2,3,1,13,10,2,7,10,4,16,15,12,16,- -  -,
29177373,Albie Morgan,M/AM (C),0.23,12,13,12,5,13,13,12,9,12,12,11,10,9,11,11,11,6,12,7,10,15,13,11,11,13,8,11,12,9,9,7,6,13,9,6,13,1,1,2,1,2,2,2,3,3,1,2,14,8,3,10,10,6,13,9,11,7,- -  -,
